country_iso3,HS4,trade_value_usd,trade_quantity_mt,year,commodity
ABW,1006,14562.892,21650.476000000002,1995,RICE_05
ABW,4412,3.977,7.5,1995,PLYWOOD
ABW,7108,45.199,0.004,1995,GOLD
AFG,1006,304.615,1158.187,1995,RICE_05
AFG,1701,3027.004,5952.139999999999,1995,SUGAR_WLD
AFG,2401,12.705,5.3740000000000006,1995,TOBAC_US
AFG,4001,28,19.199,1995,RUBBER1_MYSG
AFG,5201,2460.722,1368.237,1995,COTTON_A_INDX
AFG,8001,26.912,4,1995,TIN
AGO,1511,36.764,244.085,1995,PALM_OIL
AGO,2709,3246447.179,24871183.617,1995,CRUDE_PETRO
AGO,2711,24454.572999999997,123996.215,1995,NGAS_EUR
AGO,4412,26.295,88.8,1995,PLYWOOD
AGO,5201,161.98,107.886,1995,COTTON_A_INDX
AGO,7108,18.263,0,1995,GOLD
ALB,1001,11.458,92.949,1995,WHEAT_US_HRW
ALB,1005,521.958,3150,1995,MAIZE
ALB,1201,47.337,178.742,1995,SOYBEANS
ALB,1801,130.757,100,1995,COCOA
ALB,2401,3940.1349999999998,1605.676,1995,TOBAC_US
ALB,2835,6.804,22.898,1995,TSP
ALB,3102,214.164,8989.535,1995,UREA_EE_BULK
ALB,4001,114.202,70.378,1995,RUBBER1_MYSG
ALB,4412,338.837,322.147,1995,PLYWOOD
ALB,5201,188.839,100.753,1995,COTTON_A_INDX
ALB,7108,2.218,0.007,1995,GOLD
ALB,7403,7698.598,3039.499,1995,COPPER
ALB,7601,2246.768,2066.573,1995,ALUMINUM
ALB,7801,67.731,101.936,1995,LEAD
AND,1701,176.815,290.375,1995,SUGAR_WLD
AND,2401,47.591,51.277,1995,TOBAC_US
AND,4412,0.824,0.449,1995,PLYWOOD
AND,7108,1766.51,0.177,1995,GOLD
ANT,1001,163.687,501.625,1995,WHEAT_US_HRW
ANT,1006,127863.274,183597.623,1995,RICE_05
ANT,1701,116.132,157.121,1995,SUGAR_WLD
ANT,2701,2144.177,22368,1995,COAL_AUS
ANT,2709,64009.599,565361.2559999999,1995,CRUDE_PETRO
ANT,2711,14196.754,120128.31300000001,1995,NGAS_EUR
ANT,2835,31.03,26.25,1995,TSP
ANT,4412,9.188,6.779999999999999,1995,PLYWOOD
ANT,7108,745.8,0.065,1995,GOLD
ANT,7110,201.716,0,1995,PLATINUM
ANT,7502,6.189,9.312,1995,NICKEL
ARE,1001,2922.511,15605.499,1995,WHEAT_US_HRW
ARE,1003,133.826,1114.812,1995,BARLEY
ARE,1005,110.615,516.889,1995,MAIZE
ARE,1006,12553.439,30349.837,1995,RICE_05
ARE,1511,19373.906,18640.737,1995,PALM_OIL
ARE,1513,9.058,11,1995,COCONUT_OIL
ARE,1701,25823.601,56961.549999999996,1995,SUGAR_WLD
ARE,2401,481.09999999999997,194.809,1995,TOBAC_US
ARE,2510,1.841,9.25,1995,PHOSROCK
ARE,2701,8.525,96.691,1995,COAL_AUS
ARE,2709,12343071.873,93486602.138,1995,CRUDE_PETRO
ARE,2711,1527288.153,8357615.451,1995,NGAS_EUR
ARE,2835,26.876,72.539,1995,TSP
ARE,3102,110258.669,511708.271,1995,UREA_EE_BULK
ARE,3104,221.21,412.5,1995,POTASH
ARE,3105,665.922,2817.625,1995,DAP
ARE,4001,22.311,7.3740000000000006,1995,RUBBER1_MYSG
ARE,4412,11987.285,18987.169,1995,PLYWOOD
ARE,5201,3298.138,1730.85,1995,COTTON_A_INDX
ARE,7106,109251.55,0,1995,SILVER
ARE,7108,160039.926,80.18,1995,GOLD
ARE,7110,270.603,0,1995,PLATINUM
ARE,7403,1932.687,785.291,1995,COPPER
ARE,7502,685.714,90.698,1995,NICKEL
ARE,7601,429672.493,200219.51499999998,1995,ALUMINUM
ARE,7801,1695.896,1457.713,1995,LEAD
ARE,7901,3363.543,2484.134,1995,ZINC
ARE,8001,6192.99,1869.016,1995,TIN
ARG,1001,1158007.021,6726922.165,1995,WHEAT_US_HRW
ARG,1003,4206.189,22205.198,1995,BARLEY
ARG,1005,779024.21,6383166.3610000005,1995,MAIZE
ARG,1006,132552.857,399125.143,1995,RICE_05
ARG,1201,653358.622,2659347.613,1995,SOYBEANS
ARG,1511,198.96,284.8,1995,PALM_OIL
ARG,1513,661.1899999999999,682.59,1995,COCONUT_OIL
ARG,1701,64613.083999999995,163686.206,1995,SUGAR_WLD
ARG,2401,108134.404,43705.632,1995,TOBAC_US
ARG,2701,1075.779,4569.231000000001,1995,COAL_AUS
ARG,2709,1544302.467,14078195.848,1995,CRUDE_PETRO
ARG,2711,92071.949,499459.524,1995,NGAS_EUR
ARG,2835,1746.983,1645.27,1995,TSP
ARG,3102,194.429,700.962,1995,UREA_EE_BULK
ARG,3104,98.11,354.881,1995,POTASH
ARG,3105,384.758,1563.215,1995,DAP
ARG,4001,615.625,216.211,1995,RUBBER1_MYSG
ARG,4412,1986.382,2891.392,1995,PLYWOOD
ARG,5201,442518.653,242300.945,1995,COTTON_A_INDX
ARG,7106,510.269,0,1995,SILVER
ARG,7108,29965.599000000002,2.367,1995,GOLD
ARG,7110,1139.051,0,1995,PLATINUM
ARG,7403,740.749,327.298,1995,COPPER
ARG,7502,33.384,10.276,1995,NICKEL
ARG,7601,188335.973,101403.55,1995,ALUMINUM
ARG,7801,897.726,1227.263,1995,LEAD
ARG,7901,12227.468,11693.395,1995,ZINC
ARG,8001,31.688,5,1995,TIN
ARM,5201,20.21,20.21,1995,COTTON_A_INDX
ARM,7106,4.408,0,1995,SILVER
ARM,7601,10.402,14.875,1995,ALUMINUM
ATG,1006,2969.709,4214.847,1995,RICE_05
ATG,2709,16167.307,125774.064,1995,CRUDE_PETRO
ATG,3105,916.056,3435,1995,DAP
ATG,5201,1446.2040000000002,532.288,1995,COTTON_A_INDX
ATG,7601,1178.131,500,1995,ALUMINUM
AUS,1001,1041255.276,5054129.134,1995,WHEAT_US_HRW
AUS,1003,160366.237,657283.1429999999,1995,BARLEY
AUS,1005,2229.997,3362.545,1995,MAIZE
AUS,1006,105938.436,187475.41,1995,RICE_05
AUS,1201,1573.6660000000002,3013.9790000000003,1995,SOYBEANS
AUS,1511,1059.625,1373.904,1995,PALM_OIL
AUS,1513,212.678,253.03,1995,COCONUT_OIL
AUS,1701,1188690.922,3868672.556,1995,SUGAR_WLD
AUS,2401,30731.2,2602.533,1995,TOBAC_US
AUS,2510,26564.744,386416.675,1995,PHOSROCK
AUS,2601,3030522.274,134244010.243,1995,IRON_ORE
AUS,2701,7117324.684,144398999.194,1995,COAL_AUS
AUS,2709,1123229.014,8299286.6219999995,1995,CRUDE_PETRO
AUS,2711,1436006.7219999998,8241342.292,1995,NGAS_EUR
AUS,2835,8289.388,1404.863,1995,TSP
AUS,3102,16679.724,71586.111,1995,UREA_EE_BULK
AUS,3104,417.78200000000004,2089.135,1995,POTASH
AUS,3105,3156.095,7234.856,1995,DAP
AUS,4001,894.921,487.441,1995,RUBBER1_MYSG
AUS,4412,5545.326,7459.706,1995,PLYWOOD
AUS,5201,632102.954,304342.385,1995,COTTON_A_INDX
AUS,7106,50531.869,0,1995,SILVER
AUS,7108,3383416.354,266.683,1995,GOLD
AUS,7110,5482.609,0,1995,PLATINUM
AUS,7403,425735.198,133770.018,1995,COPPER
AUS,7502,380691.884,46472.669,1995,NICKEL
AUS,7601,1826839.015,954987.932,1995,ALUMINUM
AUS,7801,262400.974,348084.963,1995,LEAD
AUS,7901,295933.87,237301.374,1995,ZINC
AUS,8001,6982.724,1273.3500000000001,1995,TIN
AUT,1001,72331.444,348953.142,1995,WHEAT_US_HRW
AUT,1003,29673.361,173527.562,1995,BARLEY
AUT,1005,30201.05,48085.728,1995,MAIZE
AUT,1006,6030.657999999999,5785.701999999999,1995,RICE_05
AUT,1201,9568.592,37809.429,1995,SOYBEANS
AUT,1511,1107.414,1037.764,1995,PALM_OIL
AUT,1513,1644.098,1350.757,1995,COCONUT_OIL
AUT,1701,21989.999,52428.194,1995,SUGAR_WLD
AUT,1801,69.02199999999999,32.457,1995,COCOA
AUT,2401,4142.177,1592.147,1995,TOBAC_US
AUT,2510,138.723,1348.986,1995,PHOSROCK
AUT,2601,257.652,11947.439999999999,1995,IRON_ORE
AUT,2701,4944.585,32551.793,1995,COAL_AUS
AUT,2709,11.544,4.628,1995,CRUDE_PETRO
AUT,2711,5424.804,24090.827999999998,1995,NGAS_EUR
AUT,2835,6842.421,6375.786,1995,TSP
AUT,3102,94751.876,501715.117,1995,UREA_EE_BULK
AUT,3104,824.0409999999999,6687.268,1995,POTASH
AUT,3105,32648.147,145516.545,1995,DAP
AUT,4001,2394.203,1102.961,1995,RUBBER1_MYSG
AUT,4412,106703.23,67150.73000000001,1995,PLYWOOD
AUT,5201,11533.333,5009.575,1995,COTTON_A_INDX
AUT,7106,12089.014000000001,0,1995,SILVER
AUT,7108,29319.207000000002,2.425,1995,GOLD
AUT,7110,5565.977,0,1995,PLATINUM
AUT,7403,244995.93600000002,58720.108,1995,COPPER
AUT,7502,9050.811,888.75,1995,NICKEL
AUT,7601,170046.891,76932.68000000001,1995,ALUMINUM
AUT,7801,4295.546,5827.46,1995,LEAD
AUT,7901,5327.415,3117.724,1995,ZINC
AUT,8001,935.712,123.11500000000001,1995,TIN
AZE,1001,40.873,351.687,1995,WHEAT_US_HRW
AZE,2835,11.902,20,1995,TSP
AZE,3102,157.42000000000002,953.304,1995,UREA_EE_BULK
AZE,3104,812.0840000000001,4157,1995,POTASH
AZE,5201,45400.635,24256.722,1995,COTTON_A_INDX
AZE,7403,1075.971,445,1995,COPPER
AZE,7502,186.748,23.765,1995,NICKEL
AZE,7601,695.986,749.631,1995,ALUMINUM
BDI,1006,4.066,1,1995,RICE_05
BDI,1511,594.9929999999999,1605.2489999999998,1995,PALM_OIL
BDI,1513,38.343,107.789,1995,COCONUT_OIL
BDI,1701,357.196,504,1995,SUGAR_WLD
BDI,1801,25.589,25.14,1995,COCOA
BDI,2401,12.321,44.945,1995,TOBAC_US
BDI,5201,4478.113,2216.5879999999997,1995,COTTON_A_INDX
BDI,7108,70077.404,5.708,1995,GOLD
BDI,7601,329.84,146.562,1995,ALUMINUM
BEL,1001,108124.181,554858.751,1995,WHEAT_US_HRW
BEL,1003,40045.917,235979.878,1995,BARLEY
BEL,1005,64676.603,394758.994,1995,MAIZE
BEL,1006,123241.883,119046.333,1995,RICE_05
BEL,1201,14351.107,53685.07400000001,1995,SOYBEANS
BEL,1511,31939.791999999998,34088.678,1995,PALM_OIL
BEL,1513,12325.103,21955.627,1995,COCONUT_OIL
BEL,1701,493936.98099999997,1290463.209,1995,SUGAR_WLD
BEL,1801,4200.785,2420.332,1995,COCOA
BEL,2401,82774.132,18553.848,1995,TOBAC_US
BEL,2510,1189.806,18618.968,1995,PHOSROCK
BEL,2601,1742.681,35403.65,1995,IRON_ORE
BEL,2701,78496.056,1097077.319,1995,COAL_AUS
BEL,2709,3001.554,43738.22,1995,CRUDE_PETRO
BEL,2711,164636.346,643143.447,1995,NGAS_EUR
BEL,2835,171202.595,321407.005,1995,TSP
BEL,3102,343204.987,2763049.729,1995,UREA_EE_BULK
BEL,3104,109571.506,552333.582,1995,POTASH
BEL,3105,451767.29,1981577.865,1995,DAP
BEL,4001,4282.523,2320.075,1995,RUBBER1_MYSG
BEL,4412,67736.647,60483.47,1995,PLYWOOD
BEL,5201,12120.991,5125.2789999999995,1995,COTTON_A_INDX
BEL,7106,139953.683,0,1995,SILVER
BEL,7108,271088.978,21.764,1995,GOLD
BEL,7110,143183.208,0,1995,PLATINUM
BEL,7403,548866.51,160248.981,1995,COPPER
BEL,7502,144733.377,14799.24,1995,NICKEL
BEL,7601,296770.982,136565.633,1995,ALUMINUM
BEL,7801,60654.869,78772.479,1995,LEAD
BEL,7901,383207.648,309920.25,1995,ZINC
BEL,8001,39508.111,6568.581,1995,TIN
BEN,1005,5.631,83.554,1995,MAIZE
BEN,1006,1070.105,2281.378,1995,RICE_05
BEN,1511,72.458,421.312,1995,PALM_OIL
BEN,1513,4.013,25,1995,COCONUT_OIL
BEN,1701,290.522,336.875,1995,SUGAR_WLD
BEN,2401,14.881,11.386,1995,TOBAC_US
BEN,2709,8200.526,61007.508,1995,CRUDE_PETRO
BEN,3102,104.43100000000001,320.199,1995,UREA_EE_BULK
BEN,4412,24.01,13.959999999999999,1995,PLYWOOD
BEN,5201,147830.241,74258.235,1995,COTTON_A_INDX
BEN,7901,12.469999999999999,7.875,1995,ZINC
BFA,1005,758.997,5329.299,1995,MAIZE
BFA,2401,116.743,14.437,1995,TOBAC_US
BFA,3102,1.42,6.25,1995,UREA_EE_BULK
BFA,3104,3.115,9,1995,POTASH
BFA,3105,30.453,151.226,1995,DAP
BFA,4412,1.201,0.199,1995,PLYWOOD
BFA,5201,155880.162,85787.675,1995,COTTON_A_INDX
BFA,7108,32313.313,3.564,1995,GOLD
BFA,7601,4.742,1,1995,ALUMINUM
BGD,1006,3911.452,12958.609,1995,RICE_05
BGD,1511,226.473,307.625,1995,PALM_OIL
BGD,1513,97.73700000000001,149.17,1995,COCONUT_OIL
BGD,1701,24.89,51.117,1995,SUGAR_WLD
BGD,2401,1115.84,381.569,1995,TOBAC_US
BGD,3102,123109.474,724395.061,1995,UREA_EE_BULK
BGD,3105,18828.787,100500,1995,DAP
BGD,4001,256.056,248.05,1995,RUBBER1_MYSG
BGD,5201,614.913,356.21,1995,COTTON_A_INDX
BGD,7403,51.696,20.683,1995,COPPER
BGD,7601,42.304,20,1995,ALUMINUM
BGD,7901,112.459,100,1995,ZINC
BGR,1001,89595.555,503998.685,1995,WHEAT_US_HRW
BGR,1003,12072.677,76088.396,1995,BARLEY
BGR,1005,546.283,302,1995,MAIZE
BGR,1006,238.49,1322.936,1995,RICE_05
BGR,1701,19790.68,45012.187999999995,1995,SUGAR_WLD
BGR,1801,175.087,99.82,1995,COCOA
BGR,2401,53949.299,16614.131,1995,TOBAC_US
BGR,2510,38.822,436.125,1995,PHOSROCK
BGR,2701,414.037,7002.46,1995,COAL_AUS
BGR,2711,3968.8759999999997,15162.941,1995,NGAS_EUR
BGR,2835,8825.558,15016.107,1995,TSP
BGR,3102,227847.369,1416522.494,1995,UREA_EE_BULK
BGR,3104,637.924,6552.488,1995,POTASH
BGR,3105,18408.445,116942.562,1995,DAP
BGR,4001,164.65900000000002,123.93299999999999,1995,RUBBER1_MYSG
BGR,4412,7841.375,10441.08,1995,PLYWOOD
BGR,5201,1417.0900000000001,800.732,1995,COTTON_A_INDX
BGR,7106,5217.615,0,1995,SILVER
BGR,7108,116.09299999999999,0.011,1995,GOLD
BGR,7110,11.966000000000001,0,1995,PLATINUM
BGR,7403,168708.608,59516.269,1995,COPPER
BGR,7502,13.642,1.875,1995,NICKEL
BGR,7601,17366.483,10980.311,1995,ALUMINUM
BGR,7801,42731.722,64569.2,1995,LEAD
BGR,7901,50625.544,45353.287,1995,ZINC
BGR,8001,1.249,0.199,1995,TIN
BHR,1006,12.963000000000001,30.261,1995,RICE_05
BHR,1511,4485.643999999999,3823.937,1995,PALM_OIL
BHR,2601,69195.92,1235612.94,1995,IRON_ORE
BHR,2711,22762.717,56807.893000000004,1995,NGAS_EUR
BHR,7106,9.157,0,1995,SILVER
BHR,7108,399.868,0.035,1995,GOLD
BHR,7601,350115.52,183430.622,1995,ALUMINUM
BHR,7901,1.881,0.347,1995,ZINC
BHS,1701,149.605,500,1995,SUGAR_WLD
BHS,2601,3212.768,115358,1995,IRON_ORE
BHS,2709,17807.607,127623.473,1995,CRUDE_PETRO
BHS,2711,992.49,471.625,1995,NGAS_EUR
BHS,3105,9.166,63,1995,DAP
BHS,5201,156.36,85.992,1995,COTTON_A_INDX
BHS,7108,16.595,0.002,1995,GOLD
BHS,7601,538.172,73.015,1995,ALUMINUM
BIH,1001,481.74,4923,1995,WHEAT_US_HRW
BIH,1005,52,260.812,1995,MAIZE
BIH,1701,35.192,76,1995,SUGAR_WLD
BIH,2401,818.907,162,1995,TOBAC_US
BIH,2701,9.472,132,1995,COAL_AUS
BIH,2711,9.221,44.851,1995,NGAS_EUR
BIH,3102,6.957,15.5,1995,UREA_EE_BULK
BIH,4412,156.862,97.5,1995,PLYWOOD
BIH,7108,0.726,0,1995,GOLD
BIH,7601,1534.948,797.25,1995,ALUMINUM
BIH,7901,1.604,35.457,1995,ZINC
BLR,1003,1090.458,15142.646999999999,1995,BARLEY
BLR,1006,51.973,151,1995,RICE_05
BLR,1701,143.748,356.5,1995,SUGAR_WLD
BLR,1801,270,165,1995,COCOA
BLR,2401,23,5,1995,TOBAC_US
BLR,2601,3.3,66,1995,IRON_ORE
BLR,2701,5.399,365.125,1995,COAL_AUS
BLR,2709,20858,202050.248,1995,CRUDE_PETRO
BLR,2711,2824.521,26759.533,1995,NGAS_EUR
BLR,2835,6.598,3.199,1995,TSP
BLR,3102,98529.41500000001,780723.429,1995,UREA_EE_BULK
BLR,3104,109530.015,1326471.53,1995,POTASH
BLR,3105,10107.708,51683.122,1995,DAP
BLR,4412,14425.732,56240.632,1995,PLYWOOD
BLR,5201,2158.131,966.009,1995,COTTON_A_INDX
BLR,7110,577,0,1995,PLATINUM
BLR,7403,5388.766,2392.821,1995,COPPER
BLR,7502,8,0.796,1995,NICKEL
BLR,7601,95226.777,51379.341,1995,ALUMINUM
BLR,7901,24.731,41.589,1995,ZINC
BLR,8001,4,1.125,1995,TIN
BLZ,1513,3.7439999999999998,1.093,1995,COCONUT_OIL
BLZ,1701,49207.921,95544.551,1995,SUGAR_WLD
BLZ,1801,113.985,71.573,1995,COCOA
BLZ,2711,129.477,442.311,1995,NGAS_EUR
BLZ,3104,225.852,3214.362,1995,POTASH
BLZ,3105,83.46199999999999,399.757,1995,DAP
BLZ,4001,121.069,56.631,1995,RUBBER1_MYSG
BLZ,4412,513.858,611.08,1995,PLYWOOD
BLZ,5201,761.475,353.124,1995,COTTON_A_INDX
BLZ,7601,482.29,251.578,1995,ALUMINUM
BMU,1003,251.059,1901.812,1995,BARLEY
BMU,1006,4300.227,18081.678000000004,1995,RICE_05
BMU,2711,21.825,15.75,1995,NGAS_EUR
BMU,3102,1160,5000,1995,UREA_EE_BULK
BMU,5201,55935.576,27925.784,1995,COTTON_A_INDX
BOL,1005,500.60900000000004,3005.172,1995,MAIZE
BOL,1006,824.385,2679.304,1995,RICE_05
BOL,1201,45820.759,196187.668,1995,SOYBEANS
BOL,1511,19.417,20.246,1995,PALM_OIL
BOL,1701,19634.066,57053.256,1995,SUGAR_WLD
BOL,1801,405.641,175.474,1995,COCOA
BOL,2601,39.324,2.5,1995,IRON_ORE
BOL,2709,44393.645000000004,382640.864,1995,CRUDE_PETRO
BOL,2711,85877.448,874615.625,1995,NGAS_EUR
BOL,4001,100.822,89.813,1995,RUBBER1_MYSG
BOL,4412,177.071,143.494,1995,PLYWOOD
BOL,5201,29098.298000000003,13472.583,1995,COTTON_A_INDX
BOL,7106,13366.562,0,1995,SILVER
BOL,7108,134569.839,12.761,1995,GOLD
BOL,7403,57.33,42,1995,COPPER
BOL,7601,207.457,100.019,1995,ALUMINUM
BOL,7801,54.16,27.875,1995,LEAD
BOL,7901,18.399,31.476,1995,ZINC
BOL,8001,123881.08099999999,20979.145,1995,TIN
BRA,1001,36.824,135,1995,WHEAT_US_HRW
BRA,1005,10724.42,43735.22,1995,MAIZE
BRA,1006,4689.161,18477.227,1995,RICE_05
BRA,1201,930798.297,3818830.593,1995,SOYBEANS
BRA,1511,18462.968,25060.46,1995,PALM_OIL
BRA,1513,2128.156,2698.168,1995,COCONUT_OIL
BRA,1701,2031276.016,6424127.263,1995,SUGAR_WLD
BRA,1801,44511.754,24821.988,1995,COCOA
BRA,2401,792703.481,261825.541,1995,TOBAC_US
BRA,2510,16.994,128,1995,PHOSROCK
BRA,2601,3282059.363,131978573.304,1995,IRON_ORE
BRA,2701,965.242,559.424,1995,COAL_AUS
BRA,2709,61091.982,569982.983,1995,CRUDE_PETRO
BRA,2711,3825.505,15023.345000000001,1995,NGAS_EUR
BRA,2835,8443.499,13292.422,1995,TSP
BRA,3102,27794.005,131186.05,1995,UREA_EE_BULK
BRA,3104,627.34,2111.94,1995,POTASH
BRA,3105,30008.817,115194.685,1995,DAP
BRA,4001,1979.746,904.2860000000001,1995,RUBBER1_MYSG
BRA,4412,324233.774,407990.755,1995,PLYWOOD
BRA,5201,78768.198,47088.618,1995,COTTON_A_INDX
BRA,7106,5402.648,0,1995,SILVER
BRA,7108,628500.575,55.406,1995,GOLD
BRA,7110,922.5980000000001,0,1995,PLATINUM
BRA,7403,213332.355,79208.178,1995,COPPER
BRA,7502,38087.548,4341.746,1995,NICKEL
BRA,7601,1735499.6230000001,920121.679,1995,ALUMINUM
BRA,7801,323.477,287.179,1995,LEAD
BRA,7901,62067.657,55044.363,1995,ZINC
BRA,8001,91209.785,14272.818,1995,TIN
BRB,1005,3.9370000000000003,4.27,1995,MAIZE
BRB,1006,9.567,15.873999999999999,1995,RICE_05
BRB,1701,25973.158,36585.412000000004,1995,SUGAR_WLD
BRB,2711,94,334.75,1995,NGAS_EUR
BRB,4001,21.626,16,1995,RUBBER1_MYSG
BRB,4412,31.08,15.429,1995,PLYWOOD
BRB,5201,1095.48,143.476,1995,COTTON_A_INDX
BRB,7502,1.772,0.097,1995,NICKEL
BRB,7801,13.375,80,1995,LEAD
BRB,8001,2.601,2.25,1995,TIN
BRN,1006,44.216,126.636,1995,RICE_05
BRN,1511,74.331,0.171,1995,PALM_OIL
BRN,2401,6.796,2.187,1995,TOBAC_US
BRN,2709,1006584.054,7370997.851,1995,CRUDE_PETRO
BRN,2711,1109833.486,6252759.016,1995,NGAS_EUR
BRN,4001,60.597,38.398,1995,RUBBER1_MYSG
BRN,4412,135.854,201.79500000000002,1995,PLYWOOD
BRN,5201,346.192,150,1995,COTTON_A_INDX
BRN,7601,645.142,131,1995,ALUMINUM
BRN,7801,14.697,21,1995,LEAD
BTN,1005,6.518,48,1995,MAIZE
BTN,1006,4.679,2.062,1995,RICE_05
BTN,2401,5.42,0,1995,TOBAC_US
BTN,2701,117.851,3830.398,1995,COAL_AUS
BTN,3105,374.238,1000,1995,DAP
BTN,4412,1998.971,1415.175,1995,PLYWOOD
BTN,7601,60.376,25.281,1995,ALUMINUM
BTN,7901,68.268,59.996,1995,ZINC
CAF,1701,51.893,93.795,1995,SUGAR_WLD
CAF,2401,568.9250000000001,191.583,1995,TOBAC_US
CAF,4001,40.69,41.101,1995,RUBBER1_MYSG
CAF,4412,162.139,219.778,1995,PLYWOOD
CAF,5201,13490.610999999999,7392.504,1995,COTTON_A_INDX
CAF,7108,676.4,0.063,1995,GOLD
CAF,7601,391.115,199,1995,ALUMINUM
CAN,1001,4095376.879,20694564.256,1995,WHEAT_US_HRW
CAN,1003,376659.545,2580185.841,1995,BARLEY
CAN,1005,83057.22899999999,574256.391,1995,MAIZE
CAN,1006,11952.734,33540.535,1995,RICE_05
CAN,1201,268371.07899999997,955970.253,1995,SOYBEANS
CAN,1511,2936.287,4011.741,1995,PALM_OIL
CAN,1513,385.82800000000003,380.954,1995,COCONUT_OIL
CAN,1701,29438.695,45414.935,1995,SUGAR_WLD
CAN,1801,48.003,43.045,1995,COCOA
CAN,2401,76992.51,22453.394,1995,TOBAC_US
CAN,2510,892.294,42571.536,1995,PHOSROCK
CAN,2601,944093.235,30292582.695,1995,IRON_ORE
CAN,2701,1917205.256,34612253.202,1995,COAL_AUS
CAN,2709,6667562.543,53940335.84,1995,CRUDE_PETRO
CAN,2711,4882269.064,4933427.814,1995,NGAS_EUR
CAN,2835,47807.865,63379.1,1995,TSP
CAN,3102,397635.66599999997,2791953.068,1995,UREA_EE_BULK
CAN,3104,1382545.684,13742790.246000001,1995,POTASH
CAN,3105,24064.147999999997,93147.037,1995,DAP
CAN,4001,4096.6759999999995,19616.981,1995,RUBBER1_MYSG
CAN,4412,292529.697,418724.64,1995,PLYWOOD
CAN,5201,1288.291,718.388,1995,COTTON_A_INDX
CAN,7106,210413.819,0,1995,SILVER
CAN,7108,2493390.744,208.21800000000002,1995,GOLD
CAN,7110,31525.078,0,1995,PLATINUM
CAN,7403,1287465.425,434816.95399999997,1995,COPPER
CAN,7502,784240.524,92702.249,1995,NICKEL
CAN,7601,3680169.456,1870529.172,1995,ALUMINUM
CAN,7801,152451.063,223724.601,1995,LEAD
CAN,7901,605925.559,548049.652,1995,ZINC
CAN,8001,6214.558,1211.134,1995,TIN
CCK,1801,702.145,462.937,1995,COCOA
CCK,5201,57.755,22.589,1995,COTTON_A_INDX
CHE,1001,4403.445,26782.141,1995,WHEAT_US_HRW
CHE,1003,18255.282,97530.186,1995,BARLEY
CHE,1005,6055.639,39595.647000000004,1995,MAIZE
CHE,1006,4513.366,17762.557,1995,RICE_05
CHE,1201,1133.925,1790.219,1995,SOYBEANS
CHE,1511,16666.844,23850.229,1995,PALM_OIL
CHE,1513,826.649,33.455,1995,COCONUT_OIL
CHE,1701,6805.975,13111.155,1995,SUGAR_WLD
CHE,1801,8814.364,4870.264,1995,COCOA
CHE,2401,72120.909,17275.925,1995,TOBAC_US
CHE,2510,2490.97,48381.235,1995,PHOSROCK
CHE,2601,636.386,28078.943,1995,IRON_ORE
CHE,2701,4381.482,100845.818,1995,COAL_AUS
CHE,2709,5094.405000000001,48002.18,1995,CRUDE_PETRO
CHE,2711,18797.561999999998,82731.88500000001,1995,NGAS_EUR
CHE,2835,7471.635,3638.63,1995,TSP
CHE,3102,20372.598,120122.90699999999,1995,UREA_EE_BULK
CHE,3104,44138.301999999996,303720.26800000004,1995,POTASH
CHE,3105,7472.928,20188,1995,DAP
CHE,4001,919.696,466.019,1995,RUBBER1_MYSG
CHE,4412,8409.153,3191.854,1995,PLYWOOD
CHE,5201,34567.423,15789.058,1995,COTTON_A_INDX
CHE,7106,258150.073,0,1995,SILVER
CHE,7108,5705317.348,464.597,1995,GOLD
CHE,7110,385085.678,0,1995,PLATINUM
CHE,7403,32548.263,9827.071,1995,COPPER
CHE,7502,46919.142,5464.448,1995,NICKEL
CHE,7601,75421.415,24808.456,1995,ALUMINUM
CHE,7801,10582.552,14331.544,1995,LEAD
CHE,7901,28403.474000000002,22236.708,1995,ZINC
CHE,8001,3403.964,491.044,1995,TIN
CHL,1001,73.354,102.618,1995,WHEAT_US_HRW
CHL,1003,158.265,599.629,1995,BARLEY
CHL,1005,28265.925,21146.232,1995,MAIZE
CHL,1006,25.785,55.796,1995,RICE_05
CHL,1201,597.3760000000001,203.17,1995,SOYBEANS
CHL,1511,0.515,0.183,1995,PALM_OIL
CHL,1513,0.585,0.109,1995,COCONUT_OIL
CHL,1701,94.732,172.862,1995,SUGAR_WLD
CHL,1801,62.667,47.792,1995,COCOA
CHL,2401,14300.814,3294.998,1995,TOBAC_US
CHL,2510,2.998,28,1995,PHOSROCK
CHL,2601,193406.298,6645288.394,1995,IRON_ORE
CHL,2701,68.355,611,1995,COAL_AUS
CHL,2709,25045.114999999998,202925.42799999999,1995,CRUDE_PETRO
CHL,2711,9993.519,43747.687,1995,NGAS_EUR
CHL,2835,809.5490000000001,979.016,1995,TSP
CHL,3102,54579.851,333316.058,1995,UREA_EE_BULK
CHL,3104,6699.4929999999995,25553.466,1995,POTASH
CHL,3105,36514.352999999996,165774.582,1995,DAP
CHL,4001,182.722,88.072,1995,RUBBER1_MYSG
CHL,4412,11128.05,9793.456,1995,PLYWOOD
CHL,5201,1320.942,631.187,1995,COTTON_A_INDX
CHL,7106,171809.848,0,1995,SILVER
CHL,7108,335709.57,29.61,1995,GOLD
CHL,7110,31.476999999999997,0,1995,PLATINUM
CHL,7403,3958284.11,1373648.419,1995,COPPER
CHL,7502,5.2,0.5389999999999999,1995,NICKEL
