country_iso3,commodity,HS4,export_value_usd,export_quantity_mt,year
MKD,ALUMINUM,7601,11759.966,8103.513,2003
MKD,LEAD,7801,5331.922,8601.8,2003
MKD,ZINC,7901,38774.732,42271.098,2003
MKD,TIN,8001,65.226,8.943,2003
MLI,TOBAC_US,2401,961.6289999999999,371.15,2003
MLI,COTTON_A_INDX,5201,289918.53500000003,190020.932,2003
MLI,GOLD,7108,566973.4130000001,54.324,2003
MLT,SOYBEANS,1201,21674.064,80483.301,2003
MLT,TOBAC_US,2401,369.94300000000004,20.604,2003
MLT,DAP,3105,1169.29,460.593,2003
MLT,NICKEL,7502,41.556000000000004,2,2003
MMR,MAIZE,1005,23559.323,134623.961,2003
MMR,RICE_05,1006,36573.432,169330.359,2003
MMR,SOYBEANS,1201,721.626,3236.056,2003
MMR,SUGAR_WLD,1701,1700.359,1860.69,2003
MMR,COAL_AUS,2701,18976.195,896738.032,2003
MMR,NGAS_EUR,2711,710065.89,5970169.344,2003
MMR,RUBBER1_MYSG,4001,13584.083,5921.575,2003
MMR,PLYWOOD,4412,13591.657,41348.78,2003
MMR,GOLD,7108,3,0,2003
MNG,COAL_AUS,2701,6447.162,682968.6109999999,2003
MNG,CRUDE_PETRO,2709,4398.584000000001,21341.44,2003
MNG,GOLD,7108,138445.829,12.633999999999999,2003
MNG,COPPER,7403,2329.873,1410.088,2003
MNG,LEAD,7801,48.65,97.3,2003
MOZ,COCONUT_OIL,1513,2092.727,4184.826,2003
MOZ,TOBAC_US,2401,69482.069,40482.678,2003
MOZ,COTTON_A_INDX,5201,36070.079,157084.066,2003
MOZ,GOLD,7108,525.518,0.614,2003
MOZ,COPPER,7403,7602.848,4256.827,2003
MOZ,ALUMINUM,7601,651953.559,438314.076,2003
MOZ,ZINC,7901,28.238,46.872,2003
MRT,IRON_ORE,2601,260356.482,9698555.772,2003
MSR,RICE_05,1006,1469.542,6005.65,2003
MUS,PALM_OIL,1511,2920.405,6532.282,2003
MUS,COCONUT_OIL,1513,1238.96,2533.915,2003
MUS,SUGAR_WLD,1701,281449.574,589976.012,2003
MUS,UREA_EE_BULK,3102,2506.59,15424.032,2003
MUS,DAP,3105,9377.94,23900.337,2003
MUS,PLATINUM,7110,289.995,0.044,2003
MWI,MAIZE,1005,15154.122,60898.515,2003
MWI,SOYBEANS,1201,650.887,3361.276,2003
MWI,SUGAR_WLD,1701,108303.264,185906.063,2003
MWI,TOBAC_US,2401,376147.345,124670.416,2003
MWI,RUBBER1_MYSG,4001,2552.974,1324.786,2003
MWI,PLYWOOD,4412,1388.072,2880.887,2003
MWI,COTTON_A_INDX,5201,5414.766,4692.85,2003
MWI,LEAD,7801,20.263,33.218,2003
MYS,PALM_OIL,1511,4855969.14,7424227.947,2003
MYS,COCONUT_OIL,1513,470746.178,759765.591,2003
MYS,CRUDE_PETRO,2709,3984506.409,10906693.673,2003
MYS,NGAS_EUR,2711,4852945.523999999,18269355.109,2003
MYS,UREA_EE_BULK,3102,152080.659,742514.335,2003
MYS,RUBBER1_MYSG,4001,1114327.859,936954.728,2003
MYS,PLYWOOD,4412,1285406.543,1659266.921,2003
MYS,TIN,8001,125783.13500000001,22774.677,2003
NAM,BARLEY,1003,16.482,14.15,2003
NAM,SOYBEANS,1201,75.69000000000001,39.577,2003
NAM,COCOA,1801,45.935,0.209,2003
NAM,IRON_ORE,2601,179.876,5702.711,2003
NAM,POTASH,3104,3245.029,26066.046,2003
NAM,COTTON_A_INDX,5201,904.807,305.469,2003
NAM,GOLD,7108,24419.71,2.343,2003
NAM,ALUMINUM,7601,137.71800000000002,104.473,2003
NAM,LEAD,7801,973.592,6225.769,2003
NAM,ZINC,7901,25807.172,27844.167999999998,2003
NCL,IRON_ORE,2601,51410.627,2203836.379,2003
NCL,NICKEL,7502,3721.899,1356.13,2003
NCL,ALUMINUM,7601,721,462.4,2003
NER,COCOA,1801,1301.6390000000001,644.207,2003
NER,COAL_AUS,2701,0.126,0.06,2003
NER,DAP,3105,1716.082,4415.505,2003
NER,COTTON_A_INDX,5201,725.472,702.838,2003
NGA,COCONUT_OIL,1513,833.966,1561.7169999999999,2003
NGA,COCOA,1801,492053.049,228057.142,2003
NGA,CRUDE_PETRO,2709,23800079.106,90360583.29200001,2003
NGA,NGAS_EUR,2711,1428104.505,5655989.311,2003
NGA,RUBBER1_MYSG,4001,18866.138,18893.919,2003
NGA,COTTON_A_INDX,5201,15690.644,13667.786,2003
NGA,GOLD,7108,947.373,0.28500000000000003,2003
NGA,PLATINUM,7110,124.8,1.091,2003
NGA,LEAD,7801,996.055,2028.682,2003
NIC,SUGAR_WLD,1701,42152.968,158800.013,2003
NIC,COCOA,1801,372.532,367.116,2003
NIC,TOBAC_US,2401,4030.851,673.854,2003
NIC,PLYWOOD,4412,2261.137,4414.051,2003
NIC,COTTON_A_INDX,5201,50.778,68.787,2003
NIC,SILVER,7106,315.394,3.786,2003
NIC,GOLD,7108,34646.662,5.061999999999999,2003
NLD,SUGAR_WLD,1701,161816.019,280627.679,2003
NLD,TSP,2835,159062.774,330161.123,2003
NLD,UREA_EE_BULK,3102,621782.748,4154576.678,2003
NLD,DAP,3105,239918.208,1741717.2110000001,2003
NLD,SILVER,7106,31211.108,165.039,2003
NLD,ZINC,7901,271764.411,227669.573,2003
NOR,IRON_ORE,2601,64155.178,1502293.784,2003
NOR,COAL_AUS,2701,86678.09700000001,2005002.298,2003
NOR,CRUDE_PETRO,2709,28934407.656,128623462.97399999,2003
NOR,NGAS_EUR,2711,11093841.119,59295525.694,2003
NOR,UREA_EE_BULK,3102,127894.193,559651.621,2003
NOR,DAP,3105,330471.153,1757212.842,2003
NOR,GOLD,7108,23695.607,2.693,2003
NOR,PLATINUM,7110,143594.78,14.366999999999999,2003
NOR,COPPER,7403,73843.253,43111.308999999994,2003
NOR,NICKEL,7502,885637.911,92463.871,2003
NOR,ALUMINUM,7601,2283549.781,1229761.602,2003
NOR,ZINC,7901,133666.21,134635.228,2003
NPL,SUGAR_WLD,1701,4959.145,9174.387,2003
NRU,PLYWOOD,4412,20.389,22.537,2003
NZL,BARLEY,1003,63.378,67.798,2003
NZL,IRON_ORE,2601,15176.643,753050.377,2003
NZL,COAL_AUS,2701,123779.15999999999,2507229.208,2003
NZL,NGAS_EUR,2711,12680.551,496056.71,2003
NZL,PLYWOOD,4412,97657.799,98962.76000000001,2003
NZL,GOLD,7108,129790.307,39.951,2003
NZL,ALUMINUM,7601,434333.092,281806.315,2003
NZL,LEAD,7801,2834.8810000000003,5683.743,2003
OMN,CRUDE_PETRO,2709,7805326.679,34635475.816,2003
OMN,GOLD,7108,1783.1280000000002,0.19,2003
PAK,WHEAT_US_HRW,1001,86568.401,589294.524,2003
PAK,BARLEY,1003,242.452,1817.473,2003
PAK,RICE_05,1006,652215.273,1810077.039,2003
PAK,SUGAR_WLD,1701,28621.093,123727.492,2003
PAK,COCOA,1801,520.264,275,2003
PAK,TOBAC_US,2401,14987.783,8456.965,2003
PAK,PLYWOOD,4412,1503.579,2311.7110000000002,2003
PAN,PALM_OIL,1511,2425.13,5658.1630000000005,2003
PAN,COCONUT_OIL,1513,132.719,287.31,2003
PAN,SUGAR_WLD,1701,14632.195,37925.358,2003
PAN,COCOA,1801,1105.5910000000001,512.719,2003
PAN,TOBAC_US,2401,479.41700000000003,118.51299999999999,2003
PAN,IRON_ORE,2601,2792.394,123403,2003
PAN,COTTON_A_INDX,5201,3787.071,2939.8940000000002,2003
PAN,GOLD,7108,6107.839,0.7310000000000001,2003
PAN,LEAD,7801,803.979,952.0450000000001,2003
PER,SUGAR_WLD,1701,25738.778,85432.218,2003
PER,COCOA,1801,1209.238,763.918,2003
PER,IRON_ORE,2601,115032.4,5329180.733,2003
PER,PLYWOOD,4412,8876.635,10182.06,2003
PER,SILVER,7106,226838.327,1263.983,2003
PER,GOLD,7108,2011312.628,406.24,2003
PER,PLATINUM,7110,144.936,0.020999999999999998,2003
PER,COPPER,7403,822508.603,463758.676,2003
PER,LEAD,7801,58465.419,102928.06,2003
PER,ZINC,7901,134659.841,158631.39,2003
PER,TIN,8001,217929.769,44308.004,2003
PHL,COCONUT_OIL,1513,509276.868,1097855.628,2003
PHL,SUGAR_WLD,1701,66609.97,157289.459,2003
PHL,IRON_ORE,2601,174132.917,4813501.933,2003
PHL,DAP,3105,46489.184,249261.748,2003
PHL,RUBBER1_MYSG,4001,45400.407,44415.778,2003
PHL,SILVER,7106,4348.794,17.511,2003
PHL,GOLD,7108,341284.49100000004,75.037,2003
PHL,PLATINUM,7110,620.144,0.502,2003
PHL,COPPER,7403,311322.587,170851.12300000002,2003
PHL,TIN,8001,2624.227,594.761,2003
PNG,PALM_OIL,1511,184077.183,402380.065,2003
PNG,COCONUT_OIL,1513,56069.54,117477.863,2003
PNG,SUGAR_WLD,1701,3997.345,180737.289,2003
PNG,COCOA,1801,78695.793,39778.774,2003
PNG,RUBBER1_MYSG,4001,6554.831,4220.776,2003
PNG,PLYWOOD,4412,1619.404,2062.866,2003
PNG,GOLD,7108,626600.909,139.743,2003
POL,WHEAT_US_HRW,1001,84872.001,598289.335,2003
POL,SUGAR_WLD,1701,96068.547,313066.157,2003
POL,COAL_AUS,2701,1158970.345,22417166,2003
POL,UREA_EE_BULK,3102,228382.92799999999,1893921.849,2003
POL,DAP,3105,123798.013,753597.777,2003
POL,PLYWOOD,4412,77362.412,86089.865,2003
POL,SILVER,7106,273406.684,1443.199,2003
POL,GOLD,7108,5994.619,0.324,2003
POL,PLATINUM,7110,10068.838,0.516,2003
POL,COPPER,7403,519007.938,288148.031,2003
POL,ZINC,7901,64337.166,71568.609,2003
PRK,IRON_ORE,2601,6941.915,270853.57200000004,2003
PRK,COAL_AUS,2701,26741.635000000002,1093162.2,2003
PRK,SILVER,7106,3233.593,21.296,2003
PRK,ALUMINUM,7601,7138.869,5800.571,2003
PRK,LEAD,7801,1081.755,2399.25,2003
PRY,WHEAT_US_HRW,1001,40063.957,295078.54099999997,2003
PRY,MAIZE,1005,87674.127,1003055.114,2003
PRY,RICE_05,1006,997.85,3851.609,2003
PRY,SOYBEANS,1201,769198.411,3245920.793,2003
PRY,SUGAR_WLD,1701,13663.430999999999,34964.565,2003
PRY,PLYWOOD,4412,7322.507,14989.741,2003
PRY,COTTON_A_INDX,5201,63133.186,57693.803,2003
PRY,COPPER,7403,49.35,47.628,2003
PRY,LEAD,7801,18.033,78.842,2003
PYF,COCONUT_OIL,1513,5276.729,9844.733,2003
QAT,TOBAC_US,2401,39.678,2.239,2003
QAT,NGAS_EUR,2711,3585067.749,15956062.702000001,2003
QAT,UREA_EE_BULK,3102,268736.021,1471612.334,2003
QAT,COPPER,7403,1750.819,1568.3120000000001,2003
ROU,UREA_EE_BULK,3102,224086.242,1394978.6030000001,2003
ROU,DAP,3105,65192.617,400960.12,2003
ROU,PLYWOOD,4412,49457.729,61971.166,2003
ROU,SILVER,7106,1948.922,16.102,2003
ROU,GOLD,7108,7545.507,1.029,2003
ROU,PLATINUM,7110,1031.202,0.062,2003
ROU,ALUMINUM,7601,171391.123,103141.205,2003
ROU,LEAD,7801,11726.909,23586.16,2003
ROU,ZINC,7901,39800.875,48089.142,2003
RUS,WHEAT_US_HRW,1001,946268.187,7970358.492,2003
RUS,BARLEY,1003,283743.963,2979509.778,2003
RUS,PHOSROCK,2510,251227.401,4676468.501,2003
RUS,IRON_ORE,2601,400706.186,16979861.864,2003
RUS,COAL_AUS,2701,2199050.112,59497313.196,2003
RUS,CRUDE_PETRO,2709,47558593.367,213125982.6,2003
RUS,NGAS_EUR,2711,10805519.628,72860495.006,2003
RUS,TSP,2835,40227.075,182951.645,2003
RUS,UREA_EE_BULK,3102,1002225.8910000001,8813282.688,2003
RUS,POTASH,3104,634700.943,6031420.543,2003
RUS,DAP,3105,1215242.942,8444473.984,2003
RUS,PLYWOOD,4412,428253.31799999997,858334.1,2003
RUS,SILVER,7106,91171.356,584.148,2003
RUS,GOLD,7108,511581.543,42.905,2003
RUS,PLATINUM,7110,1789434.263,172.091,2003
RUS,COPPER,7403,781261.439,561391.159,2003
RUS,NICKEL,7502,2733313.599,243728.148,2003
RUS,ALUMINUM,7601,4761702.094,3387469.8880000003,2003
RUS,ZINC,7901,131914.993,161240.058,2003
RUS,TIN,8001,5406.784000000001,1049.632,2003
RWA,IRON_ORE,2601,7.398,3.167,2003
RWA,COAL_AUS,2701,126.642,1390.07,2003
RWA,POTASH,3104,1911.615,14299.9,2003
RWA,COPPER,7403,36,21.6,2003
RWA,ALUMINUM,7601,127.799,80.993,2003
RWA,TIN,8001,664.658,96.798,2003
S19,COCOA,1801,66.65,0.11,2003
SAU,WHEAT_US_HRW,1001,36983.024,210381.862,2003
SAU,COCOA,1801,41.664,14.081,2003
SAU,TOBAC_US,2401,566.676,85.524,2003
SAU,COAL_AUS,2701,1948.515,40127.428,2003
SAU,NGAS_EUR,2711,3406140.409,10461490.655,2003
SAU,UREA_EE_BULK,3102,512121.38,2411948.001,2003
SAU,SILVER,7106,2007.8249999999998,12.349,2003
SAU,PLATINUM,7110,14198.969,0.7350000000000001,2003
SAU,ALUMINUM,7601,15000.974,14560.306,2003
SAU,LEAD,7801,7275.655,12623.498,2003
SCG,BARLEY,1003,242.578,1795.72,2003
SCG,MAIZE,1005,31749.207,181758.383,2003
SCG,SUGAR_WLD,1701,88734.324,128111.848,2003
SCG,SILVER,7106,379.086,2.8,2003
SCG,GOLD,7108,812.46,0.112,2003
SCG,PLATINUM,7110,343.243,0.039,2003
SCG,ALUMINUM,7601,213715.47900000002,137171.536,2003
SCG,TIN,8001,307.673,64.358,2003
SDN,MAIZE,1005,768.772,3519.265,2003
SDN,NGAS_EUR,2711,46355.948,180479.904,2003
SDN,COTTON_A_INDX,5201,101911.377,85075.839,2003
SDN,SILVER,7106,90.133,0.569,2003
SDN,COPPER,7403,7952.684,4420.988,2003
SEN,COCOA,1801,39.253,12.5,2003
SEN,PHOSROCK,2510,14349.253,302327.365,2003
SEN,DAP,3105,35225.696,175310.024,2003
SEN,COTTON_A_INDX,5201,21514.932,15653.567000000001,2003
SGP,MAIZE,1005,5332.417,19607.292,2003
SGP,COAL_AUS,2701,49196.426999999996,259468.682,2003
SGP,NGAS_EUR,2711,330635.887,631375.524,2003
SGP,UREA_EE_BULK,3102,27897.344,131846.158,2003
SGP,POTASH,3104,38240.789,205120.864,2003
SGP,DAP,3105,19388.013,81151.461,2003
SGP,NICKEL,7502,62077.727,7573.688,2003
SGP,ALUMINUM,7601,140111.354,101030.111,2003
SGP,LEAD,7801,31009.577,32403.845999999998,2003
SLE,POTASH,3104,93.871,575.9,2003
SLE,COTTON_A_INDX,5201,123.675,68.65100000000001,2003
SLE,GOLD,7108,66.123,0.01,2003
SLE,LEAD,7801,25.296,54,2003
SLV,SUGAR_WLD,1701,84889.94799999999,301003.812,2003
SOM,PALM_OIL,1511,7838.73,11544.061,2003
SOM,TOBAC_US,2401,805.665,212.175,2003
STP,MAIZE,1005,123.576,82.935,2003
STP,COCONUT_OIL,1513,102.919,300,2003
STP,COCOA,1801,9998.563,4751.711,2003
STP,GOLD,7108,16.752,0.006,2003
SUR,RICE_05,1006,17461.577,58019.508,2003
SUR,COCONUT_OIL,1513,2.2359999999999998,1.215,2003
SUR,COPPER,7403,192.534,112,2003
SUR,ALUMINUM,7601,84.2,61.086,2003
SVK,WHEAT_US_HRW,1001,5101.338,36967.802,2003
SVK,BARLEY,1003,7564.107,53800.228,2003
SVK,MAIZE,1005,27844.487,156316.547,2003
SVK,UREA_EE_BULK,3102,71682.325,649708.642,2003
SVK,PLYWOOD,4412,23195.636,26539.476,2003
SVK,GOLD,7108,3056.29,0.413,2003
SVK,PLATINUM,7110,1547.302,1.7249999999999999,2003
SVK,ALUMINUM,7601,311017.303,179184.964,2003
SVK,LEAD,7801,1819.372,3144.095,2003
SVN,COCOA,1801,1.636,0.455,2003
SVN,CRUDE_PETRO,2709,121.02799999999999,674.713,2003
SVN,TSP,2835,10808.722,17851.713,2003
SVN,ALUMINUM,7601,173015.93300000002,93530.64600000001,2003
SWE,WHEAT_US_HRW,1001,109418.474,708646.598,2003
SWE,BARLEY,1003,60088.333,375155.357,2003
SWE,SUGAR_WLD,1701,50082.918,121807.39899999999,2003
SWE,IRON_ORE,2601,597104.338,15641707.59,2003
SWE,TSP,2835,24747.123,80346.777,2003
SWE,POTASH,3104,22095.828999999998,126668.875,2003
SWE,SILVER,7106,66874.791,442.82099999999997,2003
SWE,GOLD,7108,131821.385,12.676,2003
SWE,COPPER,7403,162740.44400000002,88757.47200000001,2003
SWE,LEAD,7801,37767.896,63926.088,2003
SWZ,PALM_OIL,1511,59.566,123.94,2003
SWZ,SUGAR_WLD,1701,208254.378,515796.429,2003
SWZ,COAL_AUS,2701,10385.758,148673.962,2003
SWZ,COTTON_A_INDX,5201,2875.475,2047.73,2003
SWZ,PLATINUM,7110,336.638,0.016,2003
SWZ,NICKEL,7502,1895.81,216,2003
SWZ,ALUMINUM,7601,1370.018,946.08,2003
SYC,DAP,3105,811.606,402,2003
SYC,COPPER,7403,1.731,1.56,2003
SYR,WHEAT_US_HRW,1001,202574.264,733564.618,2003
SYR,TOBAC_US,2401,11942.456,3578.061,2003
SYR,PLATINUM,7110,16.192999999999998,5.037,2003
TCA,MAIZE,1005,673.289,397.855,2003
TCA,RICE_05,1006,512.166,1024.13,2003
TCD,RUBBER1_MYSG,4001,262,257.5,2003
TCD,COTTON_A_INDX,5201,63484.329,50423.981,2003
TGO,MAIZE,1005,92.02600000000001,1997.718,2003
TGO,COCOA,1801,12829.584,7599.087,2003
TGO,PHOSROCK,2510,65944.6,1384394.824,2003
TGO,PLYWOOD,4412,3821.217,20116.145,2003
THA,MAIZE,1005,36727.017,150954.935,2003
THA,RICE_05,1006,1901051.444,7152364.987,2003
THA,PALM_OIL,1511,70060.289,149103,2003
THA,COCONUT_OIL,1513,15339.003,34283.128,2003
THA,SUGAR_WLD,1701,1021473.867,4638172.495,2003
THA,TOBAC_US,2401,103031.181,44100.143000000004,2003
THA,IRON_ORE,2601,222.751,13255.108,2003
THA,RUBBER1_MYSG,4001,2731243.0069999998,2756735.403,2003
THA,TIN,8001,57050.684,12107.548,2003
TJK,TOBAC_US,2401,1007.915,1922.458,2003
TKL,RICE_05,1006,463.145,516,2003
TKL,TOBAC_US,2401,803.0609999999999,287.355,2003
TKL,COTTON_A_INDX,5201,10007.729,6115.274,2003
TKM,NGAS_EUR,2711,2062578.71,21489849.191,2003
TKM,COTTON_A_INDX,5201,46848.104,35340.962999999996,2003
TLS,ZINC,7901,19.406,20.219,2003
TON,COCONUT_OIL,1513,5.047000000000001,2.716,2003
TON,COCOA,1801,221.563,100.562,2003
TON,COTTON_A_INDX,5201,1007.541,717.997,2003
TTO,COCONUT_OIL,1513,514.149,306.24699999999996,2003
TTO,SUGAR_WLD,1701,30678.354,39610.556,2003
TTO,NGAS_EUR,2711,2185812.6999999997,6771354.19,2003
TTO,UREA_EE_BULK,3102,90822.456,364728.264,2003
TTO,COPPER,7403,392.223,477.141,2003
TUN,PHOSROCK,2510,44068.999,1012052.562,2003
TUN,CRUDE_PETRO,2709,534715.561,2496668.329,2003
TUN,TSP,2835,48706.22,153132.756,2003
TUN,DAP,3105,244175.657,1307552.187,2003
TUR,BARLEY,1003,36915.743,362991.012,2003
TUR,SUGAR_WLD,1701,34854.617,144134.325,2003
TUR,TOBAC_US,2401,415561.304,122741.192,2003
TZA,MAIZE,1005,21449.496,107066.383,2003
TZA,SUGAR_WLD,1701,26043.529,55079.706,2003
TZA,TOBAC_US,2401,82270.14,29879.728,2003
TZA,PHOSROCK,2510,270.554,3015.655,2003
TZA,COTTON_A_INDX,5201,59809.436,47181.495,2003
TZA,SILVER,7106,73.035,74.253,2003
TZA,GOLD,7108,487639.131,57.434,2003
TZA,PLATINUM,7110,371.898,0.08499999999999999,2003
TZA,ALUMINUM,7601,697,501.005,2003
UGA,TOBAC_US,2401,81331.117,32196.448,2003
UGA,PLYWOOD,4412,741.412,1000.9110000000001,2003
UGA,COTTON_A_INDX,5201,24174.085,18614.659,2003
UGA,GOLD,7108,40665.05,4.195,2003
UKR,BARLEY,1003,229544.60199999998,1912090.45,2003
UKR,MAIZE,1005,98864.237,942598.781,2003
UKR,SOYBEANS,1201,11831.704,52360.408,2003
UKR,IRON_ORE,2601,534011.137,20386127.256,2003
UKR,UREA_EE_BULK,3102,620578.397,5772449.773,2003
UKR,POTASH,3104,28109.994000000002,163581.736,2003
UKR,PLYWOOD,4412,26229.688000000002,51209.871999999996,2003
UKR,PLATINUM,7110,25308.213,1.109,2003
UKR,COPPER,7403,20076.377,9875.778,2003
UKR,ALUMINUM,7601,271080.084,181787.443,2003
UKR,LEAD,7801,7642.679,14516.105,2003
URY,RICE_05,1006,188860.426,682881.776,2003
URY,PALM_OIL,1511,127.645,180,2003
URY,IRON_ORE,2601,1429.263,42615.49,2003
URY,COTTON_A_INDX,5201,315,259.838,2003
URY,GOLD,7108,19823.536,2.865,2003
URY,PLATINUM,7110,64.01,0.004,2003
URY,COPPER,7403,76.524,50.546,2003
USA,WHEAT_US_HRW,1001,4901991.269,26842383.614,2003
USA,BARLEY,1003,123550.005,743494.642,2003
USA,MAIZE,1005,5828660.676,41641781.504,2003
USA,RICE_05,1006,1138796.959,4246893.982,2003
USA,SOYBEANS,1201,8543013.844,30981880.751000002,2003
USA,TOBAC_US,2401,1334763.152,199911.304,2003
USA,COAL_AUS,2701,1846145.281,36643005.54,2003
USA,DAP,3105,1922587.548,8166968.15,2003
USA,COTTON_A_INDX,5201,3374809.572,2696546.657,2003
USA,GOLD,7108,4345633.75,325.14099999999996,2003
UZB,TOBAC_US,2401,8156.314,10322.183,2003
UZB,NGAS_EUR,2711,207786.23200000002,2756848.6380000003,2003
UZB,UREA_EE_BULK,3102,18261.826999999997,164884.3,2003
UZB,COTTON_A_INDX,5201,770281.3049999999,641762.282,2003
UZB,SILVER,7106,25171.313,156.043,2003
UZB,PLATINUM,7110,609.375,0.032,2003
UZB,COPPER,7403,126531.596,71047.776,2003
UZB,ZINC,7901,27030.361,32185.826,2003
VCT,RICE_05,1006,3096.427,4599.471,2003
VEN,IRON_ORE,2601,156488.469,6906135.272,2003
VEN,COAL_AUS,2701,357841.268,5304083.694,2003
VEN,CRUDE_PETRO,2709,21479452.724,78783027.27600001,2003
VEN,NGAS_EUR,2711,393508.588,1068451.705,2003
VEN,UREA_EE_BULK,3102,133582.403,574111.7,2003
VEN,GOLD,7108,55684.266,5.522,2003
VEN,PLATINUM,7110,99.282,0.006,2003
VEN,COPPER,7403,1602.578,1170.622,2003
VEN,ALUMINUM,7601,725984.596,447878.798,2003
VEN,LEAD,7801,12557.189,15882.051,2003
VGB,MAIZE,1005,91.2,479.1,2003
VGB,TOBAC_US,2401,2610.017,2185.0589999999997,2003
VGB,UREA_EE_BULK,3102,138.053,804,2003
VNM,BARLEY,1003,56.842,404.933,2003
VNM,RICE_05,1006,714932.02,2458306.609,2003
VNM,COCONUT_OIL,1513,5067.606,9646.601999999999,2003
VNM,SUGAR_WLD,1701,14199.592,38417.983,2003
VNM,COCOA,1801,693,335.3,2003
VNM,COAL_AUS,2701,241668.913,6485120.26,2003
VNM,CRUDE_PETRO,2709,3848583.705,15836646.811,2003
VNM,RUBBER1_MYSG,4001,387576.908,329415.112,2003
VNM,TIN,8001,10184.546,1796.358,2003
VUT,COCONUT_OIL,1513,1678.5720000000001,3394.4750000000004,2003
VUT,COCOA,1801,3232.7450000000003,1639.5829999999999,2003
VUT,NGAS_EUR,2711,1379.6999999999998,518035,2003
WSM,COCONUT_OIL,1513,2162.773,3291.663,2003
YEM,NGAS_EUR,2711,27162.876,75428.98300000001,2003
YEM,RUBBER1_MYSG,4001,221.444,246,2003
YEM,SILVER,7106,266.667,1.683,2003
YEM,ALUMINUM,7601,1085.194,677.714,2003
YEM,LEAD,7801,388.427,811.907,2003
ZAF,MAIZE,1005,203944.248,940616.027,2003
ZAF,SUGAR_WLD,1701,254382.548,1073332.128,2003
ZAF,PHOSROCK,2510,26766.48,286212.718,2003
ZAF,IRON_ORE,2601,972482.37,39624321.092,2003
ZAF,COAL_AUS,2701,2954593.601,85006542.757,2003
ZAF,NGAS_EUR,2711,52850.871,123459.62700000001,2003
ZAF,TSP,2835,42332.437,347841.642,2003
ZAF,UREA_EE_BULK,3102,89590.579,323804.926,2003
ZAF,DAP,3105,102652.15,824683.993,2003
ZAF,SILVER,7106,20210.159,183.141,2003
ZAF,GOLD,7108,3746311.23,310.677,2003
ZAF,PLATINUM,7110,4418686.683,354.829,2003
ZAF,COPPER,7403,94286.70999999999,46309.896,2003
ZAF,ALUMINUM,7601,697849.5,547537.877,2003
ZAF,ZINC,7901,21500.027,25202.899,2003
ZMB,SUGAR_WLD,1701,45025.323,95972.00200000001,2003
ZMB,TOBAC_US,2401,43363.143,21806.253,2003
ZMB,PHOSROCK,2510,344.077,8317,2003
ZMB,NGAS_EUR,2711,586.078,2429.585,2003
ZMB,COTTON_A_INDX,5201,44954.239,46379.405999999995,2003
ZMB,SILVER,7106,1427.714,159.31,2003
ZMB,GOLD,7108,3739.4249999999997,0.5650000000000001,2003
ZMB,COPPER,7403,587522.832,340816.781,2003
ZMB,NICKEL,7502,84.33000000000001,8.544,2003
ZMB,LEAD,7801,29.625999999999998,70.71799999999999,2003
ZMB,ZINC,7901,429.158,532.785,2003
ZWE,SUGAR_WLD,1701,73289.746,153917.935,2003
ZWE,COCOA,1801,1.016,0.2,2003
ZWE,TOBAC_US,2401,575655.88,155606.57,2003
ZWE,IRON_ORE,2601,32.803000000000004,420,2003
ZWE,COAL_AUS,2701,22469.846999999998,111697.655,2003
ZWE,UREA_EE_BULK,3102,3503.12,18090.865,2003
ZWE,DAP,3105,4643.034,8483.74,2003
ZWE,PLYWOOD,4412,3460.4790000000003,6588.686,2003
ZWE,COTTON_A_INDX,5201,93811.306,76941.514,2003
ZWE,GOLD,7108,99269.459,9.104,2003
ZWE,PLATINUM,7110,20.821,0.002,2003
ZWE,COPPER,7403,7194.157,6524.733,2003
ZWE,ALUMINUM,7601,497.186,34.969,2003
ABW,DAP,3105,10.184,6,2004
ABW,GOLD,7108,33908.542,3.208,2004
AFG,MAIZE,1005,87.305,506.89500000000004,2004
AFG,CRUDE_PETRO,2709,6884,29841.3,2004
AFG,COTTON_A_INDX,5201,8859.563999999998,60812.132,2004
AGO,CRUDE_PETRO,2709,12841783.730999999,45423408.332,2004
AGO,RUBBER1_MYSG,4001,47.285,45.02,2004
AGO,COTTON_A_INDX,5201,311.984,202.79,2004
AGO,LEAD,7801,5.166,18.999,2004
AIA,COAL_AUS,2701,576.257,14258,2004
ALB,TOBAC_US,2401,5356.402,1744.133,2004
ALB,PHOSROCK,2510,3.709,3000,2004
ALB,IRON_ORE,2601,973.086,21984.94,2004
ALB,PLYWOOD,4412,683.759,815.35,2004
ALB,PLATINUM,7110,24.52,0,2004
ALB,COPPER,7403,93.512,56.2,2004
ALB,LEAD,7801,371.947,522.857,2004
AND,COTTON_A_INDX,5201,515.142,306.259,2004
AND,NICKEL,7502,4.636,0.237,2004
ANT,COAL_AUS,2701,1470.997,11000.55,2004
ANT,NGAS_EUR,2711,4148.697,10990.225,2004
ANT,UREA_EE_BULK,3102,1477.001,5040.657,2004
ANT,COTTON_A_INDX,5201,0.339,0.22,2004
ANT,GOLD,7108,3313.679,0.299,2004
ARE,MAIZE,1005,93303.959,489680.80899999995,2004
ARE,COCOA,1801,11.257000000000001,5.21,2004
ARE,IRON_ORE,2601,83298.727,399484.018,2004
ARE,COAL_AUS,2701,20980.525999999998,178890.536,2004
ARE,CRUDE_PETRO,2709,27256268.891,95132178.329,2004
