country_iso3,commodity,HS4,export_value_usd,export_quantity_mt,year
ABW,RICE_05,1006,14562.892,21650.476000000002,1995
ABW,GOLD,7108,45.199,0.004,1995
AFG,RICE_05,1006,304.615,1158.187,1995
AFG,COTTON_A_INDX,5201,2460.722,1368.237,1995
AGO,CRUDE_PETRO,2709,3246447.179,24871183.617,1995
AGO,NGAS_EUR,2711,24454.572999999997,123996.215,1995
AGO,COTTON_A_INDX,5201,161.98,107.886,1995
ALB,MAIZE,1005,521.958,3150,1995
ALB,SOYBEANS,1201,47.337,178.742,1995
ALB,COCOA,1801,130.757,100,1995
ALB,TOBAC_US,2401,3940.1349999999998,1605.676,1995
ALB,RUBBER1_MYSG,4001,114.202,70.378,1995
ALB,PLYWOOD,4412,338.837,322.147,1995
ALB,ALUMINUM,7601,2246.768,2066.573,1995
ALB,LEAD,7801,67.731,101.936,1995
ANT,RICE_05,1006,127863.274,183597.623,1995
ANT,NGAS_EUR,2711,14196.754,120128.31300000001,1995
ANT,GOLD,7108,745.8,0.065,1995
ANT,PLATINUM,7110,201.716,0,1995
ARE,CRUDE_PETRO,2709,12343071.873,93486602.138,1995
ARE,NGAS_EUR,2711,1527288.153,8357615.451,1995
ARE,UREA_EE_BULK,3102,110258.669,511708.271,1995
ARE,COTTON_A_INDX,5201,3298.138,1730.85,1995
ARE,GOLD,7108,160039.926,80.18,1995
ARE,NICKEL,7502,685.714,90.698,1995
ARE,ALUMINUM,7601,429672.493,200219.51499999998,1995
ARE,TIN,8001,6192.99,1869.016,1995
ARG,WHEAT_US_HRW,1001,1158007.021,6726922.165,1995
ARG,BARLEY,1003,4206.189,22205.198,1995
ARG,MAIZE,1005,779024.21,6383166.3610000005,1995
ARG,RICE_05,1006,132552.857,399125.143,1995
ARG,SOYBEANS,1201,653358.622,2659347.613,1995
ARG,PALM_OIL,1511,198.96,284.8,1995
ARG,SUGAR_WLD,1701,64613.083999999995,163686.206,1995
ARG,TOBAC_US,2401,108134.404,43705.632,1995
ARG,CRUDE_PETRO,2709,1544302.467,14078195.848,1995
ARG,NGAS_EUR,2711,92071.949,499459.524,1995
ARG,COTTON_A_INDX,5201,442518.653,242300.945,1995
ARG,GOLD,7108,29965.599000000002,2.367,1995
ARG,ALUMINUM,7601,188335.973,101403.55,1995
ARG,ZINC,7901,12227.468,11693.395,1995
ATG,RICE_05,1006,2969.709,4214.847,1995
ATG,DAP,3105,916.056,3435,1995
AUS,WHEAT_US_HRW,1001,1041255.276,5054129.134,1995
AUS,BARLEY,1003,160366.237,657283.1429999999,1995
AUS,RICE_05,1006,105938.436,187475.41,1995
AUS,SUGAR_WLD,1701,1188690.922,3868672.556,1995
AUS,IRON_ORE,2601,3030522.274,134244010.243,1995
AUS,COAL_AUS,2701,7117324.684,144398999.194,1995
AUS,NGAS_EUR,2711,1436006.7219999998,8241342.292,1995
AUS,COTTON_A_INDX,5201,632102.954,304342.385,1995
AUS,SILVER,7106,50531.869,0,1995
AUS,GOLD,7108,3383416.354,266.683,1995
AUS,COPPER,7403,425735.198,133770.018,1995
AUS,NICKEL,7502,380691.884,46472.669,1995
AUS,ALUMINUM,7601,1826839.015,954987.932,1995
AUS,LEAD,7801,262400.974,348084.963,1995
AUS,ZINC,7901,295933.87,237301.374,1995
AUT,WHEAT_US_HRW,1001,72331.444,348953.142,1995
AUT,BARLEY,1003,29673.361,173527.562,1995
AUT,MAIZE,1005,30201.05,48085.728,1995
AUT,SOYBEANS,1201,9568.592,37809.429,1995
AUT,SUGAR_WLD,1701,21989.999,52428.194,1995
AUT,UREA_EE_BULK,3102,94751.876,501715.117,1995
AUT,PLYWOOD,4412,106703.23,67150.73000000001,1995
AUT,SILVER,7106,12089.014000000001,0,1995
AUT,COPPER,7403,244995.93600000002,58720.108,1995
AZE,UREA_EE_BULK,3102,157.42000000000002,953.304,1995
AZE,NICKEL,7502,186.748,23.765,1995
BDI,PALM_OIL,1511,594.9929999999999,1605.2489999999998,1995
BDI,COCONUT_OIL,1513,38.343,107.789,1995
BEL,SUGAR_WLD,1701,493936.98099999997,1290463.209,1995
BEL,TSP,2835,171202.595,321407.005,1995
BEL,UREA_EE_BULK,3102,343204.987,2763049.729,1995
BEL,DAP,3105,451767.29,1981577.865,1995
BEL,GOLD,7108,271088.978,21.764,1995
BEL,PLATINUM,7110,143183.208,0,1995
BEL,COPPER,7403,548866.51,160248.981,1995
BEL,LEAD,7801,60654.869,78772.479,1995
BEL,ZINC,7901,383207.648,309920.25,1995
BEL,TIN,8001,39508.111,6568.581,1995
BEN,COTTON_A_INDX,5201,147830.241,74258.235,1995
BFA,MAIZE,1005,758.997,5329.299,1995
BFA,COTTON_A_INDX,5201,155880.162,85787.675,1995
BGD,UREA_EE_BULK,3102,123109.474,724395.061,1995
BGD,DAP,3105,18828.787,100500,1995
BGR,WHEAT_US_HRW,1001,89595.555,503998.685,1995
BGR,MAIZE,1005,546.283,302,1995
BGR,TOBAC_US,2401,53949.299,16614.131,1995
BGR,NGAS_EUR,2711,3968.8759999999997,15162.941,1995
BGR,TSP,2835,8825.558,15016.107,1995
BGR,UREA_EE_BULK,3102,227847.369,1416522.494,1995
BGR,POTASH,3104,637.924,6552.488,1995
BGR,DAP,3105,18408.445,116942.562,1995
BGR,PLYWOOD,4412,7841.375,10441.08,1995
BGR,SILVER,7106,5217.615,0,1995
BGR,GOLD,7108,116.09299999999999,0.011,1995
BGR,COPPER,7403,168708.608,59516.269,1995
BGR,ALUMINUM,7601,17366.483,10980.311,1995
BGR,LEAD,7801,42731.722,64569.2,1995
BGR,ZINC,7901,50625.544,45353.287,1995
BHR,IRON_ORE,2601,69195.92,1235612.94,1995
BHR,NGAS_EUR,2711,22762.717,56807.893000000004,1995
BHR,ALUMINUM,7601,350115.52,183430.622,1995
BHS,ALUMINUM,7601,538.172,73.015,1995
BIH,COAL_AUS,2701,9.472,132,1995
BLR,BARLEY,1003,1090.458,15142.646999999999,1995
BLR,CRUDE_PETRO,2709,20858,202050.248,1995
BLR,UREA_EE_BULK,3102,98529.41500000001,780723.429,1995
BLR,POTASH,3104,109530.015,1326471.53,1995
BLR,DAP,3105,10107.708,51683.122,1995
BLR,PLYWOOD,4412,14425.732,56240.632,1995
BLR,COTTON_A_INDX,5201,2158.131,966.009,1995
BLR,COPPER,7403,5388.766,2392.821,1995
BLR,ALUMINUM,7601,95226.777,51379.341,1995
BLZ,COCONUT_OIL,1513,3.7439999999999998,1.093,1995
BLZ,SUGAR_WLD,1701,49207.921,95544.551,1995
BLZ,COCOA,1801,113.985,71.573,1995
BMU,RICE_05,1006,4300.227,18081.678000000004,1995
BMU,UREA_EE_BULK,3102,1160,5000,1995
BMU,COTTON_A_INDX,5201,55935.576,27925.784,1995
BOL,SOYBEANS,1201,45820.759,196187.668,1995
BOL,SUGAR_WLD,1701,19634.066,57053.256,1995
BOL,IRON_ORE,2601,39.324,2.5,1995
BOL,NGAS_EUR,2711,85877.448,874615.625,1995
BOL,PLYWOOD,4412,177.071,143.494,1995
BOL,SILVER,7106,13366.562,0,1995
BOL,GOLD,7108,134569.839,12.761,1995
BOL,COPPER,7403,57.33,42,1995
BOL,LEAD,7801,54.16,27.875,1995
BOL,TIN,8001,123881.08099999999,20979.145,1995
BRA,SOYBEANS,1201,930798.297,3818830.593,1995
BRA,PALM_OIL,1511,18462.968,25060.46,1995
BRA,SUGAR_WLD,1701,2031276.016,6424127.263,1995
BRA,COCOA,1801,44511.754,24821.988,1995
BRA,TOBAC_US,2401,792703.481,261825.541,1995
BRA,IRON_ORE,2601,3282059.363,131978573.304,1995
BRA,PLYWOOD,4412,324233.774,407990.755,1995
BRA,GOLD,7108,628500.575,55.406,1995
BRA,ALUMINUM,7601,1735499.6230000001,920121.679,1995
BRA,ZINC,7901,62067.657,55044.363,1995
BRA,TIN,8001,91209.785,14272.818,1995
BRB,SUGAR_WLD,1701,25973.158,36585.412000000004,1995
BRB,RUBBER1_MYSG,4001,21.626,16,1995
BRN,CRUDE_PETRO,2709,1006584.054,7370997.851,1995
BRN,NGAS_EUR,2711,1109833.486,6252759.016,1995
BRN,RUBBER1_MYSG,4001,60.597,38.398,1995
BRN,COTTON_A_INDX,5201,346.192,150,1995
BRN,ALUMINUM,7601,645.142,131,1995
BTN,PLYWOOD,4412,1998.971,1415.175,1995
CAF,PLYWOOD,4412,162.139,219.778,1995
CAN,WHEAT_US_HRW,1001,4095376.879,20694564.256,1995
CAN,BARLEY,1003,376659.545,2580185.841,1995
CAN,SOYBEANS,1201,268371.07899999997,955970.253,1995
CAN,TOBAC_US,2401,76992.51,22453.394,1995
CAN,IRON_ORE,2601,944093.235,30292582.695,1995
CAN,COAL_AUS,2701,1917205.256,34612253.202,1995
CAN,CRUDE_PETRO,2709,6667562.543,53940335.84,1995
CAN,NGAS_EUR,2711,4882269.064,4933427.814,1995
CAN,TSP,2835,47807.865,63379.1,1995
CAN,UREA_EE_BULK,3102,397635.66599999997,2791953.068,1995
CAN,POTASH,3104,1382545.684,13742790.246000001,1995
CAN,PLYWOOD,4412,292529.697,418724.64,1995
CAN,SILVER,7106,210413.819,0,1995
CAN,GOLD,7108,2493390.744,208.21800000000002,1995
CAN,COPPER,7403,1287465.425,434816.95399999997,1995
CAN,NICKEL,7502,784240.524,92702.249,1995
CAN,ALUMINUM,7601,3680169.456,1870529.172,1995
CAN,LEAD,7801,152451.063,223724.601,1995
CAN,ZINC,7901,605925.559,548049.652,1995
CCK,COTTON_A_INDX,5201,57.755,22.589,1995
CHE,BARLEY,1003,18255.282,97530.186,1995
CHE,PALM_OIL,1511,16666.844,23850.229,1995
CHE,PHOSROCK,2510,2490.97,48381.235,1995
CHE,POTASH,3104,44138.301999999996,303720.26800000004,1995
CHE,SILVER,7106,258150.073,0,1995
CHE,GOLD,7108,5705317.348,464.597,1995
CHE,COPPER,7403,32548.263,9827.071,1995
CHE,NICKEL,7502,46919.142,5464.448,1995
CHE,LEAD,7801,10582.552,14331.544,1995
CHL,SOYBEANS,1201,597.3760000000001,203.17,1995
CHL,TOBAC_US,2401,14300.814,3294.998,1995
CHL,IRON_ORE,2601,193406.298,6645288.394,1995
CHL,PLYWOOD,4412,11128.05,9793.456,1995
CHL,SILVER,7106,171809.848,0,1995
CHL,GOLD,7108,335709.57,29.61,1995
CHL,COPPER,7403,3958284.11,1373648.419,1995
CHL,TIN,8001,20695.772,3369.754,1995
CHN,SOYBEANS,1201,128103.99,410019.697,1995
CHN,TOBAC_US,2401,138360.049,78053.528,1995
CHN,PHOSROCK,2510,58482.81,1136648.708,1995
CHN,COAL_AUS,2701,1231355.576,29335231.832000002,1995
CHN,TSP,2835,108026.52,187691.834,1995
CHN,PLATINUM,7110,17233.492000000002,0,1995
CHN,NICKEL,7502,50322.432,6267.625,1995
CHN,LEAD,7801,152717.712,178268.79,1995
CHN,ZINC,7901,303481.952,266035.893,1995
CHN,TIN,8001,385570.153,65042.576,1995
CIV,PALM_OIL,1511,74811.261,117715.44499999999,1995
CIV,COCONUT_OIL,1513,23489.396,37224.35,1995
CIV,UREA_EE_BULK,3102,17073.818,51311.109,1995
CIV,DAP,3105,23113.143,79067.47,1995
CIV,RUBBER1_MYSG,4001,176591.012,102235.662,1995
CIV,PLYWOOD,4412,15548.115,15721.617,1995
CIV,COTTON_A_INDX,5201,158363.826,90075.651,1995
CIV,GOLD,7108,29768.867000000002,2.4210000000000003,1995
CIV,COPPER,7403,321.083,103.425,1995
CMR,SOYBEANS,1201,457.359,1497.625,1995
CMR,PALM_OIL,1511,6411.884,8099.1990000000005,1995
CMR,COCONUT_OIL,1513,691.9250000000001,1014.25,1995
CMR,COCOA,1801,161287.01,107360.917,1995
CMR,NGAS_EUR,2711,1524.944,2719.0299999999997,1995
CMR,RUBBER1_MYSG,4001,84416.926,53711.852,1995
CMR,PLYWOOD,4412,10752.114,9808.857,1995
CMR,COTTON_A_INDX,5201,108483.276,57442.441,1995
CMR,ALUMINUM,7601,124624.232,66589.41,1995
CMR,ZINC,7901,591.5120000000001,543.843,1995
COD,TOBAC_US,2401,3812.058,1458.434,1995
COD,CRUDE_PETRO,2709,152171.984,1213657.872,1995
COD,RUBBER1_MYSG,4001,9279.615,6422.272,1995
COD,PLYWOOD,4412,61.652,286.019,1995
COD,COTTON_A_INDX,5201,1687.308,889.6320000000001,1995
COD,COPPER,7403,64161.112,21789.414,1995
COD,ZINC,7901,2185.29,1704.249,1995
COG,SUGAR_WLD,1701,13712.62,19969.603,1995
COG,POTASH,3104,115.976,272.507,1995
COG,RUBBER1_MYSG,4001,37.263,19.199,1995
COG,PLYWOOD,4412,610.672,483.44599999999997,1995
COK,UREA_EE_BULK,3102,35.986,140,1995
COL,PALM_OIL,1511,11980.061,19103.711,1995
COL,COCONUT_OIL,1513,1096.878,1740.558,1995
COL,SUGAR_WLD,1701,281111.791,733066.14,1995
COL,TOBAC_US,2401,24147.43,12165.797,1995
COL,COAL_AUS,2701,701959.405,19983620.957,1995
COL,CRUDE_PETRO,2709,1889533.746,16158828.018000001,1995
COL,GOLD,7108,273257.413,15.411,1995
COL,PLATINUM,7110,14804.682999999999,0,1995
COM,TOBAC_US,2401,88.267,18.808,1995
CPV,COCOA,1801,27,26.398,1995
CRI,PALM_OIL,1511,16991.813,36965.389,1995
CRI,COCONUT_OIL,1513,2864.322,4044.062,1995
CRI,SUGAR_WLD,1701,45524.157,146376.054,1995
CRI,PLYWOOD,4412,6124.5,7994.455,1995
CUB,SUGAR_WLD,1701,517833.85099999997,1528087.478,1995
CUB,COCOA,1801,177.576,112.226,1995
CUB,TOBAC_US,2401,24879.845,7212.648999999999,1995
CUB,ALUMINUM,7601,1029.183,622.347,1995
CYM,ALUMINUM,7601,316.542,1490.5,1995
CYP,COAL_AUS,2701,9223.703,139015.679,1995
CZE,WHEAT_US_HRW,1001,156842.05299999999,1074777.21,1995
CZE,BARLEY,1003,10561.113000000001,103345.391,1995
CZE,SUGAR_WLD,1701,24011.517,43185.705,1995
CZE,COAL_AUS,2701,592919.49,8510909.165,1995
CZE,TSP,2835,24740.916,42971.924,1995
CZE,UREA_EE_BULK,3102,79288.086,665244.252,1995
CZE,DAP,3105,19584.57,115408.788,1995
CZE,PLYWOOD,4412,33387.182,34523.542,1995
CZE,SILVER,7106,5682.41,0,1995
DEU,WHEAT_US_HRW,1001,930863.687,4650529.311,1995
DEU,BARLEY,1003,433162.544,2960147.034,1995
DEU,SUGAR_WLD,1701,640005.07,1357625.807,1995
DEU,TSP,2835,208262.301,167912.832,1995
DEU,POTASH,3104,740190.51,4819561.09,1995
DJI,COAL_AUS,2701,643.919,13210,1995
DJI,GOLD,7108,2400.916,0.125,1995
DNK,WHEAT_US_HRW,1001,241805.196,1614059.677,1995
DNK,BARLEY,1003,147875.217,662808.462,1995
DNK,SUGAR_WLD,1701,86599.518,166072.677,1995
DNK,PHOSROCK,2510,1111.9560000000001,3363.817,1995
DNK,NGAS_EUR,2711,51056.263,2076393.143,1995
DNK,DAP,3105,89725.856,424099.475,1995
DNK,COPPER,7403,15395.662,5708.394,1995
DOM,SUGAR_WLD,1701,97320.744,193994.944,1995
DOM,POTASH,3104,1891.6870000000001,6602.678,1995
DOM,SILVER,7106,39436.468,0,1995
DOM,GOLD,7108,3505.559,1.698,1995
DZA,PHOSROCK,2510,31217.826,974594.745,1995
DZA,CRUDE_PETRO,2709,4117468.4699999997,30249126.355,1995
DZA,NGAS_EUR,2711,3800851.983,18851289.337,1995
DZA,ZINC,7901,18286.486,15255.843,1995
ECU,RICE_05,1006,12507.619999999999,37371.99,1995
ECU,PALM_OIL,1511,11595.6,18440.852,1995
ECU,COCONUT_OIL,1513,2149.983,2993.897,1995
ECU,COCOA,1801,97700.993,69040.26000000001,1995
ECU,TOBAC_US,2401,5277.3189999999995,903.771,1995
ECU,CRUDE_PETRO,2709,1367379.143,11603494.326,1995
ECU,PLYWOOD,4412,27160.617000000002,34113.235,1995
ECU,GOLD,7108,95466.36899999999,631.877,1995
EGY,RICE_05,1006,64466.375,178924.078,1995
EGY,CRUDE_PETRO,2709,2345918.689,19227531.625,1995
EGY,UREA_EE_BULK,3102,64811.427,358009.275,1995
EGY,COTTON_A_INDX,5201,167200.132,67109.768,1995
EGY,COPPER,7403,2447.1310000000003,874.764,1995
EGY,ALUMINUM,7601,166241.679,79167.467,1995
ESP,RICE_05,1006,122575.916,188077.709,1995
ESP,TSP,2835,115173.91500000001,184115.263,1995
ESP,POTASH,3104,71909.378,560160.178,1995
ESP,PLYWOOD,4412,47989.862,40081.531,1995
ESP,ZINC,7901,342525.659,282273.907,1995
EST,MAIZE,1005,1096.326,7983,1995
EST,COAL_AUS,2701,14638.998,317978.183,1995
EST,CRUDE_PETRO,2709,3942.5829999999996,40534.902,1995
EST,UREA_EE_BULK,3102,34988.508,204069.584,1995
EST,POTASH,3104,1048.32,8331.776,1995
EST,DAP,3105,16078.057999999999,71892.12,1995
EST,PLYWOOD,4412,24250.062,38854.027,1995
EST,PLATINUM,7110,900.9449999999999,0,1995
EST,COPPER,7403,1078.396,1253.718,1995
EST,NICKEL,7502,4274.445,563.806,1995
EST,ALUMINUM,7601,7966.996,3731.504,1995
EST,LEAD,7801,2017.282,2833.803,1995
EST,ZINC,7901,1780.3980000000001,1520.527,1995
EST,TIN,8001,125.373,23.625,1995
ETH,COTTON_A_INDX,5201,16291.692,7532.295,1995
FIN,BARLEY,1003,31773.461,258300.99099999998,1995
FIN,TSP,2835,17778.420000000002,62333.282,1995
FIN,DAP,3105,82843.554,318571.12,1995
FIN,PLYWOOD,4412,511435.196,409332.844,1995
FIN,GOLD,7108,24131.467,2.069,1995
FIN,NICKEL,7502,100766.35399999999,12562.432999999999,1995
FIN,ALUMINUM,7601,55701.909,30369.696,1995
FIN,ZINC,7901,159601.397,131462.714,1995
FJI,COCONUT_OIL,1513,2777.552,4363.437,1995
FJI,SUGAR_WLD,1701,225277.938,483722.519,1995
FJI,PLYWOOD,4412,1364.086,957.929,1995
FJI,SILVER,7106,258.812,0,1995
FJI,GOLD,7108,43173.815,0,1995
FRA,WHEAT_US_HRW,1001,3189447.162,16496625.192,1995
FRA,BARLEY,1003,572258.563,2896738.974,1995
FRA,MAIZE,1005,1701745.8120000002,6707611.471,1995
FRA,SUGAR_WLD,1701,1538736.045,2459485.574,1995
FRA,LEAD,7801,69063.53600000001,87456.475,1995
GAB,RUBBER1_MYSG,4001,4433.429,2951.289,1995
GAB,GOLD,7108,264.833,0.037,1995
GBR,WHEAT_US_HRW,1001,547195.291,2885398.9050000003,1995
GBR,BARLEY,1003,297976.845,1651215.223,1995
GBR,CRUDE_PETRO,2709,10175881.45,75938357.97,1995
GBR,NGAS_EUR,2711,727338.67,4070291.059,1995
GBR,TSP,2835,84999.87299999999,88703,1995
GBR,GOLD,7108,2294899.269,288.291,1995
GBR,PLATINUM,7110,651472.492,0,1995
GBR,NICKEL,7502,325857.088,37689.472,1995
GEO,POTASH,3104,35.215,210,1995
GEO,COTTON_A_INDX,5201,211.561,117.851,1995
GHA,PALM_OIL,1511,3542.96,8055.286,1995
GHA,RUBBER1_MYSG,4001,11181.234,8638.55,1995
GHA,PLYWOOD,4412,998.987,1864.51,1995
GHA,COTTON_A_INDX,5201,512.389,279,1995
GHA,GOLD,7108,1094.395,0.17600000000000002,1995
GHA,ALUMINUM,7601,242107.02599999998,111787.53199999999,1995
GIB,NGAS_EUR,2711,771.31,2753.437,1995
GIB,RUBBER1_MYSG,4001,23.854,16.8,1995
GIN,COCOA,1801,6717.524,7315.046,1995
GIN,RUBBER1_MYSG,4001,604.226,417.175,1995
GIN,PLATINUM,7110,409.537,0,1995
GMB,TSP,2835,6.544,4.5,1995
GMB,UREA_EE_BULK,3102,112.024,402.187,1995
GMB,DAP,3105,196.883,963,1995
GNB,COTTON_A_INDX,5201,2159.352,1156.941,1995
GNQ,CRUDE_PETRO,2709,5073.434,31251.132,1995
GNQ,UREA_EE_BULK,3102,6,30.5,1995
GRC,RICE_05,1006,61920.648,122122.84999999999,1995
GRC,TOBAC_US,2401,339457.729,121455.378,1995
GRC,IRON_ORE,2601,2773.251,142257.12,1995
GRC,NGAS_EUR,2711,17463.774,75142.117,1995
GRC,PLYWOOD,4412,18701.722,14081.734,1995
GRC,COTTON_A_INDX,5201,397877.319,203050.699,1995
GTM,SOYBEANS,1201,312.809,449.00600000000003,1995
GTM,SUGAR_WLD,1701,341082.489,1018006.549,1995
GTM,COCOA,1801,530.388,422.75199999999995,1995
GTM,TOBAC_US,2401,23934.272,6260.494,1995
GTM,RUBBER1_MYSG,4001,39965.072,30412.175000000003,1995
GTM,PLYWOOD,4412,1137.308,1698.5720000000001,1995
GUY,RICE_05,1006,9080.554,24160.458,1995
GUY,COCONUT_OIL,1513,19.513,17.941,1995
GUY,SUGAR_WLD,1701,136590.761,233417.391,1995
GUY,POTASH,3104,3.351,22.996,1995
GUY,PLYWOOD,4412,29558.172,44884.104,1995
HKG,SOYBEANS,1201,22876.98,86459.49900000001,1995
HKG,UREA_EE_BULK,3102,18290.88,83018.41,1995
HKG,POTASH,3104,9813.673,54220.153,1995
HND,PALM_OIL,1511,6590.46,10254.419,1995
HND,SUGAR_WLD,1701,11518.016,24736.671000000002,1995
HND,PLYWOOD,4412,1580.578,2387.878,1995
HRV,WHEAT_US_HRW,1001,34346.256,232711.493,1995
HRV,MAIZE,1005,12220.164,38179.446,1995
HRV,UREA_EE_BULK,3102,63176.967,401836.375,1995
HRV,DAP,3105,52341.769,324912.08,1995
HRV,PLYWOOD,4412,7948.4619999999995,6222.409,1995
HUN,WHEAT_US_HRW,1001,340709.907,2199870.399,1995
HUN,BARLEY,1003,15918.045,159623.91,1995
HUN,MAIZE,1005,107234.426,556598.623,1995
HUN,SUGAR_WLD,1701,15695.933,34555.731,1995
HUN,UREA_EE_BULK,3102,24354.868,139085.638,1995
HUN,GOLD,7108,4615.26,0.28,1995
IDN,PALM_OIL,1511,868392.233,1361487.446,1995
IDN,COCONUT_OIL,1513,428496.447,558198.266,1995
IDN,COCOA,1801,299836.112,219086.214,1995
IDN,TOBAC_US,2401,114621.193,28557.646,1995
IDN,COAL_AUS,2701,1262209.263,33698370.391,1995
IDN,CRUDE_PETRO,2709,4792696.995,39938954.042,1995
IDN,NGAS_EUR,2711,4871665.004,26717156.540999997,1995
IDN,UREA_EE_BULK,3102,294888.289,1200000.318,1995
IDN,DAP,3105,55258.929,276804.3,1995
IDN,RUBBER1_MYSG,4001,2213734.204,1389454.466,1995
IDN,PLYWOOD,4412,4126302.12,5235722.166,1995
IDN,SILVER,7106,13700.763,0,1995
IDN,GOLD,7108,46919.507999999994,3.724,1995
IDN,ALUMINUM,7601,322102.022,184101.70799999998,1995
IDN,TIN,8001,392531.398,65981.734,1995
IND,WHEAT_US_HRW,1001,97192.949,580473.336,1995
IND,MAIZE,1005,3797.362,17450.68,1995
IND,RICE_05,1006,1312563.869,3570531.545,1995
IND,TOBAC_US,2401,122046.83499999999,82738.413,1995
IND,IRON_ORE,2601,767407.818,32859024.577,1995
IND,TSP,2835,10057.529,26953.007,1995
IND,PLYWOOD,4412,27610.774,38872.746,1995
IRL,BARLEY,1003,12126.706,48662.626000000004,1995
IRL,SUGAR_WLD,1701,53443.017,53805.653999999995,1995
IRL,IRON_ORE,2601,302.214,10779.408,1995
IRN,TOBAC_US,2401,1148.017,238.342,1995
IRN,NGAS_EUR,2711,125564.246,604108.324,1995
IRN,COPPER,7403,31851.89,10769.733,1995
IRN,ALUMINUM,7601,41208.76,22392.412,1995
ISL,COCOA,1801,48.699,25,1995
ISL,UREA_EE_BULK,3102,1039.487,737.222,1995
ISL,RUBBER1_MYSG,4001,990.7900000000001,700.625,1995
ISL,COTTON_A_INDX,5201,486.506,263.46799999999996,1995
ISL,COPPER,7403,67.182,27.625,1995
ISL,ALUMINUM,7601,180704.434,97911.25,1995
ISR,TSP,2835,48658.458,70789.042,1995
ISR,POTASH,3104,241396.028,1783208.525,1995
ISR,DAP,3105,168331.494,211279.258,1995
ISR,COTTON_A_INDX,5201,49221.916,23155.877,1995
ITA,RICE_05,1006,397638.929,587347.983,1995
ITA,TOBAC_US,2401,207031.751,119115.588,1995
JAM,SUGAR_WLD,1701,98809.987,144973.818,1995
JOR,UREA_EE_BULK,3102,153609.485,33336.401,1995
JOR,POTASH,3104,336991.573,1429762.835,1995
JOR,DAP,3105,74177.32800000001,286835.224,1995
JOR,PLATINUM,7110,183.154,0,1995
JPN,TSP,2835,38563.138,18948.513,1995
JPN,UREA_EE_BULK,3102,101675.87,914932.672,1995
KAZ,WHEAT_US_HRW,1001,11130.526,82280.126,1995
KAZ,MAIZE,1005,1307.072,7759.4169999999995,1995
KAZ,RICE_05,1006,270.83,705.221,1995
KAZ,COAL_AUS,2701,26255.807,4308549.036,1995
KAZ,CRUDE_PETRO,2709,50146.494,431534.159,1995
KAZ,NGAS_EUR,2711,1849.212,6287.031,1995
KAZ,TSP,2835,322.052,692.975,1995
KAZ,UREA_EE_BULK,3102,5208.398,62949.556,1995
KAZ,DAP,3105,47748.787000000004,366898.017,1995
KAZ,COTTON_A_INDX,5201,68961.53199999999,54185.780999999995,1995
KAZ,SILVER,7106,130350.39199999999,0,1995
KAZ,COPPER,7403,225013.245,78579.142,1995
KEN,MAIZE,1005,18649.369000000002,119908.549,1995
KEN,COCONUT_OIL,1513,205.288,191.084,1995
KEN,TOBAC_US,2401,2547.3940000000002,925.425,1995
KEN,PHOSROCK,2510,4.529999999999999,19.5,1995
KEN,NGAS_EUR,2711,499.278,894.936,1995
KEN,PLYWOOD,4412,1397.545,250365.336,1995
KEN,COTTON_A_INDX,5201,3397.906,1536.921,1995
KEN,GOLD,7108,316.988,0.006,1995
KGZ,TOBAC_US,2401,21703.001,36497.021,1995
KGZ,CRUDE_PETRO,2709,893.999,24600,1995
KGZ,DAP,3105,579.1089999999999,5648.592000000001,1995
KGZ,COTTON_A_INDX,5201,24753.245,19373.73,1995
KGZ,COPPER,7403,18590.351,10326.644,1995
KGZ,ALUMINUM,7601,771.8489999999999,1288.576,1995
KHM,SOYBEANS,1201,259.736,977,1995
KHM,RUBBER1_MYSG,4001,44155.106,39467.624,1995
KIR,COTTON_A_INDX,5201,17.901,9,1995
KNA,SUGAR_WLD,1701,13535.614,15011.916,1995
KNA,COTTON_A_INDX,5201,33.997,2.25,1995
KOR,DAP,3105,190024.308,939375.732,1995
KWT,TOBAC_US,2401,197.186,39.601,1995
KWT,COAL_AUS,2701,820.652,21112,1995
KWT,NGAS_EUR,2711,582898.385,2746631.249,1995
KWT,UREA_EE_BULK,3102,125302.171,569235.851,1995
KWT,RUBBER1_MYSG,4001,459.692,402.8,1995
KWT,COTTON_A_INDX,5201,219.113,99.89,1995
KWT,GOLD,7108,7039.042,72.063,1995
KWT,LEAD,7801,340.581,499.875,1995
LAO,TOBAC_US,2401,967.311,500,1995
LAO,COAL_AUS,2701,229.053,13529.152,1995
LAO,PLYWOOD,4412,2375.972,1447.562,1995
LBN,TOBAC_US,2401,7918.201,1300.452,1995
LBN,IRON_ORE,2601,1548.431,65200,1995
LBN,NGAS_EUR,2711,11904.582,38859.964,1995
LBN,RUBBER1_MYSG,4001,619.12,582.32,1995
LBN,LEAD,7801,531.948,845.074,1995
LBY,NGAS_EUR,2711,185820.005,1444122.203,1995
LBY,UREA_EE_BULK,3102,137037.77300000002,605259.935,1995
LKA,RICE_05,1006,8304.54,26060.665,1995
LKA,COCONUT_OIL,1513,5481.808,3840.695,1995
LKA,TOBAC_US,2401,41653.111,1897.888,1995
LKA,NGAS_EUR,2711,43.412,308.75,1995
LKA,RUBBER1_MYSG,4001,77212.979,44468.145,1995
LKA,NICKEL,7502,483.727,117,1995
LTU,PALM_OIL,1511,593,637.187,1995
