ISO3,total_hours_worked,labor_productivity_person_growth,labor_productivity_hour_growth,total_factor_productivity_growth
SWE,7156.37,2.86,2.76,2.09
SWE,7353.75,0.35,-0.4,-0.62
SWE,7476.06,-0.67,0.16,-0.46
SWE,7597.17,0.21,0.28,-0.33
SWE,7575.19,1.9,2.85,1.42
SWE,7330.02,-0.74,1.27,-1.55
SWE,7520.78,4.61,3.25,2.49
SWE,7754.83,-1.96,-1.6,-1.71
SWE,7820.58,-1.27,-0.95,-1.81
SWE,7795.67,1.3,1.3,-0.03
SWE,7839.38,1.34,1.25,0.42
CHE,6565.68,0.5,1.06,0.15
CHE,6910.91,-6.0,-5.87,-5.8
CHE,6855.6,1.32,0.76,-0.46
CHE,6784.83,0.62,0.92,-0.26
CHE,6823.2,1.83,0.7,-0.07
CHE,6735.84,0.64,1.78,0.03
CHE,6625.71,0.75,2.14,0.22
CHE,6579.33,2.41,2.98,1.31
CHE,6698.58,1.68,1.2,-0.11
CHE,6840.2,0.84,-0.44,-2.09
CHE,6888.29,2.95,3.23,1.32
CHE,6839.77,-0.09,2.3,0.29
CHE,6799.73,-0.78,0.52,-1.01
CHE,6829.98,0.33,-0.48,-1.77
CHE,6973.99,2.42,0.58,-0.56
CHE,7004.35,2.0,2.3,0.78
CHE,7111.46,1.86,2.51,0.9
CHE,7250.02,1.3,1.93,0.27
CHE,7381.7,0.4,0.97,-0.69
CHE,7377.51,-2.75,-2.24,-3.6
CHE,7221.33,2.95,5.48,3.88
CHE,7394.33,-0.75,-0.57,-0.87
CHE,7452.56,-0.59,0.39,-1.16
CHE,7448.38,0.58,1.85,0.14
CHE,7549.16,0.46,0.98,0.13
CHE,7724.35,0.11,-0.66,-1.3
CHE,7833.71,0.67,0.64,-0.33
CHE,7815.69,0.45,1.6,0.14
CHE,7857.37,1.8,2.31,1.27
CHE,7903.19,0.4,0.56,-0.43
CHE,7608.21,-1.65,1.65,-0.76
CHE,7828.65,4.89,2.59,2.48
CHE,7965.5,1.52,1.27,0.81
CHE,8106.02,-1.53,-1.06,-1.78
CHE,8164.89,0.57,0.57,-0.01
CHE,8257.78,0.27,0.27,-0.22
SYR,NA,4.22,NA,4.04
SYR,NA,5.73,NA,5.94
SYR,NA,10.21,NA,7.97
SYR,NA,4.01,NA,2.9
SYR,NA,3.32,NA,1.14
SYR,NA,2.96,NA,0.5
SYR,NA,-0.91,NA,-1.7
SYR,NA,-4.67,NA,-4.58
SYR,NA,1.72,NA,2.09
SYR,NA,-7.24,NA,-6.5
SYR,NA,-0.1,NA,-0.55
SYR,NA,4.48,NA,2.25
SYR,NA,3.54,NA,2.38
SYR,NA,-4.11,NA,-5.68
SYR,NA,4.07,NA,3.13
SYR,10600.22,3.42,NA,2.01
SYR,11184.35,-0.03,-0.44,-0.61
SYR,11776.86,0.97,0.36,0.81
SYR,11974.68,4.48,2.75,1.92
SYR,12396.74,2.73,2.31,1.75
SYR,12554.72,1.93,2.14,0.09
SYR,13072.65,-0.64,-1.22,-2.4
SYR,9596.58,-12.49,0.34,-14.91
SYR,7589.76,-17.08,-6.81,-18.85
SYR,6707.75,-0.46,1.48,-3.82
SYR,6372.46,0.97,0.86,-3.19
SYR,6232.04,-6.46,-4.3,-6.38
SYR,6347.4,-2.83,-2.53,-4.62
SYR,6638.73,-3.18,-3.06,-4.32
SYR,7086.13,-6.13,-5.17,-4.33
SYR,7152.0,-2.76,-1.1,-3.13
SYR,7491.46,-3.75,-3.29,-4.38
SYR,8186.73,-7.56,-7.85,-7.76
SYR,8789.73,-8.19,-7.98,-9.01
SYR,9298.86,-7.23,-6.89,-7.93
SYR,9791.11,-5.67,-5.98,-6.71
TWN,18024.72,5.08,5.12,1.24
TWN,18259.03,6.37,6.98,3.8
TWN,18696.54,5.89,5.78,2.05
TWN,19114.84,5.43,4.48,0.93
TWN,19052.06,5.17,7.86,3.93
TWN,19628.65,5.25,3.37,0.48
TWN,19444.19,5.91,7.18,2.45
TWN,19167.57,4.8,7.58,2.29
TWN,19866.63,2.94,0.54,-2.92
TWN,20054.62,5.64,5.73,1.22
TWN,20189.14,5.13,5.61,1.13
TWN,19457.06,-0.27,2.31,-1.47
TWN,19477.76,4.69,5.37,2.88
TWN,19771.53,2.93,2.68,0.8
TWN,20387.59,4.62,3.72,1.61
TWN,20634.59,3.73,4.12,1.31
TWN,21078.0,4.0,3.55,1.44
TWN,21520.86,4.95,4.65,2.69
TWN,21743.12,-0.26,-0.23,-1.85
TWN,21234.57,-0.43,0.74,-1.56
TWN,21762.36,8.0,7.57,6.49
TWN,22236.27,1.58,1.46,0.66
TWN,22479.15,0.8,1.12,0.09
TWN,22681.19,1.48,1.57,0.07
TWN,22892.49,3.66,3.75,2.05
TWN,23139.47,0.39,0.38,-1.03
TWN,23275.7,1.54,1.57,0.04
TWN,23462.53,2.54,2.49,1.16
TWN,23595.0,2.05,2.21,0.8
TWN,23607.82,2.47,3.01,0.96
TWN,23063.99,3.35,5.82,2.34
TWN,23216.58,7.15,5.92,2.71
TWN,23222.41,2.85,2.56,-0.82
TWN,23418.33,0.32,0.43,-1.34
TWN,23553.15,3.13,3.14,1.7
TWN,23591.49,2.87,2.88,1.12
TJK,NA,-2.09,NA,-1.3
TJK,NA,-9.99,NA,-10.55
TJK,NA,-30.1,NA,-38.8
TJK,NA,-8.51,NA,-11.16
TJK,NA,-21.4,NA,-23.3
TJK,NA,-12.4,NA,-12.67
TJK,NA,2.37,NA,-2.46
TJK,NA,-1.71,NA,1.9
TJK,NA,5.01,NA,6.35
TJK,NA,7.22,NA,5.01
TJK,NA,7.74,NA,9.74
TJK,NA,5.2,NA,10.43
TJK,NA,7.45,NA,10.06
TJK,NA,8.56,NA,10.73
TJK,NA,-0.15,NA,10.28
TJK,4292.42,5.49,NA,7.12
TJK,4335.08,6.05,5.95,7.09
TJK,4380.68,6.85,6.68,7.73
TJK,4401.27,7.5,7.4,7.86
TJK,4501.99,1.46,1.58,4.32
TJK,4558.7,5.4,5.17,7.0
TJK,4608.17,6.64,6.25,7.24
TJK,4718.08,5.48,5.0,7.93
TJK,4771.82,6.7,6.19,7.19
TJK,4832.03,5.87,5.37,5.9
TJK,4972.2,3.55,3.01,3.79
TJK,4997.06,6.68,6.37,4.18
TJK,5049.75,6.12,5.98,4.92
TJK,5098.35,6.76,6.57,5.82
TJK,5184.98,5.79,5.61,4.95
TJK,5114.4,2.6,5.83,2.97
TJK,5444.53,6.05,2.77,5.77
TJK,5677.53,4.77,3.57,4.15
TJK,5823.82,5.71,5.53,4.22
TJK,5946.14,4.6,4.6,1.09
TJK,6055.72,5.05,5.06,0.72
TZA,NA,0.66,NA,-0.87
TZA,NA,-1.06,NA,-2.5
TZA,NA,-1.33,NA,-3.02
TZA,NA,-0.46,NA,-0.94
TZA,NA,-0.19,NA,-0.38
TZA,NA,2.0,NA,1.55
TZA,NA,3.46,NA,3.04
TZA,NA,2.48,NA,2.28
TZA,NA,2.53,NA,1.48
TZA,NA,3.89,NA,2.65
TZA,NA,3.66,NA,2.43
TZA,NA,4.7,NA,2.85
TZA,NA,5.87,NA,3.33
TZA,NA,-0.15,NA,0.23
TZA,NA,0.63,NA,-0.75
TZA,26583.98,0.12,NA,-3.05
TZA,28664.96,-2.49,-2.94,-7.49
TZA,29969.76,5.36,3.74,-4.66
TZA,31296.13,2.66,1.09,-6.52
TZA,32004.84,2.99,3.05,-4.3
TZA,32604.28,4.39,4.4,-3.37
TZA,32248.51,5.86,9.1,-2.66
TZA,32085.25,2.37,5.68,-4.18
TZA,35716.9,3.87,-4.08,-4.82
TZA,38962.65,5.33,-2.16,-4.32
TZA,40113.66,4.49,3.11,-2.72
TZA,41372.75,5.01,3.61,-2.58
TZA,42598.39,5.04,3.66,-2.88
TZA,43818.84,5.42,4.05,-2.73
TZA,45818.27,3.6,2.25,-3.33
TZA,44390.45,5.62,7.9,-2.93
TZA,49325.37,-2.56,-5.65,-5.9
TZA,51723.54,0.9,-0.19,-4.11
TZA,53577.27,1.66,1.43,-2.85
TZA,55301.6,2.13,2.15,-0.98
TZA,57083.23,1.83,1.85,-1.35
THA,82153.84,2.56,7.96,2.0
THA,79272.18,14.43,12.34,3.23
THA,84053.99,3.65,3.02,-1.14
THA,81234.22,9.08,12.45,4.38
THA,81417.9,9.84,7.75,1.78
THA,83009.87,5.84,6.05,0.53
THA,81721.25,5.1,7.32,0.09
THA,80883.38,-4.44,-1.75,-5.98
THA,78757.69,-3.29,-5.14,-6.1
THA,79098.31,2.67,4.12,3.64
THA,80858.89,2.35,2.18,1.91
THA,79701.03,0.83,4.95,2.98
THA,81716.16,3.08,3.53,2.85
THA,83286.19,4.72,5.17,3.43
THA,85661.85,3.57,3.34,1.31
THA,85105.58,2.63,4.87,0.83
THA,85602.47,3.71,4.36,0.93
THA,86404.56,3.8,4.46,1.41
THA,87547.1,-0.38,0.4,-2.31
THA,88440.73,-2.51,-1.69,-3.08
THA,88487.57,6.58,7.46,5.08
THA,88483.96,-0.28,0.84,-1.64
THA,89253.02,5.93,6.32,3.77
THA,89233.12,2.78,2.71,0.01
THA,86426.04,3.19,4.26,-0.46
THA,85002.82,3.3,4.86,1.83
THA,83705.43,4.32,5.04,2.4
THA,83024.72,4.83,5.03,2.77
THA,83654.17,3.1,3.44,2.21
THA,82712.51,2.8,3.28,1.04
THA,78955.08,-6.22,-1.58,-5.29
THA,79577.99,1.36,0.76,-0.06
THA,85226.92,-1.33,-4.28,-3.32
THA,86895.21,0.11,-0.08,-0.32
THA,86086.24,3.07,3.77,2.33
THA,85504.21,3.01,3.02,1.33
TTO,NA,-0.67,NA,1.68
TTO,635.61,-3.82,NA,1.55
TTO,635.33,8.73,10.14,10.07
TTO,639.33,-0.31,-1.29,0.08
TTO,661.36,0.83,0.12,2.44
TTO,691.51,-0.04,-0.72,0.85
TTO,718.96,4.09,3.04,4.19
TTO,748.16,3.87,3.33,1.93
TTO,781.47,3.73,3.52,3.16
TTO,800.83,5.8,5.41,6.47
TTO,837.49,3.93,2.22,5.63
TTO,857.5,1.53,1.28,0.35
TTO,858.35,4.91,7.05,5.54
TTO,873.11,11.95,11.95,7.99
TTO,919.25,1.94,1.94,2.71
TTO,938.33,3.74,3.74,-2.42
TTO,944.14,11.8,13.48,11.59
TTO,964.36,3.97,2.07,2.57
TTO,968.45,1.58,2.85,1.78
TTO,953.52,-3.32,-3.33,-6.26
TTO,944.6,4.57,4.44,2.63
TTO,942.36,-0.15,0.04,-0.7
TTO,991.52,-0.16,0.13,-2.0
TTO,1012.32,1.5,1.4,0.79
TTO,1023.44,2.13,2.73,-1.58
TTO,1001.76,1.39,1.37,-11.29
TTO,1005.09,-5.99,-7.83,-18.34
TTO,994.39,-3.22,-3.78,-7.88
TTO,991.11,-1.57,-0.27,-1.07
TTO,954.22,3.58,4.24,-0.96
TTO,871.03,-5.1,-0.39,-10.06
TTO,884.14,0.25,-2.5,-0.15
TTO,922.15,-0.69,-2.7,3.35
TTO,924.15,0.48,0.93,1.42
TTO,920.27,2.03,2.05,1.82
TTO,919.19,2.51,2.51,2.3
TUN,NA,5.6,NA,4.15
TUN,NA,0.91,NA,0.51
TUN,NA,4.45,NA,3.59
TUN,NA,-0.24,NA,-1.61
TUN,NA,0.72,NA,-0.31
TUN,NA,0.33,NA,-0.53
TUN,NA,3.73,NA,3.31
TUN,NA,2.87,NA,1.75
TUN,NA,2.66,NA,0.86
TUN,NA,3.98,NA,1.25
TUN,NA,2.34,NA,-0.04
TUN,NA,1.59,NA,-0.87
TUN,NA,0.07,NA,-2.5
TUN,NA,3.27,NA,1.29
TUN,NA,4.57,NA,2.95
TUN,7149.31,0.71,NA,0.08
TUN,7363.88,2.18,2.18,1.32
TUN,7537.71,4.56,4.25,2.56
TUN,7701.44,2.4,2.02,0.1
TUN,7751.84,1.91,2.37,-0.88
TUN,7960.68,1.35,0.8,-0.8
TUN,7622.13,2.64,2.3,-3.39
TUN,7854.7,0.92,1.13,1.06
TUN,8024.18,0.38,0.27,-0.55
TUN,8240.29,0.47,0.39,0.1
TUN,8131.43,1.35,2.32,-1.05
TUN,8150.45,0.22,0.88,-0.76
TUN,8137.14,1.59,2.42,0.17
TUN,8346.48,-0.47,0.03,-0.29
TUN,8388.45,0.5,1.04,-0.9
TUN,7669.7,-3.99,-0.44,-8.22
TUN,8041.29,3.57,-0.1,2.73
TUN,8196.97,0.5,0.72,1.23
TUN,8198.17,0.09,0.02,-0.35
TUN,8141.9,2.32,2.33,1.56
TUN,8226.06,0.75,0.76,1.22
TUR,30654.08,7.41,7.46,4.11
TUR,31929.99,-2.9,-3.11,-4.05
TUR,32672.56,5.07,3.58,0.99
TUR,31429.03,13.5,12.32,6.04
TUR,33371.67,-12.4,-10.96,-11.29
TUR,34133.62,4.24,4.8,2.6
TUR,35417.35,4.01,3.13,0.97
TUR,35173.1,7.47,8.27,2.51
TUR,36218.62,0.44,0.12,-2.09
TUR,37453.64,-4.45,-6.48,-7.21
TUR,36906.56,9.17,8.5,4.29
TUR,36989.27,-5.7,-5.94,-6.77
TUR,36895.62,6.75,6.7,4.0
TUR,36606.11,6.6,6.6,2.48
TUR,36826.6,7.76,9.16,4.4
TUR,37753.05,7.31,6.31,1.06
TUR,38563.49,5.12,4.69,-0.46
TUR,38464.6,3.53,5.31,-0.37
TUR,38907.22,-0.9,-0.33,-4.1
TUR,38623.68,-5.08,-4.12,-6.84
TUR,40849.25,2.32,2.53,2.35
TUR,43056.87,4.76,5.49,3.66
TUR,44193.08,1.6,2.09,-1.09
TUR,44911.24,5.42,6.75,2.96
TUR,47155.25,-0.18,-0.05,-1.62
TUR,47986.0,3.18,4.25,0.37
TUR,48539.51,0.94,2.15,-1.4
TUR,49846.2,3.87,4.68,2.26
TUR,50071.13,0.79,2.54,-0.53
TUR,48571.92,3.15,3.93,-0.41
TUR,41958.88,7.04,17.91,5.77
TUR,49893.79,3.24,-6.28,-0.55
TUR,54053.62,-1.05,-2.58,-1.37
TUR,55230.46,2.17,2.86,0.27
TUR,55178.47,0.07,3.28,0.7
TUR,55975.42,2.49,2.5,1.0
TKM,NA,-1.07,NA,0.43
TKM,NA,-7.88,NA,-6.12
TKM,NA,-17.75,NA,-16.64
TKM,NA,-12.76,NA,-10.13
TKM,NA,-20.43,NA,-18.78
TKM,NA,-10.22,NA,-6.75
TKM,NA,-8.32,NA,-6.54
TKM,NA,-13.06,NA,-13.39
TKM,NA,5.37,NA,4.94
TKM,NA,15.68,NA,13.52
TKM,NA,15.11,NA,16.02
TKM,NA,17.98,NA,17.43
TKM,NA,12.93,NA,13.65
TKM,NA,14.57,NA,14.22
TKM,NA,10.68,NA,11.09
TKM,4611.51,10.13,NA,10.28
TKM,4782.05,7.95,7.01,8.23
TKM,4937.94,8.08,7.55,8.21
TKM,5084.93,12.1,11.43,9.06
TKM,5222.6,2.83,3.34,-1.57
TKM,5333.49,13.76,13.61,6.63
TKM,5407.16,10.98,11.13,4.77
TKM,5511.41,5.3,5.18,0.9
TKM,5612.62,-3.5,-3.53,-7.62
TKM,5715.04,1.87,1.75,-2.01
TKM,5823.27,0.29,0.26,-3.19
TKM,5951.23,-2.2,-2.61,-5.48
TKM,6070.77,0.48,0.13,-2.39
TKM,6183.67,0.17,-0.12,-2.41
TKM,6273.13,-5.06,-5.04,-7.2
TKM,6040.79,-0.6,1.65,-2.63
TKM,6269.22,-2.42,-3.97,-4.38
TKM,6568.55,0.83,0.52,0.45
TKM,6676.01,0.35,0.33,-1.11
TKM,6786.18,0.67,0.67,-0.59
TKM,6900.82,4.53,4.53,3.1
UGA,NA,1.69,NA,0.5
UGA,NA,-0.83,NA,-1.47
UGA,NA,3.93,NA,3.14
UGA,NA,4.62,NA,3.61
UGA,NA,5.45,NA,3.27
UGA,NA,6.72,NA,2.87
UGA,NA,4.0,NA,1.65
UGA,NA,1.86,NA,-0.12
UGA,NA,3.03,NA,0.73
UGA,NA,4.57,NA,2.33
UGA,NA,0.38,NA,-1.27
UGA,NA,4.69,NA,2.96
UGA,NA,2.67,NA,0.98
UGA,NA,0.46,NA,-1.06
UGA,NA,4.09,NA,0.07
UGA,12853.8,8.17,NA,3.15
UGA,13090.21,5.22,5.12,0.16
UGA,13353.01,6.03,5.94,0.56
UGA,13618.03,8.38,8.28,3.27
UGA,13962.71,5.5,5.4,2.21
UGA,14076.24,6.67,6.62,2.42
UGA,14003.6,6.87,8.24,1.97
UGA,18194.22,1.52,-21.24,-15.31
UGA,18294.0,-5.58,3.37,-1.84
UGA,17345.47,0.99,11.53,3.91
UGA,19417.96,2.95,-3.52,-1.48
UGA,21817.32,-5.17,-10.85,-9.35
UGA,24302.18,1.66,-4.12,-2.72
UGA,24117.23,1.45,6.38,1.88
UGA,25110.42,-1.62,3.37,1.23
UGA,29415.21,-6.28,-15.61,-12.42
UGA,39064.71,0.17,-20.57,-12.49
UGA,40879.57,-0.63,1.57,0.41
UGA,42287.29,1.3,1.14,-1.12
UGA,43711.29,2.41,2.43,0.39
UGA,45212.6,0.71,0.73,-1.1
UKR,NA,-2.53,NA,-5.19
UKR,NA,-7.15,NA,-9.02
UKR,NA,-8.1,NA,-9.27
UKR,NA,-12.19,NA,-13.55
UKR,NA,-19.82,NA,-22.49
UKR,NA,-16.2,NA,-13.28
UKR,NA,-9.96,NA,-8.76
UKR,NA,-1.54,NA,-1.42
UKR,NA,1.33,NA,0.31
UKR,NA,14.49,NA,7.92
UKR,NA,5.23,NA,5.34
UKR,NA,9.91,NA,8.96
UKR,NA,4.67,NA,4.45
UKR,NA,9.11,NA,8.3
UKR,NA,11.07,NA,9.88
UKR,42402.83,1.18,NA,0.94
UKR,43000.83,6.36,6.1,5.16
UKR,43494.65,7.47,6.97,5.6
UKR,43730.93,1.39,1.65,0.5
UKR,41984.77,-11.66,-11.57,-14.02
UKR,42422.74,3.8,3.03,3.35
UKR,42037.92,5.29,6.43,5.68
UKR,41975.25,0.17,0.39,-0.15
UKR,42039.57,-0.33,-0.18,-0.55
UKR,38049.03,3.82,3.25,-0.3
UKR,33678.6,0.75,1.94,-3.2
UKR,33649.05,3.57,2.53,2.8
UKR,33269.52,3.18,3.53,2.91
UKR,33596.37,2.37,2.48,2.31
UKR,33960.65,1.85,2.09,1.68
UKR,32355.34,-1.53,1.02,-0.76
UKR,31868.87,6.97,5.03,4.29
UKR,30275.43,-25.01,-25.01,-30.4
UKR,29669.92,7.47,7.47,6.19
UKR,30560.02,0.0,0.0,1.36
UKR,30651.7,1.61,1.61,1.72
ARE,NA,4.54,NA,7.55
ARE,NA,-4.21,NA,-1.6
ARE,NA,-3.43,NA,-1.33
ARE,NA,-5.98,NA,-2.22
ARE,NA,1.03,NA,4.32
ARE,NA,0.42,NA,3.37
ARE,NA,-2.02,NA,1.83
ARE,NA,-0.15,NA,4.4
ARE,NA,-7.13,NA,-2.93
ARE,NA,-4.31,NA,-0.29
ARE,NA,3.68,NA,7.41
ARE,NA,-6.1,NA,-2.5
ARE,NA,-4.87,NA,-1.52
ARE,NA,1.48,NA,4.43
ARE,NA,2.44,NA,5.24
ARE,7516.78,-1.55,NA,0.49
ARE,8123.22,1.08,1.64,4.33
ARE,9125.2,-8.5,-8.15,-4.96
ARE,10180.81,-7.87,-7.51,-4.39
ARE,10825.16,-10.31,-10.88,-11.55
ARE,11243.12,1.59,1.37,0.59
ARE,11747.66,1.78,1.65,1.37
ARE,12324.84,-2.73,-2.94,-2.8
ARE,12988.97,0.03,-0.32,0.81
ARE,13792.29,-1.49,-1.9,-0.32
ARE,14708.61,0.76,0.13,1.27
ARE,15488.07,0.64,0.25,0.68
ARE,15830.06,-1.1,-1.44,-2.11
ARE,16206.57,-0.64,-1.04,-0.99
ARE,16421.89,0.34,-0.22,-1.23
ARE,15321.69,-2.98,1.87,-3.42
ARE,16215.37,1.63,-1.4,1.07
ARE,16824.83,2.22,3.62,3.26
ARE,16966.74,-1.44,2.75,0.68
ARE,17690.76,-0.23,-0.24,-0.31
ARE,18267.44,0.79,0.8,0.17
GBR,43450.79,0.1,0.83,-3.33
GBR,41689.35,1.27,2.76,-1.53
GBR,40549.93,2.69,3.06,-0.73
GBR,40079.01,3.22,3.46,0.96
GBR,40641.08,2.59,1.98,0.87
GBR,41190.66,1.14,1.02,-0.15
GBR,41562.54,1.63,1.66,-0.3
GBR,42283.19,3.08,3.14,1.38
GBR,42608.19,2.36,2.61,0.09
GBR,42990.39,1.64,2.14,-0.21
GBR,43091.17,3.14,4.1,1.51
GBR,43527.22,1.73,1.55,-0.1
GBR,43440.14,0.95,2.0,-0.21
GBR,43632.13,2.14,2.7,0.89
GBR,44039.28,1.35,1.51,-0.01
GBR,44613.09,1.6,1.41,-0.26
GBR,44903.46,1.37,1.72,-0.33
GBR,45323.3,1.79,1.67,-0.24
GBR,45562.95,-1.09,-0.77,-2.45
GBR,44238.8,-3.08,-1.77,-4.29
GBR,44480.75,1.98,1.68,0.35
GBR,44613.77,0.62,0.84,-0.51
GBR,45504.48,0.37,-0.48,-1.28
GBR,46327.1,0.56,-0.01,-0.56
GBR,47595.54,0.8,0.44,0.23
GBR,48322.69,0.52,0.68,0.02
GBR,48974.27,0.44,0.57,-0.45
GBR,49486.35,1.66,1.59,0.88
GBR,49893.18,0.24,0.58,-0.25
GBR,50699.81,0.5,0.01,-0.64
GBR,45270.6,-9.49,0.46,-6.06
GBR,48405.02,8.7,1.55,3.41
GBR,50344.34,3.45,0.8,1.34
GBR,50777.54,-0.87,-0.47,-1.36
GBR,51531.22,0.66,-0.54,-1.0
GBR,51527.54,1.01,1.01,0.06
USA,224153.0,0.71,1.58,0.24
USA,221283.0,0.72,1.19,-0.73
USA,221164.0,2.89,3.58,2.79
USA,226298.0,1.31,0.42,-0.32
USA,233817.0,1.71,0.68,0.07
USA,238609.75,1.17,0.62,-0.57
USA,242814.25,2.28,1.98,0.4
USA,249208.5,2.13,1.77,0.25
USA,254418.0,2.92,2.34,0.21
USA,258906.25,3.13,2.97,0.64
USA,262641.0,2.68,2.6,0.48
USA,259666.75,0.98,2.11,0.16
USA,256132.5,2.07,3.1,0.93
USA,254932.5,2.42,3.28,1.46
USA,257833.0,2.62,2.68,1.56
USA,261631.25,1.85,1.98,0.94
USA,266802.0,0.91,0.79,-0.43
USA,268836.5,1.1,1.23,-0.34
USA,265596.0,0.23,1.34,-0.48
USA,250125.25,0.93,3.45,0.29
USA,250391.25,3.08,2.59,1.58
USA,254153.75,0.58,0.06,-0.54
USA,258871.75,0.55,0.42,-0.22
USA,262360.5,1.13,0.76,-0.1
USA,267480.75,0.89,0.56,0.01
USA,273203.0,1.44,0.79,-0.02
USA,276516.25,0.26,0.6,-0.01
USA,279750.5,0.88,1.27,0.57
USA,284932.25,1.58,1.09,0.36
USA,287918.25,1.1,1.52,0.73
USA,269087.25,3.59,4.68,0.75
USA,280913.5,2.21,1.59,2.14
USA,289796.0,-0.58,-0.63,-0.77
USA,293887.0,1.41,1.46,0.87
USA,296735.25,2.21,1.8,1.11
USA,296715.56,1.61,1.62,0.58
URY,2164.84,-0.81,NA,-0.79
URY,2175.75,2.65,3.02,1.69
URY,2189.67,6.86,7.25,3.02
URY,2174.99,2.98,3.35,-2.1
URY,2224.18,4.53,4.91,-1.07
URY,2246.82,-2.8,-2.44,-9.85
URY,2245.83,5.24,5.62,-3.48
URY,2276.36,3.7,4.08,-5.04
URY,2347.97,0.96,1.33,-6.64
URY,2266.32,0.74,1.59,-6.44
URY,2212.91,-0.61,0.44,-5.5
URY,2169.59,-3.73,-1.92,-6.8
URY,2034.87,-3.79,-1.62,-7.98
URY,1982.94,1.99,3.44,-2.56
URY,2123.76,-0.4,-1.96,-4.84
URY,2142.29,5.85,6.53,-0.47
URY,2262.18,-1.73,-1.42,-5.83
URY,2357.08,1.36,2.25,-2.41
URY,2435.0,4.7,3.75,-1.68
URY,2455.44,2.14,3.38,-2.44
URY,2459.04,7.22,7.65,2.11
URY,2555.52,0.86,1.19,-3.65
URY,2513.98,4.34,5.25,-1.66
URY,2503.25,4.63,5.09,-0.03
URY,2547.86,1.14,1.43,-2.03
URY,2483.13,2.27,2.99,-1.45
URY,2436.85,2.03,3.62,0.14
URY,2444.28,2.04,1.43,-1.0
URY,2417.85,0.81,1.26,-1.05
URY,2389.35,0.97,2.13,-0.07
URY,2243.29,-2.49,-1.35,-6.13
URY,2344.3,1.12,1.01,0.81
URY,2432.93,2.36,0.89,0.13
URY,2390.54,-0.67,2.15,-0.19
URY,2474.41,2.85,-0.32,-0.4
URY,2489.73,2.38,2.39,1.07
UZB,NA,-3.99,NA,NA
UZB,NA,-5.06,NA,NA
UZB,NA,-11.27,NA,NA
UZB,NA,-2.16,NA,NA
UZB,NA,-6.55,NA,-5.05
UZB,NA,-1.73,NA,-0.59
UZB,NA,0.37,NA,0.16
UZB,NA,3.76,NA,2.3
UZB,NA,2.88,NA,1.11
UZB,NA,3.3,NA,1.99
UZB,NA,2.67,NA,1.3
UZB,NA,2.45,NA,0.47
UZB,NA,1.8,NA,0.53
UZB,NA,1.42,NA,0.57
UZB,NA,3.91,NA,3.13
UZB,20658.1,4.0,NA,2.85
UZB,21389.43,4.72,3.82,3.05
UZB,22147.9,6.76,5.75,4.29
UZB,22723.57,6.04,6.24,3.02
UZB,23298.46,5.31,5.43,1.74
UZB,23955.93,4.33,4.15,0.13
UZB,24743.5,4.9,4.1,0.84
UZB,25430.66,4.43,4.21,0.67
UZB,26056.29,4.73,4.72,0.99
UZB,26715.99,4.41,4.23,0.55
UZB,27262.68,5.25,5.07,1.22
UZB,28173.53,4.02,2.51,-0.25
UZB,28750.65,2.68,2.3,-1.85
UZB,28117.45,7.52,7.94,-0.02
UZB,28648.71,4.67,4.8,-2.77
UZB,27548.69,3.9,5.62,-2.7
UZB,28410.62,5.62,4.76,0.74
UZB,29026.1,3.57,3.75,0.07
UZB,29508.0,4.75,4.56,-0.32
UZB,29849.13,4.39,4.41,0.96
UZB,30161.26,4.9,4.9,1.48
VEN,13823.77,2.67,3.27,NA
VEN,14248.91,5.86,6.46,NA
VEN,14814.2,1.44,2.01,NA
VEN,15572.72,-3.54,-4.61,NA
VEN,15796.41,-2.66,-3.73,NA
VEN,15997.17,2.93,2.65,NA
VEN,16162.19,-0.95,-1.22,NA
VEN,16681.92,3.34,3.06,NA
VEN,17159.98,-2.23,-2.5,NA
VEN,16465.37,-4.24,-2.0,NA
VEN,16773.74,2.41,1.78,NA
VEN,17577.93,-2.85,-1.34,NA
VEN,17691.22,-11.4,-9.44,NA
VEN,17685.95,-9.13,-7.73,NA
VEN,19438.33,13.33,7.62,NA
VEN,20201.65,7.61,6.15,NA
VEN,20886.1,5.22,6.27,NA
VEN,21248.69,5.43,6.9,NA
VEN,21803.86,2.13,2.6,NA
VEN,22188.2,-5.22,-4.88,NA
VEN,22613.75,-2.16,-3.34,NA
VEN,22764.43,2.23,3.49,NA
VEN,23005.73,3.88,4.52,NA
VEN,23531.46,-1.49,-0.92,NA
VEN,24128.16,-6.82,-6.27,NA
VEN,23972.96,-6.33,-5.61,NA
VEN,23894.94,-17.39,-16.77,NA
VEN,25116.35,-20.19,-19.77,NA
VEN,26103.71,-22.93,-22.69,NA
VEN,23793.51,-20.87,-20.65,NA
VEN,20320.15,-23.16,-18.03,NA
VEN,21437.24,0.24,-4.26,NA
VEN,22528.68,4.43,2.77,NA
VEN,22928.38,2.16,2.19,NA
VEN,23070.34,2.37,2.38,NA
VEN,23241.48,2.28,2.29,NA
VNM,71393.69,1.03,1.23,-1.39
VNM,73019.79,3.35,3.45,1.27
VNM,74498.55,6.32,6.54,0.94
VNM,76468.54,5.02,5.29,-1.98
VNM,78375.27,6.21,6.19,-2.17
VNM,80398.94,6.56,6.78,-1.36
