ISO3,year,government_investment_gdp,private_sector_investment_gdp
BRN,2005,3.381402804,11.37111944
BRN,2006,3.293393756,11.07515903
BRN,2007,4.155672629,13.97486588
BRN,2008,4.799283888,16.13922795
BRN,2009,4.864051909,16.357032
BRN,2010,5.867798411,14.08021504
BRN,2011,5.422534594,20.98542725
BRN,2012,7.203994825,26.52849716
BRN,2013,7.344591215,31.23888749
BRN,2014,6.594614525,20.58483485
BRN,2015,5.39802574,23.66867633
BRN,2016,5.034426785,21.43905249
BRN,2017,3.565642768,24.67480495
BRN,2018,2.426663076,33.78947988
BRN,2019,1.715656796,31.61742119
BTN,1990,12.01047902,7.694725036
BTN,1991,11.70007025,9.2606574
BTN,1992,9.820398217,16.20186091
BTN,1993,14.0938006,15.90583536
BTN,1994,9.290222115,20.63402417
BTN,1995,8.451033728,19.9630248
BTN,1996,10.79716339,16.54544523
BTN,1997,12.02514197,14.24919222
BTN,1998,13.18314188,13.07535771
BTN,1999,13.84628898,17.82761766
BTN,2000,11.01500919,23.8025836
BTN,2001,10.76263234,29.06705392
BTN,2002,11.02351568,30.95645792
BTN,2003,8.132764872,31.31638893
BTN,2004,6.723308734,35.63438366
BTN,2005,6.118918302,28.40638702
BTN,2006,7.44868292,24.22633821
BTN,2007,7.490038089,15.18743676
BTN,2008,9.911792758,19.60078309
BTN,2009,8.997354452,24.4303999
BTN,2010,10.29091104,32.63626648
BTN,2011,9.73728319,35.40308498
BTN,2012,9.870415173,34.39744242
BTN,2013,6.929677646,21.23994081
BTN,2014,7.382660762,27.15069399
BTN,2015,6.448915995,30.10515157
BTN,2016,7.393013466,29.86937276
BTN,2017,8.386854417,26.92125987
BTN,2018,7.941635822,24.16475577
BTN,2019,6.854990983,23.80573375
BWA,1990,4.11556331,18.50528267
BWA,1991,5.565568824,14.94161747
BWA,1992,5.733819923,13.34740476
BWA,1993,6.410169801,11.96252589
BWA,1994,6.163220115,11.35923664
BWA,1995,5.748252252,11.64375502
BWA,1996,6.810199761,9.648549764
BWA,1997,7.083427009,10.90926001
BWA,1998,7.285018233,12.42992494
BWA,1999,7.261782521,12.95808271
BWA,2000,6.400868407,13.81443557
BWA,2001,9.074375244,12.12629117
BWA,2002,8.972483334,11.84697239
BWA,2003,8.543467584,12.43463315
BWA,2004,7.664653019,14.78001139
BWA,2005,6.486884627,15.37943335
BWA,2006,5.556300573,16.02519333
BWA,2007,6.898097155,15.29538911
BWA,2008,9.663606466,11.9218328
BWA,2009,12.59294036,12.99949771
BWA,2010,10.38257338,15.354327
BWA,2011,8.341653577,18.87652751
BWA,2012,6.470042968,23.13462411
BWA,2013,5.662218478,21.46325943
BWA,2014,7.155994952,19.27200461
BWA,2015,7.566868582,21.67151021
BWA,2016,7.985658411,21.06760933
BWA,2017,7.290033805,18.45090201
BWA,2018,7.07162383,19.56740614
BWA,2019,6.23593731,21.30246943
CAF,1990,11.51420876,11.21082982
CAF,1991,13.91592047,9.018669055
CAF,1992,13.71920513,8.561843448
CAF,1993,11.42269195,6.177549465
CAF,1994,13.29812408,8.075885267
CAF,1995,13.31362389,10.74336795
CAF,1996,3.272983897,5.788759766
CAF,1997,5.896639534,4.71126333
CAF,1998,7.358719083,3.805821784
CAF,1999,10.81161287,6.728255554
CAF,2000,7.364967878,7.61764485
CAF,2001,5.747631347,8.108284612
CAF,2002,6.781771999,6.241433243
CAF,2003,2.836876125,5.831690021
CAF,2004,3.791424402,5.426375521
CAF,2005,7.085082213,6.133059505
CAF,2006,6.560082065,7.004362789
CAF,2007,4.35162246,7.853977044
CAF,2008,4.413816685,8.042062386
CAF,2009,4.641656435,7.823044909
CAF,2010,5.624218318,8.043378318
CAF,2011,3.510173973,7.881187804
CAF,2012,3.631670456,5.648579403
CAF,2013,0.892202593,4.111708295
CAF,2014,8.520488886,8.082015281
CAF,2015,5.335032756,11.33114189
CAF,2016,3.68738195,13.35105846
CAF,2017,6.507042691,13.15477422
CAF,2018,8.879964419,10.91643438
CAF,2019,6.703151162,10.78511565
CAN,1990,3.478598276,17.35274288
CAN,1991,3.695123289,16.67967009
CAN,1992,3.612539425,15.98701934
CAN,1993,3.575810499,15.29401959
CAN,1994,3.544825909,15.7231576
CAN,1995,3.439537974,15.0669496
CAN,1996,3.295592425,15.96729489
CAN,1997,2.968250747,17.66151875
CAN,1998,2.88947967,17.6088683
CAN,1999,3.079607783,17.41253837
CAN,2000,3.034436079,17.4359262
CAN,2001,3.336454598,17.74316384
CAN,2002,3.355638631,17.31034918
CAN,2003,3.417810318,17.94162132
CAN,2004,3.529162677,18.93841444
CAN,2005,3.754535981,20.00179862
CAN,2006,3.820701656,20.77943544
CAN,2007,3.990870041,20.87336621
CAN,2008,4.14815345,20.86926474
CAN,2009,4.670502311,18.18519539
CAN,2010,5.058376136,19.66447492
CAN,2011,4.536620787,20.54362874
CAN,2012,4.328548105,21.52193519
CAN,2013,3.986920123,21.64120408
CAN,2014,3.72608521,21.74762378
CAN,2015,3.75994196,20.22848755
CAN,2016,3.715944299,18.92939236
CAN,2017,3.827988473,18.90604312
CAN,2018,3.949939426,18.60444318
CAN,2019,3.874028262,18.21647036
CHE,1990,3.378018481,22.50645264
CHE,1991,3.679864209,21.93222459
CHE,1992,3.859826894,19.68671583
CHE,1993,3.85869994,18.96265116
CHE,1994,3.913030241,19.47829726
CHE,1995,3.813479431,20.64692549
CHE,1996,3.682121957,20.36582509
CHE,1997,3.604397126,20.7871609
CHE,1998,3.601985659,21.91403087
CHE,1999,3.430952293,22.38947364
CHE,2000,3.084965405,22.86703048
CHE,2001,3.085763214,22.01282472
CHE,2002,3.193687697,22.02012355
CHE,2003,3.22316576,21.79936227
CHE,2004,3.087727125,22.54716036
CHE,2005,2.939382663,22.86424324
CHE,2006,2.811850533,23.20424841
CHE,2007,2.700825449,23.60812138
CHE,2008,2.734894408,23.02812503
CHE,2009,2.996356406,21.45739747
CHE,2010,2.983857404,21.54132804
CHE,2011,2.991702571,21.63756382
CHE,2012,2.978681883,22.35663664
CHE,2013,2.938530774,22.17833405
CHE,2014,2.965269367,22.18344778
CHE,2015,2.983463485,22.26290811
CHE,2016,2.933872109,22.54153204
CHE,2017,2.974835387,22.98420693
CHE,2018,2.961030562,22.43884202
CHE,2019,3.046064005,22.37090448
CHL,1990,1.292037172,13.36852547
CHL,1991,1.538185256,12.01608077
CHL,1992,1.633377127,13.33904157
CHL,1993,1.791014063,14.71659062
CHL,1994,1.918094336,14.66414533
CHL,1995,1.891737687,16.61994148
CHL,1996,2.292927666,16.47816638
CHL,1997,2.294392861,17.17077104
CHL,1998,2.462741768,16.7467355
CHL,1999,2.469721644,13.35693917
CHL,2000,2.273187447,14.21478539
CHL,2001,2.18878619,14.45046495
CHL,2002,2.126761894,14.40821945
CHL,2003,1.906513816,15.06034329
CHL,2004,2.057755365,15.5934749
CHL,2005,2.167625224,18.3618521
CHL,2006,2.327902698,18.13158697
CHL,2007,2.742277344,18.81823396
CHL,2008,2.70302937,21.97278067
CHL,2009,3.102441427,18.62219172
CHL,2010,3.016540482,20.20332574
CHL,2011,3.163576655,22.2528928
CHL,2012,2.923273292,23.93265246
CHL,2013,2.689067525,23.97794436
CHL,2014,2.717998334,22.21945879
CHL,2015,2.814593721,21.49053815
CHL,2016,2.642504576,20.9342156
CHL,2017,2.58876885,19.9894512
CHL,2018,2.416560813,20.35671834
CHL,2019,2.353506792,21.1273827
CHN,1990,12.20575088,2.340628402
CHN,1991,13.53666765,2.40179571
CHN,1992,17.35266516,1.72655338
CHN,1993,19.2819154,3.355151543
CHN,1994,19.37970365,4.099406739
CHN,1995,19.003083,4.515010329
CHN,1996,18.76516282,5.210909649
CHN,1997,19.09896449,5.430053015
CHN,1998,21.64619179,5.824967723
CHN,1999,21.30987288,6.0517025
CHN,2000,20.3407453,6.904842852
CHN,2001,20.27763367,8.110354845
CHN,2002,19.63517788,9.63048188
CHN,2003,20.37028971,11.79572292
CHN,2004,19.74744935,13.39466373
CHN,2005,18.56857743,14.87276884
CHN,2006,16.99308517,16.5545185
CHN,2007,15.77925786,17.76536385
CHN,2008,15.95207763,18.6196628
CHN,2009,18.70266262,20.64959563
CHN,2010,17.66858262,21.50843169
CHN,2011,15.39382553,24.06809536
CHN,2012,15.17465893,25.59542914
CHN,2013,15.0472783,26.58969562
CHN,2014,14.73891371,27.08918778
CHN,2015,15.31584924,28.14558354
CHN,2016,16.70285212,28.1663143
CHN,2017,17.2666367,28.2840845
CHN,2018,16.98641146,29.90134727
CHN,2019,17.33315214,30.20134628
CIV,1990,1.539806341,3.779986239
CIV,1991,1.503844852,3.945856561
CIV,1992,1.664350028,3.730321188
CIV,1993,3.032547516,2.36133311
CIV,1994,2.322139698,3.769243041
CIV,1995,1.390139955,5.916889898
CIV,1996,1.426988033,7.028979637
CIV,1997,1.766505834,6.463481648
CIV,1998,1.996908152,6.336258509
CIV,1999,1.920917051,6.926501894
CIV,2000,0.914529789,5.321156989
CIV,2001,0.615903434,4.794219568
CIV,2002,1.241795092,5.574322128
CIV,2003,1.141745857,4.576590469
CIV,2004,1.260137293,5.06239786
CIV,2005,1.049916429,4.833376354
CIV,2006,1.044239305,5.447706614
CIV,2007,1.178468023,6.543660695
CIV,2008,1.631047177,6.368330431
CIV,2009,1.578902645,6.450398634
CIV,2010,1.721896465,8.256108275
CIV,2011,1.21504923,5.394163078
CIV,2012,2.51294442,6.943707991
CIV,2013,3.065886933,10.32447034
CIV,2014,3.425298909,11.68487247
CIV,2015,3.528582315,12.91550951
CIV,2016,3.648934939,12.1837437
CIV,2017,4.132417642,11.47684345
CIV,2018,4.359055065,11.85627842
CIV,2019,4.439704345,12.63893642
CMR,1990,2.745222051,7.207799452
CMR,1991,2.931963013,6.619455924
CMR,1992,2.696581337,5.516407116
CMR,1993,4.124920518,7.454401213
CMR,1994,3.522751587,7.090557578
CMR,1995,3.836491156,6.568850825
CMR,1996,3.567482954,6.649678686
CMR,1997,3.63217368,6.997475969
CMR,1998,3.932272001,7.161381633
CMR,1999,3.571032257,7.673549027
CMR,2000,1.278276189,10.31040785
CMR,2001,1.476646539,12.44103788
CMR,2002,1.203576528,12.67991124
CMR,2003,1.110037962,11.38606099
CMR,2004,0.868810592,12.132361
CMR,2005,1.344169735,11.46218866
CMR,2006,1.66254925,10.8734155
CMR,2007,2.573226721,9.494585364
CMR,2008,2.37580332,11.91291038
CMR,2009,1.685700949,12.35101171
CMR,2010,1.611862761,12.48605948
CMR,2011,2.838979785,12.29129823
CMR,2012,2.772749587,12.09467059
CMR,2013,3.312800445,11.57509467
CMR,2014,3.983212087,11.90474068
CMR,2015,3.274604385,12.14483671
CMR,2016,4.385818264,11.05329785
CMR,2017,4.704971725,10.80006526
CMR,2018,3.548811537,12.42219314
CMR,2019,3.66111885,12.52270783
COD,1990,0.27058976,7.440130384
COD,1991,0.141909599,6.028663997
COD,1992,0.0779600429427246,4.674980656
COD,1993,0.0319731755961092,3.806648196
COD,1994,0.0939652277221707,3.939855341
COD,1995,0.274195101,3.653297172
COD,1996,0.0101168997945472,3.54930152
COD,1997,0.00722527488077044,3.32345946
COD,1998,0.00123015732207341,3.359363467
COD,1999,0.0645426607709111,3.677991372
COD,2000,0.0481801387378748,3.515886272
COD,2001,0.0578095377910185,3.847260347
COD,2002,0.366541368,5.236938851
COD,2003,0.935247046,4.545935544
COD,2004,0.779975673,4.027094407
COD,2005,1.771918698,3.515195226
COD,2006,1.558637287,4.42138448
COD,2007,1.513102595,4.806882424
COD,2008,1.871177534,4.459310054
COD,2009,2.777738033,7.452768511
COD,2010,2.424184876,8.445828826
COD,2011,2.486176682,14.61217563
COD,2012,4.492300639,11.94180171
COD,2013,1.248277949,13.78496107
COD,2014,4.105252753,10.36335447
COD,2015,2.906932363,9.350742805
COD,2016,3.33060793,8.787702228
COD,2017,2.963017261,12.3588117
COD,2018,2.267363075,13.46331176
COD,2019,2.27081559,10.84843141
COG,1990,1.652668573,11.33392754
COG,1991,0.508682861,13.56680172
COG,1992,0.398855474,13.27750259
COG,1993,0.86048878,17.92482802
COG,1994,1.431947335,33.0480202
COG,1995,1.52861255,20.42820881
COG,1996,4.992286089,9.312578877
COG,1997,2.210793499,14.90036133
COG,1998,2.85190188,15.01900845
COG,1999,2.622069505,10.96638665
COG,2000,3.853761389,9.873264205
COG,2001,4.569872923,9.448197008
COG,2002,3.957696019,7.657153114
COG,2003,2.762342816,9.479941911
COG,2004,3.496222342,9.657444155
COG,2005,4.245798587,12.40587708
COG,2006,5.377186365,10.6760045
COG,2007,5.264419818,30.40655345
COG,2008,6.028802803,23.69755091
COG,2009,5.796045126,21.14297459
COG,2010,6.467722007,20.95206755
COG,2011,6.733131479,19.00846878
COG,2012,6.984214716,22.28231385
COG,2013,7.798244897,24.87938172
COG,2014,8.578304828,27.36806981
COG,2015,10.62688112,33.90381174
COG,2016,10.32251315,32.93275832
COG,2017,5.461668556,17.42480931
COG,2018,4.368324304,13.9366248
COG,2019,4.512585649,14.34293362
COL,1990,1.760745529,9.784128303
COL,1991,1.781485575,9.899377287
COL,1992,1.775959305,9.868668897
COL,1993,1.746953411,9.707488707
COL,1994,1.720357034,9.559697169
COL,1995,1.698707619,9.439395034
COL,1996,1.739039067,9.66350924
COL,1997,1.752613257,9.738937768
COL,1998,1.811769761,10.06765933
COL,1999,1.987406605,11.04363944
COL,2000,1.929849483,9.40595109
COL,2001,2.028105345,10.20432266
COL,2002,2.078279945,11.18218213
COL,2003,2.10899035,12.11717268
COL,2004,1.930424715,13.07883926
COL,2005,2.14995938,14.07795926
COL,2006,2.000493169,16.06054705
COL,2007,2.231328983,18.05532096
COL,2008,2.478408817,16.62994855
COL,2009,2.801334771,16.9334458
COL,2010,2.436562097,17.7911546
COL,2011,3.116294545,18.10704804
COL,2012,3.56267462,17.54251814
COL,2013,3.816980034,17.9598695
COL,2014,3.658280002,19.09958519
COL,2015,3.404406145,19.32083432
COL,2016,3.465281454,18.15195871
COL,2017,3.456491258,18.26630052
COL,2018,3.389679035,18.12848216
COL,2019,3.555666742,18.17220015
COM,1990,1.156406159,18.61482808
COM,1991,1.008103829,18.56332413
COM,1992,2.417516943,17.28508916
COM,1993,1.203324068,12.71846094
COM,1994,1.882491287,13.70003899
COM,1995,1.519977393,16.68094775
COM,1996,1.69267333,17.2111232
COM,1997,1.385798649,13.52937355
COM,1998,1.832078941,14.87763286
COM,1999,1.345929202,13.08324851
COM,2000,0.961504198,10.71858158
COM,2001,1.323047564,11.41886628
COM,2002,1.482517687,10.57434698
COM,2003,1.341067795,7.787193881
COM,2004,1.412516143,8.81758819
COM,2005,1.374411311,8.865644532
COM,2006,1.655391585,10.42566054
COM,2007,1.648868529,10.2457599
COM,2008,2.807537091,11.08089649
COM,2009,1.56963976,11.37089574
COM,2010,1.771606645,10.67990239
COM,2011,1.91599348,12.08451765
COM,2012,2.754028729,11.89285702
COM,2013,3.444939632,8.914108656
COM,2014,2.677885691,9.159852707
COM,2015,4.31383052,7.239903394
COM,2016,3.610218176,6.345984309
COM,2017,3.524558706,6.019731956
COM,2018,4.189711438,7.195695782
COM,2019,4.70829617,7.261401302
CPV,1990,5.356202144,16.53565959
CPV,1991,4.418901893,17.21928289
CPV,1992,4.378079696,16.89595734
CPV,1993,5.133337411,18.07691616
CPV,1994,4.065869719,22.94043136
CPV,1995,4.209151703,18.26870318
CPV,1996,5.325345514,20.32215705
CPV,1997,7.046273508,14.72980165
CPV,1998,7.124164943,13.10355208
CPV,1999,5.749006374,16.33834337
CPV,2000,6.727703504,11.92039038
CPV,2001,3.814963932,15.31533141
CPV,2002,7.851156185,14.08310242
CPV,2003,6.470037897,14.38417148
CPV,2004,6.887637289,18.00001929
CPV,2005,7.097107172,14.71443525
CPV,2006,7.6016385,15.8275897
CPV,2007,6.70416757,22.84867051
CPV,2008,5.753518724,22.64670742
CPV,2009,6.661184625,19.65161632
CPV,2010,10.42514286,20.42354319
CPV,2011,6.635095037,24.68557538
CPV,2012,7.953228722,15.73542426
CPV,2013,7.407212306,13.26787033
CPV,2014,4.224833718,19.38696382
CPV,2015,2.840855246,16.83043552
CPV,2016,2.043141661,20.44628795
CPV,2017,3.435521116,19.56725375
CPV,2018,3.100654662,22.45198854
CPV,2019,2.36423578,20.33799582
CRI,1990,1.738276712,11.38173166
CRI,1991,1.484592726,9.701540893
CRI,1992,1.676107036,11.50975814
CRI,1993,1.92461593,12.21201594
CRI,1994,1.788546159,12.23915977
CRI,1995,1.978534723,12.25793258
CRI,1996,1.823857057,11.44568054
CRI,1997,1.890105841,12.98596012
CRI,1998,2.228348664,15.33230322
CRI,1999,2.32759471,14.24701506
CRI,2000,2.042704313,13.19770362
CRI,2001,2.2247225,12.91769873
CRI,2002,2.116651978,13.27895886
CRI,2003,2.724066944,12.84547566
CRI,2004,1.711336962,13.36565781
CRI,2005,1.50563768,13.675419
CRI,2006,1.384302011,13.85873444
CRI,2007,1.544249565,15.22314302
CRI,2008,2.2962326,15.27836844
CRI,2009,2.066266082,13.44107315
CRI,2010,2.152714708,13.25473062
CRI,2011,1.92221208,13.32796496
CRI,2012,2.021882247,13.97261849
CRI,2013,1.990915255,13.59637406
CRI,2014,1.973796325,13.57566883
CRI,2015,2.110528528,13.33895864
CRI,2016,2.18914417,13.34309108
CRI,2017,2.253378523,12.33267613
CRI,2018,1.733384361,12.90477871
CRI,2019,2.337653879,11.08736626
CYP,1990,8.701098375,40.95505713
CYP,1991,8.567837383,40.32781311
CYP,1992,9.199259833,43.29984675
CYP,1993,8.006931709,37.68769578
CYP,1994,7.204265311,33.90963708
CYP,1995,6.539951306,30.6472526
CYP,1996,7.51659668,27.67565916
CYP,1997,7.108368883,28.61592081
CYP,1998,4.106200362,24.45936885
CYP,1999,4.498658476,26.75122087
CYP,2000,4.791836691,24.39255964
CYP,2001,4.701589966,23.37609393
CYP,2002,5.138229461,25.01962634
CYP,2003,5.880930872,24.06963893
CYP,2004,6.119022164,24.04903394
CYP,2005,4.94238366,25.69309817
CYP,2006,4.769231011,30.59235174
CYP,2007,4.377125092,31.80107117
CYP,2008,4.388069466,33.4572925
CYP,2009,5.977461237,27.3813903
CYP,2010,6.058596583,26.17388726
CYP,2011,5.97063709,22.37750731
CYP,2012,4.54151448,19.04607118
CYP,2013,3.444977573,17.86879446
CYP,2014,3.4151145,15.93814462
CYP,2015,3.163006131,15.51974146
CYP,2016,3.742389319,22.3138359
CYP,2017,4.043921762,26.94207021
CZE,1990,2.928726689,17.89033681
CZE,1991,3.579646558,21.866527
CZE,1992,3.741785652,22.85696456
CZE,1993,3.889049489,23.75653618
CZE,1994,3.930267596,24.00832222
CZE,1995,4.563683461,23.02251673
CZE,1996,3.873949696,24.62606691
CZE,1997,3.688665224,23.57065527
CZE,1998,3.82052802,23.17554869
CZE,1999,3.239314944,22.80512731
CZE,2000,3.975187744,22.86163357
CZE,2001,3.702604612,23.85433954
CZE,2002,3.837215432,23.82232309
CZE,2003,7.152646209,20.18367095
CZE,2004,4.739806928,22.42438397
CZE,2005,4.87741599,22.12658551
CZE,2006,4.840870763,21.7886016
CZE,2007,4.516521444,24.06265258
CZE,2008,5.100049956,23.31451591
CZE,2009,5.882263023,21.18594938
CZE,2010,4.960245974,21.60201774
CZE,2011,4.397004572,21.97516351
CZE,2012,4.065056676,21.62138895
CZE,2013,3.647618396,21.48923049
CZE,2014,4.096297084,21.28076508
CZE,2015,5.085083917,21.32550524
CZE,2016,3.247196918,21.74820346
CZE,2017,3.345657554,21.54204015
CZE,2018,4.186303637,22.3538526
CZE,2019,4.440199748,22.10997078
DEU,1990,3.132141785,18.73777329
DEU,1991,2.885769953,19.38460027
DEU,1992,3.047833585,19.67136594
DEU,1993,2.926949666,18.95695638
DEU,1994,2.791749623,19.3552905
DEU,1995,2.537571551,19.27468572
DEU,1996,2.482740047,19.09027345
DEU,1997,2.310354072,18.9714467
DEU,1998,2.306627332,19.3392064
DEU,1999,2.406635704,19.71206568
DEU,2000,2.323552687,19.70145898
DEU,2001,2.293965225,18.83893386
DEU,2002,2.251946237,17.62900648
DEU,2003,2.208969593,17.48050456
DEU,2004,2.03824191,17.2325127
DEU,2005,2.023857843,17.29241497
DEU,2006,2.136348472,17.95187686
DEU,2007,2.02843136,18.21091023
DEU,2008,2.137058701,18.15276488
DEU,2009,2.420846922,17.05718708
DEU,2010,2.386023497,17.25651352
DEU,2011,2.326232704,17.9943353
DEU,2012,2.207701413,18.06609315
DEU,2013,2.170859772,17.75226958
DEU,2014,2.09826027,18.02034693
DEU,2015,2.151433512,17.95230647
DEU,2016,2.201635435,18.19445019
DEU,2017,2.225965764,18.22852414
DEU,2018,2.321733981,18.60346869
DEU,2019,2.392595732,18.94639494
DJI,1990,4.358360978,0.652848565
DJI,1991,6.552213219,1.081017159
DJI,1992,6.667171659,1.03323458
DJI,1993,7.289145613,1.014484487
DJI,1994,6.787683489,0.945728786
DJI,1995,4.909785592,1.482454594
DJI,1996,4.715541422,1.37499609
DJI,1997,5.806835295,1.530200782
DJI,1998,6.63855469,1.376562871
DJI,1999,1.860560489,0.597626755
DJI,2000,2.830247507,0.696768536
DJI,2001,3.818911694,0.970628723
DJI,2002,6.694666299,1.273163766
DJI,2003,10.55401256,3.483447378
DJI,2004,6.737672846,5.130610464
DJI,2005,8.784033166,9.136032041
DJI,2006,8.423537771,22.29713703
DJI,2007,11.6443942,21.4656322
DJI,2008,10.68867967,18.83406553
DJI,2009,14.49123135,8.227766521
DJI,2010,8.925819565,3.494287741
DJI,2011,8.665587701,5.501075904
DJI,2012,8.127172212,6.367664708
DJI,2013,9.01617704,12.71158663
DJI,2014,8.198041917,15.73478999
DJI,2015,9.263979006,16.8380416
DJI,2016,7.408279561,17.38421032
DJI,2017,5.768060934,17.66443352
DJI,2018,6.940724569,15.93342285
DJI,2019,7.431769518,14.27558849
DMA,1990,14.1186119,11.18835513
DMA,1991,13.89736088,11.01302429
DMA,1992,9.545411038,7.564303093
DMA,1993,8.905115434,7.056898153
DMA,1994,8.90816351,7.059314012
DMA,1995,10.77327671,8.537331028
DMA,1996,9.96602598,7.897621385
DMA,1997,10.66855815,8.454346011
DMA,1998,9.393540794,7.443953275
DMA,1999,9.576473061,7.588918918
DMA,2000,11.56853224,5.950530857
DMA,2001,10.21353849,3.776354216
DMA,2002,4.997133874,6.11273333
DMA,2003,6.217497897,7.735710665
DMA,2004,7.776231784,7.662689483
DMA,2005,7.825239004,9.806864731
DMA,2006,7.853232039,8.976618594
DMA,2007,9.499081538,7.56179909
DMA,2008,11.19861146,7.316910654
DMA,2009,12.11622893,4.892424676
DMA,2010,14.48732877,1.642210093
DMA,2011,13.53085872,1.024020334
DMA,2012,10.97104497,2.376016185
DMA,2013,9.621533616,2.598978153
DMA,2014,7.835384901,5.334951177
DMA,2015,5.875305734,5.800205232
DMA,2016,8.850876709,4.494295713
DMA,2017,11.75036503,3.063247027
DMA,2018,22.45602026,6.460795542
DMA,2019,13.95749932,5.067700914
DNK,1990,3.114634961,14.3356167
DNK,1991,2.869636763,13.94054848
DNK,1992,3.202428619,13.2004656
DNK,1993,3.134425543,12.83318925
DNK,1994,3.162303482,13.03690686
DNK,1995,3.316941693,14.06747998
DNK,1996,3.448422539,14.34024573
DNK,1997,3.21861341,15.75832789
DNK,1998,2.96378571,16.84219151
DNK,1999,2.945087733,16.24972138
DNK,2000,3.020063289,16.98941499
DNK,2001,3.172928275,16.57720567
DNK,2002,2.889291252,16.31489239
DNK,2003,2.779306589,16.67197233
DNK,2004,2.907849099,16.69888612
DNK,2005,2.691976864,17.61723823
DNK,2006,2.848345864,19.35009797
DNK,2007,3.069456224,19.08482074
DNK,2008,3.02092703,18.6944298
DNK,2009,3.196742958,16.67511968
DNK,2010,3.352998887,15.03902557
DNK,2011,3.440138279,14.77473248
DNK,2012,3.698599176,15.15451384
DNK,2013,3.638140859,15.54882111
DNK,2014,3.82575318,15.64364805
DNK,2015,3.606158079,16.47332876
DNK,2016,3.702080356,17.27864612
DNK,2017,3.321826816,17.90577019
DNK,2018,3.332357884,18.43096659
DNK,2019,3.248490187,18.51116861
DOM,1990,3.984066473,14.62302409
DOM,1991,4.12306517,12.02276005
DOM,1992,4.547658653,13.0228814
DOM,1993,5.200722885,13.37878072
DOM,1994,5.438497948,15.17082917
DOM,1995,5.206021537,14.86133285
DOM,1996,5.403555075,15.45990076
DOM,1997,4.638464155,18.36591796
DOM,1998,4.294698943,25.05617242
DOM,1999,5.004910622,20.015866
DOM,2000,3.753404863,23.11439676
DOM,2001,5.310723306,20.01772803
DOM,2002,5.953029075,19.19690853
DOM,2003,5.857522859,14.26452704
DOM,2004,4.004957924,15.49519828
DOM,2005,3.52315456,16.70131031
DOM,2006,3.855525307,18.31685183
DOM,2007,3.737699558,19.25530297
DOM,2008,3.960432167,19.7237915
DOM,2009,2.991437967,17.04540443
DOM,2010,3.13891489,18.55152017
DOM,2011,2.874725465,17.68648528
DOM,2012,5.235432249,14.69053779
DOM,2013,2.970743147,15.56044991
DOM,2014,1.69373177,17.2353785
DOM,2015,1.941349199,19.10334782
DOM,2016,1.611693576,20.54934966
DOM,2017,1.596125208,19.52132478
DOM,2018,1.314751685,21.05626012
DOM,2019,1.294166735,21.73157309
DZA,1990,5.489269509,11.59247087
DZA,1991,3.553662074,11.19403501
DZA,1992,3.862727396,10.92843269
DZA,1993,4.584685294,10.04028054
DZA,1994,4.264180102,10.56739496
DZA,1995,3.929493857,10.78777284
DZA,1996,3.982225451,10.65021555
DZA,1997,4.610161912,9.978856933
DZA,1998,4.169086078,10.17007382
DZA,1999,4.801619414,9.468067701
DZA,2000,5.517789769,9.095580902
DZA,2001,5.535411637,9.418463275
DZA,2002,6.256320347,9.094061886
DZA,2003,6.733835101,8.201282431
DZA,2004,6.780213748,8.713359665
DZA,2005,7.544076333,8.271365794
DZA,2006,8.512672084,8.002569864
DZA,2007,10.24670106,7.33867822
DZA,2008,11.79848326,7.504216306
DZA,2009,10.55549972,10.11510888
DZA,2010,8.8707677,12.47821733
DZA,2011,9.122923921,12.22606072
DZA,2012,10.08849562,12.04507641
DZA,2013,7.776155768,15.60619695
DZA,2014,9.300053314,14.66798461
DZA,2015,10.51378876,13.91650579
DZA,2016,8.807422131,15.69388837
DZA,2017,8.464571884,16.54466845
DZA,2018,7.503994231,17.97478598
DZA,2019,9.192807177,16.33652452
ECU,1990,3.83073921,15.26939166
ECU,1991,3.431241036,16.19368778
ECU,1992,3.689078322,15.77046621
ECU,1993,5.622357401,13.50176199
ECU,1994,5.705487641,13.7013947
ECU,1995,5.518764364,13.2529897
ECU,1996,5.260651565,12.63314651
ECU,1997,5.43870747,13.06073771
ECU,1998,5.502766601,13.21457232
ECU,1999,4.319826331,10.37381032
ECU,2000,4.490442242,11.85365151
ECU,2001,6.177631553,12.71837605
ECU,2002,6.576192556,14.86032607
ECU,2003,6.122289327,14.82467723
ECU,2004,5.487064906,14.89260351
ECU,2005,4.913234057,16.52179839
ECU,2006,4.377189155,17.17685095
ECU,2007,6.891463675,14.98566845
ECU,2008,7.688697049,16.16655857
ECU,2009,10.89561251,11.97018922
ECU,2010,10.76568302,13.57213546
ECU,2011,11.0185229,14.77821854
ECU,2012,12.60087105,14.39638411
ECU,2013,16.42203692,11.98173717
ECU,2014,16.12726962,11.85901062
ECU,2015,13.2561991,12.95966001
ECU,2016,11.05596394,13.13268771
ECU,2017,10.42134124,14.46237834
ECU,2018,7.847050265,17.20461655
ECU,2019,6.38858671,17.81054035
EGY,1990,6.726416638,0.501676885
EGY,1991,6.119166672,0.792693707
EGY,1992,5.938092947,0.293334961
EGY,1993,6.860549745,0.0850604679003224
EGY,1994,6.594977221,1.089106107
EGY,1995,5.991939979,1.53065175
EGY,1996,6.071327504,1.593094089
