ISO3,year,eci
PRK,2015,-0.2043636367
PRK,2016,-0.3612664959
PRK,2017,-0.3187706139
TWN,2020,2.0097605262
TWN,2021,2.024421424
TWN,2022,1.9785662439
TWN,2023,1.9965383336
TWN,2017,1.9378987676
TWN,2018,1.9239717801
TWN,2019,1.9649211481
TWN,2012,1.7890333884
TWN,2013,1.8145010201
TWN,2014,1.8006756991
TWN,2015,1.8081397282
TWN,2016,1.8486507188
TWN,2011,1.6967594985
TWN,2007,1.4661627149
TWN,2008,1.5220298793
TWN,2009,1.5685054089
TWN,2010,1.5885772281
TWN,2006,1.3667693553
TWN,2005,1.3116845094
TWN,2004,1.2961623379
TWN,2003,1.1761739073
TWN,2002,1.1078189424
TWN,2000,0.8145621537
TWN,2001,1.0294785466
TWN,1999,0.6718341342
TWN,1998,0.5448957493
IDN,2021,0.0203001192
IDN,2020,-0.106288735
IDN,2019,-0.1279154816
IDN,2022,-0.0511486716
IDN,2023,-0.0853674914
IDN,1998,-0.7491476514
IDN,2018,-0.1347843617
IDN,1999,-0.7212600838
IDN,2000,-0.6408746737
IDN,2005,-0.4656577433
IDN,2016,-0.1781733254
IDN,2001,-0.5795987112
IDN,2004,-0.5277107035
IDN,2006,-0.3892984913
IDN,2007,-0.2757014597
IDN,2015,-0.1908816584
IDN,2002,-0.5925386349
IDN,2017,-0.2139549453
IDN,2008,-0.2822128338
IDN,2009,-0.3085541166
IDN,2010,-0.3305600327
IDN,2012,-0.3003558389
IDN,2003,-0.5976992893
IDN,2013,-0.3294035866
IDN,2014,-0.2577787997
IDN,2011,-0.3933819937
KHM,2022,-0.6797748185
KHM,2023,-0.6648739863
KHM,2021,-0.7151092779
KHM,2001,-1.7233018913
KHM,2002,-1.7784035714
KHM,2003,-1.7892028786
KHM,2005,-1.8708609299
KHM,2004,-1.877398897
KHM,2020,-1.0767068925
KHM,2007,-1.5164185295
KHM,2019,-1.0552020172
KHM,2006,-1.8364779136
KHM,2018,-1.0361512907
KHM,2016,-1.1328830337
KHM,2017,-1.056388759
KHM,2008,-1.5596594994
KHM,2009,-1.6134436661
KHM,2010,-1.6111485106
KHM,2015,-1.1451863881
KHM,2011,-1.6186777653
KHM,2014,-1.2947246695
KHM,2012,-1.505597317
KHM,2013,-1.5097474317
LAO,2021,-0.740563428
LAO,2022,-0.8713069871
LAO,2020,-0.9970667361
LAO,2019,-1.0476116849
LAO,2023,-0.8891360102
LAO,2010,-1.3088197456
LAO,2016,-1.1467724778
LAO,2018,-1.0694089577
LAO,2017,-1.1356540717
LAO,2011,-1.4466166012
LAO,2014,-1.2209327712
LAO,2015,-1.1461174197
LAO,2012,-1.3589642351
LAO,2013,-1.4026417159
MMR,2001,-1.6114517789
MMR,2002,-1.6370994793
MMR,2005,-1.5182998575
MMR,2003,-1.7756155554
MMR,2004,-1.6152574102
MMR,2006,-1.4342964436
MMR,2021,-0.9302484817
MMR,2022,-0.9329658145
MMR,2007,-1.4284791498
MMR,2023,-0.9134405573
MMR,2008,-1.579784617
MMR,2019,-1.2268672489
MMR,2018,-1.2069132054
MMR,2020,-1.2393636736
MMR,2017,-1.3597059967
MMR,2009,-1.6493670126
MMR,2010,-1.7345041139
MMR,2011,-1.7428850625
MMR,2016,-1.5304590748
MMR,2012,-1.6063538179
MMR,2014,-1.534464528
MMR,2015,-1.5121361398
MMR,2013,-1.5733355507
MYS,2013,1.0011440139
MYS,2014,1.0047463335
MYS,2015,0.9941618082
MYS,2016,1.010065842
MYS,2017,0.9651348634
MYS,2018,1.0028485104
MYS,2019,1.0430651285
MYS,2020,1.0213858916
MYS,2012,0.9551410479
MYS,2022,1.0583099555
MYS,2023,1.0396369079
MYS,2021,1.0412374497
MYS,2010,0.7719979914
MYS,2011,0.8101623998
MYS,2009,0.6877764026
MYS,2004,0.4514812547
MYS,2008,0.6669058095
MYS,2005,0.4214030685
MYS,2003,0.3486887695
MYS,2006,0.4520148845
MYS,2007,0.5526018907
MYS,2002,0.2500537345
MYS,2001,0.1862132662
MYS,2000,-0.0324366689
MYS,1998,-0.1706447382
MYS,1999,-0.1302857595
PHL,2021,0.7055862934
PHL,2020,0.6100236066
PHL,2022,0.6630315756
PHL,2018,0.5186404265
PHL,2023,0.6376832721
PHL,2019,0.5012108097
PHL,2017,0.4275966336
PHL,2016,0.3751491259
PHL,2015,0.313735068
PHL,2014,0.2891380208
PHL,2011,0.1738460985
PHL,2013,0.1560977044
PHL,2010,0.1670641742
PHL,2012,0.2123777985
PHL,2009,0.0219750783
PHL,2008,0.0325383592
PHL,2004,-0.3858771433
PHL,2007,-0.0811682137
PHL,2005,-0.3926314666
PHL,1998,-0.8760839032
PHL,2003,-0.5325155958
PHL,2006,-0.3294059222
PHL,2000,-0.7608416742
PHL,2001,-0.6681215013
PHL,2002,-0.6046436566
PHL,1999,-0.9275115948
SGP,2018,1.7014457201
SGP,2019,1.6845444102
SGP,2020,1.6996244315
SGP,2023,1.6213788003
SGP,2012,1.6607989456
SGP,2021,1.6163460684
SGP,2022,1.6104362259
SGP,2014,1.6130561629
SGP,2016,1.6182124551
SGP,2017,1.6322833977
SGP,2015,1.588674662
SGP,2010,1.5793141059
SGP,2013,1.6096372684
SGP,2008,1.4557985371
SGP,2009,1.5068839475
SGP,2004,1.3781967976
SGP,2005,1.3732971927
SGP,2011,1.5808004854
SGP,2007,1.3640595568
SGP,2006,1.3378608715
SGP,2003,1.2019566157
SGP,2002,1.1151332757
SGP,1999,0.7739300241
SGP,2000,0.8562850002
SGP,2001,1.0668788122
SGP,1998,0.6464706872
THA,2016,0.8705691983
THA,2017,0.8816808078
THA,2018,0.9250996884
THA,2021,0.9626732097
THA,2022,0.9498281212
THA,2023,0.9573769278
THA,2015,0.8504928254
THA,2019,0.9129443946
THA,2020,0.9072231924
THA,2014,0.7881444288
THA,2012,0.6284557828
THA,2010,0.4729548106
THA,2013,0.6548147728
THA,2009,0.4396717548
THA,2011,0.5349112026
THA,2008,0.3885352447
THA,2007,0.3513693474
THA,2004,0.0478664663
THA,2005,0.0611512801
THA,2003,-0.1182897515
THA,2006,0.1407387525
THA,2001,-0.1768685586
THA,2002,-0.2151049837
THA,2000,-0.2834970385
THA,1998,-0.4938088187
THA,1999,-0.4001445508
VNM,2021,0.0404006004
VNM,2022,0.0619098473
VNM,2023,0.0670963325
VNM,2020,-0.1379566891
VNM,2019,-0.1783658898
VNM,2018,-0.1939425096
VNM,2016,-0.3365007566
VNM,2014,-0.2516903682
VNM,2017,-0.3033778265
VNM,2015,-0.3041728277
VNM,2012,-0.323314612
VNM,2013,-0.3466697116
VNM,2011,-0.4072545131
VNM,1998,-1.3317045274
VNM,2007,-0.5039345119
VNM,1999,-1.2983637789
VNM,2000,-1.1116766232
VNM,2006,-0.7310701793
VNM,2008,-0.4957076486
VNM,2002,-1.0654999791
VNM,2005,-0.8613710444
VNM,2009,-0.5577148089
VNM,2001,-1.0660587936
VNM,2010,-0.5475432638
VNM,2003,-1.1118148598
VNM,2004,-0.959633748
AFG,2020,-1.1755789491
AFG,2019,-1.1646765318
AFG,2021,-1.1597163613
AFG,2022,-1.2275039708
AFG,2023,-1.193270039
BGD,1998,-1.659564098
BGD,1999,-1.7521106756
BGD,2000,-1.6139015441
BGD,2001,-1.7139261223
BGD,2002,-1.7286673773
BGD,2005,-1.5713296178
BGD,2003,-1.7761987519
BGD,2007,-1.122535721
BGD,2006,-1.4685971282
BGD,2004,-1.7152267636
BGD,2021,-0.9456190585
BGD,2008,-1.2013788556
BGD,2022,-0.9898126259
BGD,2009,-1.3157488181
BGD,2023,-1.0299800756
BGD,2010,-1.3547835443
BGD,2011,-1.3800593107
BGD,2019,-1.3014583729
BGD,2012,-1.2911195409
BGD,2020,-1.2852106809
BGD,2016,-1.4587917607
BGD,2018,-1.3227846677
BGD,2014,-1.2632206923
BGD,2017,-1.447337322
BGD,2013,-1.4444426027
BGD,2015,-1.3343949978
IND,2018,0.5350228289
IND,2023,0.6525508334
IND,2020,0.5444385653
IND,2022,0.5992544223
IND,2021,0.5902376113
IND,2017,0.456850041
IND,2019,0.4785165544
IND,2005,0.1557052074
IND,2016,0.4192999594
IND,2002,0.0480186958
IND,2004,0.1028940968
IND,2015,0.4188161357
IND,2001,0.022717429
IND,2003,0.0230239085
IND,2008,0.3300855959
IND,2007,0.3417823224
IND,2014,0.389298648
IND,1998,-0.0752405073
IND,2000,-0.0249436231
IND,2009,0.330595595
IND,2011,0.2961092541
IND,2013,0.3342021679
IND,2006,0.2273429363
IND,2012,0.3237306428
IND,1999,-0.0995739287
IND,2010,0.2471120412
IRN,1998,-0.2741963462
IRN,2021,0.0805962848
IRN,2014,0.1253925608
IRN,2015,0.1629088616
IRN,2023,0.0843932264
IRN,2016,0.0752799646
IRN,2017,0.0900609122
IRN,2022,0.0688788548
IRN,2006,-0.1161289378
IRN,2018,0.0112434245
IRN,2019,-0.0514245987
IRN,1999,-0.3661741516
IRN,2002,-0.3707486722
IRN,2005,-0.2312292775
IRN,2020,-0.0411805837
IRN,2003,-0.383219705
IRN,2000,-0.4151917088
IRN,2001,-0.3640370444
IRN,2009,-0.1394192091
IRN,2013,-0.0336302767
IRN,2004,-0.4169523635
IRN,2007,-0.1564617268
IRN,2012,-0.116464482
IRN,2008,-0.230752675
IRN,2010,-0.2130394759
IRN,2011,-0.1894036943
LKA,1998,-1.328685461
LKA,2022,-0.4432143847
LKA,2021,-0.427338352
LKA,1999,-1.3039667012
LKA,2000,-1.1837824073
LKA,2019,-0.5809217713
LKA,2020,-0.5686019801
LKA,2023,-0.4385052109
LKA,2018,-0.5927687067
LKA,2017,-0.632880495
LKA,2001,-1.2027858169
LKA,2002,-1.2196781815
LKA,2007,-0.7211226971
LKA,2016,-0.7076731147
LKA,2003,-1.2914938514
LKA,2006,-0.9015732085
LKA,2005,-1.0641772432
LKA,2004,-1.1880590045
LKA,2008,-0.7730977976
LKA,2009,-0.8164826175
LKA,2014,-0.6379297262
LKA,2012,-0.7921102261
LKA,2015,-0.6742829264
LKA,2010,-0.8760868084
LKA,2011,-0.8609905079
LKA,2013,-0.8823342953
PAK,1998,-1.340214732
PAK,1999,-1.3270669363
PAK,2022,-0.5583057173
PAK,2000,-1.2399644088
PAK,2006,-0.8344482101
PAK,2021,-0.6336471309
PAK,2023,-0.55324965
PAK,2007,-0.7031151132
PAK,2005,-0.9935961227
PAK,2008,-0.6800549207
PAK,2002,-1.3547137107
PAK,2001,-1.3166725163
PAK,2010,-0.7592257267
PAK,2003,-1.3056055023
PAK,2004,-1.1379939062
PAK,2009,-0.7573855561
PAK,2019,-0.7536523536
PAK,2011,-0.7717471343
PAK,2016,-0.7811934104
PAK,2017,-0.7947858907
PAK,2012,-0.7784495155
PAK,2018,-0.7519862841
PAK,2020,-0.7542082103
PAK,2013,-0.8316501726
PAK,2014,-0.7148831398
PAK,2015,-0.7130806162
ARE,2019,0.2170180654
ARE,2020,0.2090224223
ARE,2018,0.1992998215
ARE,2017,0.202610112
ARE,2016,0.2142971104
ARE,2022,0.1533017489
ARE,2023,0.1520338528
ARE,2014,0.1842032195
ARE,2021,0.1402736855
ARE,2006,-0.0147085367
ARE,2012,0.0901918341
ARE,2015,0.2238978297
ARE,2013,0.1008176282
ARE,2004,-0.2820393538
ARE,2005,-0.2186904953
ARE,2007,-0.0721800111
ARE,2011,-0.0615920207
ARE,2003,-0.4087186963
ARE,2008,-0.1685667459
ARE,1998,-0.7747928383
ARE,2001,-0.4962017783
ARE,2002,-0.4854452159
ARE,2010,-0.1529313779
ARE,1999,-0.819930372
ARE,2009,-0.2233821472
ARE,2000,-0.6907432544
ARM,2013,0.1058439924
ARM,2023,0.0937886972
ARM,2014,0.0311800895
ARM,2016,-0.0415182266
ARM,2015,-0.015536027000000001
ARM,2022,-0.1005769961
ARM,2017,-0.1898835335
ARM,2021,-0.2266684
ARM,2020,-0.3250312228
ARM,2018,-0.3557844532
ARM,2019,-0.4171508824
AZE,2001,0.2522600246
AZE,2002,0.1939600097
AZE,2003,0.0541488698
AZE,2004,-0.0534564195
AZE,2005,-0.2266829895
AZE,2006,-0.239406147
AZE,2007,-0.3115771515
AZE,2020,-0.3711165384
AZE,2017,-0.3991703972
AZE,2016,-0.476789254
AZE,2012,-0.3256093052
AZE,2018,-0.508528919
AZE,2021,-0.4055831006
AZE,2008,-0.4347809824
AZE,2011,-0.4890978122
AZE,2013,-0.4790805683
AZE,2022,-0.5142452582
AZE,2023,-0.4348026169
AZE,2019,-0.5919607892
AZE,2014,-0.4850526677
AZE,2009,-0.604944186
AZE,2010,-0.633509526
AZE,2015,-0.6090407517
GEO,2006,0.2705735398
GEO,2007,0.2591211568
GEO,2009,0.0693123572
GEO,2023,0.132187988
GEO,2008,0.0814613581
GEO,2019,0.0688946048
GEO,2011,0.0239956442
GEO,2012,0.0780632139
GEO,2020,-0.0362738271
GEO,2010,-0.0309097836
GEO,2018,-0.0169546161
GEO,2022,0.0462062032
GEO,2013,0.0169620298
GEO,2021,-0.0149053011
GEO,2016,-0.0838234372
GEO,2017,-0.0589780413
GEO,2014,-0.0354293635
GEO,2015,-0.0396172402
IRQ,2003,-0.1860167457
IRQ,2019,-0.4385566279
IRQ,2004,-0.7074199992
IRQ,2005,-0.8034446387
IRQ,2001,-1.0596665346
IRQ,1999,-1.5968781808
IRQ,2002,-1.0809046999
IRQ,2015,-0.5315834269
IRQ,1998,-2.325264907
IRQ,2000,-2.2619405578
IRQ,2020,-0.7168906687
IRQ,2018,-0.6802426295
IRQ,2016,-0.8226813081
IRQ,2023,-0.7137896476
IRQ,2006,-1.2099210375
IRQ,2022,-0.8878246917
IRQ,2017,-1.0280011163
IRQ,2007,-1.7764268414
IRQ,2008,-1.6343898521
IRQ,2021,-1.1019218299
IRQ,2009,-1.4529387877
IRQ,2010,-1.4489103221
IRQ,2013,-1.2678883421
IRQ,2014,-1.2092502123
IRQ,2011,-1.7016324516
IRQ,2012,-1.4680151996
ISR,2002,1.2747772304
ISR,2001,1.1924160842
ISR,1998,1.0467205736
ISR,1999,1.1113399268
ISR,2000,1.0898471629
ISR,2003,1.1674638784
ISR,2004,1.1852709168
ISR,2006,1.1346117808
ISR,2022,1.2436078672
ISR,2023,1.2843426612
ISR,2005,1.1406950472
ISR,2007,1.1712901557
ISR,2012,1.2433188673
ISR,2013,1.2177263897
ISR,2014,1.2413909277
ISR,2015,1.2472068919
ISR,2016,1.2163195109
ISR,2017,1.2057722337
ISR,2018,1.2072143841
ISR,2019,1.1968051859
ISR,2020,1.2160159678
ISR,2021,1.2319987957
ISR,2008,1.1739816574
ISR,2009,1.1929346938
ISR,2011,1.1819707324
ISR,2010,1.147266082
JOR,1999,0.499071086
JOR,1998,0.363025357
JOR,2000,0.3144926404
JOR,2001,0.3182408632
JOR,2002,0.2031256253
JOR,2003,0.0657805035
JOR,2004,-0.0187433369
JOR,2009,0.0232965482
JOR,2005,-0.1430318667
JOR,2010,0.0446496855
JOR,2011,0.0301669978
JOR,2012,0.0489875328
JOR,2014,0.1156504601
JOR,2015,0.0806223299
JOR,2008,-0.0062630857
JOR,2013,0.0468949968
JOR,2016,0.0123068135
JOR,2006,-0.1174112866
JOR,2007,-0.075210143
JOR,2019,-0.0742709926
JOR,2018,-0.0338426651
JOR,2020,-0.0806262922
JOR,2021,0.0021762244
JOR,2017,-0.031024067
JOR,2022,-0.0353152408
JOR,2023,-0.0154732353
KWT,2013,0.3719752992
KWT,2014,0.3972525989
KWT,2015,0.399246091
KWT,2010,0.3188958781
KWT,2018,0.217509201
KWT,2016,0.3227255003
KWT,2021,0.244297531
KWT,2022,0.2287279044
KWT,2011,0.2028871363
KWT,2012,0.253055075
KWT,2023,0.2100796919
KWT,2019,0.1478449762
KWT,2017,0.154809593
KWT,2020,0.1124693748
KWT,2002,-0.2683467197
KWT,2003,-0.2470762613
KWT,2001,-0.2402121059
KWT,1998,-0.4699823737
KWT,2005,-0.290017896
KWT,2009,-0.0391278474
KWT,1999,-0.42436766930000003
KWT,2004,-0.3902310652
KWT,2008,-0.1126728699
KWT,2006,-0.2230204267
KWT,2000,-0.5643743377
KWT,2007,-0.3786368042
LBN,2004,0.2178726436
LBN,2003,0.1804248366
LBN,2005,0.2383670818
LBN,2008,0.3631818562
LBN,2023,0.4192585091
LBN,2007,0.3562333901
LBN,2009,0.3446733775
LBN,2021,0.3735948316
LBN,2022,0.3903067125
LBN,2011,0.3119374455
LBN,2013,0.3353298461
LBN,2016,0.3434215605
LBN,2006,0.2451124473
LBN,2012,0.3381992031
LBN,2015,0.3815391486
LBN,2017,0.2829435713
LBN,2018,0.2816985054
LBN,2019,0.2615504429
LBN,2020,0.3117450367
LBN,2010,0.3048595096
LBN,2014,0.3686304511
OMN,2002,-0.4829992181
OMN,2003,-0.5118841441
OMN,2016,-0.1548401066
OMN,2017,-0.1646967261
OMN,2000,-0.6849713958
OMN,2015,-0.1561506987
OMN,1998,-0.8796268999
OMN,2020,-0.2200987983
OMN,2021,-0.2265397092
OMN,2019,-0.2448056557
OMN,2022,-0.2034709793
OMN,2018,-0.2755000474
OMN,2023,-0.3165681532
OMN,1999,-0.9574100319
OMN,2012,-0.3184589316
OMN,2013,-0.3354955741
OMN,2001,-0.7355206733
OMN,2004,-0.6501716293
OMN,2005,-0.6679132028
OMN,2014,-0.2744066078
OMN,2009,-0.4046895681
OMN,2006,-0.6118333874
OMN,2007,-0.4645513926
OMN,2008,-0.4315805139
OMN,2011,-0.5229936565
OMN,2010,-0.5346482379
QAT,2011,0.1677323682
QAT,2005,-0.1091518097
QAT,2010,0.0120503534
QAT,2016,0.1137445725
QAT,2017,0.0934150131
QAT,2013,0.0539806155
QAT,2009,0.0063619844
QAT,2020,-0.0408231875
QAT,2015,0.0483096358
QAT,2014,0.022325273
QAT,2012,-0.0395439898
QAT,2018,-0.0636641393
QAT,2006,-0.2102716531
QAT,2008,-0.0905706599
QAT,2007,-0.1386580774
QAT,2019,-0.1454607037
QAT,2004,-0.4774076694
QAT,2022,-0.1296929741
QAT,2021,-0.2770803072
QAT,2002,-0.7187004143
QAT,2023,-0.3348580835
QAT,2003,-0.7181210698
QAT,2001,-0.8840354277
QAT,2000,-1.1460295226
QAT,1998,-1.6993624021
QAT,1999,-1.5190406342
SAU,2015,0.8702145145
SAU,2013,0.8438090003
SAU,2016,0.8443154171
SAU,2018,0.8692255908
SAU,2019,0.9043669923
SAU,2020,0.8884033712
SAU,2021,0.8685233325
SAU,2022,0.844446207
SAU,2017,0.7600749456
SAU,2002,0.4126884832
SAU,2014,0.7778706179
SAU,2003,0.3349596023
SAU,2005,0.3480918623
SAU,2023,0.7551050792
SAU,2001,0.3661393796
SAU,2004,0.2452833398
SAU,2006,0.3839640017
SAU,2011,0.5459069557
SAU,1998,0.3109318349
SAU,2000,0.210540613
SAU,2010,0.4708590072
SAU,2012,0.5752483856
SAU,1999,0.0900983273
SAU,2007,0.4063647322
SAU,2009,0.3319799899
SAU,2008,0.2371856853
SYR,2014,-0.0062307307
SYR,2012,-0.299541269
SYR,1998,-1.1314479487
SYR,2005,-0.6245787468
SYR,2006,-0.5642688035
SYR,2011,-0.3895166186
SYR,2007,-0.4235519246
SYR,2008,-0.4094935897
SYR,2013,-0.3590779229
SYR,2009,-0.4372183849
SYR,2010,-0.4606550529
SYR,1999,-1.2526984811
SYR,2004,-0.7290656292
SYR,2002,-0.9697555138
SYR,2000,-1.2296266661
SYR,2001,-1.0609723307
SYR,2003,-0.8683392321
TUR,2019,0.5405288578
TUR,2020,0.562664812
TUR,2022,0.6112183168
TUR,2018,0.5158834721
TUR,2021,0.621264491
TUR,2023,0.624347049
TUR,2017,0.4764324418
TUR,2012,0.4494783068
TUR,2015,0.4712551064
TUR,2016,0.4209245441
TUR,2013,0.4329901014
TUR,2014,0.4684602876
TUR,2011,0.3765257374
TUR,1998,-0.0705243758
TUR,2000,-0.0246989518
TUR,2010,0.3223498532
TUR,2008,0.3107434068
TUR,1999,-0.0761085617
TUR,2009,0.3150461964
TUR,2001,-0.0437516162
TUR,2002,-0.0663704888
TUR,2003,-0.0553495446
TUR,2007,0.3044822251
TUR,2004,0.0060758657
TUR,2005,0.017420023
TUR,2006,0.14876477330000001
YEM,2000,-1.544850882
YEM,1999,-1.8490193085
YEM,2002,-1.3931773228
YEM,2001,-1.47426555
YEM,2006,-0.9655774318
YEM,2005,-1.1440465265
YEM,2016,-0.847278972
YEM,2003,-1.6175066995
YEM,2007,-1.0018764287
YEM,2004,-1.4106006642
YEM,2009,-0.9151331301
YEM,2010,-0.9925442939
YEM,2011,-0.895082541
YEM,2014,-0.9024971077
YEM,2015,-0.8777193785
YEM,2008,-1.0801377279
YEM,2012,-1.056801251
YEM,2013,-1.0631501406
YEM,2017,-1.0206322989
YEM,2022,-1.0095337051
YEM,2023,-0.9982472046
YEM,2018,-1.3180940469
YEM,2019,-1.3193772273
YEM,2020,-1.2878919735
YEM,2021,-1.2120025962
BGR,2022,0.6711346741
BGR,2023,0.6913365187
BGR,2021,0.6492934089
BGR,2015,0.5016499441
BGR,2017,0.4859078009
BGR,1999,0.0877097767
BGR,2016,0.4566441742
BGR,2020,0.543646182
BGR,1998,0.1111933212
BGR,2000,0.1258752803
BGR,2002,0.1032627071
BGR,2013,0.4411145756
BGR,2014,0.4820027996
BGR,2019,0.4876218416
BGR,2004,0.1234007157
BGR,2009,0.3947163544
BGR,2018,0.5019905288
BGR,2001,0.10262046
BGR,2003,0.0289620008
BGR,2007,0.3660618318
BGR,2010,0.3538650806
BGR,2011,0.3963870896
BGR,2012,0.432290413
BGR,2005,0.1541696477
BGR,2008,0.3447747261
BGR,2006,0.2100237064
BLR,1998,0.7206979455
BLR,1999,0.6719721225
BLR,2012,0.9647018541
BLR,2013,0.9574443678
BLR,2000,0.6260195129
BLR,2004,0.7519019978
BLR,2007,0.8351387369
BLR,2008,0.8474832788
BLR,2009,0.8935006596
BLR,2010,0.8735582956
BLR,2011,0.9067980373
BLR,2014,0.9180817303
BLR,2015,0.8808650975
BLR,2001,0.6115152129
BLR,2003,0.6595745066
BLR,2005,0.7190643619
BLR,2006,0.7704314932
BLR,2002,0.591446196
BLR,2017,0.7653004127
BLR,2018,0.7689116907
BLR,2023,0.8056958545
BLR,2016,0.7679156989
BLR,2019,0.7856447676
BLR,2020,0.7999029216
BLR,2021,0.8369478866
BLR,2022,0.830457229
CZE,2011,1.6604219908
CZE,2021,1.6745696221
CZE,2022,1.6135622798
CZE,2013,1.6586769743
CZE,2014,1.6268093244
CZE,2015,1.6382127605
CZE,2016,1.63052311
CZE,2017,1.633367488
CZE,2018,1.6280923271
CZE,2019,1.6645665972
CZE,2020,1.6690181273
CZE,2023,1.5954823471
CZE,2010,1.5908067563
CZE,2012,1.6500473174
CZE,2007,1.422113558
CZE,2008,1.471445197
CZE,2009,1.5318213394
CZE,2006,1.3719109043
CZE,2003,1.324734191
CZE,2004,1.3715326504
CZE,2005,1.3453351468
CZE,2000,1.1231063602
CZE,2001,1.170860637
CZE,2002,1.2114917375
CZE,1998,0.9910290656
CZE,1999,1.0835764865
HUN,2021,1.4635813922
HUN,2014,1.4198112383
HUN,2015,1.4292734514
HUN,2016,1.4383049574
HUN,2017,1.4616229065
HUN,2018,1.4649015416
HUN,2019,1.4427086827
HUN,2020,1.4762647449
HUN,2022,1.4340716718
HUN,2023,1.4149482576
HUN,2011,1.3931041491
HUN,2012,1.4607519616
HUN,2013,1.4238226103
HUN,2009,1.3063567924
HUN,2010,1.3351618194
HUN,2007,1.1990138899
HUN,2008,1.235333346
HUN,2005,1.0234565703
HUN,2006,1.0973984296
HUN,2003,0.9298310824
HUN,2004,1.03525511
HUN,2002,0.8091231956
HUN,2000,0.6717304622
HUN,2001,0.7327287471
HUN,1998,0.5749259046
HUN,1999,0.6224800308
MDA,2008,-0.0584359078
MDA,2007,-0.091424271
MDA,2009,-0.09422801
MDA,2012,-0.1050117206
MDA,2013,-0.0681150551
MDA,2021,-0.0710273266
MDA,2022,-0.0897953135
MDA,2010,-0.1404956982
MDA,2014,-0.0537626364
MDA,2023,-0.131912124
MDA,2015,-0.1343737983
MDA,2020,-0.2007035235
MDA,2011,-0.201649492
MDA,2016,-0.2577311707
MDA,2018,-0.2646891267
MDA,2019,-0.2786632841
MDA,2017,-0.2568614171
POL,2018,1.1697603236
POL,2019,1.1741335104
POL,2020,1.1723524385
POL,2017,1.1554373204
POL,2021,1.1382057327
POL,2008,0.972959381
POL,2009,1.0510417667
POL,2010,1.0455755187
POL,2011,1.1160688748
POL,2012,1.1462310012
POL,2013,1.1443523424
POL,2022,1.1332174962
POL,2007,0.9487680431
POL,2014,1.0684429907
POL,2015,1.1087784349
POL,2016,1.1206417322
POL,2023,1.0915776913
POL,2005,0.8001418536
POL,2006,0.8976761386
POL,2003,0.7201294287
POL,2004,0.7528220772
POL,2001,0.6255010592
POL,1998,0.5492022195
POL,2002,0.6161078116
POL,2000,0.5956018948
POL,1999,0.5503050657
ROU,2020,1.0269799364
ROU,2018,0.9430087945
ROU,2019,1.009047922
ROU,2021,1.0917384822
ROU,2017,0.8868962117
ROU,2022,1.031674157
ROU,2023,1.0232496753
ROU,2012,0.7397207913
ROU,2010,0.6784420307
ROU,2014,0.7782716694
ROU,2015,0.8223727383
ROU,2016,0.8200831903
ROU,2013,0.7482012999
ROU,2009,0.644210408
ROU,2011,0.6662404697
ROU,2008,0.5249187602
ROU,2007,0.4512499054
ROU,2000,0.0266936336
ROU,2006,0.2682493467
ROU,2003,0.0277283399
ROU,1998,0.0534739084
ROU,2004,0.0618338236
ROU,1999,-0.0079895217
ROU,2005,0.1430024346
ROU,2001,-0.0126306946
ROU,2002,-0.0634661979
RUS,1998,0.7334383305
RUS,1999,0.7050712536
RUS,2000,0.6707781466
RUS,2002,0.7347641252
RUS,2001,0.6745461615
RUS,2005,0.7918886835
RUS,2003,0.7070117517
RUS,2006,0.7844878262
RUS,2004,0.6442524049
RUS,2007,0.7487415892
RUS,2008,0.7657650456
RUS,2009,0.7973410979
RUS,2010,0.7582172435
RUS,2011,0.7217502035
RUS,2013,0.7522054895
RUS,2012,0.7144477344
RUS,2014,0.6060465202
RUS,2016,0.4858575437
RUS,2015,0.4966278779
RUS,2019,0.4997548725
RUS,2017,0.4592798582
RUS,2018,0.5020622382
RUS,2020,0.4856209028
RUS,2021,0.4635624269
RUS,2022,0.3920772002
RUS,2023,0.2977254043
SVK,2021,1.4109635371
SVK,2022,1.3931026852
SVK,2023,1.3502695779
SVK,2011,1.3669522061
SVK,2018,1.3698026887
SVK,2019,1.3932164348
SVK,2020,1.3919624939
SVK,2012,1.3604366529
SVK,2013,1.3637307247
SVK,2015,1.3084883434
SVK,2016,1.3006011108
SVK,2017,1.3253626687
SVK,2010,1.2612124847
SVK,2014,1.2695313957
SVK,2008,1.1920926683
SVK,2009,1.2525499396
SVK,1998,0.7529018953
SVK,2007,1.1342399069
SVK,1999,0.7710102794
SVK,2005,1.0139713203
SVK,2006,1.0382448847
SVK,2000,0.7904016644
SVK,2001,0.8405953378
SVK,2004,0.9578740783
SVK,2002,0.8067771654
SVK,2003,0.8860386235
UKR,1998,0.7095271687
UKR,1999,0.6486068647
UKR,2004,0.6509120023
UKR,2000,0.6076271912
UKR,2002,0.6158302165
UKR,2003,0.6193622895
UKR,2005,0.6650849432
UKR,2006,0.6853701685
UKR,2001,0.5763832564
UKR,2008,0.7417274047
UKR,2009,0.7451495376
UKR,2010,0.7112799781
UKR,2007,0.6758193988
UKR,2011,0.6753951351
UKR,2012,0.6994219183
UKR,2013,0.7047420118
UKR,2014,0.6590688004
UKR,2015,0.6236874695
UKR,2016,0.5457906946
UKR,2017,0.496724341
UKR,2019,0.5073513038
UKR,2020,0.5086016042
