ISO3,year,gdp_usd,gdp_growth,gdp_pc,gdp_pc_growth
PRK,1999,13.9683801824905,6.07809765423055,594.459892795452,5.23825700084699
PRK,2000,14.0259417530964,0.412084793325284,592.664374752393,-0.302041914823669
PRK,2001,14.5527701959475,3.75610031843216,611.066614910747,3.10500191040532
PRK,2002,14.7275691987142,1.20113902997867,615.084605997267,0.65753732710585
PRK,2003,14.9953441451789,1.81818834358695,622.461918208801,1.19939795917545
PRK,2004,15.3066734848454,2.07617335522529,631.074395221027,1.38361508717017
PRK,2005,15.8823420482149,3.76089921784401,651.01082802617,3.15912560485998
PRK,2006,15.7194359319407,-1.02570588002529,640.968478263017,-1.54257799268882
PRK,2007,15.5329026145108,-1.18664129067692,630.230513520413,-1.67527189039039
PRK,2008,16.0141680877949,3.0983614925554,646.655162934268,2.60613363864412
PRK,2009,15.8686520144318,-0.908670825517199,637.850319484113,-1.36159795124841
PRK,2010,15.7936991384727,-0.472332973783185,632.070119037182,-0.906200133537082
PRK,2011,15.9195770172694,0.797013275313074,634.299822258626,0.35276200444998
PRK,2012,16.1278765960093,1.30844920385735,639.697389881777,0.850948941453433
PRK,2013,16.3007343789022,1.07179504917389,643.548665105384,0.602046418278834
PRK,2014,16.4707750410864,1.04314724865566,647.149640009459,0.559549743372578
PRK,2015,16.2826043941431,-1.1424516847197,636.652260639371,-1.62209460086149
PRK,2016,16.9125144440988,3.86860747032782,658.117359243512,3.37155774528847
PRK,2017,16.3235316725583,-3.4825263475006,632.261045027593,-3.92883029945297
PRK,2018,15.6464557699446,-4.14785180189827,603.384638941912,-4.56716514686124
PRK,2019,15.7017382773177,0.353322875071304,603.040179587674,-0.0570878560716803
PRK,2020,14.9900759422406,-4.53237929780806,573.534473503401,-4.89282589834193
PRK,2021,14.9817826363918,-0.0553253090960548,571.114579948389,-0.421926434557584
PRK,2022,14.9590318298762,-0.151856471741795,568.161339013397,-0.517101303079825
PRK,2023,15.4161212866513,3.0556085579166,583.541609666249,2.70702520512218
PRK,2024,15.4931876680196,0.499907726044046,584.674559621748,0.194150671816939
PRK,2025,15.6016514640194,0.700074112080284,587.167600993031,0.426398127001803
PRT,1990,145.687788480441,3.95052336813917,14584.0571062686,4.07385473037018
PRT,1991,152.05173195161,4.36820651720122,15252.1865349363,4.58123157225209
PRT,1992,153.708299378677,1.08947619721542,15432.0333822617,1.17915452262182
