ISO3,year,fiscal_balance_gdp,primary_fiscal_balance_gdp,net_debt_gdp,government_investment_gdp,private_sector_investment_gdp,output_gap_pct
ECU,2007,2.65832539921192,4.38681689843719,NA,6.891463675,14.98566845,NA
ECU,2008,0.568060481150317,1.72049763567568,NA,7.688697049,16.16655857,NA
ECU,2009,-3.71403684197555,-3.13322820494285,NA,10.89561251,11.97018922,NA
ECU,2010,-1.38537295206217,-0.779876351464028,NA,10.76568302,13.57213546,NA
ECU,2011,-0.127193666358142,0.508471298024619,NA,11.0185229,14.77821854,NA
ECU,2012,-2.83487190277003,-2.31276124597266,NA,12.60087105,14.39638411,NA
ECU,2013,-8.16521102168944,-7.93051408656385,NA,16.42203692,11.98173717,NA
ECU,2014,-8.10631711510101,-7.86895027159825,NA,16.12726962,11.85901062,NA
ECU,2015,-6.86637260515597,-6.40099238333708,NA,13.2561991,12.95966001,NA
ECU,2016,-10.2924849040577,-9.67817823197687,NA,11.05596394,13.13268771,NA
ECU,2017,-5.7721744981092,-4.68422297670222,NA,10.42134124,14.46237834,NA
ECU,2018,-2.80272647004406,-1.39597781182157,NA,7.847050265,17.20461655,NA
ECU,2019,-3.46760496651399,-1.92432524502643,NA,6.38858671,17.81054035,NA
ECU,2020,-7.37570868156892,-5.76134586075883,NA,NA,NA,NA
ECU,2021,-1.58878636608844,-1.42093841772611,NA,NA,NA,NA
ECU,2022,0.0436482071968237,0.474743939755837,NA,NA,NA,NA
ECU,2023,-3.48122817337692,-2.61449251645265,NA,NA,NA,NA
ECU,2024,-1.27553864659021,-0.175180955462268,NA,NA,NA,NA
ECU,2025,-1.20439885004022,-0.0738698275033293,NA,NA,NA,NA
EGY,1999,NA,NA,45.6474529893097,5.839024312,2.996095848,NA
EGY,2000,1.32027815976329,5.87919475696896,45.2912164160755,5.31100048,3.503112631,NA
EGY,2001,-1.069825419916,2.67246211651998,51.1913198694591,4.590975092,3.736759776,NA
EGY,2002,-6.76778841988667,-2.76223276555558,63.1248937858415,5.055131165,3.460023827,NA
