ISO3,year,hdi
NLD,2000,0.9
NLD,2001,0.902
NLD,2002,0.898
NLD,2003,0.901
NLD,2004,0.904
NLD,2005,0.907
NLD,2006,0.914
NLD,2007,0.92
NLD,2008,0.92
NLD,2009,0.92
NLD,2010,0.925
NLD,2011,0.935
NLD,2012,0.935
NLD,2013,0.937
NLD,2014,0.939
NLD,2015,0.94
NLD,2016,0.941
NLD,2017,0.945
NLD,2018,0.947
NLD,2019,0.95
NLD,2020,0.945
NLD,2021,0.951
NLD,2022,0.953
NLD,2023,0.955
NOR,1990,0.856
NOR,1991,0.863
NOR,1992,0.868
NOR,1993,0.875
NOR,1994,0.89
NOR,1995,0.887
NOR,1996,0.894
NOR,1997,0.9
NOR,1998,0.908
NOR,1999,0.913
NOR,2000,0.924
NOR,2001,0.923
NOR,2002,0.923
NOR,2003,0.93
NOR,2004,0.937
NOR,2005,0.939
NOR,2006,0.942
NOR,2007,0.943
NOR,2008,0.943
NOR,2009,0.944
NOR,2010,0.947
NOR,2011,0.949
NOR,2012,0.95
NOR,2013,0.953
NOR,2014,0.956
NOR,2015,0.959
NOR,2016,0.962
NOR,2017,0.965
NOR,2018,0.966
NOR,2019,0.967
NOR,2020,0.969
NOR,2021,0.969
NOR,2022,0.967
NOR,2023,0.97
NPL,1990,0.404
NPL,1991,0.412
NPL,1992,0.42
NPL,1993,0.425
NPL,1994,0.433
NPL,1995,0.438
NPL,1996,0.447
NPL,1997,0.453
NPL,1998,0.459
NPL,1999,0.464
NPL,2000,0.471
NPL,2001,0.472
NPL,2002,0.479
NPL,2003,0.486
NPL,2004,0.493
NPL,2005,0.5
NPL,2006,0.512
NPL,2007,0.516
NPL,2008,0.526
NPL,2009,0.538
NPL,2010,0.551
NPL,2011,0.559
NPL,2012,0.565
NPL,2013,0.57
NPL,2014,0.574
NPL,2015,0.575
NPL,2016,0.58
NPL,2017,0.588
NPL,2018,0.596
NPL,2019,0.604
NPL,2020,0.599
NPL,2021,0.596
NPL,2022,0.605
NPL,2023,0.622
NRU,2005,0.589
NRU,2006,0.565
NRU,2007,0.581
NRU,2008,0.614
NRU,2009,0.607
NRU,2010,0.616
NRU,2011,0.624
NRU,2012,0.633
NRU,2013,0.64
NRU,2014,0.655
NRU,2015,0.66
NRU,2016,0.67
NRU,2017,0.67
NRU,2018,0.668
NRU,2019,0.678
NRU,2020,0.684
NRU,2021,0.692
NRU,2022,0.7
NRU,2023,0.703
NZL,1990,0.811
NZL,1991,0.813
NZL,1992,0.822
NZL,1993,0.838
NZL,1994,0.852
NZL,1995,0.858
NZL,1996,0.862
NZL,1997,0.871
NZL,1998,0.881
NZL,1999,0.886
NZL,2000,0.896
NZL,2001,0.902
NZL,2002,0.905
NZL,2003,0.91
NZL,2004,0.912
NZL,2005,0.917
NZL,2006,0.918
NZL,2007,0.921
NZL,2008,0.92
NZL,2009,0.923
NZL,2010,0.926
NZL,2011,0.927
NZL,2012,0.929
NZL,2013,0.933
NZL,2014,0.932
NZL,2015,0.934
NZL,2016,0.938
NZL,2017,0.936
NZL,2018,0.938
NZL,2019,0.938
NZL,2020,0.94
NZL,2021,0.939
NZL,2022,0.933
NZL,2023,0.938
OMN,2000,0.707
OMN,2001,0.719
OMN,2002,0.729
OMN,2003,0.739
OMN,2004,0.743
OMN,2005,0.756
OMN,2006,0.766
OMN,2007,0.774
OMN,2008,0.782
OMN,2009,0.799
OMN,2010,0.804
OMN,2011,0.822
OMN,2012,0.824
OMN,2013,0.827
OMN,2014,0.831
OMN,2015,0.838
OMN,2016,0.845
OMN,2017,0.848
OMN,2018,0.854
OMN,2019,0.857
OMN,2020,0.843
OMN,2021,0.834
OMN,2022,0.846
OMN,2023,0.858
PAK,1990,0.396
PAK,1991,0.4
PAK,1992,0.405
PAK,1993,0.408
PAK,1994,0.412
PAK,1995,0.415
PAK,1996,0.42
PAK,1997,0.422
PAK,1998,0.426
PAK,1999,0.431
PAK,2000,0.436
PAK,2001,0.443
PAK,2002,0.45
PAK,2003,0.458
PAK,2004,0.472
PAK,2005,0.48
PAK,2006,0.489
PAK,2007,0.495
PAK,2008,0.496
PAK,2009,0.497
PAK,2010,0.5
PAK,2011,0.504
PAK,2012,0.508
PAK,2013,0.512
PAK,2014,0.522
PAK,2015,0.527
PAK,2016,0.535
PAK,2017,0.537
PAK,2018,0.538
PAK,2019,0.54
PAK,2020,0.536
PAK,2021,0.537
PAK,2022,0.544
PAK,2023,0.544
PAN,1990,0.672
PAN,1991,0.674
PAN,1992,0.68
PAN,1993,0.686
PAN,1994,0.688
PAN,1995,0.69
PAN,1996,0.694
PAN,1997,0.701
PAN,1998,0.707
PAN,1999,0.712
PAN,2000,0.718
PAN,2001,0.723
PAN,2002,0.73
PAN,2003,0.735
PAN,2004,0.741
PAN,2005,0.746
PAN,2006,0.753
PAN,2007,0.763
PAN,2008,0.767
PAN,2009,0.77
PAN,2010,0.775
PAN,2011,0.781
PAN,2012,0.798
PAN,2013,0.799
PAN,2014,0.798
PAN,2015,0.803
PAN,2016,0.81
PAN,2017,0.815
PAN,2018,0.82
PAN,2019,0.824
PAN,2020,0.808
PAN,2021,0.819
PAN,2022,0.835
PAN,2023,0.839
PER,1990,0.625
PER,1991,0.628
PER,1992,0.629
PER,1993,0.633
PER,1994,0.644
PER,1995,0.654
PER,1996,0.658
PER,1997,0.663
PER,1998,0.671
PER,1999,0.68
PER,2000,0.682
PER,2001,0.69
PER,2002,0.69
PER,2003,0.689
PER,2004,0.694
PER,2005,0.691
PER,2006,0.697
PER,2007,0.708
PER,2008,0.714
PER,2009,0.717
PER,2010,0.731
PER,2011,0.738
PER,2012,0.748
PER,2013,0.757
PER,2014,0.763
PER,2015,0.768
PER,2016,0.775
PER,2017,0.775
PER,2018,0.78
PER,2019,0.784
PER,2020,0.769
PER,2021,0.764
PER,2022,0.79
PER,2023,0.794
PHL,1990,0.593
PHL,1991,0.594
PHL,1992,0.599
PHL,1993,0.602
PHL,1994,0.606
PHL,1995,0.609
PHL,1996,0.619
PHL,1997,0.623
PHL,1998,0.624
PHL,1999,0.628
PHL,2000,0.632
PHL,2001,0.636
PHL,2002,0.643
PHL,2003,0.648
PHL,2004,0.655
PHL,2005,0.656
PHL,2006,0.654
PHL,2007,0.659
PHL,2008,0.662
PHL,2009,0.662
PHL,2010,0.669
PHL,2011,0.674
PHL,2012,0.681
PHL,2013,0.687
PHL,2014,0.689
PHL,2015,0.69
PHL,2016,0.69
PHL,2017,0.694
PHL,2018,0.7
PHL,2019,0.708
PHL,2020,0.699
PHL,2021,0.69
PHL,2022,0.714
PHL,2023,0.72
PLW,2000,0.736
PLW,2001,0.741
PLW,2002,0.746
PLW,2003,0.749
PLW,2004,0.755
PLW,2005,0.761
PLW,2006,0.765
PLW,2007,0.771
PLW,2008,0.773
PLW,2009,0.776
PLW,2010,0.779
PLW,2011,0.784
PLW,2012,0.787
PLW,2013,0.791
PLW,2014,0.795
PLW,2015,0.802
PLW,2016,0.804
PLW,2017,0.804
PLW,2018,0.805
PLW,2019,0.806
PLW,2020,0.799
PLW,2021,0.789
PLW,2022,0.786
PLW,2023,0.786
PNG,1990,0.403
PNG,1991,0.411
PNG,1992,0.421
PNG,1993,0.432
PNG,1994,0.439
PNG,1995,0.442
PNG,1996,0.448
PNG,1997,0.449
PNG,1998,0.446
PNG,1999,0.454
PNG,2000,0.456
PNG,2001,0.458
PNG,2002,0.461
PNG,2003,0.464
PNG,2004,0.468
PNG,2005,0.473
PNG,2006,0.479
PNG,2007,0.485
PNG,2008,0.489
PNG,2009,0.495
PNG,2010,0.503
PNG,2011,0.508
PNG,2012,0.514
PNG,2013,0.522
PNG,2014,0.534
PNG,2015,0.543
PNG,2016,0.55
PNG,2017,0.555
PNG,2018,0.559
PNG,2019,0.566
PNG,2020,0.567
PNG,2021,0.567
PNG,2022,0.572
PNG,2023,0.576
POL,1990,0.722
POL,1991,0.72
POL,1992,0.724
POL,1993,0.737
POL,1994,0.747
POL,1995,0.754
POL,1996,0.763
POL,1997,0.775
POL,1998,0.784
POL,1999,0.793
POL,2000,0.801
POL,2001,0.809
POL,2002,0.816
POL,2003,0.822
POL,2004,0.82
POL,2005,0.826
POL,2006,0.831
POL,2007,0.836
POL,2008,0.841
POL,2009,0.846
POL,2010,0.852
POL,2011,0.858
POL,2012,0.863
POL,2013,0.873
POL,2014,0.873
POL,2015,0.879
POL,2016,0.884
POL,2017,0.882
POL,2018,0.884
POL,2019,0.887
POL,2020,0.88
POL,2021,0.884
POL,2022,0.902
POL,2023,0.906
PRT,1990,0.707
PRT,1991,0.718
PRT,1992,0.735
PRT,1993,0.751
PRT,1994,0.765
PRT,1995,0.773
PRT,1996,0.781
PRT,1997,0.789
PRT,1998,0.795
PRT,1999,0.793
PRT,2000,0.797
PRT,2001,0.801
PRT,2002,0.804
PRT,2003,0.808
PRT,2004,0.809
PRT,2005,0.81
PRT,2006,0.815
PRT,2007,0.821
PRT,2008,0.826
PRT,2009,0.831
PRT,2010,0.836
PRT,2011,0.843
PRT,2012,0.844
PRT,2013,0.849
PRT,2014,0.854
PRT,2015,0.857
PRT,2016,0.859
PRT,2017,0.864
PRT,2018,0.866
PRT,2019,0.872
PRT,2020,0.87
PRT,2021,0.876
PRT,2022,0.883
PRT,2023,0.89
PRY,1990,0.607
PRY,1991,0.613
PRY,1992,0.619
PRY,1993,0.626
PRY,1994,0.631
PRY,1995,0.637
PRY,1996,0.646
PRY,1997,0.653
PRY,1998,0.659
PRY,1999,0.664
PRY,2000,0.664
PRY,2001,0.671
PRY,2002,0.679
PRY,2003,0.673
PRY,2004,0.681
PRY,2005,0.683
PRY,2006,0.684
PRY,2007,0.69
PRY,2008,0.7
PRY,2009,0.7
PRY,2010,0.709
PRY,2011,0.715
PRY,2012,0.719
PRY,2013,0.73
PRY,2014,0.733
PRY,2015,0.737
PRY,2016,0.737
PRY,2017,0.74
PRY,2018,0.744
PRY,2019,0.747
PRY,2020,0.742
PRY,2021,0.723
PRY,2022,0.747
PRY,2023,0.756
PSE,2004,0.654
PSE,2005,0.663
PSE,2006,0.664
PSE,2007,0.674
PSE,2008,0.679
PSE,2009,0.685
PSE,2010,0.691
PSE,2011,0.698
PSE,2012,0.704
PSE,2013,0.706
PSE,2014,0.7
PSE,2015,0.712
PSE,2016,0.717
PSE,2017,0.721
PSE,2018,0.725
PSE,2019,0.729
PSE,2020,0.718
PSE,2021,0.718
PSE,2022,0.733
PSE,2023,0.674
QAT,1990,0.767
QAT,1991,0.768
QAT,1992,0.77
QAT,1993,0.778
QAT,1994,0.784
QAT,1995,0.788
QAT,1996,0.791
QAT,1997,0.794
QAT,1998,0.796
QAT,1999,0.796
QAT,2000,0.795
QAT,2001,0.795
QAT,2002,0.798
QAT,2003,0.804
QAT,2004,0.807
QAT,2005,0.815
QAT,2006,0.822
QAT,2007,0.831
QAT,2008,0.839
QAT,2009,0.838
QAT,2010,0.834
QAT,2011,0.835
QAT,2012,0.846
QAT,2013,0.859
QAT,2014,0.857
QAT,2015,0.86
QAT,2016,0.861
QAT,2017,0.87
QAT,2018,0.876
QAT,2019,0.88
QAT,2020,0.872
QAT,2021,0.866
QAT,2022,0.883
QAT,2023,0.886
ROU,1990,0.719
ROU,1991,0.705
ROU,1992,0.694
ROU,1993,0.692
ROU,1994,0.695
ROU,1995,0.701
ROU,1996,0.707
ROU,1997,0.709
ROU,1998,0.715
ROU,1999,0.724
ROU,2000,0.73
ROU,2001,0.737
ROU,2002,0.745
ROU,2003,0.749
ROU,2004,0.757
ROU,2005,0.765
ROU,2006,0.781
ROU,2007,0.792
ROU,2008,0.815
ROU,2009,0.826
ROU,2010,0.822
ROU,2011,0.823
ROU,2012,0.817
ROU,2013,0.821
ROU,2014,0.82
ROU,2015,0.823
ROU,2016,0.823
ROU,2017,0.828
ROU,2018,0.833
ROU,2019,0.838
ROU,2020,0.832
ROU,2021,0.829
ROU,2022,0.84
ROU,2023,0.845
RUS,1990,0.762
RUS,1991,0.758
RUS,1992,0.744
RUS,1993,0.725
RUS,1994,0.712
RUS,1995,0.713
RUS,1996,0.723
RUS,1997,0.734
RUS,1998,0.738
RUS,1999,0.74
RUS,2000,0.75
RUS,2001,0.758
RUS,2002,0.764
RUS,2003,0.772
RUS,2004,0.777
RUS,2005,0.78
RUS,2006,0.791
RUS,2007,0.802
RUS,2008,0.807
RUS,2009,0.805
RUS,2010,0.808
RUS,2011,0.822
RUS,2012,0.825
RUS,2013,0.83
RUS,2014,0.831
RUS,2015,0.833
RUS,2016,0.835
RUS,2017,0.838
RUS,2018,0.845
RUS,2019,0.847
RUS,2020,0.818
RUS,2021,0.813
RUS,2022,0.826
RUS,2023,0.832
RWA,1995,0.294
RWA,1996,0.297
RWA,1997,0.295
RWA,1998,0.304
RWA,1999,0.317
RWA,2000,0.34
RWA,2001,0.37
RWA,2002,0.385
RWA,2003,0.398
RWA,2004,0.417
RWA,2005,0.433
RWA,2006,0.452
RWA,2007,0.467
RWA,2008,0.479
RWA,2009,0.493
RWA,2010,0.504
RWA,2011,0.512
RWA,2012,0.521
RWA,2013,0.499
RWA,2014,0.525
RWA,2015,0.525
RWA,2016,0.534
RWA,2017,0.539
RWA,2018,0.54
RWA,2019,0.55
RWA,2020,0.555
RWA,2021,0.562
RWA,2022,0.57
RWA,2023,0.578
SAU,1990,0.67
SAU,1991,0.681
SAU,1992,0.688
SAU,1993,0.693
SAU,1994,0.699
SAU,1995,0.705
SAU,1996,0.711
SAU,1997,0.718
SAU,1998,0.725
SAU,1999,0.729
SAU,2000,0.737
SAU,2001,0.744
SAU,2002,0.75
SAU,2003,0.762
SAU,2004,0.773
SAU,2005,0.782
SAU,2006,0.785
SAU,2007,0.786
SAU,2008,0.792
SAU,2009,0.794
SAU,2010,0.801
SAU,2011,0.811
SAU,2012,0.819
SAU,2013,0.827
SAU,2014,0.841
SAU,2015,0.851
SAU,2016,0.86
SAU,2017,0.869
SAU,2018,0.875
SAU,2019,0.878
SAU,2020,0.875
SAU,2021,0.878
SAU,2022,0.893
SAU,2023,0.9
SDN,2008,0.456
SDN,2009,0.469
SDN,2010,0.479
SDN,2011,0.476
SDN,2012,0.482
SDN,2013,0.488
SDN,2014,0.496
SDN,2015,0.498
SDN,2016,0.502
SDN,2017,0.506
SDN,2018,0.515
SDN,2019,0.517
SDN,2020,0.513
SDN,2021,0.512
SDN,2022,0.516
SDN,2023,0.511
SEN,1990,0.377
SEN,1991,0.379
SEN,1992,0.381
SEN,1993,0.382
SEN,1994,0.382
SEN,1995,0.384
SEN,1996,0.385
SEN,1997,0.386
SEN,1998,0.389
SEN,1999,0.392
SEN,2000,0.398
SEN,2001,0.404
SEN,2002,0.409
SEN,2003,0.416
SEN,2004,0.423
SEN,2005,0.43
SEN,2006,0.438
SEN,2007,0.45
SEN,2008,0.462
SEN,2009,0.47
SEN,2010,0.477
SEN,2011,0.491
SEN,2012,0.499
SEN,2013,0.504
SEN,2014,0.508
SEN,2015,0.509
SEN,2016,0.516
SEN,2017,0.517
SEN,2018,0.522
SEN,2019,0.52
SEN,2020,0.522
SEN,2021,0.522
SEN,2022,0.526
SEN,2023,0.53
SGP,1990,0.819
SGP,1991,0.826
SGP,1992,0.833
SGP,1993,0.84
SGP,1994,0.848
SGP,1995,0.854
SGP,1996,0.859
SGP,1997,0.866
SGP,1998,0.869
SGP,1999,0.875
SGP,2000,0.882
SGP,2001,0.885
SGP,2002,0.891
SGP,2003,0.897
SGP,2004,0.905
SGP,2005,0.911
SGP,2006,0.911
SGP,2007,0.914
SGP,2008,0.924
SGP,2009,0.928
SGP,2010,0.932
SGP,2011,0.933
SGP,2012,0.933
SGP,2013,0.934
SGP,2014,0.934
SGP,2015,0.935
SGP,2016,0.934
SGP,2017,0.935
SGP,2018,0.939
SGP,2019,0.942
SGP,2020,0.944
SGP,2021,0.948
SGP,2022,0.942
SGP,2023,0.946
SLB,1999,0.554
SLB,2000,0.547
SLB,2001,0.542
SLB,2002,0.539
SLB,2003,0.543
SLB,2004,0.548
SLB,2005,0.553
SLB,2006,0.553
SLB,2007,0.552
SLB,2008,0.556
SLB,2009,0.557
SLB,2010,0.564
SLB,2011,0.567
SLB,2012,0.57
SLB,2013,0.576
SLB,2014,0.575
SLB,2015,0.576
SLB,2016,0.578
SLB,2017,0.581
SLB,2018,0.582
SLB,2019,0.583
SLB,2020,0.579
SLB,2021,0.577
SLB,2022,0.583
SLB,2023,0.584
SLE,1990,0.313
SLE,1991,0.303
SLE,1992,0.305
SLE,1993,0.312
SLE,1994,0.312
SLE,1995,0.314
SLE,1996,0.311
SLE,1997,0.307
SLE,1998,0.304
SLE,1999,0.301
SLE,2000,0.318
SLE,2001,0.33
SLE,2002,0.345
SLE,2003,0.354
SLE,2004,0.363
SLE,2005,0.37
SLE,2006,0.372
SLE,2007,0.391
SLE,2008,0.4
SLE,2009,0.406
SLE,2010,0.41
SLE,2011,0.416
SLE,2012,0.418
SLE,2013,0.436
SLE,2014,0.438
SLE,2015,0.432
SLE,2016,0.441
SLE,2017,0.445
SLE,2018,0.451
SLE,2019,0.455
SLE,2020,0.454
SLE,2021,0.458
SLE,2022,0.463
SLE,2023,0.467
SLV,1990,0.523
SLV,1991,0.529
SLV,1992,0.538
SLV,1993,0.548
SLV,1994,0.558
SLV,1995,0.567
SLV,1996,0.576
SLV,1997,0.586
SLV,1998,0.594
SLV,1999,0.598
SLV,2000,0.607
SLV,2001,0.612
SLV,2002,0.621
SLV,2003,0.628
SLV,2004,0.636
SLV,2005,0.642
SLV,2006,0.647
SLV,2007,0.653
SLV,2008,0.653
SLV,2009,0.653
SLV,2010,0.66
SLV,2011,0.662
SLV,2012,0.666
SLV,2013,0.668
SLV,2014,0.668
SLV,2015,0.667
SLV,2016,0.666
SLV,2017,0.665
SLV,2018,0.67
SLV,2019,0.67
SLV,2020,0.66
SLV,2021,0.663
SLV,2022,0.674
SLV,2023,0.678
SMR,2000,0.881
SMR,2001,0.883
SMR,2002,0.885
SMR,2003,0.888
SMR,2004,0.89
SMR,2005,0.893
SMR,2006,0.895
SMR,2007,0.898
SMR,2008,0.9
SMR,2009,0.903
SMR,2010,0.905
SMR,2011,0.902
SMR,2012,0.893
SMR,2013,0.896
SMR,2014,0.897
SMR,2015,0.896
SMR,2016,0.898
SMR,2017,0.903
SMR,2018,0.904
SMR,2019,0.908
SMR,2020,0.895
SMR,2021,0.903
SMR,2022,0.91
SMR,2023,0.915
SOM,2022,0.385
SOM,2023,0.404
SRB,1995,0.686
SRB,1996,0.692
SRB,1997,0.698
SRB,1998,0.699
SRB,1999,0.685
SRB,2000,0.701
SRB,2001,0.707
SRB,2002,0.711
SRB,2003,0.72
SRB,2004,0.732
SRB,2005,0.743
SRB,2006,0.753
SRB,2007,0.763
SRB,2008,0.773
SRB,2009,0.774
SRB,2010,0.775
SRB,2011,0.785
SRB,2012,0.788
SRB,2013,0.792
SRB,2014,0.795
SRB,2015,0.802
SRB,2016,0.806
SRB,2017,0.808
SRB,2018,0.814
SRB,2019,0.817
SRB,2020,0.809
SRB,2021,0.807
SRB,2022,0.826
SRB,2023,0.833
SSD,2010,0.42
SSD,2011,0.422
SSD,2012,0.389
SSD,2013,0.391
SSD,2014,0.343
SSD,2015,0.317
SSD,2016,0.297
SSD,2017,0.292
SSD,2018,0.371
SSD,2019,0.403
SSD,2020,0.398
SSD,2021,0.393
SSD,2022,0.388
SSD,2023,0.388
STP,2005,0.535
STP,2006,0.546
STP,2007,0.552
STP,2008,0.557
STP,2009,0.561
STP,2010,0.564
STP,2011,0.569
STP,2012,0.574
STP,2013,0.585
STP,2014,0.596
STP,2015,0.608
STP,2016,0.613
STP,2017,0.617
STP,2018,0.621
STP,2019,0.625
STP,2020,0.628
STP,2021,0.631
STP,2022,0.636
STP,2023,0.637
SUR,2004,0.679
SUR,2005,0.685
SUR,2006,0.69
SUR,2007,0.697
SUR,2008,0.701
SUR,2009,0.704
SUR,2010,0.707
SUR,2011,0.708
SUR,2012,0.711
SUR,2013,0.714
SUR,2014,0.715
SUR,2015,0.718
SUR,2016,0.716
SUR,2017,0.715
SUR,2018,0.719
SUR,2019,0.72
SUR,2020,0.714
SUR,2021,0.697
SUR,2022,0.719
SUR,2023,0.722
SVK,1990,0.698
SVK,1991,0.697
SVK,1992,0.702
SVK,1993,0.71
SVK,1994,0.72
SVK,1995,0.729
SVK,1996,0.74
SVK,1997,0.747
SVK,1998,0.758
SVK,1999,0.765
SVK,2000,0.774
SVK,2001,0.781
SVK,2002,0.79
SVK,2003,0.796
SVK,2004,0.806
SVK,2005,0.815
SVK,2006,0.824
SVK,2007,0.834
SVK,2008,0.842
SVK,2009,0.845
SVK,2010,0.851
SVK,2011,0.856
SVK,2012,0.856
SVK,2013,0.858
SVK,2014,0.859
SVK,2015,0.861
SVK,2016,0.864
SVK,2017,0.865
SVK,2018,0.868
SVK,2019,0.871
SVK,2020,0.867
SVK,2021,0.859
SVK,2022,0.873
SVK,2023,0.88
SVN,1990,0.734
SVN,1991,0.736
SVN,1992,0.741
SVN,1993,0.746
SVN,1994,0.756
SVN,1995,0.768
SVN,1996,0.778
SVN,1997,0.789
SVN,1998,0.802
SVN,1999,0.82
SVN,2000,0.829
SVN,2001,0.845
SVN,2002,0.855
SVN,2003,0.865
SVN,2004,0.87
SVN,2005,0.876
SVN,2006,0.883
SVN,2007,0.888
SVN,2008,0.894
SVN,2009,0.894
SVN,2010,0.896
SVN,2011,0.897
SVN,2012,0.897
SVN,2013,0.907
SVN,2014,0.907
SVN,2015,0.909
SVN,2016,0.914
SVN,2017,0.918
SVN,2018,0.922
SVN,2019,0.923
SVN,2020,0.918
SVN,2021,0.924
SVN,2022,0.926
SVN,2023,0.931
SWE,1990,0.818
SWE,1991,0.821
SWE,1992,0.829
SWE,1993,0.85
SWE,1994,0.862
SWE,1995,0.869
SWE,1996,0.877
SWE,1997,0.888
SWE,1998,0.901
SWE,1999,0.906
SWE,2000,0.912
SWE,2001,0.915
SWE,2002,0.918
SWE,2003,0.923
SWE,2004,0.908
SWE,2005,0.911
SWE,2006,0.915
SWE,2007,0.917
SWE,2008,0.913
SWE,2009,0.912
SWE,2010,0.918
SWE,2011,0.92
SWE,2012,0.92
SWE,2013,0.94
SWE,2014,0.943
SWE,2015,0.945
SWE,2016,0.947
SWE,2017,0.949
SWE,2018,0.95
SWE,2019,0.955
SWE,2020,0.951
SWE,2021,0.958
SWE,2022,0.959
SWE,2023,0.959
SWZ,1990,0.57
SWZ,1991,0.565
SWZ,1992,0.558
SWZ,1993,0.55
SWZ,1994,0.543
SWZ,1995,0.54
SWZ,1996,0.532
SWZ,1997,0.523
SWZ,1998,0.511
SWZ,1999,0.504
SWZ,2000,0.493
SWZ,2001,0.484
SWZ,2002,0.473
SWZ,2003,0.469
SWZ,2004,0.467
SWZ,2005,0.472
SWZ,2006,0.485
SWZ,2007,0.497
SWZ,2008,0.507
SWZ,2009,0.519
SWZ,2010,0.534
SWZ,2011,0.545
SWZ,2012,0.562
SWZ,2013,0.578
SWZ,2014,0.592
SWZ,2015,0.607
SWZ,2016,0.619
SWZ,2017,0.631
SWZ,2018,0.643
SWZ,2019,0.653
SWZ,2020,0.657
SWZ,2021,0.658
SWZ,2022,0.695
SWZ,2023,0.695
SYC,2010,0.758
SYC,2011,0.772
SYC,2012,0.797
SYC,2013,0.797
SYC,2014,0.814
SYC,2015,0.819
SYC,2016,0.836
SYC,2017,0.844
SYC,2018,0.847
SYC,2019,0.85
SYC,2020,0.853
SYC,2021,0.838
SYC,2022,0.836
SYC,2023,0.848
SYR,1990,0.572
SYR,1991,0.577
SYR,1992,0.582
SYR,1993,0.583
SYR,1994,0.587
SYR,1995,0.587
SYR,1996,0.59
SYR,1997,0.593
SYR,1998,0.595
SYR,1999,0.595
SYR,2000,0.594
SYR,2001,0.602
SYR,2002,0.61
SYR,2003,0.621
SYR,2004,0.635
SYR,2005,0.646
SYR,2006,0.658
SYR,2007,0.665
SYR,2008,0.66
SYR,2009,0.668
SYR,2010,0.669
SYR,2011,0.664
SYR,2012,0.626
SYR,2013,0.567
SYR,2014,0.561
SYR,2015,0.549
SYR,2016,0.552
SYR,2017,0.551
SYR,2018,0.557
SYR,2019,0.569
SYR,2020,0.57
SYR,2021,0.571
SYR,2022,0.571
SYR,2023,0.564
TCD,2000,0.303
TCD,2001,0.313
TCD,2002,0.32
TCD,2003,0.32
TCD,2004,0.338
TCD,2005,0.339
TCD,2006,0.339
TCD,2007,0.35
TCD,2008,0.354
TCD,2009,0.369
TCD,2010,0.375
TCD,2011,0.384
TCD,2012,0.391
TCD,2013,0.396
TCD,2014,0.401
TCD,2015,0.396
TCD,2016,0.396
TCD,2017,0.397
TCD,2018,0.402
TCD,2019,0.406
TCD,2020,0.408
TCD,2021,0.408
TCD,2022,0.414
TCD,2023,0.416
TGO,1990,0.412
TGO,1991,0.415
TGO,1992,0.406
TGO,1993,0.404
TGO,1994,0.413
TGO,1995,0.425
TGO,1996,0.433
TGO,1997,0.441
TGO,1998,0.442
TGO,1999,0.446
TGO,2000,0.448
TGO,2001,0.452
TGO,2002,0.455
TGO,2003,0.46
TGO,2004,0.461
TGO,2005,0.46
TGO,2006,0.465
TGO,2007,0.458
TGO,2008,0.465
TGO,2009,0.473
TGO,2010,0.483
TGO,2011,0.495
TGO,2012,0.5
TGO,2013,0.507
TGO,2014,0.514
TGO,2015,0.523
TGO,2016,0.528
TGO,2017,0.534
TGO,2018,0.542
TGO,2019,0.549
TGO,2020,0.554
TGO,2021,0.56
TGO,2022,0.567
TGO,2023,0.571
THA,1990,0.584
THA,1991,0.593
THA,1992,0.603
THA,1993,0.612
THA,1994,0.62
THA,1995,0.628
THA,1996,0.634
THA,1997,0.639
THA,1998,0.642
THA,1999,0.65
THA,2000,0.657
THA,2001,0.667
THA,2002,0.678
THA,2003,0.69
THA,2004,0.699
THA,2005,0.707
THA,2006,0.71
THA,2007,0.721
THA,2008,0.723
THA,2009,0.725
THA,2010,0.742
THA,2011,0.747
THA,2012,0.75
THA,2013,0.752
THA,2014,0.784
THA,2015,0.788
THA,2016,0.792
THA,2017,0.794
THA,2018,0.796
THA,2019,0.8
THA,2020,0.798
THA,2021,0.8
THA,2022,0.792
THA,2023,0.798
TJK,1993,0.549
TJK,1994,0.538
TJK,1995,0.547
TJK,1996,0.528
TJK,1997,0.536
TJK,1998,0.541
TJK,1999,0.546
TJK,2000,0.554
TJK,2001,0.563
TJK,2002,0.575
TJK,2003,0.587
TJK,2004,0.598
TJK,2005,0.611
TJK,2006,0.62
TJK,2007,0.625
TJK,2008,0.634
TJK,2009,0.634
TJK,2010,0.639
TJK,2011,0.644
TJK,2012,0.649
TJK,2013,0.655
TJK,2014,0.657
TJK,2015,0.658
TJK,2016,0.661
TJK,2017,0.666
TJK,2018,0.67
TJK,2019,0.673
TJK,2020,0.664
TJK,2021,0.672
TJK,2022,0.687
TJK,2023,0.691
TKM,2005,0.653
TKM,2006,0.662
TKM,2007,0.673
TKM,2008,0.683
TKM,2009,0.69
TKM,2010,0.7
TKM,2011,0.709
TKM,2012,0.714
TKM,2013,0.716
TKM,2014,0.719
TKM,2015,0.725
TKM,2016,0.729
TKM,2017,0.732
TKM,2018,0.735
TKM,2019,0.741
TKM,2020,0.744
TKM,2021,0.754
TKM,2022,0.761
TKM,2023,0.764
TLS,2000,0.507
TLS,2001,0.521
TLS,2002,0.534
TLS,2003,0.534
TLS,2004,0.547
TLS,2005,0.564
TLS,2006,0.588
TLS,2007,0.609
TLS,2008,0.634
TLS,2009,0.631
TLS,2010,0.645
TLS,2011,0.655
TLS,2012,0.65
TLS,2013,0.646
TLS,2014,0.637
TLS,2015,0.628
TLS,2016,0.618
TLS,2017,0.621
