ISO3,year,hdi
JPN,1997,0.883
JPN,1998,0.884
JPN,1999,0.885
JPN,2000,0.889
JPN,2001,0.892
JPN,2002,0.894
JPN,2003,0.896
JPN,2004,0.899
JPN,2005,0.9
JPN,2006,0.903
JPN,2007,0.905
JPN,2008,0.905
JPN,2009,0.905
JPN,2010,0.907
JPN,2011,0.906
JPN,2012,0.909
JPN,2013,0.912
JPN,2014,0.914
JPN,2015,0.917
JPN,2016,0.918
JPN,2017,0.92
JPN,2018,0.921
JPN,2019,0.922
JPN,2020,0.922
JPN,2021,0.922
JPN,2022,0.921
JPN,2023,0.925
KAZ,1990,0.689
KAZ,1991,0.683
KAZ,1992,0.68
KAZ,1993,0.673
KAZ,1994,0.666
KAZ,1995,0.665
KAZ,1996,0.669
KAZ,1997,0.673
KAZ,1998,0.678
KAZ,1999,0.683
KAZ,2000,0.692
KAZ,2001,0.707
KAZ,2002,0.72
KAZ,2003,0.732
KAZ,2004,0.743
KAZ,2005,0.754
KAZ,2006,0.765
KAZ,2007,0.772
KAZ,2008,0.771
KAZ,2009,0.774
KAZ,2010,0.781
KAZ,2011,0.79
KAZ,2012,0.799
KAZ,2013,0.808
KAZ,2014,0.813
KAZ,2015,0.819
KAZ,2016,0.82
KAZ,2017,0.824
KAZ,2018,0.828
KAZ,2019,0.834
KAZ,2020,0.826
KAZ,2021,0.816
KAZ,2022,0.831
KAZ,2023,0.837
KEN,1990,0.485
KEN,1991,0.485
KEN,1992,0.484
KEN,1993,0.483
KEN,1994,0.484
KEN,1995,0.488
KEN,1996,0.491
KEN,1997,0.493
KEN,1998,0.496
KEN,1999,0.499
KEN,2000,0.5
KEN,2001,0.505
KEN,2002,0.504
KEN,2003,0.515
KEN,2004,0.526
KEN,2005,0.532
KEN,2006,0.541
KEN,2007,0.548
KEN,2008,0.553
KEN,2009,0.553
KEN,2010,0.552
KEN,2011,0.56
KEN,2012,0.565
KEN,2013,0.57
KEN,2014,0.576
KEN,2015,0.583
KEN,2016,0.594
KEN,2017,0.599
KEN,2018,0.605
KEN,2019,0.611
KEN,2020,0.6
KEN,2021,0.608
KEN,2022,0.626
KEN,2023,0.628
KGZ,1990,0.649
KGZ,1991,0.643
KGZ,1992,0.631
KGZ,1993,0.615
KGZ,1994,0.595
KGZ,1995,0.59
KGZ,1996,0.597
KGZ,1997,0.608
KGZ,1998,0.613
KGZ,1999,0.619
KGZ,2000,0.627
KGZ,2001,0.634
KGZ,2002,0.635
KGZ,2003,0.642
KGZ,2004,0.646
KGZ,2005,0.648
KGZ,2006,0.652
KGZ,2007,0.658
KGZ,2008,0.666
KGZ,2009,0.669
KGZ,2010,0.668
KGZ,2011,0.67
KGZ,2012,0.679
KGZ,2013,0.686
KGZ,2014,0.691
KGZ,2015,0.695
KGZ,2016,0.7
KGZ,2017,0.704
KGZ,2018,0.708
KGZ,2019,0.708
KGZ,2020,0.7
KGZ,2021,0.704
KGZ,2022,0.717
KGZ,2023,0.72
KHM,1990,0.387
KHM,1991,0.392
KHM,1992,0.396
KHM,1993,0.399
KHM,1994,0.4
KHM,1995,0.404
KHM,1996,0.408
KHM,1997,0.414
KHM,1998,0.419
KHM,1999,0.429
KHM,2000,0.438
KHM,2001,0.453
KHM,2002,0.473
KHM,2003,0.488
KHM,2004,0.502
KHM,2005,0.514
KHM,2006,0.525
KHM,2007,0.534
KHM,2008,0.539
KHM,2009,0.539
KHM,2010,0.543
KHM,2011,0.547
KHM,2012,0.551
KHM,2013,0.554
KHM,2014,0.557
KHM,2015,0.562
KHM,2016,0.57
KHM,2017,0.578
KHM,2018,0.586
KHM,2019,0.593
KHM,2020,0.595
KHM,2021,0.594
KHM,2022,0.602
KHM,2023,0.606
KIR,2005,0.588
KIR,2006,0.593
KIR,2007,0.596
KIR,2008,0.596
KIR,2009,0.598
KIR,2010,0.6
KIR,2011,0.603
KIR,2012,0.608
KIR,2013,0.613
KIR,2014,0.615
KIR,2015,0.623
KIR,2016,0.627
KIR,2017,0.63
KIR,2018,0.633
KIR,2019,0.635
KIR,2020,0.632
KIR,2021,0.631
KIR,2022,0.642
KIR,2023,0.644
KNA,2005,0.758
KNA,2006,0.765
KNA,2007,0.769
KNA,2008,0.776
KNA,2009,0.783
KNA,2010,0.791
KNA,2011,0.8
KNA,2012,0.808
KNA,2013,0.818
KNA,2014,0.829
KNA,2015,0.83
KNA,2016,0.832
KNA,2017,0.834
KNA,2018,0.835
KNA,2019,0.839
KNA,2020,0.828
KNA,2021,0.818
KNA,2022,0.829
KNA,2023,0.84
KOR,1990,0.738
KOR,1991,0.749
KOR,1992,0.759
KOR,1993,0.77
KOR,1994,0.779
KOR,1995,0.789
KOR,1996,0.801
KOR,1997,0.812
KOR,1998,0.809
KOR,1999,0.821
KOR,2000,0.83
KOR,2001,0.838
KOR,2002,0.846
KOR,2003,0.852
KOR,2004,0.859
KOR,2005,0.866
KOR,2006,0.871
KOR,2007,0.876
KOR,2008,0.878
KOR,2009,0.881
KOR,2010,0.894
KOR,2011,0.899
KOR,2012,0.901
KOR,2013,0.905
KOR,2014,0.91
KOR,2015,0.914
KOR,2016,0.918
KOR,2017,0.922
KOR,2018,0.924
KOR,2019,0.927
KOR,2020,0.928
KOR,2021,0.933
KOR,2022,0.928
KOR,2023,0.937
KWT,1990,0.698
KWT,1991,0.685
KWT,1992,0.699
KWT,1993,0.704
KWT,1994,0.734
KWT,1995,0.763
KWT,1996,0.769
KWT,1997,0.765
KWT,1998,0.77
KWT,1999,0.773
KWT,2000,0.778
KWT,2001,0.777
KWT,2002,0.783
KWT,2003,0.795
KWT,2004,0.798
KWT,2005,0.798
KWT,2006,0.799
KWT,2007,0.801
KWT,2008,0.805
KWT,2009,0.809
KWT,2010,0.812
KWT,2011,0.817
KWT,2012,0.822
KWT,2013,0.814
KWT,2014,0.818
KWT,2015,0.832
KWT,2016,0.836
KWT,2017,0.838
KWT,2018,0.84
KWT,2019,0.843
KWT,2020,0.837
KWT,2021,0.839
KWT,2022,0.845
KWT,2023,0.852
LAO,1990,0.409
LAO,1991,0.415
LAO,1992,0.42
LAO,1993,0.426
LAO,1994,0.434
LAO,1995,0.436
LAO,1996,0.449
LAO,1997,0.455
LAO,1998,0.462
LAO,1999,0.469
LAO,2000,0.473
LAO,2001,0.479
LAO,2002,0.488
LAO,2003,0.496
LAO,2004,0.505
LAO,2005,0.514
LAO,2006,0.515
LAO,2007,0.529
LAO,2008,0.537
LAO,2009,0.548
LAO,2010,0.556
LAO,2011,0.567
LAO,2012,0.577
LAO,2013,0.587
LAO,2014,0.597
LAO,2015,0.604
LAO,2016,0.609
LAO,2017,0.612
LAO,2018,0.613
LAO,2019,0.615
LAO,2020,0.616
LAO,2021,0.613
LAO,2022,0.614
LAO,2023,0.617
LBN,2005,0.71
LBN,2006,0.713
LBN,2007,0.726
LBN,2008,0.734
LBN,2009,0.743
LBN,2010,0.75
LBN,2011,0.758
LBN,2012,0.762
LBN,2013,0.762
LBN,2014,0.761
LBN,2015,0.763
LBN,2016,0.767
LBN,2017,0.772
LBN,2018,0.774
LBN,2019,0.771
LBN,2020,0.75
LBN,2021,0.733
LBN,2022,0.755
LBN,2023,0.752
LBR,1999,0.403
LBR,2000,0.443
LBR,2001,0.448
LBR,2002,0.453
LBR,2003,0.429
LBR,2004,0.442
LBR,2005,0.446
LBR,2006,0.45
LBR,2007,0.455
LBR,2008,0.459
LBR,2009,0.463
LBR,2010,0.467
LBR,2011,0.471
LBR,2012,0.475
LBR,2013,0.481
LBR,2014,0.479
LBR,2015,0.48
LBR,2016,0.485
LBR,2017,0.491
LBR,2018,0.495
LBR,2019,0.497
LBR,2020,0.498
LBR,2021,0.503
LBR,2022,0.508
LBR,2023,0.51
LBY,1990,0.69
LBY,1991,0.7
LBY,1992,0.703
LBY,1993,0.705
LBY,1994,0.71
LBY,1995,0.712
LBY,1996,0.716
LBY,1997,0.721
LBY,1998,0.721
LBY,1999,0.724
LBY,2000,0.727
LBY,2001,0.73
LBY,2002,0.733
LBY,2003,0.739
LBY,2004,0.741
LBY,2005,0.747
LBY,2006,0.751
LBY,2007,0.754
LBY,2008,0.754
LBY,2009,0.753
LBY,2010,0.755
LBY,2011,0.715
LBY,2012,0.758
LBY,2013,0.748
LBY,2014,0.728
LBY,2015,0.728
LBY,2016,0.725
LBY,2017,0.74
LBY,2018,0.743
LBY,2019,0.737
LBY,2020,0.688
LBY,2021,0.729
LBY,2022,0.741
LBY,2023,0.721
LCA,1990,0.683
LCA,1991,0.685
LCA,1992,0.692
LCA,1993,0.694
LCA,1994,0.696
LCA,1995,0.698
LCA,1996,0.701
LCA,1997,0.701
LCA,1998,0.705
LCA,1999,0.708
LCA,2000,0.71
LCA,2001,0.712
LCA,2002,0.716
LCA,2003,0.721
LCA,2004,0.726
LCA,2005,0.73
LCA,2006,0.741
LCA,2007,0.74
LCA,2008,0.749
LCA,2009,0.751
LCA,2010,0.749
LCA,2011,0.755
LCA,2012,0.748
LCA,2013,0.741
LCA,2014,0.746
LCA,2015,0.757
LCA,2016,0.76
LCA,2017,0.757
LCA,2018,0.759
LCA,2019,0.745
LCA,2020,0.734
LCA,2021,0.724
LCA,2022,0.747
LCA,2023,0.748
LIE,2000,0.882
LIE,2001,0.888
LIE,2002,0.893
LIE,2003,0.897
LIE,2004,0.904
LIE,2005,0.903
LIE,2006,0.908
LIE,2007,0.909
LIE,2008,0.912
LIE,2009,0.913
LIE,2010,0.914
LIE,2011,0.919
LIE,2012,0.919
LIE,2013,0.92
LIE,2014,0.923
LIE,2015,0.925
LIE,2016,0.926
LIE,2017,0.929
LIE,2018,0.928
LIE,2019,0.935
LIE,2020,0.929
LIE,2021,0.933
LIE,2022,0.936
LIE,2023,0.938
LKA,1990,0.638
LKA,1991,0.642
LKA,1992,0.65
LKA,1993,0.658
LKA,1994,0.664
LKA,1995,0.667
LKA,1996,0.672
LKA,1997,0.679
LKA,1998,0.685
LKA,1999,0.692
LKA,2000,0.702
LKA,2001,0.704
LKA,2002,0.709
LKA,2003,0.713
LKA,2004,0.695
LKA,2005,0.721
LKA,2006,0.724
LKA,2007,0.729
LKA,2008,0.73
LKA,2009,0.723
LKA,2010,0.748
LKA,2011,0.753
LKA,2012,0.759
LKA,2013,0.764
LKA,2014,0.767
LKA,2015,0.769
LKA,2016,0.772
LKA,2017,0.777
LKA,2018,0.782
LKA,2019,0.781
LKA,2020,0.78
LKA,2021,0.777
LKA,2022,0.777
LKA,2023,0.776
LSO,1990,0.483
LSO,1991,0.482
LSO,1992,0.481
LSO,1993,0.477
LSO,1994,0.478
LSO,1995,0.476
LSO,1996,0.473
LSO,1997,0.469
LSO,1998,0.469
LSO,1999,0.462
LSO,2000,0.462
LSO,2001,0.457
LSO,2002,0.455
LSO,2003,0.456
LSO,2004,0.454
LSO,2005,0.454
LSO,2006,0.451
LSO,2007,0.458
LSO,2008,0.463
LSO,2009,0.468
LSO,2010,0.478
LSO,2011,0.485
LSO,2012,0.496
LSO,2013,0.502
LSO,2014,0.509
LSO,2015,0.517
LSO,2016,0.526
LSO,2017,0.531
LSO,2018,0.538
LSO,2019,0.541
LSO,2020,0.537
LSO,2021,0.532
LSO,2022,0.547
LSO,2023,0.55
LTU,1990,0.745
LTU,1991,0.738
LTU,1992,0.723
LTU,1993,0.705
LTU,1994,0.699
LTU,1995,0.706
LTU,1996,0.723
LTU,1997,0.739
LTU,1998,0.751
LTU,1999,0.762
LTU,2000,0.778
LTU,2001,0.787
LTU,2002,0.799
LTU,2003,0.812
LTU,2004,0.821
LTU,2005,0.828
LTU,2006,0.834
LTU,2007,0.839
LTU,2008,0.849
LTU,2009,0.851
LTU,2010,0.854
LTU,2011,0.86
LTU,2012,0.862
LTU,2013,0.865
LTU,2014,0.866
LTU,2015,0.869
LTU,2016,0.875
LTU,2017,0.885
LTU,2018,0.889
LTU,2019,0.894
LTU,2020,0.888
LTU,2021,0.887
LTU,2022,0.888
LTU,2023,0.895
LUX,1990,0.787
LUX,1991,0.796
LUX,1992,0.801
LUX,1993,0.812
LUX,1994,0.82
LUX,1995,0.824
LUX,1996,0.832
LUX,1997,0.837
LUX,1998,0.845
LUX,1999,0.858
LUX,2000,0.861
LUX,2001,0.863
LUX,2002,0.868
LUX,2003,0.87
LUX,2004,0.878
LUX,2005,0.879
LUX,2006,0.88
LUX,2007,0.883
LUX,2008,0.896
LUX,2009,0.905
LUX,2010,0.909
LUX,2011,0.911
LUX,2012,0.914
LUX,2013,0.919
LUX,2014,0.924
LUX,2015,0.913
LUX,2016,0.916
LUX,2017,0.913
LUX,2018,0.915
LUX,2019,0.916
LUX,2020,0.916
LUX,2021,0.918
LUX,2022,0.922
LUX,2023,0.922
LVA,1990,0.736
LVA,1991,0.733
LVA,1992,0.709
LVA,1993,0.692
LVA,1994,0.686
LVA,1995,0.695
LVA,1996,0.714
LVA,1997,0.727
LVA,1998,0.738
LVA,1999,0.753
LVA,2000,0.764
LVA,2001,0.775
LVA,2002,0.786
LVA,2003,0.798
LVA,2004,0.809
LVA,2005,0.818
LVA,2006,0.823
LVA,2007,0.829
LVA,2008,0.837
LVA,2009,0.836
LVA,2010,0.833
LVA,2011,0.84
LVA,2012,0.843
LVA,2013,0.852
LVA,2014,0.854
LVA,2015,0.859
LVA,2016,0.864
LVA,2017,0.87
LVA,2018,0.875
LVA,2019,0.88
LVA,2020,0.879
LVA,2021,0.871
LVA,2022,0.881
LVA,2023,0.889
MAR,1990,0.451
MAR,1991,0.457
MAR,1992,0.461
MAR,1993,0.468
MAR,1994,0.48
MAR,1995,0.484
MAR,1996,0.495
MAR,1997,0.5
MAR,1998,0.507
MAR,1999,0.517
MAR,2000,0.528
MAR,2001,0.539
MAR,2002,0.55
MAR,2003,0.56
MAR,2004,0.567
MAR,2005,0.573
MAR,2006,0.579
MAR,2007,0.586
MAR,2008,0.593
MAR,2009,0.598
MAR,2010,0.607
MAR,2011,0.619
MAR,2012,0.629
MAR,2013,0.639
MAR,2014,0.648
MAR,2015,0.659
MAR,2016,0.665
MAR,2017,0.674
MAR,2018,0.68
MAR,2019,0.687
MAR,2020,0.683
MAR,2021,0.69
MAR,2022,0.704
MAR,2023,0.71
MDA,2005,0.702
MDA,2006,0.711
MDA,2007,0.718
MDA,2008,0.728
MDA,2009,0.729
MDA,2010,0.739
MDA,2011,0.748
MDA,2012,0.754
MDA,2013,0.758
MDA,2014,0.762
MDA,2015,0.759
MDA,2016,0.763
MDA,2017,0.769
MDA,2018,0.772
MDA,2019,0.775
MDA,2020,0.77
MDA,2021,0.773
MDA,2022,0.784
MDA,2023,0.785
MDG,1999,0.436
MDG,2000,0.443
MDG,2001,0.451
MDG,2002,0.448
MDG,2003,0.458
MDG,2004,0.465
MDG,2005,0.47
MDG,2006,0.474
MDG,2007,0.482
MDG,2008,0.49
MDG,2009,0.493
MDG,2010,0.493
MDG,2011,0.494
MDG,2012,0.496
MDG,2013,0.497
MDG,2014,0.5
MDG,2015,0.501
MDG,2016,0.501
MDG,2017,0.505
MDG,2018,0.501
MDG,2019,0.495
MDG,2020,0.483
MDG,2021,0.481
MDG,2022,0.483
MDG,2023,0.487
MDV,2000,0.639
MDV,2001,0.639
MDV,2002,0.645
MDV,2003,0.654
MDV,2004,0.655
MDV,2005,0.657
MDV,2006,0.672
MDV,2007,0.672
MDV,2008,0.681
MDV,2009,0.682
MDV,2010,0.689
MDV,2011,0.698
MDV,2012,0.704
MDV,2013,0.71
MDV,2014,0.718
MDV,2015,0.725
MDV,2016,0.732
MDV,2017,0.739
MDV,2018,0.744
MDV,2019,0.749
MDV,2020,0.73
MDV,2021,0.745
MDV,2022,0.764
MDV,2023,0.766
MEX,1990,0.668
MEX,1991,0.67
MEX,1992,0.672
MEX,1993,0.675
MEX,1994,0.68
MEX,1995,0.68
MEX,1996,0.687
MEX,1997,0.694
MEX,1998,0.701
MEX,1999,0.706
MEX,2000,0.712
MEX,2001,0.715
MEX,2002,0.722
MEX,2003,0.728
MEX,2004,0.732
MEX,2005,0.736
MEX,2006,0.745
MEX,2007,0.747
MEX,2008,0.75
MEX,2009,0.749
MEX,2010,0.751
MEX,2011,0.757
MEX,2012,0.764
MEX,2013,0.765
MEX,2014,0.769
MEX,2015,0.773
MEX,2016,0.778
MEX,2017,0.781
MEX,2018,0.785
MEX,2019,0.788
MEX,2020,0.763
MEX,2021,0.761
MEX,2022,0.783
MEX,2023,0.789
MHL,2011,0.666
MHL,2012,0.668
MHL,2013,0.676
MHL,2014,0.681
MHL,2015,0.691
MHL,2016,0.696
MHL,2017,0.702
MHL,2018,0.71
MHL,2019,0.722
MHL,2020,0.722
MHL,2021,0.723
MHL,2022,0.732
MHL,2023,0.733
MKD,1990,0.644
MKD,1991,0.647
MKD,1992,0.642
MKD,1993,0.647
MKD,1994,0.648
MKD,1995,0.653
MKD,1996,0.657
MKD,1997,0.661
MKD,1998,0.666
MKD,1999,0.675
MKD,2000,0.686
MKD,2001,0.691
MKD,2002,0.694
MKD,2003,0.7
MKD,2004,0.708
MKD,2005,0.717
MKD,2006,0.726
MKD,2007,0.732
MKD,2008,0.753
MKD,2009,0.757
MKD,2010,0.765
MKD,2011,0.771
MKD,2012,0.775
MKD,2013,0.782
MKD,2014,0.788
MKD,2015,0.795
MKD,2016,0.8
MKD,2017,0.807
MKD,2018,0.814
MKD,2019,0.805
MKD,2020,0.783
MKD,2021,0.781
MKD,2022,0.811
MKD,2023,0.815
MLI,1990,0.24
MLI,1991,0.247
MLI,1992,0.251
MLI,1993,0.259
MLI,1994,0.266
MLI,1995,0.273
MLI,1996,0.282
MLI,1997,0.293
MLI,1998,0.303
MLI,1999,0.314
MLI,2000,0.32
MLI,2001,0.332
MLI,2002,0.34
MLI,2003,0.352
MLI,2004,0.359
MLI,2005,0.368
MLI,2006,0.377
MLI,2007,0.386
MLI,2008,0.395
MLI,2009,0.403
MLI,2010,0.41
MLI,2011,0.415
MLI,2012,0.411
MLI,2013,0.409
MLI,2014,0.414
MLI,2015,0.413
MLI,2016,0.411
MLI,2017,0.416
MLI,2018,0.421
MLI,2019,0.425
MLI,2020,0.414
MLI,2021,0.414
MLI,2022,0.417
MLI,2023,0.419
MLT,1990,0.735
MLT,1991,0.742
MLT,1992,0.748
MLT,1993,0.754
MLT,1994,0.758
MLT,1995,0.763
MLT,1996,0.763
MLT,1997,0.772
MLT,1998,0.781
MLT,1999,0.784
MLT,2000,0.79
MLT,2001,0.801
MLT,2002,0.806
MLT,2003,0.818
MLT,2004,0.832
MLT,2005,0.84
MLT,2006,0.838
MLT,2007,0.845
MLT,2008,0.848
MLT,2009,0.854
MLT,2010,0.867
MLT,2011,0.862
MLT,2012,0.87
MLT,2013,0.88
MLT,2014,0.886
MLT,2015,0.892
MLT,2016,0.891
MLT,2017,0.901
MLT,2018,0.908
MLT,2019,0.91
MLT,2020,0.903
MLT,2021,0.914
MLT,2022,0.917
MLT,2023,0.924
MMR,1990,0.347
MMR,1991,0.354
MMR,1992,0.368
MMR,1993,0.374
MMR,1994,0.381
MMR,1995,0.385
MMR,1996,0.391
MMR,1997,0.396
MMR,1998,0.399
MMR,1999,0.406
MMR,2000,0.415
MMR,2001,0.423
MMR,2002,0.433
MMR,2003,0.443
MMR,2004,0.453
MMR,2005,0.463
MMR,2006,0.473
MMR,2007,0.483
MMR,2008,0.468
MMR,2009,0.504
MMR,2010,0.515
MMR,2011,0.525
MMR,2012,0.535
MMR,2013,0.546
MMR,2014,0.557
MMR,2015,0.566
MMR,2016,0.574
MMR,2017,0.587
MMR,2018,0.6
MMR,2019,0.61
MMR,2020,0.609
MMR,2021,0.605
MMR,2022,0.606
MMR,2023,0.609
MNE,2003,0.764
MNE,2004,0.768
MNE,2005,0.773
MNE,2006,0.785
MNE,2007,0.795
MNE,2008,0.806
MNE,2009,0.809
MNE,2010,0.815
MNE,2011,0.822
MNE,2012,0.825
MNE,2013,0.83
MNE,2014,0.833
MNE,2015,0.839
MNE,2016,0.836
MNE,2017,0.843
MNE,2018,0.849
MNE,2019,0.851
MNE,2020,0.841
MNE,2021,0.84
MNE,2022,0.853
MNE,2023,0.862
MNG,1990,0.593
MNG,1991,0.591
MNG,1992,0.581
MNG,1993,0.567
MNG,1994,0.568
MNG,1995,0.572
MNG,1996,0.578
MNG,1997,0.585
MNG,1998,0.594
MNG,1999,0.602
MNG,2000,0.611
MNG,2001,0.622
MNG,2002,0.631
MNG,2003,0.643
MNG,2004,0.658
MNG,2005,0.671
MNG,2006,0.683
MNG,2007,0.696
MNG,2008,0.707
MNG,2009,0.711
MNG,2010,0.714
MNG,2011,0.725
MNG,2012,0.735
MNG,2013,0.744
MNG,2014,0.748
MNG,2015,0.753
MNG,2016,0.759
MNG,2017,0.759
MNG,2018,0.767
MNG,2019,0.758
MNG,2020,0.741
MNG,2021,0.727
MNG,2022,0.742
MNG,2023,0.747
MOZ,1990,0.246
MOZ,1991,0.25
MOZ,1992,0.245
MOZ,1993,0.252
MOZ,1994,0.255
MOZ,1995,0.257
MOZ,1996,0.269
MOZ,1997,0.281
MOZ,1998,0.292
MOZ,1999,0.304
MOZ,2000,0.311
MOZ,2001,0.326
MOZ,2002,0.335
MOZ,2003,0.35
MOZ,2004,0.36
MOZ,2005,0.371
MOZ,2006,0.379
MOZ,2007,0.392
MOZ,2008,0.403
MOZ,2009,0.411
MOZ,2010,0.419
MOZ,2011,0.424
MOZ,2012,0.431
MOZ,2013,0.443
MOZ,2014,0.45
MOZ,2015,0.457
MOZ,2016,0.46
MOZ,2017,0.461
MOZ,2018,0.469
MOZ,2019,0.475
MOZ,2020,0.477
MOZ,2021,0.478
MOZ,2022,0.49
MOZ,2023,0.493
MRT,1990,0.396
MRT,1991,0.401
MRT,1992,0.409
MRT,1993,0.421
MRT,1994,0.432
MRT,1995,0.439
MRT,1996,0.448
MRT,1997,0.45
MRT,1998,0.46
MRT,1999,0.467
MRT,2000,0.468
MRT,2001,0.47
MRT,2002,0.475
MRT,2003,0.482
MRT,2004,0.494
MRT,2005,0.5
MRT,2006,0.512
MRT,2007,0.512
MRT,2008,0.512
MRT,2009,0.522
MRT,2010,0.525
MRT,2011,0.53
MRT,2012,0.538
MRT,2013,0.544
MRT,2014,0.547
MRT,2015,0.551
MRT,2016,0.548
MRT,2017,0.551
MRT,2018,0.561
MRT,2019,0.566
MRT,2020,0.554
MRT,2021,0.553
MRT,2022,0.562
MRT,2023,0.563
MUS,1990,0.627
MUS,1991,0.632
MUS,1992,0.637
MUS,1993,0.641
MUS,1994,0.645
MUS,1995,0.65
MUS,1996,0.653
MUS,1997,0.659
MUS,1998,0.667
MUS,1999,0.675
MUS,2000,0.683
MUS,2001,0.697
MUS,2002,0.701
MUS,2003,0.709
MUS,2004,0.716
MUS,2005,0.723
MUS,2006,0.729
MUS,2007,0.736
MUS,2008,0.742
MUS,2009,0.748
MUS,2010,0.755
MUS,2011,0.762
MUS,2012,0.778
MUS,2013,0.781
MUS,2014,0.79
MUS,2015,0.792
MUS,2016,0.795
MUS,2017,0.799
MUS,2018,0.801
MUS,2019,0.803
MUS,2020,0.795
MUS,2021,0.789
MUS,2022,0.794
MUS,2023,0.806
MWI,1990,0.306
MWI,1991,0.31
MWI,1992,0.318
MWI,1993,0.324
MWI,1994,0.325
MWI,1995,0.37
MWI,1996,0.375
MWI,1997,0.379
MWI,1998,0.384
MWI,1999,0.392
MWI,2000,0.394
MWI,2001,0.4
MWI,2002,0.407
MWI,2003,0.414
MWI,2004,0.421
MWI,2005,0.427
MWI,2006,0.436
MWI,2007,0.444
MWI,2008,0.455
MWI,2009,0.465
MWI,2010,0.475
MWI,2011,0.483
MWI,2012,0.488
MWI,2013,0.494
MWI,2014,0.5
MWI,2015,0.504
MWI,2016,0.506
MWI,2017,0.508
MWI,2018,0.51
MWI,2019,0.513
MWI,2020,0.512
MWI,2021,0.509
MWI,2022,0.513
MWI,2023,0.517
MYS,1990,0.653
MYS,1991,0.661
MYS,1992,0.67
MYS,1993,0.677
MYS,1994,0.684
MYS,1995,0.691
MYS,1996,0.701
MYS,1997,0.713
MYS,1998,0.718
MYS,1999,0.723
MYS,2000,0.733
MYS,2001,0.731
MYS,2002,0.732
MYS,2003,0.737
MYS,2004,0.739
MYS,2005,0.736
MYS,2006,0.742
MYS,2007,0.754
MYS,2008,0.765
MYS,2009,0.773
MYS,2010,0.779
MYS,2011,0.782
MYS,2012,0.787
MYS,2013,0.791
MYS,2014,0.795
MYS,2015,0.8
MYS,2016,0.805
MYS,2017,0.807
MYS,2018,0.809
MYS,2019,0.812
MYS,2020,0.81
MYS,2021,0.802
MYS,2022,0.81
MYS,2023,0.819
NAM,1990,0.597
NAM,1991,0.602
NAM,1992,0.603
NAM,1993,0.601
NAM,1994,0.6
NAM,1995,0.595
NAM,1996,0.587
NAM,1997,0.58
NAM,1998,0.574
NAM,1999,0.565
NAM,2000,0.561
NAM,2001,0.555
NAM,2002,0.555
NAM,2003,0.558
NAM,2004,0.563
NAM,2005,0.564
NAM,2006,0.569
NAM,2007,0.576
NAM,2008,0.581
NAM,2009,0.585
NAM,2010,0.591
NAM,2011,0.598
NAM,2012,0.607
NAM,2013,0.616
NAM,2014,0.624
NAM,2015,0.63
NAM,2016,0.634
NAM,2017,0.638
NAM,2018,0.642
NAM,2019,0.647
NAM,2020,0.647
NAM,2021,0.631
NAM,2022,0.649
NAM,2023,0.665
NER,1990,0.215
NER,1991,0.219
NER,1992,0.222
NER,1993,0.228
NER,1994,0.233
NER,1995,0.238
NER,1996,0.245
NER,1997,0.25
NER,1998,0.258
NER,1999,0.263
NER,2000,0.266
NER,2001,0.272
NER,2002,0.278
NER,2003,0.284
NER,2004,0.292
NER,2005,0.302
NER,2006,0.309
NER,2007,0.313
NER,2008,0.323
NER,2009,0.329
NER,2010,0.339
NER,2011,0.346
NER,2012,0.356
NER,2013,0.362
NER,2014,0.369
NER,2015,0.374
NER,2016,0.38
NER,2017,0.384
NER,2018,0.391
NER,2019,0.4
NER,2020,0.404
NER,2021,0.413
NER,2022,0.414
NER,2023,0.419
NGA,1990,0.379
NGA,1991,0.383
NGA,1992,0.388
NGA,1993,0.393
NGA,1994,0.397
NGA,1995,0.402
NGA,1996,0.408
NGA,1997,0.413
NGA,1998,0.419
NGA,1999,0.425
NGA,2000,0.435
NGA,2001,0.438
NGA,2002,0.451
NGA,2003,0.464
NGA,2004,0.477
NGA,2005,0.484
NGA,2006,0.489
NGA,2007,0.492
NGA,2008,0.497
NGA,2009,0.499
NGA,2010,0.502
NGA,2011,0.508
NGA,2012,0.512
NGA,2013,0.517
NGA,2014,0.524
NGA,2015,0.53
NGA,2016,0.532
NGA,2017,0.534
NGA,2018,0.537
NGA,2019,0.544
NGA,2020,0.547
NGA,2021,0.554
NGA,2022,0.557
NGA,2023,0.56
NIC,1990,0.515
NIC,1991,0.526
NIC,1992,0.531
NIC,1993,0.534
NIC,1994,0.54
NIC,1995,0.549
NIC,1996,0.559
NIC,1997,0.568
NIC,1998,0.569
NIC,1999,0.585
NIC,2000,0.593
NIC,2001,0.601
NIC,2002,0.609
NIC,2003,0.615
NIC,2004,0.623
NIC,2005,0.63
NIC,2006,0.636
NIC,2007,0.642
NIC,2008,0.646
NIC,2009,0.646
NIC,2010,0.651
NIC,2011,0.657
NIC,2012,0.664
NIC,2013,0.668
NIC,2014,0.674
NIC,2015,0.679
NIC,2016,0.684
NIC,2017,0.688
NIC,2018,0.69
NIC,2019,0.69
NIC,2020,0.676
NIC,2021,0.682
NIC,2022,0.701
NIC,2023,0.706
NLD,1990,0.855
NLD,1991,0.86
NLD,1992,0.861
NLD,1993,0.863
NLD,1994,0.889
NLD,1995,0.886
NLD,1996,0.89
NLD,1997,0.891
NLD,1998,0.893
NLD,1999,0.894
