ISO,year,gini,income_share_b50,income_share_t10,share_ratio
COM,2015,0.6119,0.1197,0.4993,4.171261487050961
COM,2016,0.6119,0.1197,0.4993,4.171261487050961
COM,2017,0.6119,0.1197,0.4993,4.171261487050961
COM,2018,0.6119,0.1197,0.4993,4.171261487050961
COM,2019,0.6119,0.1197,0.4993,4.171261487050961
COM,2020,0.6119,0.1197,0.4993,4.171261487050961
COM,2021,0.6119,0.1197,0.4993,4.171261487050961
COM,2022,0.6119,0.1197,0.4993,4.171261487050961
COM,2023,0.6119,0.1197,0.4993,4.171261487050961
COM,2024,0.6119,0.1197,0.4993,4.171261487050961
KNA,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
KNA,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
KNA,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
KNA,1993,0.6851,0.0797,0.556,6.976160602258471
KNA,1994,0.6842,0.08,0.555,6.937500000000001
KNA,1995,0.6834,0.0804,0.554,6.890547263681593
KNA,1996,0.6826,0.0807,0.5531,6.853779429987609
KNA,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
KNA,1998,0.681,0.0814,0.5512,6.771498771498772
KNA,1999,0.6802,0.0818,0.5503,6.727383863080685
KNA,2000,0.6794,0.0821,0.5494,6.69183922046285
KNA,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
KNA,2002,0.6768000000000001,0.083,0.546,6.578313253012048
KNA,2003,0.6756,0.0835,0.5445,6.520958083832335
KNA,2004,0.6745,0.0839,0.543,6.471990464839094
KNA,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
KNA,2006,0.6724,0.0846,0.5403,6.386524822695036
KNA,2007,0.6714,0.085,0.539,6.341176470588235
KNA,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
KNA,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
KNA,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
KNA,2011,0.6601,0.0917,0.5303,5.78298800436205
KNA,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
KNA,2013,0.6431,0.103,0.52,5.048543689320389
KNA,2014,0.6347,0.1086,0.515,4.742173112338858
KNA,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
KNA,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
KNA,2017,0.6099,0.1251,0.4999,3.9960031974420467
KNA,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
KNA,2019,0.5937,0.136,0.4901,3.6036764705882347
KNA,2020,0.5868,0.1406,0.4857,3.45448079658606
KNA,2021,0.5868,0.1406,0.4857,3.45448079658606
KNA,2022,0.5868,0.1406,0.4857,3.45448079658606
KNA,2023,0.5868,0.1406,0.4857,3.45448079658606
KNA,2024,0.5868,0.1406,0.4857,3.45448079658606
PRK,1990,0.4979,0.1832,0.3819,2.0846069868995634
PRK,1991,0.5056,0.1772,0.3851,2.173250564334086
PRK,1992,0.5131,0.1728,0.3911,2.263310185185185
PRK,1993,0.5207,0.1684,0.3979,2.3628266033254155
PRK,1994,0.524,0.1665,0.4008,2.407207207207207
PRK,1995,0.5212,0.1684,0.3991,2.369952494061758
PRK,1996,0.5181,0.1714,0.3994,2.3302217036172697
PRK,1997,0.5179,0.1716,0.3997,2.329254079254079
PRK,1998,0.5185000000000001,0.172,0.4016,2.334883720930233
PRK,1999,0.5245000000000001,0.1678,0.4052,2.4147794994040526
PRK,2000,0.5351,0.1607,0.4123,2.565650280024891
PRK,2001,0.5415,0.1567,0.4174,2.663688576898532
PRK,2002,0.5564,0.1497,0.4336,2.8964595858383433
PRK,2003,0.5582,0.1482,0.4342,2.9298245614035086
PRK,2004,0.5585,0.1484,0.4354,2.9339622641509435
PRK,2005,0.5594,0.1473,0.4352,2.9545145960624577
PRK,2006,0.5559000000000001,0.1493,0.4322,2.8948425987943738
PRK,2007,0.5577,0.1489,0.435,2.921423774345198
PRK,2008,0.5585,0.1487,0.4364,2.934767989240081
PRK,2009,0.5685,0.144,0.4467,3.1020833333333333
PRK,2010,0.5750000000000001,0.1403,0.4526,3.2259444048467567
PRK,2011,0.5649000000000001,0.1457,0.4438,3.0459849004804394
PRK,2012,0.5521,0.1511,0.429,2.8391793514228985
PRK,2013,0.5542,0.1498,0.4299,2.8698264352469964
PRK,2014,0.5488000000000001,0.1524,0.4242,2.783464566929134
PRK,2015,0.5503,0.1518,0.4256,2.80368906455863
PRK,2016,0.5514,0.1512,0.4266,2.821428571428571
PRK,2017,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2018,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2019,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2020,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2021,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2022,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2023,0.5514,0.1512,0.4267,2.8220899470899474
PRK,2024,0.5514,0.1512,0.4267,2.8220899470899474
KOR,1990,0.3426,0.2775,0.2993,1.0785585585585584
KOR,1991,0.3439,0.282,0.2971,1.0535460992907801
KOR,1992,0.3406,0.2814,0.2885,1.025230987917555
KOR,1993,0.3319,0.2808,0.2798,0.9964387464387464
KOR,1994,0.3417,0.2802,0.2708,0.9664525339043539
KOR,1995,0.3384,0.2796,0.2616,0.9356223175965664
KOR,1996,0.3626,0.2583,0.2594,1.0042586140147118
KOR,1997,0.3459,0.2716,0.2594,0.9550810014727541
KOR,1998,0.3525,0.2643,0.2665,1.0083238743851686
KOR,1999,0.3624,0.2572,0.2734,1.06298600311042
KOR,2000,0.3734,0.2504,0.28,1.1182108626198084
KOR,2001,0.3844,0.2438,0.2909,1.1931911402789173
KOR,2002,0.4007,0.2373,0.3014,1.2701222081753054
KOR,2003,0.4074,0.2311,0.3118,1.3491994807442667
KOR,2004,0.4187,0.225,0.322,1.4311111111111112
KOR,2005,0.4298,0.2191,0.332,1.5152898219990873
KOR,2006,0.4602,0.2038,0.3459,1.6972522080471049
KOR,2007,0.4725,0.1969,0.3565,1.8105637379380397
KOR,2008,0.4786,0.1939,0.363,1.8720990201134606
KOR,2009,0.4723,0.1992,0.3605,1.8097389558232932
KOR,2010,0.4884,0.1947,0.3837,1.9707241910631739
KOR,2011,0.4826,0.198,0.3777,1.9075757575757575
KOR,2012,0.4761,0.2019,0.3734,1.8494304110946014
KOR,2013,0.4645,0.2048,0.357,1.7431640624999998
KOR,2014,0.4681,0.2032,0.3607,1.7750984251968505
KOR,2015,0.4742,0.2019,0.3694,1.8296186230807332
KOR,2016,0.4842,0.19,0.3728,1.9621052631578948
KOR,2017,0.4946,0.1841,0.3812,2.070613796849538
KOR,2018,0.4915,0.1853,0.3784,2.042093901780896
KOR,2019,0.4856,0.1845,0.3643,1.9745257452574527
KOR,2020,0.4987,0.1772,0.3731,2.105530474040632
KOR,2021,0.4953,0.182,0.3799,2.0873626373626375
KOR,2022,0.491,0.1838,0.3741,2.0353645266594125
KOR,2023,0.491,0.1838,0.3741,2.0353645266594125
KOR,2024,0.491,0.1838,0.3741,2.0353645266594125
KWT,1990,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1991,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1992,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1993,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1994,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1995,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1996,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1997,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1998,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,1999,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2000,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2001,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2002,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2003,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2004,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2005,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2006,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2007,0.6283000000000001,0.1237,0.5387000000000001,4.354890864995959
KWT,2008,0.6273000000000001,0.1249,0.5377000000000001,4.305044035228184
KWT,2009,0.6262,0.1262,0.5366000000000001,4.251980982567353
KWT,2010,0.625,0.1276,0.5354,4.195924764890282
KWT,2011,0.6236,0.1292,0.5341,4.13390092879257
KWT,2012,0.622,0.1309,0.5325,4.067990832696715
KWT,2013,0.6203000000000001,0.1329,0.5308,3.99398043641836
KWT,2014,0.5121,0.1861,0.4415,2.372380440623321
KWT,2015,0.5121,0.1861,0.4415,2.372380440623321
KWT,2016,0.5121,0.1861,0.4415,2.372380440623321
KWT,2017,0.5121,0.1861,0.4415,2.372380440623321
KWT,2018,0.5121,0.1861,0.4415,2.372380440623321
KWT,2019,0.5121,0.1861,0.4415,2.372380440623321
KWT,2020,0.5121,0.1861,0.4415,2.372380440623321
KWT,2021,0.5121,0.1861,0.4415,2.372380440623321
KWT,2022,0.5121,0.1861,0.4415,2.372380440623321
KWT,2023,0.5121,0.1861,0.4415,2.372380440623321
KWT,2024,0.5121,0.1861,0.4415,2.372380440623321
CYM,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
CYM,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
CYM,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
CYM,1993,0.6851,0.0797,0.556,6.976160602258471
CYM,1994,0.6842,0.08,0.555,6.937500000000001
CYM,1995,0.6834,0.0804,0.554,6.890547263681593
CYM,1996,0.6826,0.0807,0.5531,6.853779429987609
CYM,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
CYM,1998,0.681,0.0814,0.5512,6.771498771498772
CYM,1999,0.6802,0.0818,0.5503,6.727383863080685
CYM,2000,0.6794,0.0821,0.5494,6.69183922046285
CYM,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
CYM,2002,0.6768000000000001,0.083,0.546,6.578313253012048
CYM,2003,0.6756,0.0835,0.5445,6.520958083832335
CYM,2004,0.6745,0.0839,0.543,6.471990464839094
CYM,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
CYM,2006,0.6724,0.0846,0.5403,6.386524822695036
CYM,2007,0.6714,0.085,0.539,6.341176470588235
CYM,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
CYM,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
CYM,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
CYM,2011,0.6601,0.0917,0.5303,5.78298800436205
CYM,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
CYM,2013,0.6431,0.103,0.52,5.048543689320389
CYM,2014,0.6347,0.1086,0.515,4.742173112338858
CYM,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
CYM,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
CYM,2017,0.6099,0.1251,0.4999,3.9960031974420467
CYM,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
CYM,2019,0.5937,0.136,0.4901,3.6036764705882347
CYM,2020,0.5868,0.1406,0.4857,3.45448079658606
CYM,2021,0.5868,0.1406,0.4857,3.45448079658606
CYM,2022,0.5868,0.1406,0.4857,3.45448079658606
CYM,2023,0.5868,0.1406,0.4857,3.45448079658606
CYM,2024,0.5868,0.1406,0.4857,3.45448079658606
KAZ,1990,0.3092,0.2947,0.2358,0.8001357312521208
KAZ,1991,0.3499,0.2698,0.2712,1.005189028910304
KAZ,1992,0.3905,0.245,0.3067,1.2518367346938775
KAZ,1993,0.4315,0.2201,0.3421,1.5542935029532032
KAZ,1994,0.4462,0.2109,0.3524,1.6709340919867235
KAZ,1995,0.4819000000000001,0.1892,0.3781,1.9984143763213529
KAZ,1996,0.5152,0.169,0.4021,2.3792899408284023
KAZ,1997,0.5211,0.1662,0.408,2.4548736462093865
KAZ,1998,0.5358,0.1582,0.4202,2.6561314791403285
KAZ,1999,0.5367000000000001,0.1582,0.4222,2.6687737041719344
KAZ,2000,0.5408000000000001,0.1563,0.4264,2.7280870121561103
KAZ,2001,0.5468000000000001,0.1532,0.4318,2.818537859007833
KAZ,2002,0.552,0.1511,0.4377,2.8967571144937123
KAZ,2003,0.5364,0.1589,0.4226,2.6595342983008177
KAZ,2004,0.4844,0.1918,0.3896,2.0312825860271118
KAZ,2005,0.5115000000000001,0.1774,0.4121,2.322998872604284
KAZ,2006,0.5144000000000001,0.1773,0.4172,2.3530738860688096
KAZ,2007,0.4932,0.1892,0.4006,2.117336152219873
KAZ,2008,0.5005000000000001,0.1833,0.4029,2.1980360065466447
KAZ,2009,0.515,0.1732,0.4099,2.3666281755196303
KAZ,2010,0.5077,0.1777,0.4051,2.279684862127181
KAZ,2011,0.4816,0.1928,0.3853,1.9984439834024894
KAZ,2012,0.4865,0.1893,0.3878,2.0486001056524037
KAZ,2013,0.4839,0.1916,0.3877,2.0234864300626305
KAZ,2014,0.467,0.2029,0.3778,1.862000985707245
KAZ,2015,0.4434,0.2175,0.3622,1.665287356321839
KAZ,2016,0.4934,0.1863,0.3953,2.121846484165325
KAZ,2017,0.4959,0.1851,0.3981,2.1507293354943275
KAZ,2018,0.4991,0.184,0.4024,2.1869565217391305
KAZ,2019,0.4991,0.184,0.4024,2.1869565217391305
KAZ,2020,0.4991,0.184,0.4024,2.1869565217391305
KAZ,2021,0.4991,0.184,0.4024,2.1869565217391305
KAZ,2022,0.4991,0.184,0.4024,2.1869565217391305
KAZ,2023,0.4991,0.184,0.4024,2.1869565217391305
KAZ,2024,0.4991,0.184,0.4024,2.1869565217391305
LAO,1990,0.5494,0.1576,0.4489,2.848350253807107
LAO,1991,0.5494,0.1576,0.4489,2.848350253807107
LAO,1992,0.5494,0.1576,0.4489,2.848350253807107
LAO,1993,0.5522,0.157,0.4529,2.8847133757961787
LAO,1994,0.5561,0.1556,0.4573,2.9389460154241647
LAO,1995,0.5588000000000001,0.1549,0.4608,2.974822466107166
LAO,1996,0.5603,0.1548,0.4635,2.9941860465116283
LAO,1997,0.5623,0.1544,0.4663,3.0200777202072535
LAO,1998,0.5587,0.1558,0.462,2.965340179717587
LAO,1999,0.5551,0.1572,0.4578,2.912213740458015
LAO,2000,0.5569000000000001,0.1551,0.4568,2.945196647324307
LAO,2001,0.5565,0.1545,0.4548,2.9436893203883496
LAO,2002,0.552,0.1566,0.4503,2.875478927203065
LAO,2003,0.5524,0.157,0.4521,2.8796178343949044
LAO,2004,0.5564,0.155,0.456,2.9419354838709677
LAO,2005,0.5579000000000001,0.1546,0.4583,2.964424320827943
LAO,2006,0.5584,0.1548,0.4598,2.9702842377260983
LAO,2007,0.5601,0.1541,0.4619,2.9974042829331604
LAO,2008,0.5584,0.1543,0.4589,2.9740764744005186
LAO,2009,0.5593,0.153,0.4577,2.9915032679738562
LAO,2010,0.5582,0.15310000000000001,0.4555,2.9751796211626385
LAO,2011,0.556,0.1539,0.4529,2.9428200129954516
LAO,2012,0.5527000000000001,0.1556,0.4498,2.890745501285347
LAO,2013,0.5581,0.1529,0.4552,2.977109221713538
LAO,2014,0.5645,0.1495,0.4609,3.082943143812709
LAO,2015,0.5686,0.1475,0.4651,3.153220338983051
LAO,2016,0.5730000000000001,0.1452,0.4693,3.232093663911846
LAO,2017,0.5762,0.1436,0.4726,3.2910863509749304
LAO,2018,0.5788,0.1424,0.4755,3.339185393258427
LAO,2019,0.5788,0.1424,0.4755,3.339185393258427
LAO,2020,0.5788,0.1424,0.4755,3.339185393258427
LAO,2021,0.5788,0.1424,0.4755,3.339185393258427
LAO,2022,0.5788,0.1424,0.4755,3.339185393258427
LAO,2023,0.5788,0.1424,0.4755,3.339185393258427
LAO,2024,0.5788,0.1424,0.4755,3.339185393258427
LBN,1990,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1991,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1992,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1993,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1994,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1995,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1996,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1997,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1998,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,1999,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2000,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2001,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2002,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2003,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2004,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2005,0.6061000000000001,0.131,0.5058,3.8610687022900763
LBN,2006,0.6043000000000001,0.1312,0.5023,3.8285060975609753
LBN,2007,0.647,0.1101,0.549,4.986376021798366
LBN,2008,0.6486000000000001,0.11,0.5528000000000001,5.025454545454546
LBN,2009,0.6353,0.1169,0.5408000000000001,4.62617621899059
LBN,2010,0.6426000000000001,0.1134,0.5486,4.837742504409171
LBN,2011,0.6474000000000001,0.1109,0.5529000000000001,4.985572587917043
LBN,2012,0.653,0.1082,0.5588000000000001,5.164510166358595
LBN,2013,0.6468,0.1122,0.5552,4.94830659536542
LBN,2014,0.6451,0.1124,0.5514,4.905693950177936
LBN,2015,0.6432,0.1125,0.5469,4.8613333333333335
LBN,2016,0.6413,0.1126,0.5422,4.815275310834814
LBN,2017,0.6393,0.1126,0.5373,4.771758436944937
LBN,2018,0.6372,0.1127,0.5321,4.721384205856256
LBN,2019,0.635,0.1128,0.5267000000000001,4.669326241134752
LBN,2020,0.6327,0.1129,0.5209,4.613817537643933
LBN,2021,0.6302,0.113,0.5149,4.556637168141593
LBN,2022,0.6276,0.1131,0.5085000000000001,4.496021220159151
LBN,2023,0.6249,0.1132,0.5018,4.432862190812721
LBN,2024,0.622,0.1133,0.4947,4.366284201235658
LCA,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
LCA,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
LCA,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
LCA,1993,0.6851,0.0797,0.556,6.976160602258471
LCA,1994,0.6842,0.08,0.555,6.937500000000001
LCA,1995,0.6834,0.0804,0.554,6.890547263681593
LCA,1996,0.6826,0.0807,0.5531,6.853779429987609
LCA,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
LCA,1998,0.681,0.0814,0.5512,6.771498771498772
LCA,1999,0.6802,0.0818,0.5503,6.727383863080685
LCA,2000,0.6794,0.0821,0.5494,6.69183922046285
LCA,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
LCA,2002,0.6768000000000001,0.083,0.546,6.578313253012048
LCA,2003,0.6756,0.0835,0.5445,6.520958083832335
LCA,2004,0.6745,0.0839,0.543,6.471990464839094
LCA,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
LCA,2006,0.6724,0.0846,0.5403,6.386524822695036
LCA,2007,0.6714,0.085,0.539,6.341176470588235
LCA,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
LCA,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
LCA,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
LCA,2011,0.6601,0.0917,0.5303,5.78298800436205
LCA,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
LCA,2013,0.6431,0.103,0.52,5.048543689320389
LCA,2014,0.6347,0.1086,0.515,4.742173112338858
LCA,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
LCA,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
LCA,2017,0.6099,0.1251,0.4999,3.9960031974420467
LCA,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
LCA,2019,0.5937,0.136,0.4901,3.6036764705882347
LCA,2020,0.5868,0.1406,0.4857,3.45448079658606
LCA,2021,0.5868,0.1406,0.4857,3.45448079658606
LCA,2022,0.5868,0.1406,0.4857,3.45448079658606
LCA,2023,0.5868,0.1406,0.4857,3.45448079658606
LCA,2024,0.5868,0.1406,0.4857,3.45448079658606
LIE,1990,0.4437,0.2093,0.325,1.5527950310559007
LIE,1991,0.4412,0.2105,0.323,1.5344418052256532
LIE,1992,0.45,0.2055,0.332,1.615571776155718
LIE,1993,0.4578,0.1988,0.3345,1.682595573440644
LIE,1994,0.4658,0.1937,0.3417,1.7640681466184822
LIE,1995,0.463,0.1956,0.3386,1.7310838445807772
LIE,1996,0.4639,0.1953,0.3403,1.742447516641065
LIE,1997,0.4717,0.1919,0.3481,1.8139656070870247
LIE,1998,0.4714,0.1926,0.3495,1.8146417445482865
LIE,1999,0.472,0.1924,0.3499,1.8186070686070686
LIE,2000,0.4786,0.1892,0.3557,1.8800211416490487
LIE,2001,0.476,0.1893,0.3511,1.8547279450607503
LIE,2002,0.471,0.1919,0.3461,1.8035435122459618
LIE,2003,0.4747,0.1887,0.3476,1.8420773714891363
LIE,2004,0.4829,0.1808,0.3504,1.9380530973451329
LIE,2005,0.4832,0.1832,0.3528,1.925764192139738
LIE,2006,0.4881,0.1816,0.3598,1.9812775330396475
LIE,2007,0.486,0.184,0.3607,1.9603260869565218
LIE,2008,0.4697,0.1916,0.3424,1.7870563674321502
LIE,2009,0.4627,0.195,0.3348,1.7169230769230768
LIE,2010,0.481,0.1843,0.3514,1.9066739012479652
LIE,2011,0.4817,0.1833,0.3506,1.9127114020731044
LIE,2012,0.4774,0.1844,0.344,1.865509761388286
LIE,2013,0.4812,0.1819,0.3463,1.9037932930181418
LIE,2014,0.4848,0.1806,0.3509,1.9429678848283498
LIE,2015,0.484,0.1809,0.3499,1.9342177998894416
LIE,2016,0.4836,0.1819,0.3513,1.931280923584387
LIE,2017,0.4829,0.1832,0.3528,1.925764192139738
LIE,2018,0.4811,0.1849,0.3525,1.906435911303407
LIE,2019,0.478,0.1868,0.3502,1.8747323340471094
LIE,2020,0.4784,0.186,0.3486,1.8741935483870968
LIE,2021,0.4829,0.1844,0.3553,1.9267895878524945
LIE,2022,0.4833,0.1849,0.3567,1.9291508923742564
LIE,2023,0.4833,0.1849,0.3567,1.9291508923742564
LIE,2024,0.4833,0.1849,0.3567,1.9291508923742564
LKA,1990,0.5188,0.1809,0.4369,2.415146489773355
LKA,1991,0.5228,0.1779,0.4387,2.465992130410343
LKA,1992,0.5264,0.1752,0.4404,2.5136986301369864
LKA,1993,0.5298,0.1727,0.4419,2.55877243775333
LKA,1994,0.5328,0.1704,0.4432,2.60093896713615
LKA,1995,0.5356000000000001,0.1682,0.4445,2.64268727705113
LKA,1996,0.5449,0.1636,0.4535,2.7720048899755505
LKA,1997,0.5539000000000001,0.1592,0.462,2.9020100502512562
LKA,1998,0.5617,0.1554,0.4697,3.0225225225225225
LKA,1999,0.5707,0.1507,0.4778,3.170537491705375
LKA,2000,0.5782,0.1469,0.4849,3.3008849557522124
LKA,2001,0.5850000000000001,0.1436,0.4915,3.422701949860724
LKA,2002,0.5935,0.139,0.4986,3.58705035971223
LKA,2003,0.5919,0.1395,0.4964,3.5584229390681
LKA,2004,0.5878,0.142,0.4932,3.473239436619719
LKA,2005,0.5848,0.1437,0.4907,3.4147529575504527
LKA,2006,0.5831000000000001,0.1445,0.4889,3.3833910034602077
LKA,2007,0.5739000000000001,0.1488,0.4791,3.2197580645161294
LKA,2008,0.5574,0.1581,0.4659,2.9468690702087286
LKA,2009,0.546,0.1641,0.4556,2.776355880560634
LKA,2010,0.5589000000000001,0.1572,0.4671,2.9713740458015265
LKA,2011,0.5619000000000001,0.1566,0.4725,3.0172413793103448
LKA,2012,0.5665,0.1547,0.4781,3.090497737556561
LKA,2013,0.5670000000000001,0.1547,0.4792,3.0976082740788624
LKA,2014,0.5665,0.1554,0.4799,3.088159588159588
LKA,2015,0.5647,0.157,0.4799,3.056687898089172
LKA,2016,0.5654,0.1568,0.481,3.0676020408163267
LKA,2017,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2018,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2019,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2020,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2021,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2022,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2023,0.5655,0.1567,0.4811,3.0701978302488833
LKA,2024,0.5655,0.1567,0.4811,3.0701978302488833
LBR,1990,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1991,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1992,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1993,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1994,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1995,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1996,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1997,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1998,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,1999,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2000,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2001,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2002,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2003,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2004,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2005,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2006,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2007,0.5396000000000001,0.1633,0.4419,2.706062461726883
LBR,2008,0.5355,0.1654,0.4378,2.6469165659008467
LBR,2009,0.5313,0.1675,0.4336,2.58865671641791
LBR,2010,0.5271,0.1695,0.4295,2.533923303834808
LBR,2011,0.5229,0.1716,0.4253,2.4784382284382285
LBR,2012,0.5188,0.1736,0.4212,2.4262672811059907
LBR,2013,0.5146000000000001,0.1757,0.417,2.3733636881047238
LBR,2014,0.5104000000000001,0.1778,0.4129,2.322272215973003
LBR,2015,0.5196000000000001,0.1721,0.4195,2.437536316095293
LBR,2016,0.5288,0.1664,0.4262,2.561298076923077
LBR,2017,0.5288,0.1664,0.4262,2.561298076923077
LBR,2018,0.5288,0.1664,0.4262,2.561298076923077
LBR,2019,0.5288,0.1664,0.4262,2.561298076923077
LBR,2020,0.5288,0.1664,0.4262,2.561298076923077
LBR,2021,0.5288,0.1664,0.4262,2.561298076923077
LBR,2022,0.5288,0.1664,0.4262,2.561298076923077
LBR,2023,0.5288,0.1664,0.4262,2.561298076923077
LBR,2024,0.5288,0.1664,0.4262,2.561298076923077
LSO,1990,0.7301000000000001,0.0645,0.6258,9.70232558139535
LSO,1991,0.7354,0.0613,0.63,10.277324632952691
LSO,1992,0.7407,0.058,0.6342,10.934482758620689
LSO,1993,0.7461,0.0547,0.6384000000000001,11.670932358318101
LSO,1994,0.7514000000000001,0.0515,0.6425000000000001,12.475728155339809
LSO,1995,0.7403000000000001,0.0568,0.631,11.109154929577464
LSO,1996,0.7293000000000001,0.0622,0.6194000000000001,9.958199356913184
LSO,1997,0.7183,0.0676,0.6078,8.991124260355031
LSO,1998,0.7072,0.0729,0.5962000000000001,8.178326474622772
LSO,1999,0.6962,0.0783,0.5846,7.466155810983397
LSO,2000,0.6852,0.0837,0.5731,6.847072879330945
