ISO,year,gini,income_share_b50,income_share_t10,share_ratio
AND,1990,0.4437,0.2093,0.325,1.5527950310559007
AND,1991,0.4412,0.2105,0.323,1.5344418052256532
AND,1992,0.45,0.2055,0.332,1.615571776155718
AND,1993,0.4578,0.1988,0.3345,1.682595573440644
AND,1994,0.4658,0.1937,0.3417,1.7640681466184822
AND,1995,0.463,0.1956,0.3386,1.7310838445807772
AND,1996,0.4639,0.1953,0.3403,1.742447516641065
AND,1997,0.4717,0.1919,0.3481,1.8139656070870247
AND,1998,0.4714,0.1926,0.3495,1.8146417445482865
AND,1999,0.472,0.1924,0.3499,1.8186070686070686
AND,2000,0.4786,0.1892,0.3557,1.8800211416490487
AND,2001,0.476,0.1893,0.3511,1.8547279450607503
AND,2002,0.471,0.1919,0.3461,1.8035435122459618
AND,2003,0.4747,0.1887,0.3476,1.8420773714891363
AND,2004,0.4829,0.1808,0.3504,1.9380530973451329
AND,2005,0.4832,0.1832,0.3528,1.925764192139738
AND,2006,0.4881,0.1816,0.3598,1.9812775330396475
AND,2007,0.486,0.184,0.3607,1.9603260869565218
AND,2008,0.4697,0.1916,0.3424,1.7870563674321502
AND,2009,0.4627,0.195,0.3348,1.7169230769230768
AND,2010,0.481,0.1843,0.3514,1.9066739012479652
AND,2011,0.4817,0.1833,0.3506,1.9127114020731044
AND,2012,0.4774,0.1844,0.344,1.865509761388286
AND,2013,0.4812,0.1819,0.3463,1.9037932930181418
AND,2014,0.4848,0.1806,0.3509,1.9429678848283498
AND,2015,0.484,0.1809,0.3499,1.9342177998894416
AND,2016,0.4836,0.1819,0.3513,1.931280923584387
AND,2017,0.4829,0.1832,0.3528,1.925764192139738
AND,2018,0.4811,0.1849,0.3525,1.906435911303407
AND,2019,0.478,0.1868,0.3502,1.8747323340471094
AND,2020,0.4784,0.186,0.3486,1.8741935483870968
AND,2021,0.4829,0.1844,0.3553,1.9267895878524945
AND,2022,0.4833,0.1849,0.3567,1.9291508923742564
AND,2023,0.4833,0.1849,0.3567,1.9291508923742564
AND,2024,0.4833,0.1849,0.3567,1.9291508923742564
ARE,1990,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1991,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1992,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1993,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1994,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1995,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1996,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1997,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1998,0.6428,0.1125,0.5505,4.8933333333333335
ARE,1999,0.6439,0.1118,0.5515,4.932915921288014
ARE,2000,0.645,0.1111,0.5527000000000001,4.974797479747975
ARE,2001,0.6462,0.1104,0.5539000000000001,5.017210144927537
ARE,2002,0.6475000000000001,0.1096,0.5551,5.064781021897811
ARE,2003,0.6489,0.1087,0.5565,5.119595216191352
ARE,2004,0.6504,0.10780000000000001,0.5579000000000001,5.175324675324676
ARE,2005,0.6519,0.1068,0.5594,5.237827715355805
ARE,2006,0.6536000000000001,0.1058,0.561,5.302457466918715
ARE,2007,0.6553,0.1047,0.5627,5.37440305635148
ARE,2008,0.6572,0.1035,0.5646,5.455072463768116
ARE,2009,0.6592,0.1023,0.5666,5.538611925708699
ARE,2010,0.6469,0.1066,0.5479,5.139774859287055
ARE,2011,0.6346,0.1109,0.5293,4.772768259693417
ARE,2012,0.6224000000000001,0.1152,0.5108,4.434027777777779
ARE,2013,0.6102000000000001,0.1195,0.4923,4.119665271966528
ARE,2014,0.614,0.1176,0.4959,4.216836734693878
ARE,2015,0.6065,0.1228,0.4936,4.019543973941368
ARE,2016,0.5989,0.1281,0.4913,3.83528493364559
ARE,2017,0.5912000000000001,0.1334,0.489,3.665667166416792
ARE,2018,0.5833,0.1389,0.4866,3.5032397408207343
ARE,2019,0.5833,0.1389,0.4866,3.5032397408207343
ARE,2020,0.5833,0.1389,0.4866,3.5032397408207343
ARE,2021,0.5833,0.1389,0.4866,3.5032397408207343
ARE,2022,0.5833,0.1389,0.4866,3.5032397408207343
ARE,2023,0.5833,0.1389,0.4866,3.5032397408207343
ARE,2024,0.5833,0.1389,0.4866,3.5032397408207343
AFG,1990,0.4924,0.1912,0.4095,2.14173640167364
AFG,1991,0.4924,0.1912,0.4095,2.14173640167364
AFG,1992,0.4924,0.1912,0.4095,2.14173640167364
AFG,1993,0.4924,0.1912,0.4095,2.14173640167364
AFG,1994,0.4924,0.1912,0.4095,2.14173640167364
AFG,1995,0.4924,0.1912,0.4095,2.14173640167364
AFG,1996,0.4924,0.1912,0.4095,2.14173640167364
AFG,1997,0.4924,0.1912,0.4095,2.14173640167364
AFG,1998,0.4924,0.1912,0.4095,2.14173640167364
AFG,1999,0.4924,0.1912,0.4095,2.14173640167364
AFG,2000,0.4924,0.1912,0.4095,2.14173640167364
AFG,2001,0.4924,0.1912,0.4095,2.14173640167364
AFG,2002,0.4924,0.1912,0.4095,2.14173640167364
AFG,2003,0.4924,0.1912,0.4095,2.14173640167364
AFG,2004,0.4924,0.1912,0.4095,2.14173640167364
AFG,2005,0.4924,0.1912,0.4095,2.14173640167364
AFG,2006,0.4924,0.1912,0.4095,2.14173640167364
AFG,2007,0.4924,0.1912,0.4095,2.14173640167364
AFG,2008,0.4924,0.1912,0.4095,2.14173640167364
AFG,2009,0.4803,0.1982,0.3982,2.0090817356205855
AFG,2010,0.4792,0.1986,0.3948,1.9879154078549848
AFG,2011,0.4671,0.2058,0.3846,1.8688046647230319
AFG,2012,0.4599,0.21,0.378,1.8
AFG,2013,0.4645,0.2075,0.3826,1.843855421686747
AFG,2014,0.4675,0.206,0.3861,1.8742718446601943
AFG,2015,0.4685,0.2058,0.3885,1.8877551020408163
AFG,2016,0.474,0.2028,0.3937,1.9413214990138066
AFG,2017,0.4803,0.1992,0.3994,2.005020080321285
AFG,2018,0.4803,0.1992,0.3994,2.005020080321285
AFG,2019,0.4803,0.1992,0.3994,2.005020080321285
AFG,2020,0.4803,0.1992,0.3994,2.005020080321285
AFG,2021,0.4803,0.1992,0.3994,2.005020080321285
AFG,2022,0.4803,0.1992,0.3994,2.005020080321285
AFG,2023,0.4803,0.1992,0.3994,2.005020080321285
AFG,2024,0.4803,0.1992,0.3994,2.005020080321285
ATG,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
ATG,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
ATG,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
ATG,1993,0.6851,0.0797,0.556,6.976160602258471
ATG,1994,0.6842,0.08,0.555,6.937500000000001
ATG,1995,0.6834,0.0804,0.554,6.890547263681593
ATG,1996,0.6826,0.0807,0.5531,6.853779429987609
ATG,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
ATG,1998,0.681,0.0814,0.5512,6.771498771498772
ATG,1999,0.6802,0.0818,0.5503,6.727383863080685
ATG,2000,0.6794,0.0821,0.5494,6.69183922046285
ATG,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
ATG,2002,0.6768000000000001,0.083,0.546,6.578313253012048
ATG,2003,0.6756,0.0835,0.5445,6.520958083832335
ATG,2004,0.6745,0.0839,0.543,6.471990464839094
ATG,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
ATG,2006,0.6724,0.0846,0.5403,6.386524822695036
ATG,2007,0.6714,0.085,0.539,6.341176470588235
ATG,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
ATG,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
ATG,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
ATG,2011,0.6601,0.0917,0.5303,5.78298800436205
ATG,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
ATG,2013,0.6431,0.103,0.52,5.048543689320389
ATG,2014,0.6347,0.1086,0.515,4.742173112338858
ATG,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
ATG,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
ATG,2017,0.6099,0.1251,0.4999,3.9960031974420467
ATG,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
ATG,2019,0.5937,0.136,0.4901,3.6036764705882347
ATG,2020,0.5868,0.1406,0.4857,3.45448079658606
ATG,2021,0.5868,0.1406,0.4857,3.45448079658606
ATG,2022,0.5868,0.1406,0.4857,3.45448079658606
ATG,2023,0.5868,0.1406,0.4857,3.45448079658606
ATG,2024,0.5868,0.1406,0.4857,3.45448079658606
AIA,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
AIA,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
AIA,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
AIA,1993,0.6851,0.0797,0.556,6.976160602258471
AIA,1994,0.6842,0.08,0.555,6.937500000000001
AIA,1995,0.6834,0.0804,0.554,6.890547263681593
AIA,1996,0.6826,0.0807,0.5531,6.853779429987609
AIA,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
AIA,1998,0.681,0.0814,0.5512,6.771498771498772
AIA,1999,0.6802,0.0818,0.5503,6.727383863080685
AIA,2000,0.6794,0.0821,0.5494,6.69183922046285
AIA,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
AIA,2002,0.6768000000000001,0.083,0.546,6.578313253012048
AIA,2003,0.6756,0.0835,0.5445,6.520958083832335
AIA,2004,0.6745,0.0839,0.543,6.471990464839094
AIA,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
AIA,2006,0.6724,0.0846,0.5403,6.386524822695036
AIA,2007,0.6714,0.085,0.539,6.341176470588235
AIA,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
AIA,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
AIA,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
AIA,2011,0.6601,0.0917,0.5303,5.78298800436205
AIA,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
AIA,2013,0.6431,0.103,0.52,5.048543689320389
AIA,2014,0.6347,0.1086,0.515,4.742173112338858
AIA,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
AIA,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
AIA,2017,0.6099,0.1251,0.4999,3.9960031974420467
AIA,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
AIA,2019,0.5937,0.136,0.4901,3.6036764705882347
AIA,2020,0.5868,0.1406,0.4857,3.45448079658606
AIA,2021,0.5868,0.1406,0.4857,3.45448079658606
AIA,2022,0.5868,0.1406,0.4857,3.45448079658606
AIA,2023,0.5868,0.1406,0.4857,3.45448079658606
AIA,2024,0.5868,0.1406,0.4857,3.45448079658606
ALB,1990,0.4519,0.1942,0.3061,1.5762100926879503
ALB,1991,0.4545,0.1932,0.3097,1.6030020703933745
ALB,1992,0.4574,0.192,0.3132,1.6312499999999999
ALB,1993,0.4603,0.1909,0.317,1.6605552645364066
ALB,1994,0.4633,0.1897,0.3211,1.6926726410121242
ALB,1995,0.4669,0.1883,0.3258,1.7302177376526817
ALB,1996,0.4668,0.1883,0.3256,1.7291556027615507
ALB,1997,0.4715,0.1855,0.3297,1.7773584905660378
ALB,1998,0.4722,0.1859,0.3316,1.78375470683163
ALB,1999,0.4738,0.1842,0.3317,1.8007600434310531
ALB,2000,0.4727,0.1843,0.3293,1.7867607162235486
ALB,2001,0.4761,0.1824,0.3324,1.8223684210526314
ALB,2002,0.4804,0.1803,0.3362,1.8646699944536884
ALB,2003,0.4805,0.181,0.3372,1.8629834254143647
ALB,2004,0.4769,0.1829,0.3337,1.8244942591580098
ALB,2005,0.4737,0.1846,0.3311,1.7936078006500544
ALB,2006,0.4719,0.1849,0.3291,1.7798810167658192
ALB,2007,0.4649,0.1881,0.3211,1.7070707070707072
ALB,2008,0.4715,0.186,0.3306,1.7774193548387096
ALB,2009,0.4667,0.1902,0.3279,1.7239747634069402
ALB,2010,0.4661,0.1904,0.3272,1.718487394957983
ALB,2011,0.4693,0.1894,0.3312,1.7486800422386481
ALB,2012,0.4676,0.1903,0.3301,1.7346295323173937
ALB,2013,0.4872,0.1791,0.3463,1.9335566722501394
ALB,2014,0.4976,0.1719,0.3556,2.068644560791158
ALB,2015,0.493,0.176,0.3524,2.0022727272727274
ALB,2016,0.5053,0.1645,0.3579,2.1756838905775076
ALB,2017,0.4968,0.1711,0.3543,2.070718877849211
ALB,2018,0.491,0.1749,0.3503,2.002858776443682
ALB,2019,0.4834,0.1825,0.3451,1.8909589041095891
ALB,2020,0.483,0.1827,0.345,1.8883415435139572
ALB,2021,0.4855,0.1789,0.3437,1.9211850195640023
ALB,2022,0.491,0.1728,0.3464,2.0046296296296293
ALB,2023,0.4866,0.1774,0.3438,1.9379932356257046
ALB,2024,0.4866,0.1774,0.3438,1.9379932356257046
ARM,1990,0.3092,0.2947,0.2358,0.8001357312521208
ARM,1991,0.3516,0.2706,0.2731,1.009238728750924
ARM,1992,0.3939,0.2465,0.3103,1.258823529411765
ARM,1993,0.4361,0.2225,0.3476,1.562247191011236
ARM,1994,0.4783,0.1984,0.3849,1.9400201612903227
ARM,1995,0.5205000000000001,0.1743,0.4221,2.4216867469879517
ARM,1996,0.5631,0.1502,0.4594,3.058588548601864
ARM,1997,0.5491,0.1588,0.4499,2.8331234256926954
ARM,1998,0.5328,0.1689,0.4391,2.5997631734754294
ARM,1999,0.5224,0.1752,0.432,2.4657534246575343
ARM,2000,0.507,0.1844,0.4208,2.281995661605206
ARM,2001,0.4965,0.1905,0.4128,2.1669291338582677
ARM,2002,0.5004000000000001,0.1894,0.4183,2.2085533262935586
ARM,2003,0.4883,0.1984,0.4136,2.084677419354839
ARM,2004,0.5223,0.1814,0.4458,2.4575523704520394
ARM,2005,0.5136000000000001,0.1859,0.4387,2.3598708983324364
ARM,2006,0.4453,0.2172,0.3664,1.6869244935543277
ARM,2007,0.4599,0.2078,0.3736,1.7978825794032722
ARM,2008,0.4398,0.2184,0.3581,1.6396520146520144
ARM,2009,0.4331,0.2226,0.3523,1.582659478885894
ARM,2010,0.4574,0.2123,0.3794,1.787093735280264
ARM,2011,0.4415,0.2193,0.3616,1.6488828089375285
ARM,2012,0.4407,0.2211,0.3654,1.6526458616010855
ARM,2013,0.4512,0.2137,0.369,1.7267197005147403
ARM,2014,0.4617,0.2083,0.3808,1.828132501200192
ARM,2015,0.4756,0.2018,0.395,1.9573835480673936
ARM,2016,0.4822,0.1938,0.3885,2.0046439628482973
ARM,2017,0.5038,0.1894,0.4239,2.2381203801478353
ARM,2018,0.5062,0.1877,0.4267,2.273308470964305
ARM,2019,0.4637,0.2091,0.3847,1.8397895743663317
ARM,2020,0.4637,0.2091,0.3847,1.8397895743663317
ARM,2021,0.4637,0.2091,0.3847,1.8397895743663317
ARM,2022,0.4637,0.2091,0.3847,1.8397895743663317
ARM,2023,0.4637,0.2091,0.3847,1.8397895743663317
ARM,2024,0.4637,0.2091,0.3847,1.8397895743663317
AGO,1990,0.6772,0.0947,0.5783,6.106652587117212
AGO,1991,0.6772,0.0947,0.5783,6.106652587117212
AGO,1992,0.6772,0.0947,0.5783,6.106652587117212
AGO,1993,0.6772,0.0947,0.5783,6.106652587117212
AGO,1994,0.6772,0.0947,0.5783,6.106652587117212
AGO,1995,0.6772,0.0947,0.5783,6.106652587117212
AGO,1996,0.6772,0.0947,0.5783,6.106652587117212
AGO,1997,0.6772,0.0947,0.5783,6.106652587117212
AGO,1998,0.6772,0.0947,0.5783,6.106652587117212
AGO,1999,0.6772,0.0947,0.5783,6.106652587117212
AGO,2000,0.6772,0.0947,0.5783,6.106652587117212
AGO,2001,0.667,0.0991,0.5671,5.72250252270434
AGO,2002,0.6568,0.1036,0.5559000000000001,5.365830115830117
AGO,2003,0.6466000000000001,0.1081,0.5447000000000001,5.038852913968548
AGO,2004,0.6364000000000001,0.1126,0.5334,4.737122557726465
AGO,2005,0.6262,0.1171,0.5222,4.459436379163108
AGO,2006,0.6161,0.1216,0.511,4.202302631578948
AGO,2007,0.6059,0.1261,0.4998,3.9635210150674074
AGO,2008,0.5957,0.1306,0.4885,3.7404287901990814
AGO,2009,0.6039,0.1271,0.4974,3.9134539732494105
AGO,2010,0.6121,0.1235,0.5062,4.098785425101214
AGO,2011,0.6203000000000001,0.12,0.5151,4.2925
AGO,2012,0.6285000000000001,0.1164,0.524,4.501718213058419
AGO,2013,0.6367,0.1129,0.5328,4.719220549158548
AGO,2014,0.6449,0.1093,0.5417000000000001,4.956084172003661
AGO,2015,0.6531,0.1058,0.5505,5.203213610586011
AGO,2016,0.6613,0.1022,0.5594,5.473581213307241
AGO,2017,0.6695,0.0987,0.5682,5.756838905775076
AGO,2018,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
AGO,2019,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
AGO,2020,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
AGO,2021,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
AGO,2022,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
AGO,2023,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
AGO,2024,0.6777000000000001,0.0951,0.5771000000000001,6.068349106203996
ARG,1990,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1991,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1992,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1993,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1994,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1995,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1996,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1997,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1998,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,1999,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,2000,0.6596000000000001,0.0817,0.5057,6.189718482252143
ARG,2001,0.6751,0.0703,0.5166000000000001,7.348506401137981
ARG,2002,0.6839000000000001,0.07,0.5324,7.605714285714285
ARG,2003,0.6416000000000001,0.0965,0.5025000000000001,5.207253886010363
ARG,2004,0.6339,0.1028,0.4950000000000001,4.815175097276265
ARG,2005,0.6136,0.1092,0.4674,4.28021978021978
ARG,2006,0.5952000000000001,0.1162,0.4455,3.833907056798623
ARG,2007,0.6115,0.1145,0.4742,4.141484716157205
ARG,2008,0.5714,0.1284,0.414,3.2242990654205608
ARG,2009,0.5762,0.1221,0.4171,3.416052416052416
ARG,2010,0.5740000000000001,0.1282,0.4258,3.3213728549141965
ARG,2011,0.5539000000000001,0.1366,0.4003,2.930453879941435
ARG,2012,0.5417000000000001,0.1404,0.3881,2.7642450142450143
ARG,2013,0.549,0.1397,0.3985,2.852541159627774
ARG,2014,0.5695,0.1294,0.416,3.21483771251932
ARG,2015,0.5678000000000001,0.1312,0.4165,3.174542682926829
ARG,2016,0.5662,0.1331,0.4172,3.1344853493613827
ARG,2017,0.5640000000000001,0.1346,0.4179,3.1047548291233285
ARG,2018,0.5630000000000001,0.1347,0.4176,3.100222717149221
ARG,2019,0.5822,0.1266,0.437,3.4518167456556084
ARG,2020,0.6113000000000001,0.1063,0.4511,4.243650047036688
ARG,2021,0.5714,0.1322,0.4267,3.2276853252647504
ARG,2022,0.5721,0.1326,0.4323,3.2601809954751135
ARG,2023,0.5940000000000001,0.1221,0.4511,3.6945126945126945
ARG,2024,0.5940000000000001,0.1221,0.4511,3.6945126945126945
AUT,1990,0.3895,0.2487,0.3081,1.2388419782870927
AUT,1991,0.3877,0.2501,0.3077,1.2303078768492604
AUT,1992,0.3847,0.2516,0.3058,1.215421303656598
AUT,1993,0.3919,0.2466,0.3078,1.2481751824817517
AUT,1994,0.3941,0.2452,0.3077,1.2548939641109298
AUT,1995,0.3956,0.2426,0.3066,1.263808738664468
AUT,1996,0.3978,0.2418,0.3081,1.2741935483870968
AUT,1997,0.3988,0.2417,0.3115,1.2887877534133223
AUT,1998,0.4016,0.2416,0.3164,1.3096026490066226
AUT,1999,0.3877,0.2489,0.3039,1.2209722780233025
AUT,2000,0.399,0.2434,0.3164,1.2999178307313066
AUT,2001,0.392,0.2475,0.3102,1.2533333333333332
AUT,2002,0.3978,0.2442,0.3154,1.2915642915642915
AUT,2003,0.3997,0.2428,0.3158,1.3006589785831961
AUT,2004,0.4002,0.244,0.3198,1.310655737704918
AUT,2005,0.3988,0.2439,0.3149,1.2911029110291103
AUT,2006,0.4041,0.2414,0.3221,1.3342999171499585
AUT,2007,0.4051,0.2402,0.3207,1.3351373855120732
AUT,2008,0.4072,0.2383,0.3198,1.342005874947545
AUT,2009,0.3999,0.2402,0.3082,1.2830974188176518
AUT,2010,0.4087,0.2366,0.3203,1.3537616229923921
AUT,2011,0.4074,0.2368,0.3171,1.3391047297297296
AUT,2012,0.4032,0.2394,0.3131,1.3078529657477025
AUT,2013,0.3945,0.2449,0.3096,1.264189465087791
AUT,2014,0.3905,0.2469,0.3054,1.2369380315917375
AUT,2015,0.3954,0.2439,0.3072,1.259532595325953
AUT,2016,0.4057,0.2397,0.3209,1.3387567793074677
AUT,2017,0.3953,0.2445,0.3099,1.2674846625766871
AUT,2018,0.3996,0.2417,0.3113,1.2879602813405049
AUT,2019,0.3927,0.2465,0.3076,1.247870182555781
AUT,2020,0.3927,0.2465,0.3076,1.247870182555781
AUT,2021,0.3923,0.2471,0.3072,1.2432213678672601
AUT,2022,0.3922,0.2473,0.3076,1.2438334007278609
AUT,2023,0.3952,0.2458,0.3118,1.2685109845402769
AUT,2024,0.3952,0.2458,0.3118,1.2685109845402769
AUS,1990,0.4388,0.1874,0.2693,1.4370330843116328
AUS,1991,0.4505,0.187,0.2961,1.583422459893048
AUS,1992,0.4453,0.1908,0.2928,1.5345911949685536
AUS,1993,0.452,0.1872,0.299,1.597222222222222
AUS,1994,0.456,0.1851,0.3036,1.640194489465154
AUS,1995,0.4587,0.1843,0.3089,1.6760716223548564
AUS,1996,0.4566,0.1865,0.3095,1.6595174262734584
AUS,1997,0.455,0.185,0.3035,1.6405405405405404
AUS,1998,0.4624,0.1818,0.3108,1.7095709570957098
AUS,1999,0.465,0.1799,0.3115,1.7315175097276263
AUS,2000,0.468,0.1793,0.319,1.7791411042944787
AUS,2001,0.4611,0.186,0.3172,1.7053763440860215
AUS,2002,0.4754,0.1766,0.3264,1.8482446206115515
AUS,2003,0.4706,0.1809,0.3262,1.8032061912658925
AUS,2004,0.4749,0.1803,0.3331,1.8474764281752636
AUS,2005,0.4814000000000001,0.1759,0.337,1.915861284820921
AUS,2006,0.4824,0.1757,0.3383,1.92544109277177
AUS,2007,0.4814000000000001,0.1785,0.3416,1.9137254901960785
AUS,2008,0.4879,0.1726,0.3431,1.9878331402085747
AUS,2009,0.4885,0.1763,0.3514,1.993193420306296
AUS,2010,0.4869,0.1762,0.3488,1.9795686719636776
AUS,2011,0.4869,0.1772,0.3516,1.9841986455981944
AUS,2012,0.4876,0.1762,0.3509,1.9914869466515324
AUS,2013,0.4879,0.175,0.3483,1.9902857142857144
AUS,2014,0.4883,0.1748,0.3487,1.9948512585812357
AUS,2015,0.4897,0.1714,0.3449,2.012252042007001
AUS,2016,0.4829,0.1743,0.3374,1.9357429718875498
AUS,2017,0.4876,0.1729,0.3436,1.9872758820127243
AUS,2018,0.4798,0.1782,0.3376,1.8945005611672279
AUS,2019,0.4824,0.1718,0.3293,1.9167636786961582
AUS,2020,0.4819000000000001,0.1773,0.3406,1.9210377890580936
AUS,2021,0.4921,0.1738,0.3541,2.0373993095512084
AUS,2022,0.4923,0.1723,0.3517,2.041207196749855
AUS,2023,0.4936,0.1711,0.3516,2.054938632378726
AUS,2024,0.4936,0.1711,0.3516,2.054938632378726
ABW,1990,0.6879000000000001,0.0783,0.5592,7.1417624521072804
ABW,1991,0.6868000000000001,0.0789,0.558,7.072243346007605
ABW,1992,0.6859000000000001,0.0793,0.557,7.023959646910468
ABW,1993,0.6851,0.0797,0.556,6.976160602258471
ABW,1994,0.6842,0.08,0.555,6.937500000000001
ABW,1995,0.6834,0.0804,0.554,6.890547263681593
ABW,1996,0.6826,0.0807,0.5531,6.853779429987609
ABW,1997,0.6818000000000001,0.0811,0.5521,6.807644882860666
ABW,1998,0.681,0.0814,0.5512,6.771498771498772
ABW,1999,0.6802,0.0818,0.5503,6.727383863080685
ABW,2000,0.6794,0.0821,0.5494,6.69183922046285
ABW,2001,0.6781,0.0826,0.5477000000000001,6.6307506053268765
ABW,2002,0.6768000000000001,0.083,0.546,6.578313253012048
ABW,2003,0.6756,0.0835,0.5445,6.520958083832335
ABW,2004,0.6745,0.0839,0.543,6.471990464839094
ABW,2005,0.6734,0.0843,0.5416000000000001,6.42467378410439
ABW,2006,0.6724,0.0846,0.5403,6.386524822695036
ABW,2007,0.6714,0.085,0.539,6.341176470588235
ABW,2008,0.6704,0.0853,0.5378000000000001,6.304806565064479
ABW,2009,0.6695,0.0857,0.5366000000000001,6.261376896149359
ABW,2010,0.6687000000000001,0.086,0.5355,6.226744186046512
ABW,2011,0.6601,0.0917,0.5303,5.78298800436205
ABW,2012,0.6516000000000001,0.0974,0.5252,5.392197125256674
ABW,2013,0.6431,0.103,0.52,5.048543689320389
ABW,2014,0.6347,0.1086,0.515,4.742173112338858
ABW,2015,0.6264000000000001,0.1141,0.5099,4.46888694127958
ABW,2016,0.6182000000000001,0.1197,0.5049,4.218045112781955
ABW,2017,0.6099,0.1251,0.4999,3.9960031974420467
ABW,2018,0.6018,0.1306,0.4950000000000001,3.79019908116386
ABW,2019,0.5937,0.136,0.4901,3.6036764705882347
ABW,2020,0.5868,0.1406,0.4857,3.45448079658606
ABW,2021,0.5868,0.1406,0.4857,3.45448079658606
ABW,2022,0.5868,0.1406,0.4857,3.45448079658606
ABW,2023,0.5868,0.1406,0.4857,3.45448079658606
ABW,2024,0.5868,0.1406,0.4857,3.45448079658606
AZE,1990,0.3092,0.2947,0.2358,0.8001357312521208
AZE,1991,0.3538,0.2683,0.2729,1.0171449869549012
AZE,1992,0.3982,0.2419,0.31,1.281521289789169
AZE,1993,0.4427,0.21560000000000001,0.3471,1.6099257884972171
AZE,1994,0.4871,0.1892,0.3842,2.0306553911205074
AZE,1995,0.5318,0.1628,0.4214,2.5884520884520885
AZE,1996,0.5357000000000001,0.1613,0.4267,2.6453812771233727
AZE,1997,0.5369,0.1615,0.4299,2.6619195046439628
AZE,1998,0.5304,0.1662,0.4276,2.5728038507821904
AZE,1999,0.532,0.1659,0.4308,2.5967450271247743
AZE,2000,0.5241,0.1716,0.4274,2.4906759906759905
AZE,2001,0.5202,0.1746,0.4268,2.4444444444444446
AZE,2002,0.4296,0.2315,0.3665,1.5831533477321813
AZE,2003,0.4277,0.2309,0.3613,1.5647466435686446
AZE,2004,0.4259,0.2356,0.3688,1.5653650254668932
AZE,2005,0.4419,0.2244,0.3772,1.6809269162210339
AZE,2006,0.5038,0.1854,0.4169,2.2486515641855447
AZE,2007,0.5181,0.1764,0.426,2.4149659863945576
AZE,2008,0.4372,0.2273,0.3743,1.6467223933128026
AZE,2009,0.4324,0.2303,0.3712,1.6118106817194962
AZE,2010,0.4228,0.2364,0.3651,1.5444162436548223
AZE,2011,0.4311,0.2311,0.3704,1.6027693639117266
AZE,2012,0.4407,0.2251,0.3765,1.6725899600177698
AZE,2013,0.4337,0.2295,0.372,1.6209150326797386
AZE,2014,0.4336,0.2295,0.372,1.6209150326797386
AZE,2015,0.4251,0.2349,0.3666,1.5606641123882503
AZE,2016,0.4124,0.2429,0.3586,1.4763277068752572
AZE,2017,0.4265,0.234,0.3675,1.5705128205128205
AZE,2018,0.4265,0.234,0.3675,1.5705128205128205
AZE,2019,0.4265,0.234,0.3675,1.5705128205128205
