ISO3,year,eci,FHI_pr,FHI_cl,FHI_status,cpi,hdi
DZA,1999,-0.6868493135,6,5,NF,NA,0.643
DZA,1998,-0.8406770245,6,5,NF,NA,0.634
DZA,2000,-0.7896694508,6,5,NF,NA,0.651
DZA,2001,-0.682260418,6,5,NF,NA,0.659
DZA,2005,-0.6930978976,NF,6,5,NA,0.692
DZA,2003,-0.7215040475,6,5,NF,NA,0.677
DZA,2002,-0.8593053158,6,5,NF,NA,0.669
DZA,2004,-0.7310599655,6,5,NF,NA,0.685
DZA,2006,-0.7692209326,6,5,NF,NA,0.698
DZA,2009,-0.6036632794,6,5,NF,NA,0.714
DZA,2010,-0.7105656232,6,5,NF,NA,0.718
DZA,2022,-0.7153317957,6,5,NF,33,0.761
DZA,2007,-0.7573981135,6,5,NF,NA,0.704
DZA,2011,-0.7544055689,6,5,NF,NA,0.718
DZA,2008,-0.7278217464,6,5,NF,NA,0.711
DZA,2023,-0.7475989307,6,5,NF,36,0.763
DZA,2017,-0.9928442642,6,5,NF,33,0.746
DZA,2016,-1.0325600136,6,5,NF,34,0.743
DZA,2018,-0.9881302492,6,5,NF,35,0.749
DZA,2019,-1.0544071113,6,5,NF,35,0.753
DZA,2012,-1.0715146861,6,5,NF,34,0.723
DZA,2021,-0.9834207663,6,5,NF,33,0.755
DZA,2013,-1.0878082627,6,5,NF,36,0.727
DZA,2015,-1.0011054839,6,5,NF,36,0.737
DZA,2014,-1.0490538954,6,5,NF,36,0.732
DZA,2020,-1.2247462254,6,5,NF,36,0.742
EGY,1998,-0.6164514098,6,6,NF,NA,0.629
EGY,2005,-0.3495038849,NF,6,5,NA,0.648
EGY,2017,-0.0880553471,6,6,NF,32,0.72
EGY,2018,-0.0950502412,6,6,NF,35,0.728
EGY,2020,-0.1484934818,6,6,NF,33,0.736
EGY,2016,-0.1241391884,6,5,NF,34,0.713
EGY,2019,-0.1467538065,6,6,NF,35,0.736
EGY,2023,-0.1091920678,6,6,NF,35,0.754
EGY,1999,-0.6058786276,6,5,NF,NA,0.634
EGY,2004,-0.4223333471,6,5,NF,NA,0.645
EGY,2021,-0.0952148189,6,6,NF,33,0.738
EGY,2000,-0.5960269839,6,5,NF,NA,0.639
EGY,2015,-0.1318372487,6,5,NF,36,0.706
EGY,2022,-0.1129900828,6,6,NF,30,0.751
EGY,2003,-0.5153509866,6,6,NF,NA,0.643
EGY,2002,-0.5533272069,6,6,NF,NA,0.643
EGY,2008,-0.2349489919,6,5,NF,NA,0.665
EGY,2001,-0.5915598519,6,6,NF,NA,0.642
EGY,2006,-0.3906682314,6,5,NF,NA,0.651
EGY,2009,-0.2649950008,6,5,NF,NA,0.671
EGY,2014,-0.1466010656,6,5,NF,37,0.699
EGY,2007,-0.2872831869,6,5,NF,NA,0.658
EGY,2010,-0.2850623207,6,5,NF,NA,0.677
EGY,2013,-0.2597125972,6,5,NF,32,0.695
EGY,2012,-0.3016617219,5,5,PF,32,0.689
EGY,2011,-0.3540974069,6,5,NF,NA,0.68
LBY,1998,-0.8264166145,7,7,NF,NA,0.721
LBY,2011,-0.1843760445,7,6,NF,NA,0.715
LBY,1999,-0.8654741783,7,7,NF,NA,0.724
LBY,2005,-0.5643896945,NF,7,7,NA,0.747
LBY,2001,-0.6916951736,7,7,NF,NA,0.73
LBY,2004,-0.6298104432,7,7,NF,NA,0.741
LBY,2010,-0.4069785034,7,7,NF,NA,0.755
LBY,2002,-0.8018221175,7,7,NF,NA,0.733
LBY,2012,-0.33079897,4,5,PF,21,0.758
LBY,2000,-1.0482652172,7,7,NF,NA,0.727
LBY,2003,-0.7246222432,7,7,NF,NA,0.739
LBY,2006,-0.6522999128,7,7,NF,NA,0.751
LBY,2007,-0.7018199856,7,7,NF,NA,0.754
LBY,2009,-0.6297988159,7,7,NF,NA,0.753
LBY,2017,-0.7824531042,7,6,NF,17,0.74
LBY,2008,-0.8092752617,7,7,NF,NA,0.754
LBY,2022,-0.8619213532,7,6,NF,17,0.741
LBY,2016,-0.9053397636,7,6,NF,14,0.725
LBY,2023,-0.841850336,7,6,NF,18,0.721
LBY,2013,-1.0837176239,4,5,PF,15,0.748
LBY,2018,-1.0489194079,7,6,NF,17,0.743
LBY,2021,-1.2779424236,7,6,NF,17,0.729
LBY,2015,-1.2844839161,6,6,NF,16,0.728
LBY,2019,-1.3496663847,7,6,NF,18,0.737
LBY,2020,-1.3181843258,7,6,NF,17,0.688
LBY,2014,-1.3593004477,6,6,NF,18,0.728
MAR,1998,-0.9876673888,5,4,PF,NA,0.507
MAR,1999,-0.9959706385,5,4,PF,NA,0.517
MAR,2021,-0.3574674324,5,5,PF,39,0.69
MAR,2000,-0.9285646209,5,4,PF,NA,0.528
MAR,2022,-0.3962198773,5,5,PF,38,0.704
MAR,2023,-0.3591385497,5,5,PF,38,0.71
MAR,2020,-0.5380384911,5,5,PF,40,0.683
MAR,2001,-0.9548000676,5,5,PF,NA,0.539
MAR,2002,-1.0715922491,5,5,PF,NA,0.55
MAR,2007,-0.6877103852,5,4,PF,NA,0.586
MAR,2019,-0.6014968706,5,5,PF,41,0.687
MAR,2003,-1.0924627929,5,5,PF,NA,0.56
MAR,2005,-0.9252318067,PF,5,4,NA,0.573
MAR,2006,-0.8585446265,5,4,PF,NA,0.579
MAR,2004,-1.0310603325,5,4,PF,NA,0.567
MAR,2011,-0.7485006606,5,4,PF,NA,0.619
MAR,2016,-0.7191143684,5,4,PF,37,0.665
MAR,2017,-0.6903622493,5,5,PF,40,0.674
MAR,2012,-0.7359426028,5,4,PF,37,0.629
MAR,2008,-0.7320423604,5,4,PF,NA,0.593
MAR,2009,-0.7915186346,5,4,PF,NA,0.598
MAR,2010,-0.8049531024,5,4,PF,NA,0.607
MAR,2013,-0.7867718281,5,4,PF,37,0.639
MAR,2015,-0.663991437,5,4,PF,36,0.659
MAR,2018,-0.6958868065,5,5,PF,43,0.68
MAR,2014,-0.6706965399,5,4,PF,39,0.648
SDN,2001,-0.781303145,7,7,NF,NA,NA
SDN,2003,-0.7025263502,7,7,NF,NA,NA
SDN,2002,-0.7685580419,7,7,NF,NA,NA
SDN,2004,-0.721673,7,7,NF,NA,NA
SDN,2005,-1.1976986019,NF,7,7,NA,NA
SDN,2006,-1.7142869145,7,7,NF,NA,NA
SDN,2007,-1.6731806166,7,7,NF,NA,NA
SDN,2016,-1.3849191833,7,7,NF,14,0.502
SDN,2008,-1.772122196,7,7,NF,NA,0.456
SDN,2017,-1.4382133572,7,7,NF,16,0.506
SDN,2020,-1.2976940904,7,6,NF,16,0.513
SDN,2022,-1.2876088038,7,6,NF,22,0.516
SDN,2023,-1.2434268069,7,6,NF,20,0.511
SDN,2009,-1.9137050139,7,7,NF,NA,0.469
SDN,2018,-1.379230552,7,7,NF,16,0.515
SDN,2010,-1.9453094666,7,7,NF,NA,0.479
SDN,2013,-1.443838373,7,7,NF,11,0.488
SDN,2014,-1.2985797256,7,7,NF,11,0.496
SDN,2015,-1.3215009472,7,7,NF,12,0.498
SDN,2019,-1.4485761259,7,6,NF,16,0.517
SDN,2021,-1.3126949568,7,6,NF,20,0.512
SDN,2011,-2.0265195158,7,7,NF,NA,0.476
SDN,2012,-1.6519761137,7,7,NF,13,0.482
TUN,2021,0.1873211705,3,3,PF,44,0.728
TUN,2022,0.1733837663,4,3,PF,40,0.745
TUN,2023,0.1292216186,5,3,PF,40,0.746
TUN,2020,0.0806958224,2,3,F,44,0.733
TUN,2018,0.0544807096,2,3,F,43,0.742
TUN,2019,0.0608541545,2,3,F,43,0.74
TUN,2016,-0.0190251829,1,3,F,41,0.733
TUN,2017,0.0178235611,2,3,F,42,0.737
TUN,2015,0.0023490285,1,3,F,38,0.728
TUN,2011,-0.1007992555,3,4,PF,NA,0.718
TUN,2014,0.0135062709,1,3,F,40,0.725
TUN,2005,-0.3361718805,NF,6,5,NA,0.69
TUN,2012,-0.0747886915,3,4,PF,41,0.72
TUN,2004,-0.405988039,6,5,NF,NA,0.683
TUN,2003,-0.4758011206,6,5,NF,NA,0.673
TUN,2008,-0.1960689739,7,5,NF,NA,0.709
TUN,2001,-0.5417288279,6,5,NF,NA,0.661
TUN,2002,-0.5276914659,6,5,NF,NA,0.667
TUN,2006,-0.3258821803,6,5,NF,NA,0.697
TUN,2007,-0.1956727228,7,5,NF,NA,0.703
TUN,2009,-0.200014884,7,5,NF,NA,0.713
TUN,2013,-0.1090456204,3,3,PF,41,0.722
TUN,2010,-0.1846748104,7,5,NF,NA,0.717
TUN,1999,-0.8373773502,6,5,NF,NA,0.646
TUN,1998,-0.8918542695,6,5,NF,NA,0.636
TUN,2000,-0.717315987,6,5,NF,NA,0.654
ETH,2022,-0.7769519147,6,6,NF,38,0.494
ETH,2021,-0.8392735298,5,6,NF,39,0.487
ETH,2018,-0.7734315657,6,6,NF,34,0.476
ETH,2020,-0.8864148422,6,6,NF,38,0.486
ETH,2009,-0.9100045729,5,5,PF,NA,0.405
ETH,2019,-0.8743185094,6,6,NF,37,0.482
ETH,2023,-0.835690556,6,6,NF,37,0.497
ETH,2010,-1.0017931752,6,6,NF,NA,0.415
ETH,2017,-0.9182640035,7,6,NF,35,0.47
ETH,2016,-0.9954494476,7,6,NF,34,0.463
ETH,2011,-1.0814076842,6,6,NF,NA,0.425
ETH,2014,-1.0320388849,6,6,NF,33,0.449
ETH,2015,-1.0127298435,7,6,NF,33,0.456
ETH,2012,-1.1495445302,6,6,NF,33,0.433
ETH,2013,-1.1835300944,6,6,NF,33,0.441
KEN,1998,-0.2141163188,6,5,NF,NA,0.496
KEN,2000,-0.1452542243,6,5,NF,NA,0.5
KEN,1999,-0.1484483937,6,5,NF,NA,0.499
KEN,2001,-0.2030740455,6,5,NF,NA,0.505
KEN,2002,-0.3355305042,4,4,PF,NA,0.504
KEN,2003,-0.5390706481,3,3,PF,NA,0.515
KEN,2004,-0.5487323892,3,3,PF,NA,0.526
KEN,2005,-0.5148776158,PF,3,3,NA,0.532
KEN,2006,-0.4378106223,3,3,PF,NA,0.541
KEN,2007,-0.3204574279,4,3,PF,NA,0.548
KEN,2008,-0.3410492778,4,3,PF,NA,0.553
KEN,2009,-0.3653229336,4,4,PF,NA,0.553
KEN,2010,-0.4167365612,4,3,PF,NA,0.552
KEN,2019,-0.5208131021,4,4,PF,28,0.611
KEN,2020,-0.4951463302,4,4,PF,31,0.6
KEN,2018,-0.5428731118,4,4,PF,27,0.605
KEN,2021,-0.5599400401,4,4,PF,30,0.608
KEN,2014,-0.4467084306,4,4,PF,25,0.576
KEN,2016,-0.5656600202,4,4,PF,26,0.594
KEN,2011,-0.553203551,4,3,PF,NA,0.56
KEN,2012,-0.5484721598,4,4,PF,27,0.565
KEN,2017,-0.5872214488,4,4,PF,28,0.599
KEN,2023,-0.4711243226,4,4,PF,31,0.628
KEN,2015,-0.4959509824,4,4,PF,25,0.583
KEN,2022,-0.5598673379,4,4,PF,32,0.626
KEN,2013,-0.5738839416,4,4,PF,27,0.57
MDG,2012,-1.0600166536,6,4,PF,32,0.496
MDG,2009,-1.1889129944,6,4,PF,NA,0.493
MDG,2021,-1.1549799417,3,4,PF,26,0.481
MDG,2013,-1.2314022694,5,4,PF,28,0.497
MDG,2022,-1.216915505,3,4,PF,26,0.483
MDG,2023,-1.1533077912,3,4,PF,25,0.487
MDG,2020,-1.2788791638,3,4,PF,25,0.483
MDG,2016,-1.396814457,3,4,PF,26,0.501
MDG,2017,-1.3622582957,3,4,PF,24,0.505
MDG,2014,-1.2517883305,4,4,PF,28,0.5
MDG,2015,-1.2468597649,3,4,PF,28,0.501
MDG,2018,-1.3444043753,3,4,PF,25,0.501
MDG,2019,-1.3472963508,3,3,PF,24,0.495
MOZ,2005,-0.8477607918,PF,3,4,NA,0.371
MOZ,2004,-0.9372608909,3,4,PF,NA,0.36
MOZ,2006,-1.0287189451,3,4,PF,NA,0.379
MOZ,2007,-1.0385646897,3,3,PF,NA,0.392
MOZ,2008,-1.0480083111,3,3,PF,NA,0.403
MOZ,2009,-1.0677460899,4,3,PF,NA,0.411
MOZ,2010,-1.1726853026,4,3,PF,NA,0.419
MOZ,2013,-1.0406029407,4,3,PF,30,0.443
MOZ,2011,-1.0889379694,4,3,PF,NA,0.424
MOZ,2020,-1.2013350473,5,4,PF,25,0.477
MOZ,2015,-1.1234750228,4,4,PF,31,0.457
MOZ,2016,-1.2400490954,4,4,PF,27,0.46
MOZ,2019,-1.2813886725,5,4,PF,26,0.475
MOZ,2014,-1.1870401735,4,3,PF,31,0.45
MOZ,2017,-1.3124525724,4,4,PF,25,0.461
MOZ,2018,-1.2674943016,4,4,PF,23,0.469
MOZ,2012,-1.2477392361,4,3,PF,31,0.431
MOZ,2022,-1.2735896745,5,4,PF,26,0.49
MOZ,2021,-1.2846493245,5,4,PF,26,0.478
MOZ,2023,-1.2692319571,5,4,PF,25,0.493
MWI,2012,-0.8844577909,3,4,PF,37,0.488
MWI,2013,-0.8629040684,3,4,PF,37,0.494
SSD,2016,-2.1100688885,7,7,NF,11,0.297
SSD,2017,-2.1666831281,7,7,NF,12,0.292
SSD,2019,-2.1588379807,7,7,NF,12,0.403
SSD,2018,-2.0568968543,7,7,NF,13,0.371
SSD,2014,-2.7855158359,7,6,NF,15,0.343
SSD,2015,-2.9330544944,7,6,NF,15,0.317
TZA,2009,-0.6586376341,4,3,PF,NA,0.504
TZA,2019,-0.6723675726,5,5,PF,37,0.546
TZA,2020,-0.7008237129,5,5,PF,38,0.554
TZA,2008,-0.7076735975,4,3,PF,NA,0.495
TZA,2005,-1.0365977036,PF,4,3,NA,0.465
TZA,2007,-0.7257991073,4,3,PF,NA,0.486
TZA,2018,-0.6610101811,4,5,PF,36,0.537
TZA,2004,-1.1865296578,4,3,PF,NA,0.455
TZA,2006,-0.9754930955,4,3,PF,NA,0.477
TZA,2010,-0.8595296597,3,3,PF,NA,0.513
TZA,2011,-0.8046225737,3,3,PF,NA,0.516
TZA,2012,-0.8051656465,3,3,PF,35,0.519
TZA,2013,-0.8314888875,3,3,PF,33,0.521
TZA,2014,-0.8607525758,3,3,PF,31,0.521
TZA,2015,-0.9781728235,3,4,PF,30,0.52
TZA,2016,-1.0624587273,3,4,PF,32,0.52
TZA,2017,-1.1702712017,4,4,PF,36,0.528
TZA,2022,-1.1752358405,5,5,PF,38,0.554
TZA,2023,-1.1349708809,5,5,PF,40,0.555
TZA,2021,-1.1777394675,5,5,PF,39,0.548
UGA,2016,-0.3950629942,6,5,NF,25,0.553
UGA,2014,-0.2849494973,6,5,NF,26,0.539
UGA,2015,-0.3244692124,6,5,NF,25,0.547
UGA,2013,-0.4199521174,6,4,PF,26,0.532
UGA,2012,-0.5282862719,5,4,PF,29,0.526
UGA,2017,-0.5501556711,6,4,PF,26,0.557
UGA,2008,-0.5057467698,5,4,PF,NA,0.502
UGA,2009,-0.4992899637,5,4,PF,NA,0.509
UGA,2010,-0.5104265457,5,4,PF,NA,0.514
UGA,2011,-0.5946453524,5,4,PF,NA,0.522
UGA,2023,-0.6157155566,6,5,NF,26,0.582
UGA,2018,-0.6611393103,6,5,NF,26,0.563
UGA,2019,-0.813976043,6,5,NF,28,0.569
UGA,2022,-0.7438863693,6,5,NF,26,0.578
UGA,2020,-0.9774267622,6,5,NF,27,0.571
UGA,2021,-0.9367343077,6,5,NF,27,0.573
AGO,1998,-1.3313775834,6,6,NF,NA,NA
AGO,1999,-1.6533252116,6,6,NF,NA,0.379
AGO,2000,-1.8137180091,6,6,NF,NA,0.391
AGO,2001,-1.7415322299,6,6,NF,NA,0.401
AGO,2002,-1.7429947368,6,5,NF,NA,0.417
AGO,2005,-1.6806712888,NF,6,5,NA,0.463
AGO,2003,-1.807400574,6,5,NF,NA,0.435
AGO,2004,-1.6306248582,6,5,NF,NA,0.448
AGO,2006,-1.8688553373,6,5,NF,NA,0.475
AGO,2007,-1.7036526436,6,5,NF,NA,0.492
AGO,2010,-1.2415911692,6,5,NF,NA,0.528
AGO,2009,-1.3986890926,6,5,NF,NA,0.517
AGO,2008,-1.6552197322,6,5,NF,NA,0.504
AGO,2011,-1.5303478949,6,5,NF,NA,0.545
AGO,2023,-1.229129349,6,5,NF,33,0.616
AGO,2016,-1.4771719546,6,6,NF,18,0.609
AGO,2013,-1.4320031693,6,5,NF,23,0.567
AGO,2021,-1.2942575171,6,5,NF,29,0.609
AGO,2017,-1.4895315134,6,6,NF,19,0.61
AGO,2018,-1.4496467376,6,5,NF,19,0.611
AGO,2022,-1.454026729,6,5,NF,33,0.615
AGO,2012,-1.594486395,6,5,NF,22,0.557
AGO,2019,-1.4500635525,6,5,NF,26,0.611
AGO,2020,-1.3664242002,6,5,NF,27,0.61
AGO,2014,-1.3806050973,6,5,NF,19,0.577
AGO,2015,-1.5775347895,6,6,NF,15,0.603
CMR,1998,-1.7929799128,7,5,NF,NA,0.433
CMR,2002,-1.3196733717,6,6,NF,NA,0.458
CMR,1999,-1.7763302446,7,6,NF,NA,0.434
CMR,2000,-1.8310305672,7,6,NF,NA,0.439
CMR,2003,-1.3275203739,6,6,NF,NA,0.465
CMR,2001,-1.585425982,6,6,NF,NA,0.458
CMR,2016,-0.8678736572,6,6,NF,26,0.579
CMR,2004,-1.3282472668,6,6,NF,NA,0.47
CMR,2017,-0.8887548414,6,6,NF,25,0.581
CMR,2009,-1.0495561463,6,6,NF,NA,0.516
CMR,2015,-0.8424052276,6,6,NF,27,0.575
CMR,2005,-1.6949289857,NF,6,6,NA,0.472
CMR,2014,-0.9050599922,6,6,NF,27,0.566
CMR,2008,-1.1291351775,6,6,NF,NA,0.501
CMR,2007,-1.317694921,6,6,NF,NA,0.485
CMR,2013,-0.9569946098,6,6,NF,25,0.558
CMR,2006,-1.7351509934,6,6,NF,NA,0.473
CMR,2021,-0.9710513689,6,6,NF,27,0.574
CMR,2010,-1.204668275,6,6,NF,NA,0.529
CMR,2020,-1.0937226786,6,6,NF,25,0.579
CMR,2019,-1.0889540049,6,6,NF,25,0.582
CMR,2022,-1.0145683511,6,6,NF,26,0.581
CMR,2011,-1.1437751948,6,6,NF,NA,0.538
CMR,2012,-1.1158762777,6,6,NF,26,0.549
CMR,2018,-1.1298877978,6,6,NF,25,0.582
CMR,2023,-1.1970604441,6,6,NF,27,0.588
COD,2013,-0.9374567568,6,6,NF,22,0.456
COD,2011,-1.0719600622,6,6,NF,NA,0.447
COD,2007,-1.6725434265,5,6,NF,NA,0.417
COD,2008,-1.3924389348,6,6,NF,NA,0.426
COD,2012,-1.1052075473,6,6,NF,21,0.451
COD,2009,-1.5756035385,6,6,NF,NA,0.431
COD,2019,-1.3029578808,7,6,NF,18,0.501
COD,2010,-1.6493309338,6,6,NF,NA,0.44
COD,2017,-1.4492785746,7,6,NF,21,0.491
COD,2018,-1.4091880411,7,6,NF,20,0.497
COD,2016,-1.5967207535,7,6,NF,21,0.487
COD,2020,-1.3394852045,7,6,NF,18,0.506
COD,2015,-1.4930711725,6,6,NF,22,0.477
COD,2022,-1.676470783,7,6,NF,20,0.514
COD,2021,-1.7142211173,7,6,NF,19,0.508
COD,2023,-1.937604893,7,6,NF,20,0.522
COD,2014,-1.6344020958,6,6,NF,22,0.467
COG,2000,-1.3693957293,6,4,PF,NA,0.545
COG,2001,-1.3123789388,5,4,PF,NA,0.55
COG,2002,-1.636930619,6,4,PF,NA,0.552
COG,2003,-1.7430344522,5,4,PF,NA,0.553
COG,2018,-0.8270262676,7,5,NF,19,0.64
COG,2020,-0.9598389278,7,5,NF,19,0.643
COG,2019,-0.9585453391,7,5,NF,19,0.634
COG,2005,-1.8248172614,PF,5,5,NA,0.569
COG,2004,-1.8571505573,5,4,PF,NA,0.557
COG,2010,-1.1900257709,6,5,NF,NA,0.609
COG,2017,-0.9958199692,7,5,NF,21,0.635
COG,2008,-1.3429272915,6,5,NF,NA,0.591
COG,2009,-1.2017238531,6,5,NF,NA,0.602
COG,2006,-1.9913902095,6,5,NF,NA,0.582
COG,2016,-1.1535979678,7,5,NF,20,0.64
COG,2021,-1.0949543331,7,6,NF,21,0.643
COG,2007,-1.8332289771,6,5,NF,NA,0.583
COG,2011,-1.5153584683,6,5,NF,NA,0.613
COG,2012,-1.2941020852,6,5,NF,26,0.624
COG,2022,-1.4219043803,7,6,NF,21,0.644
COG,2014,-1.3060446851,6,5,NF,23,0.639
COG,2013,-1.4620393593,6,5,NF,22,0.63
COG,2015,-1.4940813857,6,5,NF,23,0.643
COG,2023,-1.7340172418,7,6,NF,22,0.649
GAB,2000,-0.8966599206,5,4,PF,NA,0.652
GAB,1999,-1.136515753,5,4,PF,NA,0.653
GAB,2017,-0.5308658361,7,5,NF,32,0.726
GAB,2019,-0.5364209586,7,5,NF,31,0.73
GAB,2018,-0.5181673117,7,5,NF,31,0.727
GAB,1998,-1.3911976131,5,4,PF,NA,0.654
GAB,2016,-0.5683816073,6,5,NF,35,0.724
GAB,2020,-0.6024969223,7,5,NF,30,0.732
GAB,2023,-0.6223058924,7,5,NF,28,0.733
GAB,2021,-0.684928695,7,5,NF,31,0.72
GAB,2001,-1.4145150069,5,4,PF,NA,0.657
GAB,2022,-0.7349316915,7,5,NF,29,0.73
GAB,2002,-1.4647269928,5,4,PF,NA,0.661
GAB,2003,-1.3768017766,5,4,PF,NA,0.664
GAB,2004,-1.5040294498,5,4,PF,NA,0.665
GAB,2014,-0.922782151,6,5,NF,37,0.716
GAB,2006,-1.7220468497,6,4,PF,NA,0.67
GAB,2012,-1.0577692306,6,5,NF,35,0.699
GAB,2005,-1.8759289521,PF,6,4,NA,0.671
GAB,2015,-0.9705741754,6,5,NF,34,0.72
GAB,2013,-1.1149978682,6,5,NF,34,0.707
GAB,2007,-1.7250431026,6,4,PF,NA,0.674
GAB,2010,-1.4473334859,6,5,NF,NA,0.684
GAB,2011,-1.3844040424,6,5,NF,NA,0.69
GAB,2008,-1.665949794,6,4,PF,NA,0.675
GAB,2009,-1.8110921259,6,5,NF,NA,0.681
TCD,2010,0.0087737123,7,6,NF,NA,0.375
TCD,2011,-0.1596098072,7,6,NF,NA,0.384
TCD,2006,-1.3164285298,6,6,NF,NA,0.339
TCD,2012,-1.0473562802,7,6,NF,19,0.391
TCD,2009,-1.4446307286,7,6,NF,NA,0.369
TCD,2007,-2.0626231846,7,6,NF,NA,0.35
TCD,2008,-2.5118783465,7,6,NF,NA,0.354
TCD,2016,-1.8523750006,7,6,NF,20,0.396
TCD,2017,-1.6785364768,7,6,NF,20,0.397
TCD,2018,-1.7928415403,7,6,NF,19,0.402
TCD,2020,-1.5369072505,7,6,NF,21,0.408
TCD,2022,-1.8703582692,7,6,NF,19,0.414
TCD,2013,-2.1772012879,7,6,NF,19,0.396
TCD,2014,-2.5145764578,7,6,NF,22,0.401
TCD,2015,-2.1508225411,7,6,NF,22,0.396
TCD,2021,-1.9478587669,7,6,NF,20,0.408
TCD,2023,-2.4091673042,7,6,NF,20,0.416
BWA,2001,-0.2373082487,2,2,F,NA,0.595
BWA,2010,-0.113387381,3,2,F,NA,0.652
BWA,2002,-0.4466995532,2,2,F,NA,0.594
BWA,2011,-0.1563583113,3,2,F,NA,0.661
BWA,2009,-0.2544650027,3,2,F,NA,0.644
BWA,2012,-0.2730755837,3,2,F,65,0.667
BWA,2003,-0.6768409867,2,2,F,NA,0.602
BWA,2013,-0.3388349571,3,2,F,64,0.676
BWA,2004,-0.666637142,2,2,F,NA,0.608
BWA,2014,-0.2805460082,3,2,F,63,0.685
BWA,2018,-0.483674463,3,2,F,61,0.71
BWA,2019,-0.438089724,3,2,F,61,0.718
BWA,2017,-0.4286928345,3,2,F,61,0.704
BWA,2023,-0.4066969843,3,2,F,59,0.731
BWA,2015,-0.3386107111,3,2,F,63,0.69
BWA,2005,-0.7094874832,F,2,2,NA,0.616
BWA,2016,-0.5205608239,3,2,F,60,0.696
BWA,2020,-0.5000600581,3,2,F,60,0.718
BWA,2022,-0.510945399,3,2,F,60,0.729
BWA,2008,-0.5464083515,2,2,F,NA,0.645
BWA,2006,-0.8387987283,2,2,F,NA,0.627
BWA,2021,-0.6393072714,3,2,F,55,0.7
BWA,2007,-0.7683440856,2,2,F,NA,0.64
NAM,2003,-0.3075301852,2,3,F,NA,0.558
NAM,2004,-0.4224517434,2,3,F,NA,0.563
NAM,2005,-0.4766843154,F,2,2,NA,0.564
NAM,2015,-0.3114415921,2,2,F,53,0.63
NAM,2006,-0.5753793726,2,2,F,NA,0.569
NAM,2010,-0.4121192402,2,2,F,NA,0.591
NAM,2016,-0.5160601315,2,2,F,52,0.634
NAM,2011,-0.4676673994,2,2,F,NA,0.598
NAM,2014,-0.347051307,2,2,F,49,0.624
NAM,2009,-0.4889189457,2,2,F,NA,0.585
NAM,2007,-0.5684929777,2,2,F,NA,0.576
NAM,2013,-0.5347635038,2,2,F,48,0.616
NAM,2017,-0.598229856,2,2,F,51,0.638
NAM,2008,-0.5994982263,2,2,F,NA,0.581
NAM,2018,-0.6304739332,3,2,F,53,0.642
NAM,2012,-0.6541444707,2,2,F,48,0.607
NAM,2019,-0.7042755665,2,2,F,52,0.647
NAM,2022,-0.7066339516,2,2,F,49,0.649
NAM,2021,-0.7119271233,2,2,F,49,0.631
NAM,2020,-0.7399432736,2,2,F,51,0.647
NAM,2023,-0.735227921,2,2,F,49,0.665
ZAF,1998,0.5453028149,1,2,F,NA,0.634
ZAF,2002,0.4674923882,1,2,F,NA,0.614
ZAF,1999,0.4392384797,1,2,F,NA,0.626
ZAF,2000,0.419329387,1,2,F,NA,0.618
ZAF,2003,0.3872673821,1,2,F,NA,0.61
ZAF,2004,0.3262246055,1,2,F,NA,0.613
ZAF,2005,0.3955757504,F,1,2,NA,0.616
ZAF,2001,0.3882892926,1,2,F,NA,0.613
ZAF,2006,0.365414753,2,2,F,NA,0.622
ZAF,2007,0.3933343037,2,2,F,NA,0.632
ZAF,2008,0.3713464803,2,2,F,NA,0.643
ZAF,2009,0.3539023632,2,2,F,NA,0.657
ZAF,2010,0.3500037173,2,2,F,NA,0.669
ZAF,2011,0.3329672165,2,2,F,NA,0.683
ZAF,2012,0.3423988389,2,2,F,43,0.696
ZAF,2014,0.3860492936,2,2,F,44,0.713
ZAF,2013,0.3279229962,2,2,F,42,0.705
ZAF,2017,0.2300838274,2,2,F,43,0.726
ZAF,2015,0.2826622461,2,2,F,44,0.722
ZAF,2016,0.2633321288,2,2,F,45,0.722
ZAF,2018,0.1877335336,2,2,F,43,0.732
ZAF,2019,0.1781907198,2,2,F,44,0.742
ZAF,2020,0.1584067577,2,2,F,44,0.724
ZAF,2022,0.1053073903,2,2,F,43,0.737
ZAF,2021,0.0750465913,2,2,F,44,0.721
ZAF,2023,0.0699775943,2,2,F,41,0.741
ZMB,2013,-0.3016913588,3,4,PF,38,0.557
ZMB,2014,-0.315798163,3,4,PF,38,0.559
ZMB,2015,-0.4403971922,3,4,PF,38,0.565
ZMB,2006,-0.7766758481,3,4,PF,NA,0.492
ZMB,2012,-0.5465214329,3,4,PF,37,0.551
ZMB,2007,-0.6833421863,3,4,PF,NA,0.504
ZMB,2008,-0.555522923,3,3,PF,NA,0.514
ZMB,2004,-0.9319945598,4,4,PF,NA,0.468
ZMB,2010,-0.5750344519,3,4,PF,NA,0.533
ZMB,2011,-0.6266287917,3,4,PF,NA,0.538
ZMB,2005,-0.9764606828,PF,4,4,NA,0.48
ZMB,2009,-0.6511123594,3,4,PF,NA,0.526
ZMB,2020,-0.7156889009,4,4,PF,33,0.578
ZMB,2023,-0.6527576251,4,4,PF,37,0.595
ZMB,2016,-0.7281680065,4,4,PF,38,0.565
ZMB,2022,-0.7806440028,4,4,PF,33,0.589
ZMB,2019,-0.8571144157,4,4,PF,34,0.578
ZMB,2021,-0.8404963234,4,4,PF,33,0.574
