ISO3,year,fiscal_balance_gdp,primary_fiscal_balance_gdp,net_debt_gdp
SVK,2011,-4.35561375636261,-3.00086277422399,40.958740405476
SVK,2012,-4.36621342104371,-2.7790173273202,45.2577396493846
SVK,2013,-2.86123090402678,-1.16756226663826,47.6976315165448
SVK,2014,-3.24506970140657,-1.56591429463326,49.416749496815
SVK,2015,-2.7820424454005,-1.30660568675802,47.1810063177906
SVK,2016,-2.59355366716653,-1.18387779705372,46.7903104080292
SVK,2017,-0.98469520470149,0.224693180226529,45.6902812254665
SVK,2018,-1.00591630767458,0.143449137588216,43.2603828928873
SVK,2019,-1.205001501889,-0.144689024364447,43.1591071587222
SVK,2020,-5.29597988138328,-4.29694043506933,48.5308617629659
SVK,2021,-5.09018134371919,-4.21029396616422,48.9258192841411
SVK,2022,-1.15687901571054,-0.381479525495043,48.06702044716
SVK,2023,-5.15187847553259,-4.54889042627605,48.5881243973825
SVK,2024,-5.27287281311171,-4.49996106430345,52.1576929343373
SVK,2025,-5.19697197016101,-4.03016604231541,55.3704078696461
SVK,2026,-5.36478712329434,-4.12374986598091,59.1587771481727
SVK,2027,-5.52349968342787,-4.11743815125937,61.7349438561147
SVK,2028,-5.52314602297345,-4.02217025655929,64.6620586686029
SVK,2029,-5.63003060245916,-4.03801268862392,67.7157052296558
SVK,2030,-5.78890462304512,-4.113237804537,70.7567292516239
SVN,1997,-2.36837471965495,-0.409481244988341,17.7290769426171
SVN,1998,-2.39402457086247,-0.632466547170131,17.9382464317214
SVN,1999,-3.04325515761484,-1.17263577734498,19.2922201359814
SVN,2000,-3.77217473934838,-1.97363855241593,21.2381018476503
SVN,2001,-4.57979902185542,-2.76344948800245,21.7150007641755
SVN,2002,-2.47415415553054,-0.701683524831776,20.6096439589904
SVN,2003,-2.66390293305171,-1.18811647088031,21.5066814310991
SVN,2004,-1.98097071941475,-0.546663311561619,21.936552046067
SVN,2005,-1.3786208256503,-0.0529307368442902,22.1637946840934
SVN,2006,-1.25805255892428,-0.0744542154506877,21.0692647885884
SVN,2007,-0.0772821858836932,0.964882402273814,17.2559671865563
SVN,2008,-1.44056637018078,-0.739227546956847,15.8369566081379
SVN,2009,-5.87184589579211,-4.96758330240048,26.3332989118149
SVN,2010,-5.55577130049819,-4.45066406293342,32.2772310184517
SVN,2011,-6.6858426086531,-5.26368732702231,38.2780257842108
SVN,2012,-4.19718592069818,-2.74144533250217,45.6806442994857
SVN,2013,-11.2271199984462,-9.2005560287781,59.7295325085388
SVN,2014,-4.52631946102724,-1.6817409829116,64.4819416756773
SVN,2015,-2.8373326682929,0.0470204370043046,64.2280984779407
SVN,2016,-1.99909030020093,0.675277158537683,63.29311327262
SVN,2017,0.0537237099858066,2.24771556931884,60.5534245932599
SVN,2018,0.896345111564722,2.70575244597733,53.6537886253255
SVN,2019,0.680697309812798,2.10044334617341,50.0059182041884
SVN,2020,-7.67672186004318,-6.29029048732635,57.1355215271285
SVN,2021,-4.61039659904214,-3.49974246815446,56.1623142503517
SVN,2022,-3.01503473882591,-2.0975148378386,55.6062065764676
SVN,2023,-2.58626073380172,-1.94535519125683,52.1700234192038
SVN,2024,-0.933873841001156,-0.320388738335848,49.8379515293371
SVN,2025,-2.44940908634567,-1.54029417373922,50.3097494705415
SVN,2026,-2.61923477588737,-1.54378933916551,50.6530273971122
SVN,2027,-2.61500400142003,-1.45271338334728,50.9767883511083
SVN,2028,-2.69869112086281,-1.41139411609071,51.3936772782357
SVN,2029,-2.81622272475831,-1.45280185574869,52.0034317667057
SVN,2030,-2.83611071941585,-1.45368495953924,52.6000467413417
SVN,1996,-1.15500363572975,0.508832247005258,16.8091886182948
SWE,1994,-8.77457092589963,-6.8367356668943,50.6793138454168
SWE,1995,-7.00899918160625,-4.62683817064061,44.4837704225847
SWE,1996,-3.10734318990466,-0.378789813536935,46.190496134975
SWE,1997,-1.57021843608998,1.42935335358991,49.8294238593712
SWE,1998,0.821768197008907,3.40162904853294,50.5034299546744
SWE,1999,0.597698329780175,3.07214382526931,43.4248771689562
SWE,2000,3.10759618478272,5.19417546263142,24.5702068478791
SWE,2001,1.37425023475078,3.07216111249513,30.5063430619167
SWE,2002,-1.45600395171441,0.505295520097164,29.3875726110239
SWE,2003,-1.24516456221011,-0.0168800737392695,29.4050514361019
SWE,2004,0.166172090024508,1.24551218583532,28.6477003070787
SWE,2005,2.08245149595491,3.07837685211472,26.5651951555228
SWE,2006,2.19502877146071,3.13389033966009,20.7936554269945
SWE,2007,3.36797866029011,4.05551102234661,15.5605674285619
SWE,2008,1.87291800135206,2.38753042935275,13.6391604284712
SWE,2009,-0.889133564070051,-0.427028384827933,14.5018478491397
SWE,2010,-0.143713357176686,0.216555530965104,13.3164334985023
SWE,2011,-0.407496510623872,0.065158414032326,11.640736910892
SWE,2012,-1.19140984213967,-0.931481986148458,11.2447190827213
SWE,2013,-1.62999714058643,-1.39467371147676,12.1182104696587
SWE,2014,-1.84072018177112,-1.70395285576534,12.1885143702825
SWE,2015,-0.271594748774266,-0.140394465905417,12.1569553403786
SWE,2016,0.861864673587536,0.923169522134055,9.93145375809193
SWE,2017,1.28938863599902,1.32425115527176,7.34648360674729
SWE,2018,0.67256375636088,0.712623724919875,7.14656025310198
SWE,2019,0.440197539243181,0.432231604765381,5.6684594002209
SWE,2020,-3.18014385016124,-3.21876455632569,9.47085044350974
SWE,2021,-0.148548477599598,-0.153845869879803,8.67814373468001
SWE,2022,1.00278264188508,1.1928997501038,9.00155852015374
SWE,2023,-0.630275457999244,-0.428100267825153,8.22947437543412
SWE,2024,-1.71968832452946,-1.60471900553809,10.2789396213412
SWE,2025,-1.37234380268387,-1.39845631767153,11.9925795064273
SWE,2026,-1.7531508576186,-1.80753567128993,14.1669900050995
SWE,2027,-0.661149428619845,-0.716241436905286,15.1883668783276
SWE,2028,-0.228535431629508,-0.301487944323755,15.4047147792772
SWE,2029,-0.00340089607405553,-0.0934560061360449,15.2695846727946
SWE,2030,-0.00340089607402262,-0.109923238033854,15.0079446242083
SWE,1991,0.284277794778929,1.7349123996163,NA
SWE,1992,-8.51293961367512,-6.92826729894757,NA
SWE,1993,-10.8751370720234,-9.90416215065894,NA
SWZ,1991,3.40045431980945,3.9811825786788,NA
SWZ,1992,-2.89841837989427,-2.28275783241673,NA
SWZ,1993,-3.29261862314979,-2.83779632820808,NA
SWZ,1994,-3.61352917484296,-3.16980010207556,NA
SWZ,1995,0.895985743599539,1.35442575803598,NA
SWZ,1996,-1.00036483513785,-0.476401009429593,NA
SWZ,1997,2.10708870471431,2.59479125566498,NA
SWZ,1998,1.07132105755575,1.59942118632212,NA
SWZ,1999,-1.26916126987805,-0.546347401556269,NA
SWZ,2000,-1.22286680711688,-0.684080097557793,NA
SWZ,2001,-2.31310500492552,-1.52174432504812,NA
SWZ,2002,-3.7828199744569,-2.6417993046496,16.7781346500807
SWZ,2003,-2.14715123193021,-1.07034368921077,15.68339502602
