ISO3,year,FHI_pr,FHI_cl,FHI_status
KEN,2019,4,4,PF
KEN,2020,4,4,PF
KEN,2021,4,4,PF
KEN,2022,4,4,PF
KEN,2023,4,4,PF
KEN,2024,4,4,PF
KIR,1990,1,2,F
KIR,1991,1,2,F
KIR,1992,1,2,F
KIR,1993,1,1,F
KIR,1994,1,1,F
KIR,1995,1,1,F
KIR,1996,1,1,F
KIR,1997,1,1,F
KIR,1998,1,1,F
KIR,1999,1,1,F
KIR,2000,1,1,F
KIR,2001,1,1,F
KIR,2002,1,1,F
KIR,2003,1,1,F
KIR,2004,1,1,F
KIR,2005,F,1,1
KIR,2006,1,1,F
KIR,2007,1,1,F
KIR,2008,1,1,F
KIR,2009,1,1,F
KIR,2010,1,1,F
KIR,2011,1,1,F
KIR,2012,1,1,F
KIR,2013,1,1,F
KIR,2014,1,1,F
KIR,2015,1,1,F
KIR,2016,1,1,F
KIR,2017,1,1,F
KIR,2018,1,1,F
KIR,2019,1,1,F
KIR,2020,1,1,F
KIR,2021,1,1,F
KIR,2022,1,1,F
KIR,2023,1,1,F
KIR,2024,1,1,F
KWT,1990,7,7,NF
KWT,1991,6,5,NF
KWT,1992,5,5,PF
KWT,1993,5,5,PF
KWT,1994,5,5,PF
KWT,1995,5,5,PF
KWT,1996,5,5,PF
KWT,1997,5,5,PF
KWT,1998,5,5,PF
KWT,1999,4,5,PF
KWT,2000,4,5,PF
KWT,2001,4,5,PF
KWT,2002,4,5,PF
KWT,2003,4,5,PF
KWT,2004,4,5,PF
KWT,2005,PF,4,5
KWT,2006,4,4,PF
KWT,2007,4,4,PF
KWT,2008,4,4,PF
KWT,2009,4,4,PF
KWT,2010,4,5,PF
KWT,2011,4,5,PF
KWT,2012,5,5,PF
KWT,2013,5,5,PF
KWT,2014,5,5,PF
KWT,2015,5,5,PF
KWT,2016,5,5,PF
KWT,2017,5,5,PF
KWT,2018,5,5,PF
KWT,2019,5,5,PF
KWT,2020,5,5,PF
KWT,2021,5,5,PF
KWT,2022,5,5,PF
KWT,2023,5,5,PF
KWT,2024,6,5,NF
KGZ,1991,5,4,PF
KGZ,1992,4,2,PF
KGZ,1993,5,3,PF
KGZ,1994,4,3,PF
KGZ,1995,4,4,PF
KGZ,1996,4,4,PF
KGZ,1997,4,4,PF
KGZ,1998,5,5,PF
KGZ,1999,5,5,PF
KGZ,2000,6,5,NF
KGZ,2001,6,5,NF
KGZ,2002,6,5,NF
KGZ,2003,6,5,NF
KGZ,2004,6,5,NF
KGZ,2005,PF,5,4
KGZ,2006,5,4,PF
KGZ,2007,5,4,PF
KGZ,2008,5,4,PF
KGZ,2009,6,5,NF
KGZ,2010,5,5,PF
KGZ,2011,5,5,PF
KGZ,2012,5,5,PF
KGZ,2013,5,5,PF
KGZ,2014,5,5,PF
KGZ,2015,5,5,PF
KGZ,2016,5,5,PF
KGZ,2017,5,5,PF
KGZ,2018,5,4,PF
KGZ,2019,5,4,PF
KGZ,2020,7,5,NF
KGZ,2021,7,5,NF
KGZ,2022,7,5,NF
KGZ,2023,7,5,NF
KGZ,2024,7,5,NF
LAO,1990,6,7,NF
LAO,1991,6,7,NF
LAO,1992,7,6,NF
LAO,1993,7,6,NF
LAO,1994,7,6,NF
LAO,1995,7,6,NF
LAO,1996,7,6,NF
LAO,1997,7,6,NF
LAO,1998,7,6,NF
LAO,1999,7,6,NF
LAO,2000,7,6,NF
LAO,2001,7,6,NF
LAO,2002,7,6,NF
LAO,2003,7,6,NF
LAO,2004,7,6,NF
LAO,2005,NF,7,6
LAO,2006,7,6,NF
LAO,2007,7,6,NF
LAO,2008,7,6,NF
LAO,2009,7,6,NF
LAO,2010,7,6,NF
LAO,2011,7,6,NF
LAO,2012,7,6,NF
LAO,2013,7,6,NF
LAO,2014,7,6,NF
LAO,2015,7,6,NF
LAO,2016,7,6,NF
LAO,2017,7,6,NF
LAO,2018,7,6,NF
LAO,2019,7,6,NF
LAO,2020,7,6,NF
LAO,2021,7,6,NF
LAO,2022,7,6,NF
LAO,2023,7,6,NF
LAO,2024,7,6,NF
LVA,1991,2,3,F
LVA,1992,3,3,PF
LVA,1993,3,3,PF
LVA,1994,3,2,F
LVA,1995,2,2,F
LVA,1996,2,2,F
LVA,1997,1,2,F
LVA,1998,1,2,F
LVA,1999,1,2,F
LVA,2000,1,2,F
LVA,2001,1,2,F
LVA,2002,1,2,F
LVA,2003,1,2,F
LVA,2004,1,2,F
LVA,2005,F,1,1
LVA,2006,1,1,F
LVA,2007,2,1,F
LVA,2008,2,1,F
LVA,2009,2,1,F
LVA,2010,2,2,F
LVA,2011,2,2,F
LVA,2012,2,2,F
LVA,2013,2,2,F
LVA,2014,2,2,F
LVA,2015,2,2,F
LVA,2016,1,2,F
LVA,2017,2,2,F
LVA,2018,2,2,F
LVA,2019,1,2,F
LVA,2020,1,2,F
LVA,2021,1,2,F
LVA,2022,1,2,F
LVA,2023,1,2,F
LVA,2024,1,2,F
LBN,1990,6,5,NF
LBN,1991,6,4,PF
LBN,1992,5,4,PF
LBN,1993,6,5,PF
LBN,1994,6,5,PF
LBN,1995,6,5,NF
LBN,1996,6,5,NF
LBN,1997,6,5,NF
LBN,1998,6,5,NF
LBN,1999,6,5,NF
LBN,2000,6,5,NF
LBN,2001,6,5,NF
LBN,2002,6,5,NF
LBN,2003,6,5,NF
LBN,2004,6,5,NF
LBN,2005,PF,5,4
LBN,2006,5,4,PF
LBN,2007,5,4,PF
LBN,2008,5,4,PF
LBN,2009,5,3,PF
LBN,2010,5,3,PF
LBN,2011,5,4,PF
LBN,2012,5,4,PF
LBN,2013,5,4,PF
LBN,2014,5,4,PF
LBN,2015,5,4,PF
LBN,2016,5,4,PF
LBN,2017,6,4,PF
LBN,2018,5,4,PF
LBN,2019,5,4,PF
LBN,2020,5,4,PF
LBN,2021,5,4,PF
LBN,2022,5,4,PF
LBN,2023,5,4,PF
LBN,2024,5,4,PF
LSO,1990,6,5,NF
LSO,1991,6,4,PF
LSO,1992,6,4,PF
LSO,1993,3,4,PF
LSO,1994,4,4,PF
LSO,1995,4,4,PF
LSO,1996,4,4,PF
LSO,1997,4,4,PF
LSO,1998,4,4,PF
LSO,1999,4,4,PF
LSO,2000,4,4,PF
LSO,2001,4,4,PF
LSO,2002,2,3,F
LSO,2003,2,3,F
LSO,2004,2,3,F
LSO,2005,F,2,3
LSO,2006,2,3,F
LSO,2007,2,3,F
LSO,2008,2,3,F
LSO,2009,3,3,PF
LSO,2010,3,3,PF
LSO,2011,3,3,PF
LSO,2012,2,3,F
LSO,2013,2,3,F
LSO,2014,2,3,F
LSO,2015,3,3,PF
LSO,2016,3,3,PF
LSO,2017,3,3,PF
LSO,2018,3,3,PF
LSO,2019,3,3,PF
LSO,2020,3,3,PF
LSO,2021,3,3,PF
LSO,2022,2,3,F
LSO,2023,2,3,F
LSO,2024,2,3,F
LBR,1990,7,7,NF
LBR,1991,7,6,NF
LBR,1992,7,6,NF
LBR,1993,6,6,NF
LBR,1994,7,6,NF
LBR,1995,7,6,NF
LBR,1996,7,6,NF
LBR,1997,4,5,PF
LBR,1998,4,5,PF
LBR,1999,4,5,PF
LBR,2000,5,6,PF
LBR,2001,6,6,NF
LBR,2002,6,6,NF
LBR,2003,6,6,NF
LBR,2004,5,4,PF
LBR,2005,PF,4,4
LBR,2006,3,4,PF
LBR,2007,3,4,PF
LBR,2008,3,4,PF
LBR,2009,3,4,PF
LBR,2010,3,4,PF
LBR,2011,3,4,PF
LBR,2012,3,4,PF
LBR,2013,3,4,PF
LBR,2014,3,4,PF
LBR,2015,3,4,PF
LBR,2016,3,4,PF
LBR,2017,3,3,PF
LBR,2018,3,3,PF
LBR,2019,3,4,PF
LBR,2020,3,4,PF
LBR,2021,3,4,PF
LBR,2022,3,4,PF
LBR,2023,2,4,PF
LBR,2024,2,4,PF
LBY,1990,7,7,NF
LBY,1991,7,7,NF
LBY,1992,7,7,NF
LBY,1993,7,7,NF
LBY,1994,7,7,NF
LBY,1995,7,7,NF
LBY,1996,7,7,NF
LBY,1997,7,7,NF
LBY,1998,7,7,NF
LBY,1999,7,7,NF
LBY,2000,7,7,NF
LBY,2001,7,7,NF
LBY,2002,7,7,NF
LBY,2003,7,7,NF
LBY,2004,7,7,NF
LBY,2005,NF,7,7
LBY,2006,7,7,NF
LBY,2007,7,7,NF
LBY,2008,7,7,NF
LBY,2009,7,7,NF
LBY,2010,7,7,NF
LBY,2011,7,6,NF
LBY,2012,4,5,PF
LBY,2013,4,5,PF
LBY,2014,6,6,NF
LBY,2015,6,6,NF
LBY,2016,7,6,NF
LBY,2017,7,6,NF
LBY,2018,7,6,NF
LBY,2019,7,6,NF
LBY,2020,7,6,NF
LBY,2021,7,6,NF
LBY,2022,7,6,NF
LBY,2023,7,6,NF
LBY,2024,7,6,NF
LIE,1992,1,1,F
LIE,1993,1,1,F
LIE,1994,1,1,F
LIE,1995,1,1,F
LIE,1996,1,1,F
LIE,1997,1,1,F
LIE,1998,1,1,F
LIE,1999,1,1,F
LIE,2000,1,1,F
LIE,2001,1,1,F
LIE,2002,1,1,F
LIE,2003,1,1,F
LIE,2004,1,1,F
LIE,2005,F,1,1
LIE,2006,1,1,F
LIE,2007,1,1,F
LIE,2008,1,1,F
LIE,2009,1,1,F
LIE,2010,1,1,F
LIE,2011,1,1,F
LIE,2012,1,1,F
LIE,2013,1,1,F
LIE,2014,1,1,F
LIE,2015,1,1,F
LIE,2016,2,1,F
LIE,2017,2,1,F
LIE,2018,2,1,F
LIE,2019,2,1,F
LIE,2020,2,1,F
LIE,2021,2,1,F
LIE,2022,2,1,F
LIE,2023,2,1,F
LIE,2024,2,1,F
LTU,1991,2,3,F
LTU,1992,2,3,F
LTU,1993,1,3,F
LTU,1994,1,3,F
LTU,1995,1,2,F
LTU,1996,1,2,F
LTU,1997,1,2,F
LTU,1998,1,2,F
LTU,1999,1,2,F
LTU,2000,1,2,F
LTU,2001,1,2,F
LTU,2002,1,2,F
LTU,2003,1,2,F
LTU,2004,2,2,F
LTU,2005,F,1,1
LTU,2006,1,1,F
LTU,2007,1,1,F
LTU,2008,1,1,F
LTU,2009,1,1,F
LTU,2010,1,1,F
LTU,2011,1,1,F
LTU,2012,1,1,F
LTU,2013,1,1,F
LTU,2014,1,1,F
LTU,2015,1,1,F
LTU,2016,1,1,F
LTU,2017,1,1,F
LTU,2018,1,1,F
LTU,2019,1,1,F
LTU,2020,1,2,F
LTU,2021,1,2,F
LTU,2022,1,2,F
LTU,2023,1,2,F
LTU,2024,1,2,F
LUX,1990,1,1,F
LUX,1991,1,1,F
LUX,1992,1,1,F
LUX,1993,1,1,F
LUX,1994,1,1,F
LUX,1995,1,1,F
LUX,1996,1,1,F
LUX,1997,1,1,F
LUX,1998,1,1,F
LUX,1999,1,1,F
LUX,2000,1,1,F
LUX,2001,1,1,F
LUX,2002,1,1,F
LUX,2003,1,1,F
LUX,2004,1,1,F
LUX,2005,F,1,1
LUX,2006,1,1,F
LUX,2007,1,1,F
LUX,2008,1,1,F
LUX,2009,1,1,F
LUX,2010,1,1,F
LUX,2011,1,1,F
LUX,2012,1,1,F
LUX,2013,1,1,F
LUX,2014,1,1,F
LUX,2015,1,1,F
LUX,2016,1,1,F
LUX,2017,1,1,F
LUX,2018,1,1,F
LUX,2019,1,1,F
LUX,2020,1,1,F
LUX,2021,1,1,F
LUX,2022,1,1,F
LUX,2023,1,1,F
LUX,2024,1,1,F
MDG,1990,4,4,PF
MDG,1991,4,4,PF
MDG,1992,4,4,PF
MDG,1993,2,4,PF
MDG,1994,2,4,PF
MDG,1995,2,4,PF
MDG,1996,2,4,PF
MDG,1997,2,4,PF
MDG,1998,2,4,PF
MDG,1999,2,4,PF
MDG,2000,2,4,PF
MDG,2001,2,4,PF
MDG,2002,3,4,PF
MDG,2003,3,3,PF
MDG,2004,3,3,PF
MDG,2005,PF,3,3
MDG,2006,4,3,PF
MDG,2007,4,3,PF
MDG,2008,4,3,PF
MDG,2009,6,4,PF
MDG,2010,6,4,PF
MDG,2011,6,4,PF
MDG,2012,6,4,PF
MDG,2013,5,4,PF
MDG,2014,4,4,PF
MDG,2015,3,4,PF
MDG,2016,3,4,PF
MDG,2017,3,4,PF
MDG,2018,3,4,PF
MDG,2019,3,3,PF
MDG,2020,3,4,PF
MDG,2021,3,4,PF
MDG,2022,3,4,PF
MDG,2023,3,4,PF
MDG,2024,4,4,PF
MWI,1990,7,6,NF
MWI,1991,7,6,NF
MWI,1992,6,7,NF
MWI,1993,6,5,NF
MWI,1994,2,3,F
MWI,1995,2,3,F
MWI,1996,2,3,F
MWI,1997,2,3,F
MWI,1998,2,3,F
MWI,1999,3,3,PF
MWI,2000,3,3,PF
MWI,2001,4,3,PF
MWI,2002,4,4,PF
MWI,2003,3,4,PF
MWI,2004,4,4,PF
MWI,2005,PF,4,4
MWI,2006,4,3,PF
MWI,2007,4,4,PF
MWI,2008,4,4,PF
MWI,2009,3,4,PF
MWI,2010,3,4,PF
MWI,2011,3,4,PF
MWI,2012,3,4,PF
MWI,2013,3,4,PF
MWI,2014,3,4,PF
MWI,2015,3,3,PF
MWI,2016,3,3,PF
MWI,2017,3,3,PF
MWI,2018,3,3,PF
MWI,2019,3,3,PF
MWI,2020,3,3,PF
MWI,2021,3,3,PF
MWI,2022,3,3,PF
MWI,2023,3,3,PF
MWI,2024,3,3,PF
MYS,1990,5,4,PF
MYS,1991,5,4,PF
MYS,1992,5,4,PF
MYS,1993,4,5,PF
MYS,1994,4,5,PF
MYS,1995,4,5,PF
MYS,1996,4,5,PF
MYS,1997,4,5,PF
MYS,1998,5,5,PF
MYS,1999,5,5,PF
MYS,2000,5,5,PF
MYS,2001,5,5,PF
MYS,2002,5,5,PF
MYS,2003,5,4,PF
MYS,2004,4,4,PF
MYS,2005,PF,4,4
MYS,2006,4,4,PF
MYS,2007,4,4,PF
MYS,2008,4,4,PF
MYS,2009,4,4,PF
MYS,2010,4,4,PF
MYS,2011,4,4,PF
MYS,2012,4,4,PF
MYS,2013,4,4,PF
MYS,2014,4,4,PF
MYS,2015,4,4,PF
MYS,2016,4,4,PF
MYS,2017,4,4,PF
MYS,2018,4,4,PF
MYS,2019,4,4,PF
MYS,2020,4,4,PF
MYS,2021,4,4,PF
MYS,2022,4,4,PF
MYS,2023,4,4,PF
MYS,2024,4,4,PF
MDV,1990,6,5,NF
MDV,1991,6,5,NF
MDV,1992,6,5,NF
MDV,1993,6,6,NF
MDV,1994,6,6,NF
MDV,1995,6,6,NF
MDV,1996,6,6,NF
MDV,1997,6,6,NF
MDV,1998,6,5,NF
MDV,1999,6,5,NF
MDV,2000,6,5,NF
MDV,2001,6,5,NF
MDV,2002,6,5,NF
MDV,2003,6,5,NF
MDV,2004,6,5,NF
MDV,2005,NF,6,5
MDV,2006,6,5,NF
MDV,2007,6,5,NF
MDV,2008,4,4,PF
MDV,2009,3,4,PF
MDV,2010,3,4,PF
MDV,2011,3,4,PF
MDV,2012,5,4,PF
MDV,2013,4,4,PF
MDV,2014,4,4,PF
MDV,2015,4,5,PF
MDV,2016,5,5,PF
MDV,2017,5,5,PF
MDV,2018,5,5,PF
MDV,2019,4,5,PF
MDV,2020,4,5,PF
MDV,2021,4,5,PF
MDV,2022,4,5,PF
MDV,2023,4,5,PF
MDV,2024,4,5,PF
MLI,1990,6,5,NF
MLI,1991,6,4,PF
MLI,1992,2,3,F
MLI,1993,2,3,F
MLI,1994,2,4,PF
MLI,1995,2,3,F
MLI,1996,2,2,F
MLI,1997,3,3,F
MLI,1998,3,3,F
MLI,1999,3,3,F
MLI,2000,2,3,F
MLI,2001,2,3,F
MLI,2002,2,3,F
MLI,2003,2,2,F
MLI,2004,2,2,F
MLI,2005,F,2,2
MLI,2006,2,2,F
MLI,2007,2,3,F
MLI,2008,2,3,F
MLI,2009,2,3,F
MLI,2010,2,3,F
MLI,2011,2,3,F
MLI,2012,7,5,NF
MLI,2013,5,4,PF
MLI,2014,5,4,PF
MLI,2015,5,4,PF
MLI,2016,5,4,PF
MLI,2017,5,4,PF
MLI,2018,4,4,PF
MLI,2019,5,5,PF
MLI,2020,6,5,NF
MLI,2021,6,5,NF
MLI,2022,6,5,NF
MLI,2023,6,5,NF
MLI,2024,6,5,NF
MLT,1990,1,1,F
MLT,1991,1,1,F
MLT,1992,1,1,F
MLT,1993,1,1,F
MLT,1994,1,1,F
MLT,1995,1,1,F
MLT,1996,1,1,F
MLT,1997,1,1,F
MLT,1998,1,1,F
MLT,1999,1,1,F
MLT,2000,1,1,F
MLT,2001,1,1,F
MLT,2002,1,1,F
MLT,2003,1,1,F
MLT,2004,1,1,F
MLT,2005,F,1,1
MLT,2006,1,1,F
MLT,2007,1,1,F
MLT,2008,1,1,F
MLT,2009,1,1,F
MLT,2010,1,1,F
MLT,2011,1,1,F
MLT,2012,1,1,F
MLT,2013,1,1,F
MLT,2014,1,1,F
MLT,2015,1,1,F
MLT,2016,1,1,F
MLT,2017,1,1,F
MLT,2018,2,1,F
MLT,2019,2,1,F
MLT,2020,2,1,F
MLT,2021,2,1,F
MLT,2022,2,1,F
MLT,2023,2,2,F
MLT,2024,2,2,F
MHL,1991,1,1,F
MHL,1992,1,1,F
MHL,1993,1,1,F
MHL,1994,1,1,F
MHL,1995,1,1,F
MHL,1996,1,1,F
MHL,1997,1,1,F
MHL,1998,1,1,F
MHL,1999,1,1,F
MHL,2000,1,1,F
MHL,2001,1,1,F
MHL,2002,1,1,F
MHL,2003,1,1,F
MHL,2004,1,1,F
MHL,2005,F,1,1
MHL,2006,1,1,F
MHL,2007,1,1,F
MHL,2008,1,1,F
MHL,2009,1,1,F
MHL,2010,1,1,F
MHL,2011,1,1,F
MHL,2012,1,1,F
MHL,2013,1,1,F
MHL,2014,1,1,F
MHL,2015,1,1,F
MHL,2016,1,1,F
MHL,2017,1,1,F
MHL,2018,1,1,F
MHL,2019,1,1,F
MHL,2020,1,1,F
MHL,2021,1,1,F
MHL,2022,1,1,F
MHL,2023,1,1,F
MHL,2024,1,1,F
MRT,1990,7,6,NF
MRT,1991,7,6,NF
MRT,1992,7,6,NF
MRT,1993,7,6,NF
MRT,1994,7,7,NF
MRT,1995,6,6,NF
MRT,1996,6,6,NF
MRT,1997,6,6,NF
MRT,1998,6,5,NF
MRT,1999,6,5,NF
MRT,2000,6,5,NF
MRT,2001,5,5,PF
MRT,2002,5,5,PF
MRT,2003,6,5,NF
MRT,2004,6,5,NF
MRT,2005,PF,6,4
MRT,2006,5,4,PF
MRT,2007,4,4,PF
MRT,2008,6,5,NF
MRT,2009,6,5,NF
MRT,2010,6,5,NF
MRT,2011,6,5,NF
MRT,2012,6,5,NF
MRT,2013,6,5,NF
MRT,2014,6,5,NF
MRT,2015,6,5,NF
MRT,2016,6,5,NF
MRT,2017,6,5,NF
MRT,2018,6,5,NF
MRT,2019,5,5,PF
MRT,2020,5,5,PF
MRT,2021,5,5,PF
MRT,2022,5,5,PF
MRT,2023,5,5,PF
MRT,2024,5,5,PF
MUS,1990,2,2,F
MUS,1991,1,2,F
MUS,1992,2,2,F
MUS,1993,1,2,F
MUS,1994,1,2,F
MUS,1995,1,2,F
MUS,1996,1,2,F
MUS,1997,1,2,F
MUS,1998,1,2,F
MUS,1999,1,2,F
MUS,2000,1,2,F
MUS,2001,1,2,F
MUS,2002,1,2,F
MUS,2003,1,2,F
MUS,2004,1,1,F
MUS,2005,F,1,1
MUS,2006,1,2,F
MUS,2007,1,2,F
MUS,2008,1,2,F
MUS,2009,1,2,F
MUS,2010,1,2,F
MUS,2011,1,2,F
MUS,2012,1,2,F
MUS,2013,1,2,F
MUS,2014,1,2,F
MUS,2015,1,2,F
MUS,2016,1,2,F
MUS,2017,1,2,F
MUS,2018,1,2,F
MUS,2019,1,2,F
MUS,2020,1,2,F
MUS,2021,1,2,F
MUS,2022,2,2,F
MUS,2023,2,2,F
MUS,2024,2,2,F
MEX,1990,4,4,PF
MEX,1991,4,4,PF
MEX,1992,4,3,PF
MEX,1993,4,4,PF
MEX,1994,4,4,PF
MEX,1995,4,4,PF
MEX,1996,4,3,PF
MEX,1997,3,4,PF
MEX,1998,3,4,PF
MEX,1999,3,4,PF
MEX,2000,2,3,F
MEX,2001,2,3,F
MEX,2002,2,2,F
MEX,2003,2,2,F
MEX,2004,2,2,F
MEX,2005,F,2,2
MEX,2006,2,3,F
MEX,2007,2,3,F
MEX,2008,2,3,F
MEX,2009,2,3,F
MEX,2010,3,3,PF
MEX,2011,3,3,PF
MEX,2012,3,3,PF
MEX,2013,3,3,PF
MEX,2014,3,3,PF
MEX,2015,3,3,PF
MEX,2016,3,3,PF
MEX,2017,3,3,PF
MEX,2018,3,3,PF
MEX,2019,3,3,PF
MEX,2020,3,4,PF
MEX,2021,3,4,PF
MEX,2022,3,4,PF
MEX,2023,3,4,PF
MEX,2024,3,4,PF
MDA,1991,5,4,PF
MDA,1992,5,5,PF
MDA,1993,5,5,PF
MDA,1994,4,4,PF
MDA,1995,4,4,PF
MDA,1996,3,4,PF
MDA,1997,3,4,PF
MDA,1998,2,4,PF
MDA,1999,2,4,PF
MDA,2000,2,4,PF
MDA,2001,2,4,PF
MDA,2002,3,4,PF
MDA,2003,3,4,PF
MDA,2004,3,4,PF
MDA,2005,PF,3,4
MDA,2006,3,4,PF
MDA,2007,3,4,PF
MDA,2008,4,4,PF
MDA,2009,3,4,PF
MDA,2010,3,3,PF
MDA,2011,3,3,PF
MDA,2012,3,3,PF
MDA,2013,3,3,PF
MDA,2014,3,3,PF
MDA,2015,3,3,PF
MDA,2016,3,3,PF
MDA,2017,3,3,PF
MDA,2018,3,4,PF
MDA,2019,3,4,PF
MDA,2020,3,3,PF
MDA,2021,3,3,PF
MDA,2022,3,3,PF
MDA,2023,3,3,PF
MDA,2024,3,3,PF
MCO,1993,2,1,F
MCO,1994,2,1,F
MCO,1995,2,1,F
MCO,1996,2,1,F
MCO,1997,2,1,F
MCO,1998,2,1,F
MCO,1999,2,1,F
MCO,2000,2,1,F
MCO,2001,2,1,F
MCO,2002,2,1,F
MCO,2003,2,1,F
MCO,2004,2,1,F
MCO,2005,F,2,1
MCO,2006,2,1,F
MCO,2007,2,1,F
MCO,2008,2,1,F
MCO,2009,2,1,F
MCO,2010,2,1,F
MCO,2011,2,1,F
MCO,2012,2,1,F
MCO,2013,2,1,F
MCO,2014,2,1,F
MCO,2015,2,1,F
MCO,2016,3,1,F
MCO,2017,3,1,F
MCO,2018,3,1,F
MCO,2019,3,1,F
MCO,2020,3,1,F
MCO,2021,3,1,F
MCO,2022,3,1,F
MCO,2023,3,1,F
MCO,2024,3,1,F
MNG,1990,4,4,PF
MNG,1991,2,3,F
MNG,1992,3,2,F
MNG,1993,2,3,F
MNG,1994,2,3,F
MNG,1995,2,3,F
MNG,1996,2,3,F
MNG,1997,2,3,F
MNG,1998,2,3,F
MNG,1999,2,3,F
MNG,2000,2,3,F
MNG,2001,2,3,F
MNG,2002,2,2,F
MNG,2003,2,2,F
MNG,2004,2,2,F
MNG,2005,F,2,2
MNG,2006,2,2,F
MNG,2007,2,2,F
MNG,2008,2,2,F
MNG,2009,2,2,F
MNG,2010,2,2,F
MNG,2011,2,2,F
MNG,2012,1,2,F
MNG,2013,1,2,F
MNG,2014,1,2,F
MNG,2015,1,2,F
MNG,2016,1,2,F
MNG,2017,1,2,F
MNG,2018,1,2,F
MNG,2019,1,2,F
MNG,2020,1,2,F
MNG,2021,1,2,F
MNG,2022,1,2,F
MNG,2023,1,2,F
MNG,2024,1,2,F
MNE,2006,3,3,PF
MNE,2007,3,3,PF
MNE,2008,3,3,PF
MNE,2009,3,2,F
MNE,2010,3,2,F
MNE,2011,3,2,F
MNE,2012,3,2,F
MNE,2013,3,2,F
MNE,2014,3,2,F
MNE,2015,3,3,PF
MNE,2016,3,3,PF
MNE,2017,3,3,PF
MNE,2018,4,3,PF
MNE,2019,4,3,PF
MNE,2020,3,3,PF
MNE,2021,3,3,PF
MNE,2022,3,3,PF
MNE,2023,3,3,PF
MNE,2024,3,3,PF
MAR,1990,4,4,PF
MAR,1991,5,5,PF
MAR,1992,6,5,PF
MAR,1993,5,5,PF
MAR,1994,5,5,PF
MAR,1995,5,5,PF
MAR,1996,5,5,PF
MAR,1997,5,5,PF
MAR,1998,5,4,PF
MAR,1999,5,4,PF
MAR,2000,5,4,PF
MAR,2001,5,5,PF
MAR,2002,5,5,PF
MAR,2003,5,5,PF
MAR,2004,5,4,PF
MAR,2005,PF,5,4
MAR,2006,5,4,PF
MAR,2007,5,4,PF
MAR,2008,5,4,PF
MAR,2009,5,4,PF
MAR,2010,5,4,PF
MAR,2011,5,4,PF
MAR,2012,5,4,PF
MAR,2013,5,4,PF
MAR,2014,5,4,PF
MAR,2015,5,4,PF
MAR,2016,5,4,PF
MAR,2017,5,5,PF
MAR,2018,5,5,PF
MAR,2019,5,5,PF
MAR,2020,5,5,PF
MAR,2021,5,5,PF
MAR,2022,5,5,PF
MAR,2023,5,5,PF
MAR,2024,5,5,PF
MOZ,1990,6,6,NF
MOZ,1991,6,4,PF
MOZ,1992,6,4,PF
MOZ,1993,6,5,NF
MOZ,1994,3,5,PF
MOZ,1995,3,4,PF
MOZ,1996,3,4,PF
MOZ,1997,3,4,PF
MOZ,1998,3,4,PF
MOZ,1999,3,4,PF
MOZ,2000,3,4,PF
MOZ,2001,3,4,PF
MOZ,2002,3,4,PF
MOZ,2003,3,4,PF
MOZ,2004,3,4,PF
MOZ,2005,PF,3,4
MOZ,2006,3,4,PF
MOZ,2007,3,3,PF
MOZ,2008,3,3,PF
MOZ,2009,4,3,PF
MOZ,2010,4,3,PF
MOZ,2011,4,3,PF
MOZ,2012,4,3,PF
MOZ,2013,4,3,PF
MOZ,2014,4,3,PF
MOZ,2015,4,4,PF
MOZ,2016,4,4,PF
MOZ,2017,4,4,PF
MOZ,2018,4,4,PF
MOZ,2019,5,4,PF
MOZ,2020,5,4,PF
MOZ,2021,5,4,PF
MOZ,2022,5,4,PF
MOZ,2023,5,4,PF
MOZ,2024,5,4,PF
MMR,1990,7,7,NF
MMR,1991,7,7,NF
MMR,1992,7,7,NF
MMR,1993,7,7,NF
MMR,1994,7,7,NF
MMR,1995,7,7,NF
MMR,1996,7,7,NF
MMR,1997,7,7,NF
MMR,1998,7,7,NF
MMR,1999,7,7,NF
MMR,2000,7,7,NF
MMR,2001,7,7,NF
MMR,2002,7,7,NF
MMR,2003,7,7,NF
MMR,2004,7,7,NF
MMR,2005,NF,7,7
MMR,2006,7,7,NF
MMR,2007,7,7,NF
MMR,2008,7,7,NF
MMR,2009,7,7,NF
MMR,2010,7,7,NF
MMR,2011,7,6,NF
MMR,2012,6,5,NF
MMR,2013,6,5,NF
MMR,2014,6,6,NF
MMR,2015,6,5,NF
MMR,2016,5,5,PF
MMR,2017,5,5,PF
MMR,2018,5,5,PF
MMR,2019,5,6,NF
MMR,2020,5,6,NF
MMR,2021,7,6,NF
MMR,2022,7,6,NF
MMR,2023,7,6,NF
MMR,2024,7,7,NF
NAM,1990,2,3,F
NAM,1991,2,3,F
NAM,1992,2,2,F
NAM,1993,2,3,F
NAM,1994,2,3,F
NAM,1995,2,3,F
NAM,1996,2,3,F
NAM,1997,2,3,F
NAM,1998,2,3,F
NAM,1999,2,3,F
NAM,2000,2,3,F
NAM,2001,2,3,F
NAM,2002,2,3,F
NAM,2003,2,3,F
NAM,2004,2,3,F
NAM,2005,F,2,2
NAM,2006,2,2,F
NAM,2007,2,2,F
NAM,2008,2,2,F
NAM,2009,2,2,F
NAM,2010,2,2,F
NAM,2011,2,2,F
NAM,2012,2,2,F
NAM,2013,2,2,F
NAM,2014,2,2,F
NAM,2015,2,2,F
NAM,2016,2,2,F
NAM,2017,2,2,F
