country_iso3,year,index_gdp_weighted
SGP,2022,-0.0024387433185518634
SGP,2023,-0.0065006856523736455
SHN,1995,0
SHN,1997,-0
SHN,1999,-0
SHN,2000,-0
SHN,2001,-0
SHN,2002,-0
SHN,2004,-0
SHN,2007,-0
SHN,2008,-0
SHN,2009,-0
SHN,2010,-0
SHN,2011,-0
SHN,2012,-0
SHN,2013,-0
SHN,2014,-0
SHN,2015,-0
SHN,2017,-0
SHN,2018,-0
SHN,2019,-0
SHN,2020,-0
SHN,2021,-0
SHN,2022,-0
SHN,2023,-0
SLB,1995,-0.0034949681355017368
SLB,1996,-0.007223483329733126
SLB,1997,-0.0028092640886876272
SLB,1998,0.006542892649119722
SLB,1999,-0.01161883988553894
SLB,2000,-0.20951161739441002
SLB,2001,-0.20637027207503725
SLB,2002,-0.197150574704473
SLB,2003,-0.003336328929376228
SLB,2004,-0.20343822829130181
SLB,2005,-0.20536301332827153
SLB,2006,-0.007907812267597937
SLB,2007,0.008740480171096231
SLB,2008,0.0179467606296088
SLB,2009,0.010114988133424456
SLB,2010,0.018423819602603923
SLB,2011,0.021792153959802024
SLB,2012,0.012994809729905153
SLB,2013,0.0071432803265811615
SLB,2014,0.011125543341926582
SLB,2015,0.008602308657571974
SLB,2016,0.013762937275988539
SLB,2017,0.007794772921862454
SLB,2018,3.37137674538646e-4
SLB,2019,-0.001181487019471788
SLB,2020,0.008060338604518918
SLB,2021,0.017545672446543786
SLB,2022,0.017605250717366787
SLB,2023,0.010676484464636999
SLV,1995,-0.04070715064083739
SLV,1996,-0.041252347961836994
SLV,1997,-0.04125614198939955
SLV,1998,-0.04203363656782923
SLV,1999,-0.04438431102829428
SLV,2000,-0.043372037960988
SLV,2001,-0.04251871311082767
SLV,2002,-0.04285546600775451
SLV,2003,-0.04359737585543551
SLV,2004,-0.043642434060755284
SLV,2005,-0.04286757878202132
SLV,2006,-0.03982579804613898
SLV,2007,-0.04241852605721685
SLV,2008,-0.04027998403192062
SLV,2009,-0.03845838484773606
SLV,2010,-0.037178219651109
SLV,2011,-0.036924310326368615
SLV,2012,-0.03794111309870637
SLV,2013,-0.03930306013255
SLV,2014,-0.038879643889922225
SLV,2015,-0.04003667314028755
SLV,2016,-0.0386843029700893
SLV,2017,-0.03964221672088088
SLV,2018,-0.04132252393024234
SLV,2019,-0.04134193001678028
SLV,2020,-0.04054943585059414
SLV,2021,-0.03897974727335056
SLV,2022,-0.040097836369311274
SLV,2023,-0.038096642435368824
SMR,2001,NA
SMR,2002,NA
SMR,2003,NA
SMR,2004,NA
SMR,2005,NA
SMR,2006,NA
SMR,2007,NA
SMR,2008,NA
SMR,2009,NA
SMR,2010,NA
SMR,2011,NA
SMR,2012,NA
SMR,2013,NA
SMR,2014,NA
SMR,2015,NA
SMR,2016,NA
SMR,2017,NA
SMR,2018,NA
SMR,2019,NA
SMR,2020,NA
SMR,2021,NA
SMR,2022,NA
SMR,2023,NA
SOM,1995,2.5863121261814917e-5
SOM,1996,-2.010376172265445e-4
SOM,1997,-1.989706657175039e-4
SOM,1998,-1.9705797348907632e-4
SOM,1999,2.4169764955521616e-6
SOM,2000,-1.7104857272469122e-5
SOM,2001,-1.8136823305432747e-4
SOM,2002,-1.9552730511504618e-6
SOM,2003,-3.4028423352218144e-7
SOM,2004,3.18012038745703e-6
SOM,2005,7.19643065917799e-6
SOM,2006,-7.629516442150347e-6
SOM,2007,-5.124821213211551e-6
SOM,2008,-1.8732587382735497e-4
SOM,2009,1.1318034308459738e-5
SOM,2010,-1.8548809865554403e-4
SOM,2011,-1.8990493770406657e-4
SOM,2012,-2.0964425389061406e-4
SOM,2013,-1.9015721845140585e-4
SOM,2014,-1.91828499630886e-4
SOM,2015,-2.0454841333621094e-4
SOM,2016,-1.667133411788047e-5
SOM,2017,-1.690813839832274e-4
SOM,2018,1.996669597729611e-5
SOM,2019,-5.245606485793873e-7
SOM,2020,-1.1357112934999392e-5
SOM,2021,-1.900904557557317e-4
SOM,2022,-2.1236346950383352e-4
SOM,2023,-2.1209827328799486e-4
SPM,1995,0
SPM,1996,-0
SPM,1997,-0
SPM,1998,-0
SPM,1999,-0
SPM,2000,-0
SPM,2003,-0
SPM,2005,-0
SPM,2006,-0
SPM,2007,-0
SPM,2008,-0
SPM,2009,-0
SPM,2012,-0
SPM,2013,-0
SPM,2015,-0
SPM,2016,-0
SPM,2017,-0
SPM,2018,-0
SPM,2019,0
SPM,2020,-0
SPM,2021,-0
SPM,2022,-0
SPM,2023,-0
SRB,2006,NA
SRB,2007,NA
SRB,2008,NA
SRB,2009,NA
SRB,2010,NA
SRB,2011,NA
SRB,2012,NA
SRB,2013,NA
SRB,2014,NA
SRB,2015,NA
SRB,2016,NA
SRB,2017,NA
SRB,2018,NA
SRB,2019,NA
SRB,2020,NA
SRB,2021,NA
SRB,2022,NA
SRB,2023,NA
SSD,2012,NA
SSD,2013,NA
SSD,2014,NA
SSD,2015,NA
SSD,2016,NA
SSD,2017,NA
SSD,2018,NA
SSD,2019,NA
SSD,2020,NA
SSD,2021,NA
SSD,2022,NA
SSD,2023,NA
STP,1995,-0.17407755296108862
STP,1996,-0.17719534442096033
STP,1997,-0.16617936751200701
STP,1998,-0.1676682161824204
STP,1999,-0.17797011696573606
STP,2000,-0.18667467082532338
STP,2001,-0.18310384191302637
STP,2002,-0.16196845591103604
STP,2003,-0.16466092069537008
STP,2004,-0.16765435205993298
STP,2005,-0.17385062355833641
STP,2006,-0.1734931200252916
STP,2007,-0.16761382119511015
STP,2008,-0.1594060045015813
STP,2009,-0.15222996228930957
STP,2010,-0.15035898112590382
STP,2011,-0.15663333381980002
STP,2012,-0.16530455920451623
STP,2013,-0.16436334887204024
